"co_pcdt","co_uf_ibge_estabelecimento","nu_ano_competencia","qt_cnes_estabelecimento"
38,28,2008,1
38,28,2009,1
38,28,2010,1
38,28,2011,1
38,28,2012,1
38,28,2013,1
38,28,2014,1
38,28,2015,1
38,28,2016,1
38,28,2017,1
38,28,2018,1
38,28,2019,1
38,29,2008,1
38,29,2009,1
38,29,2010,2
38,29,2011,1
38,29,2012,1
38,29,2013,1
38,29,2014,1
38,29,2015,1
38,29,2016,1
38,29,2017,2
38,29,2018,3
38,29,2019,2
38,31,2008,8
38,31,2009,7
38,31,2010,23
38,31,2011,24
38,31,2012,26
38,31,2013,26
38,31,2014,26
38,31,2015,26
38,31,2016,27
38,31,2017,28
38,31,2018,28
38,31,2019,28
38,32,2008,3
38,32,2009,4
38,32,2010,2
38,32,2011,1
38,32,2012,1
38,32,2013,2
38,32,2014,2
38,32,2015,3
38,32,2016,2
38,32,2017,2
38,32,2018,2
38,32,2019,2
38,33,2008,1
38,33,2009,1
38,33,2010,1
38,33,2011,1
38,33,2012,1
38,33,2013,1
38,33,2014,1
38,33,2015,1
38,33,2016,1
38,33,2017,1
38,33,2018,1
38,33,2019,1
38,35,2008,28
38,35,2009,28
38,35,2010,32
38,35,2011,27
38,35,2012,30
38,35,2013,28
38,35,2014,29
38,35,2015,31
38,35,2016,30
38,35,2017,31
38,35,2018,31
38,35,2019,28
38,41,2008,2
38,41,2009,1
38,41,2010,2
38,41,2011,21
38,41,2012,21
38,41,2013,21
38,41,2014,21
38,41,2015,21
38,41,2016,21
38,41,2017,21
38,41,2018,21
38,41,2019,21
38,42,2008,1
38,42,2009,1
38,42,2010,1
38,42,2011,1
38,42,2012,1
38,42,2013,1
38,42,2014,1
38,42,2015,1
38,42,2016,1
38,42,2017,1
38,42,2018,1
38,42,2019,1
38,43,2008,18
38,43,2009,18
38,43,2010,18
38,43,2011,18
38,43,2012,18
38,43,2013,17
38,43,2014,18
38,43,2015,18
38,43,2016,18
38,43,2017,18
38,43,2018,18
38,43,2019,17
38,50,2008,1
38,50,2009,1
38,50,2010,1
38,50,2011,1
38,50,2012,1
38,50,2013,1
38,50,2014,1
38,50,2015,1
38,50,2016,1
38,50,2017,1
38,50,2018,1
38,50,2019,1
38,51,2008,1
38,51,2009,1
38,51,2010,1
38,51,2011,1
38,51,2012,1
38,51,2013,1
38,51,2014,1
38,51,2015,1
38,51,2016,1
38,51,2017,1
38,51,2018,1
38,51,2019,1
38,52,2008,2
38,52,2009,1
38,52,2010,1
38,52,2011,1
38,52,2012,1
38,52,2013,1
38,52,2014,1
38,52,2015,1
38,52,2016,2
38,52,2017,2
38,52,2018,2
38,52,2019,1
38,53,2008,1
38,53,2009,1
38,53,2010,1
38,53,2011,1
38,53,2012,2
38,53,2013,2
38,53,2014,2
38,53,2015,2
38,53,2016,2
38,53,2017,3
38,53,2018,3
38,53,2019,3
39,11,2015,1
39,11,2016,1
39,11,2017,1
39,11,2018,1
39,11,2019,1
39,12,2015,1
39,12,2016,1
39,12,2017,1
39,12,2018,1
39,12,2019,1
39,13,2014,1
39,13,2015,1
39,13,2016,1
39,13,2017,1
39,13,2018,1
39,13,2019,2
39,14,2019,1
39,15,2015,3
39,15,2016,2
39,16,2018,1
39,16,2019,1
39,17,2014,1
39,17,2015,3
39,17,2016,4
39,17,2017,4
39,17,2018,4
39,17,2019,4
39,22,2014,1
39,22,2015,1
39,22,2016,1
39,22,2017,1
39,22,2018,1
39,22,2019,1
39,23,2015,1
39,23,2018,1
39,23,2019,2
39,24,2015,1
39,24,2016,1
39,26,2014,1
39,26,2015,1
39,26,2016,1
39,26,2017,1
39,26,2018,1
39,26,2019,1
39,27,2019,1
39,29,2015,1
39,29,2016,2
39,29,2017,2
39,29,2018,14
39,29,2019,13
39,31,2015,1
39,31,2016,1
39,32,2013,9
39,32,2014,10
39,32,2015,10
39,32,2016,10
39,32,2017,10
39,32,2018,10
39,32,2019,10
39,33,2018,1
39,33,2019,1
39,35,2013,20
39,35,2014,32
39,35,2015,33
39,35,2016,33
39,35,2017,33
39,35,2018,33
39,35,2019,34
39,41,2014,2
39,41,2015,3
39,42,2015,1
39,42,2016,1
39,42,2017,1
39,42,2018,1
39,42,2019,1
39,43,2013,2
39,43,2014,17
39,43,2015,9
39,43,2016,18
39,43,2017,18
39,43,2018,18
39,43,2019,18
39,50,2014,1
39,50,2015,1
39,50,2016,1
39,50,2017,1
39,50,2018,1
39,50,2019,1
39,51,2013,1
39,51,2014,1
39,51,2015,1
39,51,2016,1
39,51,2017,1
39,51,2018,1
39,51,2019,1
39,52,2014,3
39,52,2015,3
39,52,2016,3
39,52,2017,3
39,52,2018,3
39,52,2019,1
39,53,2014,2
39,53,2015,2
39,53,2016,2
39,53,2017,3
39,53,2018,3
39,53,2019,3
40,12,2008,1
40,13,2008,1
40,14,2010,1
40,14,2015,1
40,17,2013,1
40,21,2010,1
40,23,2008,2
40,23,2009,1
40,23,2010,2
40,23,2011,1
40,23,2013,1
40,23,2014,1
40,23,2017,1
40,24,2008,1
40,24,2009,1
40,24,2010,1
40,24,2011,1
40,24,2012,1
40,24,2013,1
40,24,2014,2
40,24,2015,1
40,24,2017,1
40,24,2018,1
40,31,2008,2
40,31,2009,3
40,31,2010,3
40,31,2011,2
40,31,2012,1
40,31,2013,1
40,32,2008,1
40,35,2008,12
40,35,2009,15
40,35,2010,10
40,35,2011,11
40,35,2012,7
40,35,2013,8
40,35,2014,9
40,35,2015,8
40,35,2016,4
40,35,2017,2
40,35,2018,1
40,41,2008,3
40,41,2009,4
40,41,2010,5
40,41,2011,5
40,41,2012,5
40,41,2013,5
40,41,2014,4
40,41,2015,1
40,42,2010,1
40,42,2011,1
40,42,2012,1
40,42,2013,1
40,43,2013,1
40,43,2014,1
40,50,2008,1
40,50,2009,1
40,50,2010,1
40,50,2011,1
40,50,2012,1
40,50,2013,1
41,11,2008,1
41,11,2009,1
41,11,2010,1
41,11,2011,1
41,11,2012,1
41,11,2013,1
41,11,2014,1
41,11,2015,1
41,11,2016,1
41,11,2017,1
41,11,2018,1
41,11,2019,1
41,12,2008,1
41,12,2009,1
41,12,2010,1
41,12,2011,1
41,12,2012,1
41,12,2013,1
41,12,2014,1
41,12,2015,1
41,12,2016,1
41,12,2017,2
41,12,2018,2
41,12,2019,1
41,13,2008,1
41,13,2009,1
41,13,2010,1
41,13,2011,1
41,13,2012,1
41,13,2013,1
41,13,2014,1
41,13,2015,1
41,13,2016,1
41,13,2017,1
41,13,2018,1
41,13,2019,2
41,14,2008,1
41,14,2010,1
41,14,2012,1
41,14,2013,1
41,14,2014,1
41,14,2016,1
41,14,2017,1
41,15,2008,4
41,15,2009,3
41,15,2010,4
41,15,2011,4
41,15,2012,3
41,15,2013,8
41,15,2014,6
41,15,2015,10
41,15,2016,10
41,15,2017,8
41,15,2018,8
41,15,2019,7
41,16,2010,1
41,16,2011,1
41,16,2012,1
41,16,2015,1
41,16,2016,1
41,16,2017,1
41,16,2018,1
41,16,2019,1
41,17,2008,2
41,17,2009,2
41,17,2010,2
41,17,2011,2
41,17,2012,2
41,17,2013,3
41,17,2014,3
41,17,2015,3
41,17,2016,3
41,17,2017,3
41,17,2018,3
41,17,2019,3
41,21,2008,1
41,21,2009,1
41,21,2010,1
41,21,2011,1
41,21,2012,1
41,21,2013,1
41,21,2014,1
41,21,2015,1
41,21,2016,1
41,21,2017,1
41,21,2018,1
41,21,2019,1
41,22,2008,1
41,22,2009,1
41,22,2010,1
41,22,2011,1
41,22,2012,1
41,22,2013,1
41,22,2014,1
41,22,2015,1
41,22,2016,1
41,22,2017,1
41,22,2018,1
41,22,2019,1
41,23,2008,5
41,23,2009,4
41,23,2010,6
41,23,2011,8
41,23,2012,10
41,23,2013,9
41,23,2014,3
41,23,2015,2
41,23,2016,2
41,23,2017,1
41,23,2018,1
41,23,2019,1
41,24,2008,1
41,24,2009,1
41,24,2010,1
41,24,2011,1
41,24,2012,3
41,24,2013,5
41,24,2014,5
41,24,2015,6
41,24,2016,5
41,24,2017,6
41,24,2018,6
41,24,2019,6
41,25,2008,1
41,25,2009,1
41,25,2010,2
41,25,2011,2
41,25,2012,2
41,25,2013,2
41,25,2014,2
41,25,2015,2
41,25,2016,2
41,25,2017,2
41,25,2018,2
41,25,2019,2
41,26,2008,1
41,26,2009,1
41,26,2010,2
41,26,2011,2
41,26,2012,1
41,26,2013,1
41,26,2014,1
41,26,2015,1
41,26,2016,1
41,26,2017,1
41,26,2018,1
41,26,2019,1
41,27,2008,1
41,27,2009,1
41,27,2010,1
41,27,2011,1
41,27,2012,1
41,27,2013,1
41,27,2014,1
41,27,2015,1
41,27,2016,1
41,27,2017,1
41,27,2018,1
41,27,2019,1
41,28,2009,1
41,28,2010,1
41,28,2011,1
41,28,2012,1
41,28,2013,1
41,28,2014,1
41,28,2015,1
41,28,2016,1
41,28,2017,1
41,28,2018,1
41,28,2019,1
41,29,2015,1
41,29,2016,2
41,29,2017,4
41,29,2018,22
41,29,2019,26
41,31,2008,22
41,31,2009,23
41,31,2010,24
41,31,2011,26
41,31,2012,25
41,31,2013,26
41,31,2014,25
41,31,2015,27
41,31,2016,27
41,31,2017,28
41,31,2018,28
41,31,2019,17
41,32,2008,6
41,32,2009,6
41,32,2010,6
41,32,2011,6
41,32,2012,8
41,32,2013,8
41,32,2014,9
41,32,2015,10
41,32,2016,10
41,32,2017,10
41,32,2018,10
41,32,2019,10
41,33,2008,1
41,33,2009,1
41,33,2010,1
41,33,2011,1
41,33,2012,1
41,33,2013,1
41,33,2014,1
41,33,2015,1
41,33,2016,1
41,33,2017,1
41,33,2018,1
41,33,2019,1
41,35,2008,35
41,35,2009,35
41,35,2010,34
41,35,2011,33
41,35,2012,33
41,35,2013,32
41,35,2014,33
41,35,2015,34
41,35,2016,34
41,35,2017,34
41,35,2018,34
41,35,2019,35
41,41,2008,18
41,41,2009,20
41,41,2010,21
41,41,2011,21
41,41,2012,21
41,41,2013,21
41,41,2014,22
41,41,2015,22
41,41,2016,22
41,41,2017,22
41,41,2018,22
41,41,2019,22
41,42,2008,1
41,42,2009,1
41,42,2010,1
41,42,2011,1
41,42,2012,1
41,42,2013,1
41,42,2014,1
41,42,2015,1
41,42,2016,1
41,42,2017,1
41,42,2018,1
41,42,2019,1
41,43,2008,17
41,43,2009,18
41,43,2010,18
41,43,2011,18
41,43,2012,18
41,43,2013,18
41,43,2014,18
41,43,2015,18
41,43,2016,18
41,43,2017,18
41,43,2018,18
41,43,2019,18
41,50,2008,1
41,50,2009,1
41,50,2010,1
41,50,2011,1
41,50,2012,1
41,50,2013,1
41,50,2014,1
41,50,2015,1
41,50,2016,1
41,50,2017,1
41,50,2018,1
41,50,2019,1
41,51,2008,1
41,51,2009,1
41,51,2010,1
41,51,2011,1
41,51,2012,1
41,51,2013,1
41,51,2014,1
41,51,2015,1
41,51,2016,1
41,51,2017,1
41,51,2018,1
41,51,2019,1
41,52,2008,1
41,52,2009,1
41,52,2010,2
41,52,2011,2
41,52,2012,2
41,52,2013,3
41,52,2014,2
41,52,2015,2
41,52,2016,3
41,52,2017,3
41,52,2018,3
41,52,2019,1
41,53,2008,1
41,53,2009,1
41,53,2010,1
41,53,2011,1
41,53,2012,2
41,53,2013,2
41,53,2014,2
41,53,2015,2
41,53,2016,2
41,53,2017,3
41,53,2018,3
41,53,2019,3
43,11,2008,1
43,11,2009,1
43,11,2010,1
43,11,2011,1
43,11,2012,1
43,11,2013,1
43,11,2014,1
43,11,2015,1
43,11,2016,1
43,11,2017,1
43,11,2018,1
43,11,2019,1
43,12,2008,1
43,12,2009,1
43,12,2010,1
43,12,2011,1
43,12,2012,1
43,12,2013,1
43,12,2014,2
43,12,2015,2
43,12,2016,2
43,12,2017,1
43,12,2018,2
43,12,2019,2
43,13,2008,1
43,13,2009,1
43,13,2010,1
43,13,2011,1
43,13,2012,1
43,13,2013,1
43,13,2014,1
43,13,2015,1
43,13,2016,1
43,13,2017,1
43,13,2018,1
43,13,2019,2
43,14,2008,1
43,14,2009,1
43,14,2010,1
43,14,2011,1
43,14,2012,1
43,14,2013,1
43,14,2014,1
43,14,2015,1
43,14,2016,1
43,14,2017,1
43,14,2018,1
43,14,2019,1
43,15,2008,3
43,15,2009,3
43,15,2010,3
43,15,2011,7
43,15,2012,7
43,15,2013,10
43,15,2014,8
43,15,2015,11
43,15,2016,9
43,15,2017,8
43,15,2018,9
43,15,2019,8
43,16,2008,1
43,16,2009,1
43,16,2010,1
43,16,2011,1
43,16,2012,2
43,16,2013,2
43,16,2014,1
43,16,2015,1
43,16,2016,1
43,16,2017,1
43,16,2018,1
43,16,2019,1
43,17,2008,2
43,17,2009,3
43,17,2010,4
43,17,2011,3
43,17,2012,3
43,17,2013,3
43,17,2014,3
43,17,2015,3
43,17,2016,3
43,17,2017,4
43,17,2018,3
43,17,2019,3
43,21,2008,1
43,21,2009,1
43,21,2010,1
43,21,2011,1
43,21,2012,1
43,21,2013,1
43,21,2014,1
43,21,2015,1
43,21,2016,1
43,21,2017,1
43,21,2018,1
43,21,2019,1
43,22,2008,1
43,22,2009,1
43,22,2010,1
43,22,2011,1
43,22,2012,1
43,22,2013,1
43,22,2014,1
43,22,2015,1
43,22,2016,1
43,22,2017,1
43,22,2018,1
43,22,2019,1
43,23,2008,5
43,23,2009,4
43,23,2010,5
43,23,2011,6
43,23,2012,8
43,23,2013,7
43,23,2014,2
43,23,2015,1
43,23,2016,1
43,23,2017,2
43,23,2018,2
43,23,2019,2
43,24,2008,1
43,24,2009,1
43,24,2010,1
43,24,2011,1
43,24,2012,1
43,24,2013,1
43,24,2014,1
43,24,2015,1
43,24,2016,1
43,24,2017,1
43,24,2018,1
43,24,2019,1
43,25,2008,1
43,25,2009,1
43,25,2010,2
43,25,2011,2
43,25,2012,2
43,25,2013,2
43,25,2014,2
43,25,2015,2
43,25,2016,2
43,25,2017,2
43,25,2018,2
43,25,2019,2
43,26,2008,1
43,26,2009,1
43,26,2010,2
43,26,2011,2
43,26,2012,1
43,26,2013,1
43,26,2014,1
43,26,2015,1
43,26,2016,1
43,26,2017,1
43,26,2018,1
43,26,2019,1
43,27,2008,1
43,27,2009,1
43,27,2010,1
43,27,2011,1
43,27,2012,1
43,27,2013,1
43,27,2014,1
43,27,2015,1
43,27,2016,1
43,27,2017,1
43,27,2018,1
43,27,2019,1
43,28,2008,1
43,28,2009,1
43,28,2010,1
43,28,2011,1
43,28,2012,1
43,28,2013,1
43,28,2014,1
43,28,2015,1
43,28,2016,1
43,28,2017,1
43,28,2018,1
43,28,2019,1
43,29,2008,1
43,29,2009,1
43,29,2010,1
43,29,2011,1
43,29,2012,1
43,29,2013,2
43,29,2014,2
43,29,2015,2
43,29,2016,2
43,29,2017,2
43,29,2018,4
43,29,2019,5
43,31,2008,25
43,31,2009,26
43,31,2010,26
43,31,2011,27
43,31,2012,27
43,31,2013,26
43,31,2014,26
43,31,2015,26
43,31,2016,27
43,31,2017,26
43,31,2018,27
43,31,2019,25
43,32,2008,7
43,32,2009,7
43,32,2010,8
43,32,2011,7
43,32,2012,9
43,32,2013,9
43,32,2014,10
43,32,2015,9
43,32,2016,10
43,32,2017,10
43,32,2018,10
43,32,2019,10
43,33,2008,1
43,33,2009,1
43,33,2010,1
43,33,2011,1
43,33,2012,1
43,33,2013,1
43,33,2014,1
43,33,2015,1
43,33,2016,1
43,33,2017,1
43,33,2018,1
43,33,2019,1
43,35,2008,40
43,35,2009,44
43,35,2010,45
43,35,2011,38
43,35,2012,36
43,35,2013,36
43,35,2014,36
43,35,2015,36
43,35,2016,36
43,35,2017,36
43,35,2018,36
43,35,2019,36
43,41,2008,22
43,41,2009,21
43,41,2010,22
43,41,2011,22
43,41,2012,22
43,41,2013,22
43,41,2014,22
43,41,2015,21
43,41,2016,22
43,41,2017,22
43,41,2018,21
43,41,2019,21
43,42,2008,1
43,42,2009,1
43,42,2010,1
43,42,2011,1
43,42,2012,1
43,42,2013,1
43,42,2014,1
43,42,2015,1
43,42,2016,1
43,42,2017,1
43,42,2018,1
43,42,2019,1
43,43,2008,18
43,43,2009,18
43,43,2010,18
43,43,2011,19
43,43,2012,18
43,43,2013,18
43,43,2014,18
43,43,2015,18
43,43,2016,18
43,43,2017,18
43,43,2018,18
43,43,2019,18
43,50,2008,1
43,50,2009,1
43,50,2010,1
43,50,2011,1
43,50,2012,1
43,50,2013,1
43,50,2014,1
43,50,2015,1
43,50,2016,1
43,50,2017,1
43,50,2018,1
43,50,2019,1
43,51,2008,1
43,51,2009,1
43,51,2010,1
43,51,2011,1
43,51,2012,1
43,51,2013,1
43,51,2014,1
43,51,2015,1
43,51,2016,1
43,51,2017,1
43,51,2018,1
43,51,2019,1
43,52,2008,3
43,52,2009,3
43,52,2010,3
43,52,2011,3
43,52,2012,3
43,52,2013,3
43,52,2014,3
43,52,2015,3
43,52,2016,3
43,52,2017,3
43,52,2018,2
43,52,2019,1
43,53,2008,1
43,53,2009,1
43,53,2010,1
43,53,2011,1
43,53,2012,2
43,53,2013,3
43,53,2014,3
43,53,2015,3
43,53,2016,2
43,53,2017,2
43,53,2018,1
43,53,2019,1
45,11,2008,1
45,11,2016,1
45,11,2017,1
45,12,2008,1
45,12,2009,1
45,12,2010,1
45,12,2011,1
45,12,2012,1
45,12,2013,1
45,12,2014,1
45,12,2015,1
45,12,2017,1
45,12,2018,1
45,15,2008,1
45,15,2009,1
45,15,2010,2
45,15,2011,2
45,15,2012,2
45,15,2013,4
45,15,2014,3
45,15,2015,3
45,15,2016,3
45,15,2017,3
45,15,2018,2
45,15,2019,2
45,16,2008,1
45,16,2009,1
45,16,2010,1
45,16,2011,1
45,16,2012,1
45,17,2008,1
45,17,2009,1
45,17,2010,1
45,17,2011,2
45,17,2012,2
45,17,2013,2
45,17,2014,4
45,17,2015,4
45,17,2016,3
45,17,2018,1
45,17,2019,1
45,21,2013,1
45,21,2014,1
45,21,2018,1
45,21,2019,1
45,23,2009,2
45,23,2010,3
45,23,2011,2
45,23,2012,3
45,23,2013,4
45,23,2014,2
45,23,2015,1
45,23,2016,1
45,23,2017,1
45,23,2018,1
45,23,2019,1
45,24,2008,1
45,24,2009,1
45,24,2010,1
45,24,2011,1
45,24,2012,1
45,24,2013,1
45,24,2014,2
45,24,2015,1
45,24,2016,1
45,24,2017,1
45,25,2008,1
45,25,2009,1
45,25,2010,1
45,25,2011,2
45,25,2012,2
45,25,2013,1
45,25,2014,1
45,25,2015,1
45,25,2016,1
45,25,2017,1
45,25,2018,1
45,25,2019,1
45,26,2008,1
45,26,2009,1
45,26,2010,2
45,26,2011,2
45,26,2012,1
45,26,2013,1
45,26,2014,1
45,26,2015,1
45,26,2016,1
45,26,2017,1
45,26,2018,1
45,26,2019,1
45,27,2009,1
45,27,2010,1
45,27,2011,1
45,28,2008,1
45,28,2009,1
45,28,2010,1
45,28,2011,1
45,28,2012,1
45,28,2013,1
45,28,2014,1
45,28,2015,1
45,28,2017,1
45,28,2018,1
45,28,2019,1
45,29,2015,1
45,29,2018,1
45,29,2019,2
45,31,2008,15
45,31,2009,20
45,31,2010,22
45,31,2011,22
45,31,2012,22
45,31,2013,25
45,31,2014,25
45,31,2015,25
45,31,2016,25
45,31,2017,24
45,31,2018,2
45,31,2019,1
45,32,2008,1
45,32,2009,2
45,32,2010,2
45,32,2011,3
45,32,2012,4
45,32,2013,3
45,32,2014,4
45,32,2015,4
45,32,2016,3
45,32,2017,3
45,32,2018,3
45,32,2019,2
45,33,2008,1
45,33,2010,1
45,33,2011,1
45,33,2012,1
45,33,2013,1
45,33,2014,1
45,33,2015,1
45,33,2016,1
45,33,2017,1
45,33,2018,1
45,33,2019,1
45,35,2008,32
45,35,2009,33
45,35,2010,34
45,35,2011,31
45,35,2012,31
45,35,2013,32
45,35,2014,32
45,35,2015,32
45,35,2016,32
45,35,2017,33
45,35,2018,33
45,35,2019,31
45,41,2008,19
45,41,2009,20
45,41,2010,21
45,41,2011,21
45,41,2012,20
45,41,2013,20
45,41,2014,20
45,41,2015,20
45,41,2016,21
45,41,2017,22
45,41,2018,22
45,41,2019,20
45,42,2008,1
45,42,2009,1
45,42,2010,1
45,42,2011,1
45,42,2012,1
45,42,2013,1
45,42,2014,1
45,42,2015,1
45,42,2016,1
45,42,2017,1
45,42,2018,1
45,42,2019,1
45,43,2008,16
45,43,2009,16
45,43,2010,15
45,43,2011,16
45,43,2012,15
45,43,2013,16
45,43,2014,14
45,43,2015,14
45,43,2016,16
45,43,2017,15
45,43,2018,15
45,43,2019,15
45,50,2008,1
45,50,2010,1
45,50,2011,1
45,50,2012,1
45,50,2013,1
45,50,2014,1
45,50,2015,1
45,50,2016,1
45,50,2017,1
45,50,2018,1
45,50,2019,1
45,51,2008,1
45,51,2009,1
45,51,2010,1
45,51,2011,1
45,51,2012,1
45,51,2013,1
45,51,2014,1
45,51,2015,1
45,51,2016,1
45,51,2017,1
45,51,2018,1
45,51,2019,1
45,52,2013,1
45,52,2014,2
45,52,2015,2
45,52,2016,2
45,52,2017,2
45,52,2018,2
45,52,2019,1
45,53,2010,1
45,53,2011,1
45,53,2012,1
45,53,2013,2
45,53,2014,2
45,53,2015,2
45,53,2016,1
45,53,2017,3
45,53,2018,3
45,53,2019,3
46,11,2008,1
46,11,2009,1
46,11,2010,1
46,11,2011,1
46,11,2012,1
46,11,2013,1
46,11,2014,1
46,11,2015,1
46,11,2016,1
46,11,2017,1
46,11,2018,1
46,11,2019,1
46,12,2008,1
46,12,2009,1
46,12,2010,1
46,12,2011,1
46,12,2012,1
46,12,2013,1
46,12,2014,2
46,12,2015,2
46,12,2016,2
46,12,2017,2
46,12,2018,2
46,12,2019,2
46,13,2008,1
46,13,2009,1
46,13,2010,1
46,13,2011,1
46,13,2012,1
46,13,2013,1
46,13,2014,1
46,13,2015,1
46,13,2016,1
46,13,2017,1
46,13,2018,1
46,13,2019,2
46,14,2008,1
46,14,2010,1
46,14,2011,1
46,14,2012,1
46,14,2013,1
46,14,2014,1
46,14,2015,1
46,14,2016,1
46,14,2017,1
46,14,2018,1
46,14,2019,1
46,15,2008,1
46,15,2009,1
46,15,2010,2
46,15,2011,2
46,15,2012,4
46,15,2013,10
46,15,2014,9
46,15,2015,10
46,15,2016,9
46,15,2017,10
46,15,2018,11
46,15,2019,12
46,16,2008,1
46,16,2009,1
46,16,2011,1
46,16,2012,1
46,16,2013,1
46,16,2014,1
46,16,2015,1
46,16,2016,1
46,16,2017,1
46,16,2018,1
46,16,2019,1
46,17,2008,2
46,17,2009,3
46,17,2010,3
46,17,2011,3
46,17,2012,3
46,17,2013,3
46,17,2014,4
46,17,2015,4
46,17,2016,4
46,17,2017,4
46,17,2018,4
46,17,2019,4
46,21,2008,1
46,21,2009,1
46,21,2010,1
46,21,2011,1
46,21,2012,1
46,21,2013,1
46,21,2014,1
46,21,2015,1
46,21,2016,1
46,21,2017,1
46,21,2018,1
46,21,2019,1
46,22,2008,1
46,22,2009,1
46,22,2010,1
46,22,2011,1
46,22,2012,1
46,22,2013,1
46,22,2014,1
46,22,2015,1
46,22,2016,1
46,22,2017,1
46,22,2018,1
46,22,2019,1
46,23,2008,8
46,23,2009,11
46,23,2010,13
46,23,2011,14
46,23,2012,19
46,23,2013,16
46,23,2014,5
46,23,2015,3
46,23,2016,2
46,23,2017,1
46,23,2018,2
46,23,2019,1
46,24,2008,1
46,24,2009,1
46,24,2010,1
46,24,2011,1
46,24,2012,4
46,24,2013,6
46,24,2014,6
46,24,2015,6
46,24,2016,6
46,24,2017,6
46,24,2018,6
46,24,2019,6
46,25,2008,1
46,25,2009,1
46,25,2010,2
46,25,2011,2
46,25,2012,2
46,25,2013,2
46,25,2014,2
46,25,2015,2
46,25,2016,2
46,25,2017,2
46,25,2018,2
46,25,2019,2
46,26,2008,1
46,26,2009,1
46,26,2010,2
46,26,2011,2
46,26,2012,1
46,26,2013,1
46,26,2014,1
46,26,2015,1
46,26,2016,1
46,26,2017,1
46,26,2018,1
46,26,2019,1
46,27,2008,1
46,27,2009,1
46,27,2010,1
46,27,2011,1
46,27,2012,1
46,27,2013,1
46,27,2014,1
46,27,2015,1
46,27,2016,1
46,27,2017,1
46,27,2018,1
46,27,2019,1
46,28,2009,1
46,28,2010,1
46,28,2011,1
46,28,2012,1
46,28,2013,1
46,28,2014,1
46,28,2015,1
46,28,2016,1
46,28,2017,1
46,28,2018,1
46,28,2019,1
46,29,2008,1
46,29,2009,1
46,29,2010,1
46,29,2011,1
46,29,2012,1
46,29,2013,1
46,29,2014,1
46,29,2015,2
46,29,2016,1
46,29,2017,4
46,29,2018,29
46,29,2019,30
46,31,2008,28
46,31,2009,28
46,31,2010,28
46,31,2011,28
46,31,2012,28
46,31,2013,28
46,31,2014,28
46,31,2015,28
46,31,2016,28
46,31,2017,28
46,31,2018,28
46,31,2019,28
46,32,2008,6
46,32,2009,7
46,32,2010,8
46,32,2011,8
46,32,2012,9
46,32,2013,9
46,32,2014,10
46,32,2015,10
46,32,2016,10
46,32,2017,10
46,32,2018,10
46,32,2019,10
46,33,2008,1
46,33,2009,1
46,33,2010,1
46,33,2011,1
46,33,2012,1
46,33,2013,1
46,33,2014,1
46,33,2015,1
46,33,2016,1
46,33,2017,1
46,33,2018,1
46,33,2019,1
46,35,2008,37
46,35,2009,38
46,35,2010,41
46,35,2011,34
46,35,2012,33
46,35,2013,33
46,35,2014,33
46,35,2015,34
46,35,2016,33
46,35,2017,33
46,35,2018,33
46,35,2019,34
46,41,2008,20
46,41,2009,20
46,41,2010,21
46,41,2011,22
46,41,2012,22
46,41,2013,22
46,41,2014,22
46,41,2015,22
46,41,2016,22
46,41,2017,22
46,41,2018,23
46,41,2019,23
46,42,2008,1
46,42,2009,1
46,42,2010,1
46,42,2011,1
46,42,2012,1
46,42,2013,1
46,42,2014,1
46,42,2015,1
46,42,2016,1
46,42,2017,1
46,42,2018,1
46,42,2019,1
46,43,2008,17
46,43,2009,18
46,43,2010,18
46,43,2011,19
46,43,2012,18
46,43,2013,18
46,43,2014,18
46,43,2015,18
46,43,2016,18
46,43,2017,18
46,43,2018,18
46,43,2019,18
46,50,2008,1
46,50,2009,1
46,50,2010,1
46,50,2011,1
46,50,2012,1
46,50,2013,1
46,50,2014,1
46,50,2015,1
46,50,2016,1
46,50,2017,1
46,50,2018,1
46,50,2019,1
46,51,2008,1
46,51,2009,1
46,51,2010,1
46,51,2011,1
46,51,2012,1
46,51,2013,1
46,51,2014,1
46,51,2015,1
46,51,2016,1
46,51,2017,1
46,51,2018,1
46,51,2019,1
46,52,2008,3
46,52,2009,3
46,52,2010,3
46,52,2011,3
46,52,2012,3
46,52,2013,3
46,52,2014,3
46,52,2015,3
46,52,2016,3
46,52,2017,3
46,52,2018,3
46,52,2019,1
46,53,2008,1
46,53,2009,1
46,53,2010,1
46,53,2011,1
46,53,2012,2
46,53,2013,2
46,53,2014,2
46,53,2015,2
46,53,2016,2
46,53,2017,3
46,53,2018,3
46,53,2019,3
47,11,2010,1
47,11,2011,1
47,11,2012,1
47,11,2013,1
47,11,2014,1
47,11,2015,1
47,11,2016,1
47,11,2017,1
47,11,2018,1
47,11,2019,1
47,12,2012,1
47,12,2013,1
47,12,2014,1
47,12,2015,1
47,12,2016,1
47,12,2017,1
47,12,2018,1
47,13,2010,1
47,13,2011,1
47,13,2012,1
47,13,2013,1
47,13,2014,1
47,13,2015,1
47,13,2016,1
47,13,2017,1
47,13,2018,1
47,13,2019,2
47,15,2010,4
47,15,2011,7
47,15,2012,6
47,15,2013,10
47,15,2014,6
47,15,2015,7
47,15,2016,7
47,15,2017,7
47,15,2018,7
47,15,2019,6
47,16,2010,1
47,16,2011,1
47,16,2012,2
47,16,2013,2
47,16,2014,1
47,16,2015,1
47,16,2016,1
