"co_pcdt","co_uf_ibge_estabelecimento","nu_ano_competencia","qt_cnes_estabelecimento"
22,32,2008,7
22,32,2009,7
22,32,2010,8
22,32,2011,8
22,32,2012,9
22,32,2013,9
22,32,2014,10
22,32,2015,10
22,32,2016,10
22,32,2017,10
22,32,2018,10
22,32,2019,10
22,33,2008,1
22,33,2009,1
22,33,2010,1
22,33,2011,1
22,33,2012,1
22,33,2013,1
22,33,2014,1
22,33,2015,1
22,33,2016,1
22,33,2017,1
22,33,2018,1
22,33,2019,1
22,35,2008,36
22,35,2009,37
22,35,2010,37
22,35,2011,32
22,35,2012,32
22,35,2013,32
22,35,2014,32
22,35,2015,33
22,35,2016,33
22,35,2017,33
22,35,2018,33
22,35,2019,34
22,41,2008,22
22,41,2009,22
22,41,2010,22
22,41,2011,22
22,41,2012,22
22,41,2013,22
22,41,2014,22
22,41,2015,22
22,41,2016,22
22,41,2017,23
22,41,2018,23
22,41,2019,23
22,42,2008,1
22,42,2009,1
22,42,2010,1
22,42,2011,1
22,42,2012,1
22,42,2013,1
22,42,2014,1
22,42,2015,1
22,42,2016,1
22,42,2017,1
22,42,2018,1
22,42,2019,1
22,43,2008,18
22,43,2009,18
22,43,2010,18
22,43,2011,19
22,43,2012,18
22,43,2013,18
22,43,2014,18
22,43,2015,18
22,43,2016,18
22,43,2017,18
22,43,2018,18
22,43,2019,18
22,50,2008,1
22,50,2009,1
22,50,2010,1
22,50,2011,1
22,50,2012,1
22,50,2013,1
22,50,2014,1
22,50,2015,1
22,50,2016,1
22,50,2017,1
22,50,2018,1
22,50,2019,1
22,51,2008,1
22,51,2009,1
22,51,2010,1
22,51,2011,1
22,51,2012,1
22,51,2013,1
22,51,2014,1
22,51,2015,1
22,51,2016,1
22,51,2017,1
22,51,2018,1
22,51,2019,1
22,52,2008,3
22,52,2009,3
22,52,2010,3
22,52,2011,3
22,52,2012,3
22,52,2013,3
22,52,2014,3
22,52,2015,3
22,52,2016,3
22,52,2017,3
22,52,2018,3
22,52,2019,1
22,53,2008,1
22,53,2009,1
22,53,2010,1
22,53,2011,1
22,53,2012,2
22,53,2013,2
22,53,2014,2
22,53,2015,2
22,53,2016,2
22,53,2017,3
22,53,2018,3
22,53,2019,3
23,11,2008,1
23,11,2009,1
23,11,2010,1
23,11,2011,1
23,11,2012,1
23,11,2014,1
23,11,2015,1
23,11,2016,1
23,11,2017,1
23,11,2018,1
23,12,2010,1
23,12,2011,1
23,12,2012,1
23,12,2013,1
23,12,2015,1
23,12,2016,1
23,12,2017,1
23,12,2018,1
23,13,2008,1
23,13,2009,1
23,13,2011,1
23,13,2012,1
23,13,2013,1
23,13,2014,1
23,13,2015,1
23,13,2016,1
23,13,2017,1
23,13,2018,1
23,13,2019,2
23,15,2008,1
23,15,2009,2
23,15,2010,2
23,15,2011,2
23,15,2012,2
23,15,2013,2
23,15,2014,2
23,15,2015,2
23,15,2016,1
23,15,2017,1
23,15,2018,2
23,15,2019,3
23,16,2008,1
23,16,2009,1
23,16,2010,1
23,16,2011,1
23,16,2014,1
23,16,2015,1
23,16,2016,1
23,17,2008,1
23,17,2017,1
23,21,2008,1
23,21,2009,1
23,21,2010,1
23,21,2011,1
23,21,2012,1
23,21,2013,1
23,21,2014,1
23,21,2015,1
23,21,2016,1
23,21,2017,1
23,21,2018,1
23,21,2019,1
23,22,2008,1
23,22,2009,1
23,22,2010,1
23,22,2011,1
23,22,2012,1
23,22,2013,1
23,22,2014,1
23,22,2015,1
23,22,2016,1
23,22,2017,1
23,22,2018,1
23,22,2019,1
23,23,2008,7
23,23,2009,6
23,23,2010,5
23,23,2011,4
23,23,2012,4
23,23,2013,4
23,23,2014,1
23,23,2015,1
23,23,2016,1
23,23,2017,1
23,23,2018,1
23,23,2019,1
23,24,2008,1
23,24,2009,1
23,24,2010,1
23,24,2011,1
23,24,2014,1
23,24,2015,2
23,24,2016,2
23,24,2017,3
23,24,2018,2
23,25,2008,1
23,25,2009,1
23,25,2010,1
23,25,2011,1
23,25,2012,2
23,25,2013,2
23,25,2014,2
23,25,2015,2
23,25,2016,2
23,25,2017,2
23,25,2018,2
23,25,2019,2
23,26,2008,1
23,26,2009,1
23,26,2010,2
23,26,2011,2
23,26,2012,1
23,26,2013,1
23,26,2014,1
23,26,2015,1
23,26,2016,1
23,26,2017,1
23,26,2018,1
23,26,2019,1
23,27,2010,1
23,27,2011,1
23,27,2012,1
23,27,2013,1
23,28,2008,1
23,28,2009,1
23,28,2010,1
23,28,2011,1
23,28,2012,1
23,28,2013,1
23,28,2014,1
23,28,2015,1
23,28,2016,1
23,28,2017,1
23,28,2018,1
23,28,2019,1
23,29,2017,1
23,29,2018,7
23,29,2019,9
23,31,2008,21
23,31,2009,20
23,31,2010,22
23,31,2011,22
23,31,2012,22
23,31,2013,21
23,31,2014,22
23,31,2015,23
23,31,2016,22
23,31,2017,22
23,31,2018,22
23,31,2019,3
23,32,2008,3
23,32,2009,4
23,32,2010,3
23,32,2011,5
23,32,2012,5
23,32,2013,4
23,32,2014,4
23,32,2015,4
23,32,2016,4
23,32,2017,4
23,32,2018,3
23,32,2019,2
23,33,2008,1
23,33,2009,1
23,33,2010,1
23,33,2011,1
23,33,2012,1
23,33,2013,1
23,33,2014,1
23,33,2015,1
23,33,2016,1
23,33,2017,1
23,33,2018,1
23,33,2019,1
23,35,2008,25
23,35,2009,28
23,35,2010,27
23,35,2011,23
23,35,2012,26
23,35,2013,26
23,35,2014,25
23,35,2015,25
23,35,2016,24
23,35,2017,25
23,35,2018,24
23,35,2019,25
23,41,2008,14
23,41,2009,15
23,41,2010,16
23,41,2011,16
23,41,2012,16
23,41,2013,14
23,41,2014,14
23,41,2015,17
23,41,2016,17
23,41,2017,16
23,41,2018,15
23,41,2019,15
23,42,2008,1
23,42,2009,1
23,42,2010,1
23,42,2011,1
23,42,2012,1
23,42,2013,1
23,42,2014,1
23,42,2015,1
23,42,2016,1
23,42,2017,1
23,42,2018,1
23,42,2019,1
23,43,2008,13
23,43,2009,10
23,43,2010,12
23,43,2011,12
23,43,2012,13
23,43,2013,13
23,43,2014,4
23,43,2015,13
23,43,2016,13
23,43,2017,12
23,43,2018,12
23,43,2019,12
23,50,2008,1
23,50,2009,1
23,50,2010,1
23,50,2011,1
23,50,2012,1
23,50,2013,1
23,50,2014,1
23,50,2015,1
23,50,2016,1
23,50,2017,1
23,50,2018,1
23,50,2019,1
23,51,2008,1
23,51,2009,1
23,51,2010,1
23,51,2011,1
23,51,2012,1
23,51,2013,1
23,51,2014,1
23,51,2015,1
23,51,2016,1
23,51,2017,1
23,52,2010,1
23,52,2011,1
23,52,2012,1
23,52,2013,1
23,52,2014,1
23,52,2015,1
23,52,2016,2
23,52,2017,2
23,52,2018,2
23,52,2019,1
23,53,2008,1
23,53,2009,1
23,53,2010,1
23,53,2011,1
23,53,2012,2
23,53,2013,2
23,53,2014,2
23,53,2015,2
23,53,2016,2
23,53,2017,3
23,53,2018,3
23,53,2019,3
24,11,2008,1
24,11,2009,1
24,11,2010,1
24,11,2011,1
24,11,2012,1
24,11,2014,1
24,11,2015,1
24,11,2016,1
24,11,2018,1
24,11,2019,1
24,12,2008,1
24,12,2009,1
24,12,2010,1
24,12,2011,1
24,12,2012,1
24,12,2013,1
24,12,2014,2
24,12,2015,2
24,12,2016,2
24,12,2017,2
24,12,2018,2
24,12,2019,1
24,14,2008,1
24,14,2009,1
24,14,2010,1
24,14,2011,1
24,14,2013,1
24,14,2014,1
24,14,2015,1
24,14,2016,1
24,14,2017,1
24,14,2018,1
24,15,2008,1
24,15,2009,1
24,15,2010,1
24,15,2011,1
24,15,2012,1
24,15,2013,2
24,15,2014,1
24,15,2015,6
24,15,2016,7
24,15,2017,7
24,15,2018,6
24,15,2019,5
24,16,2008,1
24,16,2009,1
24,16,2010,1
24,16,2011,1
24,16,2012,2
24,16,2013,2
24,16,2014,1
24,16,2015,1
24,16,2016,1
24,16,2017,2
24,16,2018,1
24,16,2019,1
24,17,2008,3
24,17,2009,3
24,17,2010,4
24,17,2011,4
24,17,2012,4
24,17,2013,4
24,17,2014,4
24,17,2015,4
24,17,2016,4
24,17,2017,4
24,17,2018,4
24,17,2019,4
24,21,2008,1
24,21,2009,1
24,21,2010,1
24,21,2011,1
24,21,2012,1
24,21,2013,1
24,21,2014,1
24,21,2015,1
24,21,2016,1
24,21,2017,1
24,21,2018,1
24,21,2019,1
24,22,2008,1
24,22,2009,1
24,22,2010,1
24,22,2011,1
24,22,2012,1
24,22,2013,1
24,22,2014,1
24,22,2015,1
24,22,2016,1
24,22,2017,1
24,22,2018,1
24,22,2019,1
24,23,2009,2
24,23,2010,3
24,23,2011,4
24,23,2012,6
24,23,2013,5
24,23,2014,2
24,23,2015,1
24,23,2016,1
24,23,2017,2
24,23,2018,2
24,23,2019,5
24,24,2008,1
24,24,2009,1
24,24,2010,1
24,24,2011,1
24,24,2012,2
24,24,2013,5
24,24,2014,6
24,24,2015,6
24,24,2016,5
24,24,2017,5
24,24,2018,5
24,24,2019,5
24,25,2008,1
24,25,2009,1
24,25,2010,2
24,25,2011,2
24,25,2012,2
24,25,2013,2
24,25,2014,2
24,25,2015,2
24,25,2016,2
24,25,2017,2
24,25,2018,2
24,25,2019,2
24,26,2008,1
24,26,2009,1
24,26,2010,2
24,26,2011,2
24,26,2012,1
24,26,2013,1
24,26,2014,1
24,26,2015,1
24,26,2016,1
24,26,2017,1
24,26,2018,1
24,26,2019,1
24,27,2008,1
24,27,2009,1
24,27,2010,1
24,27,2011,1
24,27,2012,1
24,27,2013,1
24,27,2014,1
24,27,2015,1
24,27,2016,1
24,27,2017,1
24,27,2018,1
24,27,2019,1
24,28,2008,1
24,28,2009,1
24,28,2010,1
24,28,2011,1
24,28,2012,1
24,28,2013,1
24,28,2014,1
24,28,2015,1
24,28,2016,1
24,28,2017,1
24,28,2018,1
24,28,2019,1
24,29,2008,1
24,29,2009,1
24,29,2010,1
24,29,2011,1
24,29,2012,1
24,29,2013,1
24,29,2014,1
24,29,2015,2
24,29,2016,2
24,29,2017,4
24,29,2018,32
24,29,2019,31
24,31,2008,22
24,31,2009,25
24,31,2010,28
24,31,2011,28
24,31,2012,28
24,31,2013,28
24,31,2014,28
24,31,2015,28
24,31,2016,28
24,31,2017,28
24,31,2018,28
24,31,2019,28
24,32,2008,6
24,32,2009,7
24,32,2010,8
24,32,2011,8
24,32,2012,9
24,32,2013,9
24,32,2014,10
24,32,2015,10
24,32,2016,10
24,32,2017,10
24,32,2018,10
24,32,2019,10
24,33,2008,1
24,33,2009,1
24,33,2010,1
24,33,2011,1
24,33,2012,1
24,33,2013,1
24,33,2014,1
24,33,2015,1
24,33,2016,1
24,33,2017,1
24,33,2018,1
24,33,2019,1
24,35,2008,33
24,35,2009,35
24,35,2010,36
24,35,2011,32
24,35,2012,32
24,35,2013,31
24,35,2014,31
24,35,2015,33
24,35,2016,33
24,35,2017,33
24,35,2018,33
24,35,2019,34
24,41,2008,14
24,41,2009,17
24,41,2010,18
24,41,2011,20
24,41,2012,22
24,41,2013,22
24,41,2014,22
24,41,2015,22
24,41,2016,22
24,41,2017,22
24,41,2018,21
24,41,2019,21
24,42,2008,1
24,42,2009,1
24,42,2010,1
24,42,2011,1
24,42,2012,1
24,42,2013,1
24,42,2014,1
24,42,2015,1
24,42,2016,1
24,42,2017,1
24,42,2018,1
24,42,2019,1
24,43,2008,17
24,43,2009,17
24,43,2010,18
24,43,2011,18
24,43,2012,18
24,43,2013,18
24,43,2014,17
24,43,2015,18
24,43,2016,18
24,43,2017,18
24,43,2018,18
24,43,2019,18
24,50,2008,1
24,50,2009,1
24,50,2010,1
24,50,2011,1
24,50,2012,1
24,50,2013,1
24,50,2014,1
24,50,2015,1
24,50,2016,1
24,50,2017,1
24,50,2018,1
24,50,2019,1
24,51,2008,1
24,51,2009,1
24,51,2010,1
24,51,2011,1
24,51,2012,1
24,51,2013,1
24,51,2014,1
24,51,2015,1
24,51,2016,1
24,51,2017,1
24,51,2018,1
24,51,2019,1
24,52,2008,1
24,52,2009,2
24,52,2010,2
24,52,2011,2
24,52,2012,3
24,52,2013,3
24,52,2014,3
24,52,2015,2
24,52,2016,3
24,52,2017,3
24,52,2018,3
24,52,2019,1
24,53,2008,1
24,53,2009,1
24,53,2010,1
24,53,2011,1
24,53,2012,2
24,53,2013,2
24,53,2014,2
24,53,2015,2
24,53,2016,2
24,53,2017,3
24,53,2018,3
24,53,2019,3
25,11,2016,1
25,12,2008,1
25,12,2013,1
25,12,2015,1
25,12,2016,1
25,12,2017,1
25,12,2018,1
25,12,2019,1
25,13,2008,1
25,13,2009,1
25,13,2010,1
25,13,2011,1
25,13,2012,1
25,13,2013,1
25,13,2014,1
25,13,2015,1
25,13,2016,1
25,13,2017,1
25,13,2018,1
25,13,2019,2
25,14,2008,1
25,14,2009,1
25,14,2010,1
25,14,2014,1
25,14,2016,1
25,14,2017,1
25,15,2008,1
25,15,2009,1
25,15,2013,1
25,15,2014,1
25,15,2015,1
25,15,2016,1
25,15,2017,1
25,15,2018,1
25,15,2019,1
25,16,2009,1
25,16,2012,1
25,16,2013,1
25,21,2008,1
25,21,2009,1
25,21,2010,1
25,21,2011,1
25,21,2012,1
25,21,2013,1
25,21,2014,1
25,21,2015,1
25,21,2016,1
25,21,2017,1
25,21,2018,1
25,21,2019,1
25,22,2008,1
25,22,2010,1
25,22,2016,1
25,23,2008,5
25,23,2009,6
25,23,2010,7
25,23,2011,5
25,23,2012,4
25,23,2013,4
25,23,2014,1
25,23,2015,1
25,23,2016,1
25,23,2018,1
25,23,2019,1
25,24,2008,1
25,24,2009,1
25,24,2010,1
25,24,2011,1
25,24,2013,1
25,24,2014,1
25,24,2015,1
25,24,2016,1
25,24,2017,2
25,24,2018,1
25,24,2019,1
25,25,2008,1
25,25,2009,1
25,25,2010,1
25,25,2011,1
25,25,2012,2
25,25,2013,2
25,25,2014,2
25,25,2015,2
25,25,2016,2
25,25,2017,2
25,25,2018,2
25,25,2019,2
25,26,2008,1
25,26,2009,1
25,26,2010,2
25,26,2011,2
25,26,2012,1
25,26,2013,1
25,26,2014,1
25,26,2015,1
25,26,2016,1
25,26,2017,1
25,26,2018,1
25,26,2019,1
25,27,2008,1
25,27,2009,1
25,27,2010,1
25,27,2011,1
25,27,2013,1
25,27,2014,1
25,27,2015,1
25,28,2008,1
25,28,2009,1
25,29,2011,1
25,29,2012,1
25,29,2014,1
25,29,2015,1
25,29,2016,1
25,31,2008,10
25,31,2009,6
25,31,2010,5
25,31,2011,5
25,31,2012,4
25,31,2013,5
25,31,2014,4
25,31,2015,6
25,31,2016,3
25,31,2017,4
25,31,2018,4
25,31,2019,2
25,32,2008,2
25,32,2009,4
25,32,2010,2
25,32,2011,3
25,32,2012,3
25,32,2013,1
25,32,2014,2
25,32,2015,1
25,32,2016,2
25,32,2017,2
25,32,2018,1
25,32,2019,1
25,33,2008,1
25,33,2009,1
25,33,2010,1
25,33,2011,1
25,33,2012,1
25,33,2013,1
25,33,2014,1
25,33,2015,1
25,33,2016,1
25,33,2017,1
25,33,2018,1
25,33,2019,1
25,35,2008,33
25,35,2009,35
25,35,2010,30
25,35,2011,25
25,35,2012,25
25,35,2013,20
25,35,2014,21
25,35,2015,18
25,35,2016,18
25,35,2017,13
25,35,2018,14
25,35,2019,7
25,41,2008,8
25,41,2009,8
25,41,2010,8
25,41,2011,6
25,41,2012,4
25,41,2013,3
25,41,2014,2
25,41,2015,1
25,41,2016,2
25,41,2017,5
25,41,2018,4
25,42,2008,1
25,42,2009,1
25,42,2010,1
25,42,2011,1
25,42,2012,1
25,42,2013,1
25,42,2014,1
25,42,2015,1
25,42,2016,1
25,42,2017,1
25,43,2008,7
25,43,2009,6
25,43,2010,5
25,43,2011,4
25,43,2012,3
25,43,2013,2
25,43,2015,2
25,43,2016,6
25,43,2017,9
25,43,2018,8
25,43,2019,8
25,50,2008,1
25,50,2009,1
25,50,2010,1
25,50,2012,1
25,50,2013,1
25,50,2014,1
25,50,2015,1
25,50,2017,1
25,51,2008,1
25,51,2009,1
25,51,2018,1
25,52,2009,1
25,52,2011,1
25,52,2013,1
26,11,2013,1
26,11,2014,1
26,11,2015,1
26,11,2016,1
26,11,2017,1
26,11,2018,1
26,11,2019,1
26,12,2013,1
26,12,2014,2
26,12,2015,2
26,12,2016,1
26,12,2017,2
26,12,2018,2
26,12,2019,2
26,13,2013,1
26,13,2014,1
26,13,2015,1
26,13,2016,1
26,13,2017,1
26,13,2018,1
26,13,2019,2
26,14,2016,1
26,15,2015,1
26,15,2016,1
26,15,2017,2
26,15,2018,3
26,15,2019,1
26,16,2016,1
26,16,2017,1
26,16,2018,1
26,16,2019,1
26,17,2013,2
26,17,2014,3
26,17,2015,4
26,17,2016,3
26,17,2017,3
26,17,2018,3
26,17,2019,4
26,21,2014,1
26,21,2015,1
26,21,2017,1
26,21,2018,1
26,21,2019,1
26,22,2013,1
26,22,2014,1
26,22,2015,1
26,22,2016,1
26,22,2017,1
26,22,2018,1
26,22,2019,1
26,23,2013,1
26,23,2014,1
26,23,2015,1
26,23,2016,2
26,23,2017,2
26,23,2018,2
26,23,2019,2
26,24,2013,2
26,24,2014,4
26,24,2015,4
26,24,2016,5
26,24,2017,5
26,24,2018,6
26,24,2019,6
26,25,2013,1
26,25,2014,2
26,25,2015,2
26,25,2016,2
26,25,2017,2
26,25,2018,2
26,25,2019,2
26,26,2013,1
26,26,2014,1
26,26,2015,1
26,26,2016,1
26,26,2017,1
26,26,2018,1
26,26,2019,1
26,27,2013,1
26,27,2014,1
26,27,2015,1
26,27,2016,1
26,27,2017,1
26,27,2018,1
26,27,2019,1
26,28,2013,1
26,28,2014,1
26,28,2015,1
26,28,2016,1
26,28,2017,1
26,28,2018,1
26,28,2019,1
26,29,2013,1
26,29,2016,1
26,29,2017,3
26,29,2018,30
26,29,2019,33
26,31,2013,24
26,31,2014,28
26,31,2015,28
26,31,2016,28
26,31,2017,28
26,31,2018,28
26,31,2019,28
26,32,2008,1
26,32,2013,9
26,32,2014,10
26,32,2015,10
26,32,2016,10
26,32,2017,10
26,32,2018,10
26,32,2019,10
26,33,2008,1
26,33,2013,1
26,33,2014,1
26,33,2015,1
26,33,2016,1
26,33,2017,1
26,33,2018,1
26,33,2019,1
26,35,2013,31
26,35,2014,33
26,35,2015,34
26,35,2016,34
26,35,2017,34
26,35,2018,34
26,35,2019,35
26,41,2013,18
26,41,2014,22
26,41,2015,22
26,41,2016,22
26,41,2017,23
26,41,2018,23
26,41,2019,23
26,42,2013,1
26,42,2014,1
26,42,2015,1
26,42,2016,1
26,42,2017,1
26,42,2018,1
26,42,2019,1
26,43,2013,16
26,43,2014,18
26,43,2015,18
26,43,2016,18
26,43,2017,18
26,43,2018,18
26,43,2019,18
26,50,2013,1
26,50,2014,1
26,50,2015,1
26,50,2016,1
26,50,2017,1
26,50,2018,1
26,50,2019,1
26,51,2013,1
26,51,2014,1
26,51,2015,1
26,51,2016,1
26,51,2017,1
26,51,2018,1
26,51,2019,1
26,52,2013,2
26,52,2014,3
26,52,2015,3
26,52,2016,3
26,52,2017,3
26,52,2018,3
26,52,2019,1
26,53,2010,1
26,53,2013,2
26,53,2014,2
26,53,2015,2
26,53,2016,2
26,53,2017,3
26,53,2018,3
26,53,2019,3
27,11,2008,1
27,11,2009,1
27,11,2010,1
27,11,2011,1
27,11,2012,1
27,11,2013,1
27,11,2014,1
27,11,2015,1
27,11,2016,1
27,11,2017,1
27,11,2018,1
27,11,2019,1
27,12,2014,1
27,12,2015,1
27,12,2016,1
27,12,2017,1
27,12,2018,1
27,12,2019,1
27,13,2013,1
27,13,2014,1
27,13,2015,1
27,13,2016,1
27,13,2017,1
27,13,2018,1
27,13,2019,2
27,14,2008,1
27,14,2013,1
27,14,2014,1
27,14,2015,1
27,14,2016,1
27,14,2017,1
27,15,2009,1
27,15,2010,2
27,15,2011,1
27,15,2012,1
27,15,2013,2
27,15,2014,3
27,15,2015,5
27,15,2016,7
27,15,2017,7
27,15,2018,9
27,15,2019,6
27,16,2009,1
27,16,2014,1
27,16,2015,1
27,16,2017,1
27,16,2018,1
27,16,2019,1
27,17,2008,2
27,17,2009,3
27,17,2010,4
27,17,2011,3
27,17,2012,3
27,17,2013,3
27,17,2014,4
27,17,2015,4
27,17,2016,4
27,17,2017,4
27,17,2018,4
27,17,2019,4
27,21,2008,1
27,21,2009,1
27,21,2010,1
27,21,2011,1
27,21,2012,1
27,21,2013,1
27,21,2014,1
27,21,2015,1
27,21,2016,1
27,21,2017,1
27,21,2018,1
27,21,2019,1
27,22,2008,1
27,22,2012,1
27,22,2013,1
27,22,2014,1
27,22,2015,1
27,22,2016,1
27,22,2017,1
27,22,2018,1
27,22,2019,1
27,23,2008,3
27,23,2009,5
27,23,2010,13
27,23,2011,14
27,23,2012,16
27,23,2013,15
27,23,2014,5
27,23,2015,3
27,23,2016,2
27,23,2017,1
27,23,2018,2
27,23,2019,2
27,24,2008,1
27,24,2009,1
27,24,2010,1
27,24,2011,1
27,24,2012,1
27,24,2013,2
27,24,2014,6
27,24,2015,6
27,24,2016,6
27,24,2017,6
27,24,2018,6
27,24,2019,6
27,25,2008,1
27,25,2009,1
27,25,2010,2
27,25,2011,2
27,25,2012,2
27,25,2013,2
27,25,2014,2
27,25,2015,2
27,25,2016,2
27,25,2017,2
27,25,2018,2
27,25,2019,2
27,26,2008,1
27,26,2009,1
27,26,2010,2
27,26,2011,2
27,26,2012,1
27,26,2013,1
27,26,2014,1
27,26,2015,1
27,26,2016,1
27,26,2017,1
27,26,2018,1
27,26,2019,1
27,27,2008,1
27,27,2009,1
27,27,2010,1
27,27,2011,1
27,27,2012,1
27,27,2013,1
27,27,2014,1
27,27,2015,1
27,27,2016,1
27,27,2017,1
27,27,2018,1
27,27,2019,1
27,28,2014,1
27,28,2015,1
27,28,2016,1
27,28,2017,1
27,28,2018,1
27,28,2019,1
27,29,2011,1
27,29,2012,1
27,29,2014,1
27,29,2015,1
27,29,2016,3
27,29,2017,4
27,29,2018,31
27,29,2019,31
27,31,2008,25
27,31,2009,24
27,31,2010,26
27,31,2011,27
27,31,2012,26
27,31,2013,28
27,31,2014,28
27,31,2015,28
27,31,2016,28
27,31,2017,28
27,31,2018,28
27,31,2019,28
27,32,2008,6
27,32,2009,6
27,32,2010,8
27,32,2011,8
27,32,2012,9
27,32,2013,9
27,32,2014,10
27,32,2015,10
27,32,2016,10
27,32,2017,10
27,32,2018,10
27,32,2019,10
27,33,2008,1
27,33,2011,1
27,33,2013,1
27,33,2014,1
27,33,2015,1
27,33,2016,1
27,33,2017,1
27,33,2018,1
27,33,2019,1
27,35,2008,33
27,35,2009,34
27,35,2010,38
27,35,2011,32
27,35,2012,31
27,35,2013,32
27,35,2014,31
27,35,2015,33
27,35,2016,33
27,35,2017,33
27,35,2018,33
27,35,2019,34
27,41,2013,21
27,41,2014,21
27,41,2015,3
27,41,2016,1
27,42,2008,1
27,42,2009,1
27,42,2010,1
27,42,2011,1
27,42,2012,1
27,42,2013,1
27,42,2014,1
27,42,2015,1
27,42,2016,1
27,42,2017,1
27,42,2018,1
27,42,2019,1
27,43,2008,18
27,43,2009,18
27,43,2010,18
27,43,2011,18
27,43,2012,18
27,43,2013,18
27,43,2014,18
27,43,2015,18
27,43,2016,18
27,43,2017,18
27,43,2018,18
27,43,2019,18
27,50,2008,1
27,50,2009,1
27,50,2010,1
27,50,2011,1
27,50,2012,1
27,50,2013,1
27,50,2014,1
27,50,2015,1
27,50,2016,1
27,50,2017,1
27,50,2018,1
27,50,2019,1
27,51,2008,1
27,51,2009,1
27,51,2010,1
27,51,2011,1
27,51,2012,1
27,51,2013,1
27,51,2014,1
27,51,2015,1
27,51,2016,1
27,51,2017,1
27,51,2018,1
27,51,2019,1
27,52,2013,2
27,52,2014,3
27,52,2015,3
27,52,2016,3
27,52,2017,3
27,52,2018,3
27,52,2019,1
27,53,2008,1
27,53,2009,1
27,53,2010,1
27,53,2011,1
27,53,2012,2
27,53,2013,2
27,53,2014,2
27,53,2015,2
27,53,2016,2
27,53,2017,3
27,53,2018,3
27,53,2019,3
28,11,2008,1
28,11,2009,1
28,11,2010,1
28,11,2011,1
28,11,2012,1
28,11,2013,1
28,11,2014,1
28,11,2015,1
28,11,2016,1
28,11,2017,1
28,11,2018,1
28,11,2019,1
28,12,2008,1
28,12,2009,1
28,12,2010,1
28,12,2011,1
28,12,2012,1
28,12,2013,1
28,12,2014,1
28,12,2015,2
28,12,2016,2
28,12,2017,1
28,12,2018,1
28,12,2019,1
28,13,2008,1
28,13,2009,1
28,13,2010,1
28,13,2011,1
28,13,2012,1
28,13,2013,1
28,13,2014,1
28,13,2015,1
28,13,2016,1
28,13,2017,1
28,13,2018,1
28,13,2019,2
28,14,2008,1
28,14,2009,1
28,14,2010,1
28,14,2011,1
28,14,2012,1
28,14,2013,1
28,14,2014,1
28,14,2015,1
28,14,2016,1
28,14,2017,1
28,15,2008,2
28,15,2009,2
28,15,2010,1
28,15,2011,4
28,15,2012,3
28,15,2013,5
28,15,2014,3
28,15,2015,4
28,15,2016,4
28,15,2017,4
28,15,2018,2
28,15,2019,3
28,16,2009,1
28,16,2010,1
28,16,2011,1
28,16,2012,1
28,16,2013,1
28,16,2014,1
28,16,2015,1
28,16,2016,1
28,16,2017,1
28,16,2018,1
28,16,2019,1
28,17,2008,4
28,17,2009,4
28,17,2010,3
28,17,2011,3
28,17,2012,2
28,17,2013,4
28,17,2014,3
28,17,2015,2
28,17,2016,2
28,17,2017,1
28,17,2018,1
28,17,2019,2
28,21,2008,1
28,21,2009,1
28,21,2010,1
28,21,2011,1
28,21,2012,1
28,21,2013,1
28,21,2014,1
28,21,2015,1
28,21,2016,1
28,21,2017,1
28,21,2018,1
28,21,2019,1
28,22,2008,1
28,22,2009,1
28,22,2010,1
28,22,2011,1
28,22,2012,1
28,22,2013,1
28,22,2014,1
28,22,2015,1
28,22,2016,1
28,22,2017,1
28,22,2018,1
28,22,2019,1
28,23,2008,7
28,23,2009,7
28,23,2010,10
28,23,2011,12
28,23,2012,14
28,23,2013,10
28,23,2014,5
28,23,2015,4
28,23,2016,1
28,23,2017,1
28,23,2018,1
28,23,2019,1
28,24,2008,1
28,24,2009,1
28,24,2010,1
28,24,2011,1
28,24,2012,3
28,24,2013,6
28,24,2014,6
28,24,2015,6
28,24,2016,5
28,24,2017,5
28,24,2018,4
28,24,2019,6
28,25,2008,1
28,25,2009,1
28,25,2010,2
28,25,2011,2
28,25,2012,2
28,25,2013,2
28,25,2014,2
28,25,2015,2
28,25,2016,2
28,25,2017,2
28,25,2018,2
28,25,2019,2
28,26,2008,1
28,26,2009,1
28,26,2010,2
28,26,2011,2
28,26,2012,1
28,26,2013,1
28,26,2014,1
28,26,2015,1
28,26,2016,1
28,26,2017,1
28,26,2018,1
28,26,2019,1
28,27,2008,1
28,27,2009,1
28,27,2010,1
28,27,2011,1
28,27,2012,1
28,27,2013,1
28,27,2014,1
28,27,2015,1
28,27,2016,1
28,27,2017,1
28,27,2018,1
28,27,2019,1
28,28,2009,1
28,28,2010,1
28,28,2011,1
28,28,2012,1
28,28,2013,1
28,28,2014,1
28,28,2015,1
28,28,2016,1
28,28,2017,1
28,28,2018,1
28,28,2019,1
28,29,2008,2
28,29,2009,3
28,29,2010,2
28,29,2011,2
28,29,2012,3
28,29,2013,4
28,29,2014,4
28,29,2015,4
28,29,2016,3
28,29,2017,3
28,29,2018,2
28,29,2019,2
28,31,2008,28
28,31,2009,28
28,31,2010,27
28,31,2011,26
28,31,2012,28
28,31,2013,27
28,31,2014,28
28,31,2015,28
28,31,2016,27
28,31,2017,27
28,31,2018,22
28,31,2019,24
28,32,2008,6
28,32,2009,7
