co_pcdt,co_cnes_estabelecimento,qt_dispensacao,qt_cns_paciente,nu_competencia_min,nu_competencia_max
18,6670725,261,46,201809,201905
18,6694950,10,1,201206,201305
18,6736785,8,3,201212,201305
18,6862802,117,9,201110,201905
18,6911927,849,66,201201,201906
18,6926967,5917,349,201205,201906
18,7043260,23688,854,201207,201906
18,7296983,13967,453,201310,201906
18,7297009,2589,101,201310,201906
18,7334710,46,2,201502,201905
18,7472935,24787,1063,201405,201906
18,7598505,2666,177,201506,201906
18,7654286,42,3,201506,201702
18,7661568,21600,1179,201503,201906
18,8002266,16963,528,200801,201906
18,8003041,57661,1967,200801,201906
18,8004714,1866,105,200802,201903
18,8006431,2029,114,200801,201906
18,9317368,943,56,201711,201906
18,9734872,166,112,201905,201906
18,9784438,253,237,201905,201906
19,3441,18109,587,200801,201906
19,3816,677,127,201807,201905
19,4073,98,22,200801,201807
19,7609,12016,1360,201602,201905
19,11762,235,89,200801,200803
19,21806,39073,806,200801,201906
19,2016338,4542,175,200801,201906
19,2020645,79,16,200808,201303
19,2043955,70721,1846,200801,201906
19,2044412,21861,516,200801,201906
19,2051753,97917,2876,200801,201906
19,2054434,17512,728,200801,201906
19,2058502,3901,303,200801,201009
19,2066572,1381,106,200801,200912
19,2068974,8411,668,200801,200907
19,2071339,24488,807,200801,201906
19,2076802,20794,630,200801,201906
19,2078015,35148,1677,200801,201007
19,2081695,1322,168,200801,200811
19,2088576,14,5,200802,200906
19,2088940,43071,968,200801,201906
19,2091461,4832,277,200801,200907
19,2091542,1249,157,200801,200907
19,2092107,538,109,200801,200912
19,2092360,34021,875,200801,201906
19,2092603,13949,354,200801,201906
19,2092751,1553,262,200801,200809
19,2092999,40044,1085,200801,201906
19,2179067,5233,105,200801,201906
19,2179113,13947,243,200801,201906
19,2194406,28811,512,200801,201906
19,2198290,9650,176,200801,201906
19,2228505,2583,101,200801,201906
19,2234351,4783,115,200801,201906
19,2236281,10743,261,200801,201906
19,2239248,9,3,201102,201110
19,2244055,8996,341,200801,201906
19,2246597,10510,340,200801,201906
19,2249456,5396,130,200801,201905
19,2251981,5316,177,200801,201906
19,2257343,6902,184,200801,201906
19,2259745,6783,228,200801,201906
19,2261960,1134,36,200803,201906
19,2263777,1472,53,200802,201906
19,2265745,4311,120,200801,201906
19,2332981,472,38,200801,201307
19,2333031,210,21,200904,201308
19,2336766,55649,1438,200801,201906
19,2407418,197878,3573,200801,201906
19,2414783,14,2,201809,201905
19,2415372,783,73,200801,201212
19,2448467,5270,233,200801,201906
19,2466120,15450,359,200801,201906
19,2469944,28,7,201810,201905
19,2481499,130,14,200801,201304
19,2493845,66706,4323,200801,201603
19,2494892,4500,191,200801,201906
19,2497654,21008,1596,200801,201305
19,2499363,1179,154,200903,201305
19,2526867,42492,2272,201304,201906
19,2531496,8077,568,200802,201906
19,2532174,2077,82,200801,201906
19,2557258,2420,70,200801,201906
19,2557886,21,2,201807,201903
19,2561417,916,63,200808,201305
19,2561492,9271,523,200801,201305
19,2563681,518,78,200801,201303
19,2569043,11899,429,200801,201906
19,2571536,4541,116,200801,201906
19,2576546,3091,69,200801,201906
19,2582473,4152,75,200801,201906
19,2583879,5084,174,200801,201906
19,2588447,2960,62,200801,201906
19,2589885,2350,145,200801,201906
19,2590441,32576,571,200801,201906
19,2602148,193,45,201809,201905
19,2602164,150,21,201807,201905
19,2649349,2520,140,200801,201906
19,2686864,12776,217,200801,201906
19,2716380,366,58,200801,201005
19,2719991,13898,423,200801,201906
19,2723158,121,33,200908,201106
19,2747863,33457,1108,200801,201906
19,2749769,114946,3747,200801,201906
19,2752700,117,21,200801,201306
19,2752727,302,30,200801,201303
19,2767449,11130,257,200801,201906
19,2767457,38570,718,200801,201906
19,2767465,4173,110,200801,201906
19,2767473,1880,52,200801,201906
19,2767481,57258,1012,200801,201906
19,2768259,18896,477,200801,201906
19,2768267,4350,73,200801,201906
19,2768275,31609,758,200801,201906
19,2768399,20705,353,200801,201906
19,2768402,16500,376,200801,201906
19,2768410,156676,2791,200801,201906
19,2768429,14991,335,200801,201903
19,2768437,2934,63,200801,201906
19,2768445,8099,163,200801,201906
19,2768453,9415,173,200801,201906
19,2768461,10564,217,200801,201906
19,2768488,11013,213,200801,201906
19,2768496,1216,25,200801,201906
19,2768518,22239,503,200801,201906
19,2768526,4455,85,200801,201906
19,2768534,9191,168,200801,201906
19,2774526,10482,188,200801,201906
19,2774593,3070,60,200801,201906
19,2774909,211,10,200809,201906
19,2777606,35555,923,200801,201906
19,2779528,10908,1243,200801,201009
19,2781948,3697,94,200801,201906
19,2781964,3351,79,200801,201906
19,2781972,2869,43,200801,201906
19,2783746,2800,75,200801,201906
19,2784432,87702,1619,200801,201906
19,2785250,4991,258,200801,201101
19,2786214,11971,417,200801,201906
19,2792354,16894,368,200801,201906
19,2792907,84174,2140,200801,201906
19,2793229,3772,122,200801,201906
19,2794179,9,5,201402,201904
19,2794187,494,78,200801,201605
19,2802929,3321,102,200801,201906
19,2816229,27,6,201808,201905
19,2816237,52,18,201807,201905
19,2816725,33,7,201808,201905
19,2816741,58845,1029,200801,201906
19,2818256,10205,283,200801,201903
19,2824655,75,11,201807,201905
19,3010139,14,3,201811,201905
19,3286967,17,4,201101,201208
19,3289761,444,28,200806,201410
19,3302350,200,21,200801,201212
19,3339637,1547,55,200912,201801
19,3469972,23420,563,200801,201906
19,3503038,36767,622,200801,201801
19,3542734,1234,71,200801,201906
19,3554481,45101,1177,200906,201906
19,3554503,99527,2623,200906,201906
19,3554538,66532,2260,200906,201906
19,3586677,20,5,200809,201003
19,3629848,238,27,200801,201306
19,3653404,37681,984,200801,201906
19,3781658,43802,1254,200801,201906
19,3846393,44046,1036,200801,201906
19,3890538,36422,1492,200801,201906
19,3933822,3402,245,200801,201906
19,4013581,17078,828,200801,201906
19,4016017,15384,1303,200801,201906
19,4021312,83,16,201710,201905
19,4021398,85,6,201508,201906
19,4022335,20,5,201807,201905
19,4023013,4,2,201810,201905
19,4025717,9,2,201812,201905
19,4026918,30,4,201807,201905
19,4027744,15,5,201812,201905
19,4028066,116,17,201807,201905
19,4028163,26,5,201807,201905
19,4031954,62,10,201807,201905
19,4033663,268,32,201808,201905
19,4036220,6665,124,200801,201906
19,4046374,260034,5062,200801,201906
19,4053400,3060,72,200801,201906
19,4054016,30915,486,200801,201906
19,4056795,5946,147,200801,201906
19,4057198,5207,123,200801,201906
19,4069463,22873,1304,200801,201906
19,5118484,2826,91,200801,201906
19,5188628,494,24,200801,201906
19,5246652,1262,22,200801,201906
19,5352282,239,8,201010,201303
19,5450616,23396,500,200801,201906
19,5604613,18838,549,200802,201906
19,5823226,367,11,200808,201906
19,5823234,972,51,200806,201906
19,5823390,90,7,201012,201906
19,5964016,3,1,201303,201305
19,5968607,46975,1526,200810,201906
19,6009492,26135,721,200810,201906
19,6011063,81,7,201307,201905
19,6014941,438,30,201407,201906
19,6018599,35504,667,200810,201906
19,6022219,1446,86,201302,201906
19,6022383,1016,40,201208,201906
19,6022464,3,1,201112,201202
19,6047904,1225,64,201206,201906
19,6055117,26602,829,200811,201906
19,6059465,2453,44,200812,201906
19,6059538,2218,58,200901,201906
19,6214266,38,1,201511,201701
19,6238556,8,1,201606,201608
19,6323715,3,1,201012,201102
19,6352782,7272,362,201001,201906
19,6398839,18,3,201106,201210
19,6400310,5,1,201203,201204
19,6400337,1,1,201204,201204
19,6400361,113,13,201007,201212
19,6423094,11929,375,201001,201906
19,6432484,3,2,201810,201905
19,6461425,3063,61,201003,201906
19,6471188,24922,603,201012,201906
19,6503829,148137,3518,201005,201906
19,6544290,28227,871,201008,201906
19,6552315,89,13,201807,201905
19,6552323,3,1,201810,201901
19,6557961,19811,662,201008,201906
19,6565271,1830,120,201009,201906
19,6578640,12037,198,201011,201906
19,6582559,66,10,201807,201904
19,6606040,44,10,201807,201905
19,6606512,9,3,201901,201905
19,6631142,63,9,201807,201905
19,6670725,72,17,201809,201905
19,6694950,23,5,201508,201708
19,6757634,161,8,201404,201906
19,6862802,57,1,201605,201905
19,6911927,620,16,201205,201906
19,6926967,18478,569,201202,201906
19,7043260,8802,198,201207,201906
19,7296983,1584,38,201310,201906
19,7297009,1962,50,201310,201906
19,7297017,118,9,201311,201906
19,7297068,172,11,201309,201609
19,7297076,33,2,201703,201906
19,7334710,276,6,201407,201906
19,7375697,26,4,201412,201705
19,7472935,8104,207,201405,201906
19,7654286,2,1,201602,201603
19,7661568,20936,581,201503,201906
19,8002266,3559,74,200801,201906
19,8003041,15119,409,200801,201906
19,8004714,146,7,201203,201905
19,8006431,1787,64,200801,201906
19,9317368,2732,129,201711,201906
19,9734872,75,35,201905,201906
19,9784438,98,70,201905,201906
20,3441,798,18,200801,201906
20,6149,236,41,201807,201905
20,7609,306,61,201603,201905
20,11762,7,5,200801,200803
20,21806,884,11,200801,201906
20,2016338,734,27,200801,201906
20,2020645,172,7,200801,201112
20,2020904,232,9,201701,201906
20,2043955,211,5,200911,201906
20,2044412,101,1,200911,201905
20,2051753,335,9,200911,201906
20,2071339,262,5,200911,201906
20,2076802,91,1,200911,201905
20,2078015,177,35,200912,201006
20,2088940,406,7,200911,201906
20,2092360,216,3,200911,201906
20,2092999,455,8,200911,201906
20,2179113,52,1,201312,201906
20,2194406,344,6,200802,201906
20,2198290,190,7,201002,201906
20,2228505,182,2,200801,201906
20,2236281,100,4,200905,201906
20,2244055,340,5,200802,201906
20,2246597,65,1,201211,201906
20,2251981,164,3,200906,201906
20,2257343,19,1,201207,201508
20,2261960,58,1,200805,201906
20,2336766,1414,24,200801,201906
20,2407418,2345,39,200801,201906
20,2448467,12,1,201303,201406
20,2466120,111,4,200802,201906
20,2493845,950,61,200801,201510
20,2494892,124,3,200803,201906
20,2499363,189,7,200801,201201
20,2526867,1404,42,201304,201906
20,2531496,1203,31,200802,201906
20,2532174,34,2,201510,201906
20,2561492,632,21,200801,201305
20,2563681,19,3,201202,201303
20,2569043,246,3,200801,201906
20,2576546,38,1,201409,201906
20,2583879,64,3,201608,201906
20,2589885,93,3,201301,201906
20,2590441,2527,27,200801,201906
20,2649349,21,5,200801,201509
20,2719991,1221,19,200801,201906
20,2747863,161,7,200911,201903
20,2749769,737,15,200911,201906
20,2752697,419,21,200801,201308
20,2767449,189,4,200801,201903
20,2767457,155,3,200801,201905
20,2767465,6,1,201901,201906
20,2767473,318,6,200801,201906
20,2767481,475,9,200801,201906
20,2768259,347,4,200801,201905
20,2768275,119,2,200801,201906
20,2768399,382,9,200801,201906
20,2768402,146,2,200909,201905
20,2768410,3276,50,200801,201906
20,2768429,24,1,201705,201903
20,2768437,239,5,200801,201905
20,2768445,143,2,200802,201905
20,2768453,209,4,200801,201906
20,2768461,891,20,200801,201906
20,2768488,36,2,201707,201906
20,2768496,19,1,201703,201904
20,2768518,391,6,200801,201906
20,2768526,48,1,201504,201906
20,2768534,466,6,200801,201906
20,2774526,606,15,200803,201707
20,2777606,243,11,200801,201906
20,2779528,15,2,200911,201008
20,2783746,20,1,201311,201803
20,2784432,1437,40,200801,201906
20,2785250,447,18,200801,201010
20,2786214,663,10,200802,201906
20,2792354,80,1,200911,201906
20,2792907,1202,26,200801,201906
20,2816741,854,23,200801,201906
20,3339637,6,1,201612,201705
20,3503038,40,2,200809,201010
20,3542734,84,1,200807,201812
20,3546969,3481,182,200801,200910
20,3554481,1665,42,200911,201906
20,3554503,3303,69,200911,201906
20,3653404,346,7,200911,201906
20,3846393,163,5,200812,201906
20,3933822,9,1,201004,201102
20,4013581,615,16,200801,201906
20,4016017,185,10,200801,201906
20,4036220,276,5,200801,201906
20,4046374,6351,159,200801,201905
20,4054016,4,1,201903,201906
20,4056795,65,2,201410,201906
20,4069463,639,20,200801,201906
20,5118484,40,1,201602,201906
20,5246652,22,2,200801,201002
20,5450616,305,11,200911,201905
20,5604613,601,14,200802,201906
20,5823226,27,1,200907,201603
20,5823234,165,3,201106,201906
20,5823390,57,2,201205,201906
20,6009492,473,8,200911,201905
20,6018599,1690,28,200911,201906
20,6022383,44,1,201412,201906
20,6047904,95,2,201206,201810
20,6352782,6,2,201405,201407
20,6461425,11,1,201708,201903
20,6471188,1625,36,201105,201906
20,6503829,2756,57,201006,201906
20,6544290,275,6,201008,201905
20,6565271,625,18,201010,201906
20,6911927,201,8,201202,201701
20,6926967,383,16,201203,201906
20,7043260,146,3,201305,201906
20,7311745,608,36,201310,201906
20,7472935,229,8,201405,201906
20,8002266,217,5,201409,201906
20,8003041,52,3,201709,201906
20,8006431,11,1,200807,201111
20,9317368,60,4,201711,201906
20,9734872,4,2,201905,201906
21,3875,32,12,200801,200806
21,7609,63,13,200809,201804
21,21806,7,1,201806,201901
21,2016338,38,10,200805,201401
21,2044412,33,3,200805,201302
21,2051753,180,23,200801,201810
21,2054434,15,3,200810,201010
21,2058502,1,1,200804,200804
21,2068974,15,3,200801,200901
21,2071339,7,1,200902,200912
21,2076802,348,9,200803,201402
21,2078015,97,22,200802,201002
21,2081695,30,8,200801,200811
21,2088940,19,4,200801,201401
21,2091461,2,1,200807,200812
21,2092107,1,1,200801,200801
21,2092360,219,13,200807,201806
21,2092603,26,1,200801,201008
21,2092751,8,2,200804,200808
21,2092999,136,8,200801,201906
21,2179113,1,1,201002,201002
21,2234351,6,1,201205,201303
21,2236281,25,2,200803,201001
21,2246597,9,1,200905,201002
21,2407418,116,15,200811,201003
21,2466120,171,32,200801,200912
21,2493845,6,3,200807,200808
21,2497654,3,1,201004,201006
21,2498049,3,2,200808,200910
21,2569043,78,4,201206,201809
21,2590441,13,1,200801,200901
21,2602148,1,1,201810,201810
21,2649349,2,1,200801,200802
21,2686864,11,1,200801,200811
21,2719991,30,2,200801,200907
21,2747863,24,4,200805,201402
21,2749769,62,10,200806,201403
21,2767457,50,4,200801,201111
21,2767465,11,1,200804,200911
21,2768275,84,4,201004,201809
21,2768402,2,2,200801,200802
21,2768410,328,18,200801,201810
21,2768437,40,1,201008,201404
21,2768453,9,2,201310,201410
21,2768518,28,1,201004,201210
21,2768534,4,2,201002,201602
21,2777606,12,2,200808,200812
21,2784432,23,2,200801,201002
21,2785250,4,1,200801,200805
21,2786214,66,3,200801,201208
21,2792354,10,2,200906,201306
21,2792907,211,11,200802,201811
21,2816741,6,3,200801,201003
21,2818256,38,2,200801,201210
21,3469972,2,1,201312,201402
21,3554481,13,6,201107,201401
21,3554503,25,5,200910,201202
21,3554538,10,3,201102,201212
21,3653404,49,8,200801,201310
21,3781658,29,4,200801,201401
21,3846393,21,3,201004,201510
21,3890538,4,1,200805,200807
21,3933822,3,1,201209,201211
21,4013581,3,1,201002,201004
21,4016017,7,5,200904,201205
21,4046374,466,18,200801,201808
21,4069463,30,5,200901,201507
21,5450616,42,6,200803,201708
21,5604613,43,13,200805,201207
21,5968607,125,12,200810,201407
21,6009492,25,5,200901,201904
21,6018599,22,2,200901,201011
21,6055117,136,3,200905,201905
21,6352782,3,1,201103,201105
21,6471188,9,1,201402,201501
21,6503829,19,3,201106,201611
21,6544290,77,1,201105,201906
21,6578640,20,1,201207,201403
21,7043260,9,1,201209,201307
21,8002266,13,1,201709,201901
22,3441,46467,901,200803,201906
22,3816,795,109,201807,201905
22,4286,6,3,201810,201810
22,5398,226036,4998,200801,201905
22,7609,37124,1905,201509,201809
22,11762,1413,332,200801,200803
22,15296,96,4,201706,201906
22,21806,85172,1656,200801,201906
22,2016338,18750,554,200801,201906
22,2020645,1090,106,200801,201303
22,2043955,137116,2615,200801,201906
22,2044412,80541,1447,200801,201906
22,2051753,157185,3157,200801,201906
22,2054434,103432,2542,200801,201906
22,2058502,21502,1026,200801,201009
22,2068974,51084,2138,200801,200907
22,2071339,57653,1998,200801,201906
22,2076802,89097,1833,200801,201906
22,2078015,54908,1727,200801,201007
22,2081695,30786,1625,200801,200812
22,2088576,21,7,200811,201002
22,2088940,123001,2229,200801,201906
22,2091461,17152,581,200801,200907
22,2091542,74477,2750,200801,200907
22,2092107,1661,146,200801,200912
22,2092360,93159,1785,200801,201906
22,2092603,39107,817,200801,201906
22,2092751,8345,802,200801,200809
22,2092999,165881,3290,200801,201906
22,2179067,13804,284,200801,201906
22,2179113,20234,391,200801,201906
22,2194406,64158,1359,200801,201906
22,2198290,17449,396,200801,201906
22,2228505,8363,281,200801,201906
22,2234351,7213,193,200801,201906
22,2236281,12775,343,200801,201906
22,2239248,18,4,201101,201109
22,2244055,16736,653,200801,201906
22,2246597,35824,1003,200801,201906
22,2249456,10697,299,200801,201905
22,2251981,14814,400,200801,201906
22,2257343,12996,346,200801,201906
22,2259745,15235,512,200801,201906
22,2261960,1969,68,200801,201906
22,2263777,8818,318,200802,201906
22,2265745,13965,427,200801,201906
22,2332981,7729,269,200801,201307
22,2333031,2465,70,200803,201308
22,2336766,129670,2877,200801,201906
22,2341042,697,41,200801,201003
22,2407418,350418,6581,200801,201906
22,2414783,386,30,201807,201905
22,2415372,153,21,200801,201210
22,2448467,62500,1180,200801,201906
22,2466120,62718,1002,200801,201906
22,2469944,140,18,201809,201905
22,2481499,102,15,201111,201305
22,2494892,42549,1243,200801,201906
22,2497654,13486,561,200801,201305
22,2499363,66,10,201202,201305
22,2526867,76126,2213,201304,201906
22,2531496,75619,2654,200802,201906
22,2532174,16003,324,200801,201906
22,2557258,8726,161,200801,201906
22,2557886,143,25,201807,201905
22,2561492,65376,1551,200801,201305
22,2569043,58844,1180,200801,201906
22,2571536,27887,402,200801,201906
22,2576546,48165,678,200801,201906
22,2582473,23597,286,200801,201906
22,2583879,35793,499,200801,201906
22,2588447,34530,480,200801,201906
22,2589885,4482,243,200801,201906
22,2590441,59721,864,200801,201906
22,2602148,805,108,201810,201905
22,2602164,320,29,201807,201905
22,2603063,12153,395,200907,201608
22,2621614,427,16,200801,201109
22,2649349,13592,328,200801,201906
22,2686864,24763,393,200801,201906
22,2716380,11616,445,200801,201005
22,2719991,40746,1093,200801,201906
22,2747863,81421,1622,200801,201906
22,2749769,303185,6612,200801,201906
22,2767449,35123,776,200801,201906
22,2767457,63208,1130,200801,201906
22,2767465,23337,359,200801,201906
22,2767473,8303,182,200801,201906
22,2767481,79688,1213,200801,201906
22,2768259,39857,723,200801,201906
22,2768267,5818,100,200801,201906
22,2768275,62619,1521,200801,201906
22,2768399,40125,699,200801,201906
22,2768402,19316,386,200801,201906
22,2768410,250191,4239,200801,201906
22,2768429,36909,584,200801,201903
22,2768437,8465,236,200801,201906
22,2768445,26820,541,200801,201906
22,2768453,21813,430,200801,201906
22,2768461,41715,778,200801,201906
22,2768488,36789,716,200801,201906
22,2768496,5152,121,200801,201906
22,2768518,46903,956,200801,201906
22,2768526,19282,331,200801,201906
22,2768534,37385,660,200801,201906
22,2774526,37810,554,200801,201906
22,2774593,5005,97,200801,201906
22,2774909,2439,132,200801,201906
22,2777606,58661,1752,200801,201906
22,2779528,47596,1367,200801,201009
22,2781948,16905,316,200801,201906
22,2781964,11889,161,200801,201906
22,2781972,5709,104,200801,201906
22,2783746,24920,408,200801,201906
22,2784432,251295,3544,200801,201906
22,2785250,61377,1763,200801,201101
22,2786214,28398,991,200801,201906
22,2792354,74195,1581,200801,201906
22,2792907,92508,2496,200801,201906
22,2793229,13929,394,200801,201906
22,2794179,110,12,201307,201906
22,2794187,5800,391,200801,201611
22,2802929,16667,363,200801,201906
22,2816229,223,25,201807,201905
22,2816237,50,14,201807,201905
22,2816725,422,57,201807,201905
22,2816741,98934,1458,200801,201906
22,2818256,14381,530,200801,201903
22,2824655,1499,166,201807,201905
22,3010139,155,18,201811,201905
22,3286967,691,64,200801,201303
22,3289761,697,40,200801,201410
22,3302350,125,14,200801,201209
22,3339637,3455,151,200803,201801
22,3469972,76399,1541,200801,201906
22,3503038,731,23,200809,201801
22,3542734,4420,161,200801,201906
22,3554481,52929,1244,200906,201906
22,3554503,227598,4718,200906,201906
22,3554538,287419,5736,200906,201906
22,3586677,35,5,200801,201005
22,3629848,38,5,200907,201306
22,3653404,136008,2186,200801,201906
22,3781658,120272,2175,200801,201906
22,3846393,121772,1948,200801,201906
22,3890538,75815,2021,200801,201906
22,3933822,16718,495,200801,201906
22,4013581,43454,1866,200801,201906
22,4016017,95670,3350,200801,201906
22,4021312,249,31,201710,201905
22,4021398,549,29,201509,201906
22,4022335,350,57,201807,201905
22,4023013,82,10,201807,201905
22,4025717,31,5,201808,201905
22,4026918,387,38,201807,201905
22,4027744,215,30,201808,201905
22,4028066,833,83,201807,201905
22,4028163,459,64,201807,201905
22,4029089,48,8,201807,201905
22,4031954,259,28,201807,201905
22,4033663,1466,135,201808,201905
22,4036220,28439,575,200801,201906
22,4046374,240917,5302,200801,201906
22,4053400,30040,450,200801,201906
22,4054016,95517,1443,200801,201906
22,4056795,63547,612,200801,201906
22,4057198,42501,792,200801,201906
22,4069463,51749,2083,200801,201906
22,5118484,6516,240,200801,201906
22,5188628,6667,147,200801,201906
22,5246652,4374,85,200801,201906
22,5285100,34,5,200808,201212
22,5352282,51,3,201010,201303
22,5450616,54426,1072,200801,201906
22,5604613,79093,1515,200802,201906
22,5823226,3180,68,200807,201906
22,5823234,5347,122,200806,201906
22,5823390,1710,52,200806,201906
22,5904080,2,1,201304,201305
22,5964016,60,5,201008,201508
22,5968607,218056,3817,200810,201906
22,6009492,82585,1765,200810,201906
22,6011063,854,38,201406,201906
22,6014941,1566,54,201407,201906
22,6018599,20943,304,200810,201906
22,6022219,1428,75,201206,201906
22,6022383,2164,74,201208,201906
22,6022464,8,1,200912,201011
22,6047904,6116,187,201206,201906
22,6055117,69601,2080,200811,201906
22,6059465,10997,285,200812,201906
22,6059538,6055,135,200901,201906
22,6214266,1225,48,200911,201906
22,6238556,224,20,201007,201505
22,6352782,5925,246,201001,201906
22,6400310,13,3,201012,201204
22,6400337,6,2,201203,201209
22,6400361,82,8,201007,201212
22,6432484,393,45,201807,201905
22,6461425,19032,416,201003,201906
22,6471188,151551,3054,201012,201906
22,6503829,86403,2343,201005,201906
22,6516041,3,1,201301,201305
22,6544290,82527,1602,201008,201906
22,6552315,230,28,201807,201905
22,6552323,94,19,201810,201905
22,6557961,24700,804,201008,201906
22,6565271,13436,486,201009,201906
22,6578640,7913,199,201101,201906
22,6582559,321,39,201807,201904
22,6606040,338,74,201807,201905
22,6606512,63,9,201809,201905
22,6631142,107,14,201807,201905
22,6670725,473,57,201809,201905
22,6694950,86,3,201205,201708
22,6736785,2,1,201302,201303
22,6862802,1176,33,201109,201905
22,6911927,1224,71,201201,201906
22,6926967,16948,605,201203,201906
22,7043260,16469,329,201207,201906
22,7285558,78,2,201501,201905
22,7296932,352,32,201806,201906
22,7296983,14818,242,201310,201906
22,7297009,1050,28,201310,201906
22,7334710,477,6,201409,201906
22,7375697,20,2,201409,201704
22,7472935,12869,327,201405,201906
22,7598505,526,58,201506,201906
22,7654286,237,17,201505,201702
22,7661568,15531,506,201503,201906
22,8002266,27160,439,200801,201906
22,8003041,25747,469,200801,201906
22,8004714,1143,57,200903,201905
22,8006431,7600,249,200801,201906
22,9317368,2769,114,201711,201906
22,9734872,100,86,201905,201906
22,9784438,75,39,201905,201906
23,3441,422,19,200801,201905
23,7609,331,41,201701,201905
23,21806,311,11,200801,201902
23,2016338,116,12,200801,201906
23,2020645,64,9,200806,201104
23,2043955,546,33,200801,201906
23,2044412,263,8,200801,201904
23,2051753,143,12,200801,201806
23,2054434,37,4,200906,201906
23,2068974,52,7,200801,200907
23,2071339,536,15,200801,201906
23,2076802,283,5,200801,201906
23,2078015,1683,107,200801,201006
23,2081695,7,1,200801,200810
23,2088940,454,13,200801,201906
23,2091461,82,12,200801,200907
23,2091542,11,1,200801,200903
23,2092360,219,7,200801,201906
23,2092603,72,6,200801,201401
23,2092751,16,4,200801,200809
23,2092999,187,7,200801,201906
23,2179067,10,1,200801,200811
23,2179113,191,3,200801,201807
23,2194406,142,7,200801,201806
23,2198290,145,2,200801,201806
23,2228505,56,4,200801,201906
23,2234351,44,2,200804,201906
23,2236281,70,2,200801,201811
23,2244055,142,10,200801,201906
23,2246597,172,8,201012,201906
23,2249456,94,4,200801,201905
23,2251981,103,8,200801,201906
23,2259745,85,4,200801,201906
23,2265745,126,5,200801,201906
23,2333031,51,1,200803,201306
23,2336766,732,32,201008,201906
23,2407418,3425,60,200801,201906
23,2415372,3,1,200804,200806
23,2448467,93,2,200901,201711
23,2466120,44,1,200809,201112
23,2481499,26,1,200801,201002
23,2494892,63,5,200803,201703
23,2497654,561,70,200801,201305
23,2526867,1657,92,201304,201905
23,2531496,507,30,200802,201906
23,2532174,84,1,201109,201906
23,2561492,1405,108,200801,201305
23,2563681,71,12,200801,201012
23,2569043,7,3,200803,200905
23,2571536,123,1,200801,201906
23,2576546,87,1,201002,201904
23,2582473,72,1,200801,201906
23,2583879,87,4,200803,201905
23,2588447,83,2,200805,201906
23,2590441,577,10,200801,201906
23,2602148,1,1,201902,201902
23,2649349,3,1,200804,200806
23,2686864,429,8,200801,201906
23,2716380,15,2,200801,200905
23,2719991,12,2,201003,201302
23,2747863,40,4,201010,201906
23,2749769,596,28,200801,201906
23,2752700,37,6,200906,201306
23,2767449,189,4,200801,201808
23,2767457,435,11,200801,201807
23,2767465,386,8,200801,201806
23,2767481,310,9,200801,201805
23,2768259,269,11,200801,201809
23,2768267,21,1,201001,201207
23,2768275,154,7,200801,201806
23,2768399,388,8,200801,201812
23,2768402,437,12,200801,201808
23,2768410,2016,65,200801,201806
23,2768429,371,9,200801,201806
23,2768445,93,3,200801,201805
23,2768453,216,8,200802,201805
23,2768461,471,16,200801,201806
23,2768488,120,4,200801,201806
23,2768518,537,18,200801,201806
23,2768526,67,2,200801,201805
23,2768534,272,6,200801,201805
23,2774526,97,4,200801,201508
23,2777606,604,35,200801,201906
23,2779528,65,5,200801,201008
23,2781948,122,1,200801,201905
23,2781972,176,2,200801,201906
23,2783746,178,5,200909,201906
23,2784432,1401,38,200801,201906
23,2785250,32,7,200801,201101
23,2786214,231,15,200801,201906
23,2792354,13,3,201706,201906
23,2792907,569,31,200801,201906
23,2793229,5,1,200801,200902
23,2794187,18,2,201111,201310
23,2816229,8,2,201808,201901
23,2816741,835,27,200801,201906
23,2818256,68,5,200806,201903
23,3010139,2,2,201811,201905
23,3302350,44,3,200810,201209
23,3339637,16,1,201609,201801
23,3469972,16,2,201211,201503
23,3542734,103,6,201011,201809
23,3554481,530,31,200906,201906
23,3554503,463,26,200906,201906
23,3554538,273,18,200908,201906
23,3653404,59,3,200909,201906
23,3781658,280,10,200801,201906
23,3846393,65,6,200802,201905
23,3890538,117,7,200801,201906
23,4013581,496,56,200801,201710
23,4016017,1142,70,200801,201901
23,4026918,4,2,201809,201902
23,4028066,1,1,201807,201807
23,4031954,3,1,201810,201905
23,4033663,2,1,201904,201905
23,4036220,82,1,200912,201805
23,4046374,1361,63,200801,201809
23,4053400,53,2,200804,201604
23,4054016,623,15,200801,201906
23,4056795,57,3,201205,201906
23,4057198,90,3,200801,201906
23,4069463,197,26,200801,201711
23,5118484,93,5,200802,201906
23,5188628,34,2,201310,201805
23,5246652,4,1,201508,201512
23,5352282,24,3,200801,200912
23,5450616,10,2,200806,201002
23,5604613,37,1,200811,201206
23,5823234,1,1,201710,201710
23,5968607,211,9,200812,201906
23,6009492,92,4,200810,201905
23,6018599,271,13,200812,201906
23,6022219,5,1,201707,201805
23,6047904,25,2,201506,201805
23,6055117,91,5,201207,201906
23,6059465,50,1,201105,201805
23,6214266,2,1,201902,201903
23,6352782,3,1,201002,201004
23,6471188,359,18,201101,201806
23,6503829,4422,208,201006,201906
23,6544290,110,3,201009,201906
23,6565271,179,11,201208,201901
23,6578640,39,1,201102,201707
23,6582559,18,4,201807,201904
23,6606512,1,1,201905,201905
23,6911927,10,2,201410,201606
