co_pcdt,co_cnes_estabelecimento,qt_dispensacao,qt_cns_paciente,nu_competencia_min,nu_competencia_max
66,2768461,10,1,200812,201004
66,2768518,7,2,200806,201009
66,2779528,10,2,200901,201008
66,2781948,227,6,200801,201906
66,2781964,5,1,201801,201805
66,2784432,332,24,200801,201709
66,2785250,92,9,200801,201101
66,2786214,50,3,200804,201901
66,2792354,28,2,200802,201512
66,2792907,317,14,200801,201906
66,2794179,1,1,201312,201312
66,2794187,3,1,201003,201005
66,2818256,81,4,200804,201405
66,3289761,9,1,201302,201407
66,3469972,119,4,200803,201906
66,3554481,20,5,200908,201511
66,3554503,102,8,200906,201902
66,3554538,3,2,201605,201906
66,3653404,3,1,200804,200806
66,3781658,50,7,200801,201812
66,3846393,70,6,200801,201601
66,3890538,185,15,200801,201906
66,3933822,14,4,200801,201902
66,4013581,100,27,200801,201512
66,4016017,150,27,200801,201906
66,4046374,330,61,200801,201403
66,4053400,5,1,200807,200812
66,4056795,11,2,201102,201209
66,4057198,157,8,200801,201806
66,4069463,155,12,200809,201906
66,5246652,4,1,201310,201401
66,5450616,6,3,201904,201906
66,5604613,101,5,200802,201402
66,5968607,5,2,201105,201502
66,6018599,252,25,200812,201801
66,6022383,1,1,201808,201808
66,6059465,9,1,201607,201703
66,6352782,6,1,201707,201712
66,6400361,29,2,201007,201212
66,6471188,213,10,201012,201809
66,6503829,945,103,201006,201906
66,6544290,64,4,201009,201812
66,6557961,6,1,201008,201101
66,6565271,160,14,201009,201903
66,7375697,2,1,201703,201705
66,8002266,33,4,200912,201906
66,8003041,14,1,200801,200902
66,8006431,29,3,200806,201209
67,3441,1028,42,200907,201906
67,11762,13,8,200801,200803
67,21806,1813,68,200801,201906
67,2016338,725,50,200801,201906
67,2020645,3,1,201103,201105
67,2043955,429,32,200801,201906
67,2044412,714,30,200801,201906
67,2051753,1340,67,200801,201906
67,2054434,216,10,200804,201906
67,2058502,21,3,200803,201007
67,2068974,728,82,200801,200907
67,2071339,352,20,200801,201906
67,2076802,454,15,200803,201906
67,2078015,946,82,200801,201006
67,2081695,115,17,200801,200812
67,2088517,6,1,200801,201010
67,2088576,3,1,200904,200906
67,2088940,2104,79,200801,201906
67,2091461,256,39,200801,200907
67,2091542,51,5,200801,200906
67,2092107,8,2,200809,200912
67,2092360,625,26,200803,201906
67,2092603,201,6,200804,201906
67,2092751,48,20,200801,200807
67,2092999,781,32,200801,201906
67,2179067,117,4,200812,201610
67,2179113,117,3,200902,201906
67,2194406,668,25,200801,201906
67,2198290,344,13,200801,201906
67,2228505,10,2,201105,201802
67,2234351,46,2,201206,201812
67,2236281,197,8,200801,201906
67,2239248,10,1,201101,201110
67,2244055,298,18,200801,201906
67,2246597,228,8,200905,201906
67,2249456,114,5,200801,201905
67,2251981,91,5,201104,201906
67,2257343,226,9,200808,201906
67,2259745,20,1,201204,201612
67,2261960,5,1,201901,201906
67,2263777,89,6,201006,201906
67,2265745,67,7,200809,201906
67,2332981,598,51,200801,201307
67,2333031,48,3,200803,201305
67,2334283,86,9,201008,201306
67,2336766,681,54,201007,201906
67,2407418,6088,209,200801,201906
67,2415372,9,2,200806,201011
67,2448467,65,3,201003,201906
67,2466120,393,18,200902,201906
67,2494892,201,21,200812,201906
67,2497654,24,6,201211,201305
67,2498049,640,135,200801,201905
67,2526867,2837,117,201304,201906
67,2531496,921,68,200802,201906
67,2532174,50,3,200801,201903
67,2557258,229,11,200808,201906
67,2557886,1,1,201901,201901
67,2561492,295,26,200806,201305
67,2569043,303,15,200906,201906
67,2571536,293,10,200801,201906
67,2576546,522,13,200801,201906
67,2582473,127,3,200909,201904
67,2583879,318,12,200801,201906
67,2588447,38,1,201401,201701
67,2589885,14,3,200801,201712
67,2590441,1612,34,200801,201906
67,2649349,778,19,200805,201906
67,2686864,140,7,201003,201906
67,2719991,171,9,200801,201905
67,2747863,1469,48,200801,201906
67,2749769,1262,77,200801,201906
67,2752700,116,11,201009,201301
67,2767457,244,12,200801,201906
67,2767465,35,4,200801,201901
67,2767473,42,2,201601,201906
67,2767481,692,27,200902,201906
67,2768259,153,7,200804,201906
67,2768267,72,2,200912,201904
67,2768275,505,18,200801,201906
67,2768399,581,30,200801,201906
67,2768402,298,14,200801,201906
67,2768410,3802,133,200801,201906
67,2768429,70,7,201701,201903
67,2768437,74,4,200910,201902
67,2768445,331,14,200801,201906
67,2768453,160,5,201208,201906
67,2768461,333,12,200801,201906
67,2768488,210,7,200801,201906
67,2768496,75,1,200901,201510
67,2768518,455,20,200807,201906
67,2768526,8,2,201008,201906
67,2768534,350,12,200801,201906
67,2774526,382,13,200801,201906
67,2774593,74,1,201101,201904
67,2774909,33,4,201606,201906
67,2777606,508,33,200806,201906
67,2779528,85,9,200801,201009
67,2781948,102,3,200801,201709
67,2781964,54,1,201508,201905
67,2781972,87,5,200802,201905
67,2783746,589,14,200801,201906
67,2784432,4249,120,200801,201906
67,2785250,373,32,200801,201101
67,2786214,575,29,200801,201906
67,2792354,76,6,200904,201906
67,2792907,1771,95,200801,201906
67,2793229,103,4,201110,201906
67,2794187,182,34,200801,201309
67,2802929,151,5,200801,201906
67,2816741,4776,164,200801,201906
67,2818256,363,18,200801,201903
67,3286967,22,3,201005,201303
67,3302350,21,3,200811,201202
67,3339637,3467,112,200801,201801
67,3469972,429,21,200801,201906
67,3503038,47,1,201204,201508
67,3542734,24,4,201107,201310
67,3554481,3025,132,200906,201906
67,3554503,3283,163,200906,201906
67,3554538,1567,79,200906,201906
67,3586677,13,1,200905,201005
67,3629848,139,16,200907,201306
67,3653404,1227,39,200801,201906
67,3781658,530,32,201109,201906
67,3846393,651,26,200802,201906
67,3890538,237,27,201009,201906
67,4013581,629,59,200801,201902
67,4016017,1016,79,200803,201906
67,4031954,3,1,201903,201905
67,4033663,4,1,201902,201905
67,4036220,164,8,200802,201906
67,4046374,6967,243,200801,201906
67,4053400,374,9,200801,201906
67,4054016,949,27,200801,201906
67,4056795,423,11,200801,201906
67,4057198,359,12,200801,201906
67,4069463,1590,97,200803,201906
67,5118484,137,8,201411,201906
67,5188628,23,1,201310,201510
67,5246652,40,3,200811,201906
67,5450616,596,20,200902,201906
67,5604613,783,34,200802,201906
67,5823234,230,11,200811,201906
67,5968607,1462,54,200810,201906
67,5970369,4,1,201301,201304
67,6009492,223,36,200810,201903
67,6014941,10,1,201801,201904
67,6018599,382,21,200812,201906
67,6022383,4,1,201410,201412
67,6047904,15,4,201211,201808
67,6055117,392,18,200901,201906
67,6059465,86,3,201202,201905
67,6059538,143,4,201101,201906
67,6214266,3,1,201903,201905
67,6352782,114,7,201002,201906
67,6461425,21,1,201308,201906
67,6471188,2935,103,201012,201906
67,6503829,2721,135,201006,201906
67,6544290,324,16,201010,201906
67,6552315,8,1,201809,201905
67,6557961,156,7,201008,201906
67,6565271,324,16,201205,201906
67,6578640,942,35,201105,201906
67,6670725,1,1,201905,201905
67,6694950,25,2,201504,201708
67,6911927,37,6,201305,201906
67,6926967,1031,68,201301,201906
67,7043260,253,10,201207,201906
67,7285558,3,1,201810,201812
67,7296967,164,12,201310,201906
67,7296983,108,7,201310,201710
67,7297017,109,7,201310,201906
67,7334710,14,1,201803,201906
67,7375697,26,2,201508,201705
67,7472935,162,9,201405,201906
67,7661568,251,17,201503,201906
67,8002266,151,8,200808,201906
67,8003041,209,7,200801,201710
67,8004714,19,6,200802,201905
67,8006431,62,3,200804,201906
67,9317368,264,19,201712,201906
67,9734872,12,7,201905,201906
68,3441,1340,57,200907,201906
68,3875,153,57,201810,201905
68,4073,14,9,201701,201806
68,7609,189,41,201607,201809
68,11762,46,14,200801,200803
68,21806,4258,191,200801,201906
68,2016338,1791,163,200801,201906
68,2020645,34,10,200811,201212
68,2043955,1461,74,200801,201906
68,2044412,1008,50,200801,201906
68,2051753,2419,133,200801,201906
68,2054434,1187,63,200801,201906
68,2058502,64,11,200802,201009
68,2068974,586,76,200801,200907
68,2071339,3443,136,200801,201906
68,2076802,1298,46,200801,201906
68,2078015,2448,230,200801,201006
68,2081695,118,13,200801,200811
68,2088576,11,4,200801,200904
68,2088940,2565,145,200801,201906
68,2091461,585,83,200801,200907
68,2091542,193,33,200801,200907
68,2092107,21,3,200808,200911
68,2092360,1795,85,200801,201906
68,2092603,687,41,200801,201906
68,2092751,37,5,200801,200809
68,2092999,3477,99,200801,201906
68,2179067,128,5,200801,201904
68,2179113,334,14,200908,201906
68,2194406,2994,82,200801,201906
68,2198290,1360,48,200801,201906
68,2228505,573,19,200802,201906
68,2234351,950,21,200801,201906
68,2236281,1334,29,200801,201906
68,2239248,5,1,201101,201106
68,2244055,2580,84,200801,201906
68,2246597,1859,44,200801,201906
68,2249456,186,13,200812,201905
68,2251981,620,13,200804,201906
68,2257343,590,21,200804,201906
68,2259745,890,21,200801,201906
68,2261960,73,3,200809,201906
68,2263777,261,12,200803,201906
68,2265745,1318,23,200801,201906
68,2333031,296,19,200803,201308
68,2334321,565,44,201010,201303
68,2336766,2796,174,200811,201906
68,2341042,545,43,200801,201012
68,2407418,15667,374,200801,201906
68,2414783,19,5,201809,201905
68,2415372,8,1,201206,201210
68,2448467,279,12,200801,201906
68,2466120,1435,52,200812,201906
68,2469944,8,2,201810,201905
68,2479214,181,37,200904,201305
68,2494892,2411,94,200802,201906
68,2497654,1139,88,200801,201305
68,2499363,15,3,201212,201305
68,2526867,9587,516,201111,201906
68,2531496,4100,287,200802,201906
68,2532174,300,14,200801,201906
68,2557258,207,17,200801,201906
68,2557886,15,4,201807,201905
68,2561492,2337,104,200801,201305
68,2563681,812,79,200801,201303
68,2569043,512,30,200801,201906
68,2571536,459,15,200801,201906
68,2576546,804,22,200801,201906
68,2582473,695,25,200801,201906
68,2583879,1172,38,200801,201906
68,2588447,348,8,200801,201906
68,2589885,75,15,201202,201703
68,2590441,4160,108,200801,201906
68,2602148,125,31,201809,201905
68,2602164,58,6,201807,201905
68,2649349,579,43,200802,201906
68,2686864,1460,52,200801,201906
68,2716380,40,3,200801,201004
68,2719991,3149,131,200801,201906
68,2747863,3070,114,200801,201906
68,2749769,8779,348,200801,201906
68,2752700,77,9,201103,201306
68,2752727,184,19,200801,201105
68,2767449,430,26,200801,201903
68,2767457,1318,51,200801,201906
68,2767465,756,23,200801,201906
68,2767473,1265,39,200801,201903
68,2767481,155,13,200812,201906
68,2768259,375,20,200808,201904
68,2768267,180,6,200911,201906
68,2768275,1389,41,200908,201906
68,2768399,780,24,200801,201905
68,2768402,1004,43,200801,201906
68,2768410,20034,615,200801,201906
68,2768429,1931,61,200801,201903
68,2768437,685,19,200801,201906
68,2768445,3090,73,200801,201906
68,2768453,1306,35,200801,201906
68,2768461,2227,63,200801,201906
68,2768488,619,23,200801,201906
68,2768496,564,11,200801,201906
68,2768518,727,31,200810,201906
68,2768526,155,6,200801,201903
68,2768534,1597,44,200801,201904
68,2774526,826,37,200802,201906
68,2774593,331,15,200801,201906
68,2774909,219,6,201405,201906
68,2777606,3213,167,200801,201906
68,2779528,36,6,200801,201006
68,2781948,816,31,200801,201906
68,2781964,225,10,200801,201905
68,2781972,120,8,200907,201904
68,2783746,1088,35,200801,201906
68,2784432,10498,377,200801,201906
68,2785250,3294,181,200801,201101
68,2786214,4156,120,200801,201906
68,2792354,1468,56,200801,201906
68,2792907,10870,322,200801,201906
68,2793229,392,17,200801,201906
68,2794187,19,3,201003,201208
68,2802929,564,15,200801,201906
68,2816229,30,3,201808,201902
68,2816237,11,4,201811,201905
68,2816725,4,2,201812,201901
68,2816741,8893,281,200801,201906
68,2818256,1393,41,200801,201903
68,2824655,3,2,201807,201902
68,3289761,35,1,201009,201307
68,3302350,27,3,201012,201209
68,3339637,28,3,201609,201712
68,3469972,3451,143,200801,201906
68,3503038,7690,265,200801,201801
68,3542734,918,42,200801,201906
68,3554481,4359,260,200906,201906
68,3554503,8403,316,200906,201906
68,3554538,4244,265,200906,201906
68,3586677,18,1,200809,201002
68,3629848,56,3,200910,201212
68,3653404,2386,97,200801,201906
68,3781658,3106,142,200801,201906
68,3846393,1899,70,200801,201906
68,3890538,3375,135,200801,201906
68,3933822,176,10,200802,201903
68,4013581,1158,81,200801,201906
68,4016017,3234,219,200801,201906
68,4021312,7,2,201902,201904
68,4021398,74,8,201508,201906
68,4022335,9,2,201807,201905
68,4023013,25,4,201807,201905
68,4025717,16,5,201811,201905
68,4026918,37,5,201807,201905
68,4027744,12,3,201810,201905
68,4028066,10,1,201808,201903
68,4028163,8,1,201810,201905
68,4029089,5,1,201807,201905
68,4031954,56,8,201807,201905
68,4033663,199,27,201808,201905
68,4036220,706,28,200808,201906
68,4046374,31136,973,200801,201906
68,4053400,480,21,200912,201906
68,4054016,1691,79,200801,201906
68,4056795,1163,29,200801,201906
68,4057198,1241,33,200801,201906
68,4069463,3229,212,200803,201906
68,5118484,848,23,200801,201906
68,5188628,333,17,200910,201906
68,5246652,254,11,200801,201906
68,5352282,9,1,201207,201303
68,5450616,662,35,200801,201906
68,5604613,1638,70,200802,201906
68,5823226,14,1,201812,201906
68,5823234,113,9,200906,201906
68,5968607,3049,122,200810,201906
68,6009492,1620,55,200810,201906
68,6014941,12,1,201510,201906
68,6018599,7149,195,200810,201906
68,6022219,70,6,201411,201906
68,6022383,152,4,201304,201906
68,6047904,151,10,201207,201906
68,6055117,1200,52,200812,201906
68,6059465,198,10,200911,201906
68,6059538,134,7,201111,201903
68,6125972,2,1,200909,200910
68,6214266,14,1,201703,201809
68,6238556,165,13,201107,201603
68,6323715,52,9,201008,201204
68,6352782,789,31,201003,201906
68,6432484,13,2,201811,201905
68,6461425,23,4,201102,201906
68,6471188,10776,379,201012,201906
68,6503829,13298,663,201006,201906
68,6544290,1835,88,201008,201906
68,6552315,57,9,201808,201905
68,6552323,3,1,201810,201901
68,6557961,128,16,201008,201906
68,6565271,987,55,201009,201906
68,6578640,2312,67,201011,201906
68,6582559,33,4,201807,201904
68,6606040,8,2,201812,201905
68,6606512,1,1,201905,201905
68,6694950,41,5,201405,201708
68,6862802,24,1,201602,201701
68,6911927,199,20,201201,201906
68,6926967,3696,153,201202,201906
68,7043260,713,30,201207,201906
68,7296932,603,30,201307,201906
68,7296967,12,1,201702,201711
68,7297009,327,15,201310,201906
68,7297017,784,58,201310,201906
68,7334710,64,9,201601,201906
68,7375697,2,1,201705,201705
68,7472935,281,15,201405,201906
68,7654286,160,12,201507,201701
68,7661568,485,31,201503,201906
68,7849559,6,1,201706,201905
68,8002266,1164,25,200804,201906
68,8003041,1283,49,200801,201906
68,8004714,189,12,200812,201905
68,8006431,432,10,200801,201906
68,9317368,564,38,201711,201906
68,9734872,15,10,201905,201906
68,9784438,3,1,201906,201906
69,3441,2255,149,201405,201906
69,3875,3,2,201810,201905
69,5398,2548,294,201602,201905
69,7609,609,85,201507,201809
69,15296,98,11,201706,201906
69,21806,468,77,201408,201906
69,2016338,376,114,201312,201903
69,2043955,12610,2057,201402,201906
69,2044412,2552,522,201312,201906
69,2051753,9714,1622,201401,201906
69,2054434,4892,767,201312,201906
69,2071339,11992,1770,201312,201906
69,2076802,15279,1890,201312,201906
69,2088940,5793,1055,201404,201906
69,2092360,5305,768,201401,201906
69,2092603,3908,581,201402,201906
69,2092999,20332,2865,201402,201906
69,2179067,19,2,201712,201904
69,2179113,70,4,201605,201906
69,2194406,343,25,201509,201905
69,2198290,780,48,201509,201906
69,2228505,382,45,201703,201906
69,2234351,701,69,201703,201904
69,2236281,1083,111,201703,201905
69,2244055,758,97,201703,201906
69,2246597,4114,420,201704,201905
69,2249456,527,64,201702,201905
69,2251981,919,98,201701,201905
69,2257343,1578,181,201701,201905
69,2259745,1213,128,201704,201906
69,2261960,368,37,201704,201904
69,2263777,895,93,201703,201906
69,2265745,683,93,201703,201906
69,2336766,64881,3538,201310,201906
69,2407418,20472,2730,201408,201906
69,2414783,6,1,201812,201905
69,2448467,19645,756,201308,201906
69,2466120,15678,927,201308,201906
69,2469944,2,1,201811,201812
69,2494892,341,68,201508,201906
69,2526867,3,3,201507,201512
69,2531496,117,23,201608,201906
69,2532174,2594,171,201308,201906
69,2557258,2406,189,201310,201906
69,2557886,20,3,201807,201905
69,2569043,2800,328,201308,201906
69,2571536,6235,318,201309,201906
69,2576546,2603,161,201309,201906
69,2582473,4537,272,201310,201906
69,2583879,7015,621,201309,201906
69,2588447,3334,142,201309,201906
69,2590441,12511,883,201308,201906
69,2602164,2,1,201904,201905
69,2649349,65,11,201702,201808
69,2686864,7363,454,201309,201906
69,2719991,1564,143,201408,201906
69,2747863,9636,1969,201402,201906
69,2749769,38272,5651,201402,201906
69,2767449,26,1,201608,201903
69,2767457,19,2,201508,201708
69,2767465,6,2,201901,201904
69,2767481,334,28,201507,201906
69,2768259,20,3,201604,201810
69,2768267,11,1,201706,201901
69,2768275,176,11,201511,201905
69,2768399,188,22,201509,201906
69,2768402,18,3,201703,201906
69,2768410,796,65,201508,201906
69,2768429,210,16,201509,201903
69,2768437,15,1,201710,201812
69,2768445,212,13,201510,201906
69,2768453,187,34,201507,201906
69,2768461,170,13,201511,201906
69,2768488,629,38,201511,201905
69,2768496,7,1,201602,201608
69,2768518,135,11,201509,201906
69,2768526,227,13,201511,201906
69,2768534,145,6,201511,201906
69,2774526,8063,528,201308,201906
69,2774593,1612,132,201310,201906
69,2774909,33,8,201704,201906
69,2777606,281,23,201408,201906
69,2781948,104,54,201310,201906
69,2781964,5053,310,201309,201906
69,2781972,2622,152,201310,201906
69,2783746,9539,493,201309,201906
69,2784432,42183,2620,201308,201906
69,2786214,2697,387,201612,201906
69,2792354,4327,662,201401,201906
69,2792907,9585,1251,201511,201906
69,2793229,2301,218,201704,201905
69,2802929,5467,317,201309,201906
69,2816229,17,4,201810,201905
69,2816237,9,4,201810,201905
69,2818256,1242,148,201703,201903
69,3339637,867,84,201403,201801
69,3469972,16781,2450,201401,201906
69,3503038,1238,98,201311,201801
69,3542734,39,11,201709,201906
69,3554481,8259,1573,201404,201906
69,3554503,9489,1653,201401,201906
69,3554538,25992,4449,201402,201906
69,3653404,13585,2129,201401,201906
69,3781658,9769,1780,201401,201906
69,3846393,14857,2006,201402,201906
69,3890538,10033,1629,201311,201906
69,3933822,2404,448,201408,201906
69,4013581,1366,178,201502,201906
69,4016017,798,134,201510,201905
69,4021398,11,2,201812,201906
69,4022335,1,1,201905,201905
69,4026918,49,14,201808,201905
69,4027744,60,17,201810,201905
69,4028066,3,1,201811,201903
69,4031954,46,13,201807,201905
69,4033663,163,36,201808,201905
69,4036220,26,2,201703,201905
69,4046374,1082,113,201412,201704
69,4053400,1878,190,201308,201906
69,4054016,15089,831,201309,201906
69,4056795,13793,945,201309,201906
69,4057198,1527,115,201309,201906
69,4069463,710,108,201407,201802
69,5118484,1094,119,201703,201905
69,5188628,118,8,201509,201904
69,5246652,104,7,201509,201905
69,5450616,11107,1535,201308,201906
69,5604613,7258,690,201308,201906
69,5823226,228,18,201411,201807
69,5823234,15,2,201606,201812
69,5968607,5800,1066,201402,201906
69,6009492,910,128,201402,201906
69,6011063,86,19,201510,201906
69,6014941,149,24,201603,201906
69,6018599,4632,728,201408,201906
69,6022219,218,32,201602,201906
69,6022383,328,54,201509,201906
69,6047904,173,36,201604,201906
69,6055117,33205,4625,201312,201906
69,6059465,2663,178,201308,201906
69,6059538,1621,139,201308,201906
69,6352782,3582,534,201312,201906
69,6432484,1,1,201905,201905
69,6461425,2922,230,201308,201906
69,6471188,2171,215,201404,201906
69,6503829,61743,9278,201401,201906
69,6544290,8819,1275,201401,201906
69,6565271,29,5,201712,201906
69,6578640,1021,188,201404,201906
69,6606512,8,1,201811,201905
69,6631142,6,1,201811,201905
69,6911927,3,1,201606,201608
69,7043260,8363,667,201308,201906
69,7375697,7,1,201610,201705
69,7472935,2603,324,201405,201906
69,7661568,7427,1463,201503,201906
69,8002266,1131,85,201311,201906
69,8003041,19644,948,201308,201906
69,8006431,538,63,201704,201905
69,9784438,28,24,201905,201906
70,3441,1411,122,200807,201906
70,3816,15,8,201811,201905
70,3875,5,3,200801,201905
70,6149,693,111,201807,201905
70,7609,2938,443,200901,201809
70,11762,7,4,200801,200803
70,21806,3395,251,200801,201906
70,2016338,1143,105,200803,201906
70,2020645,54,13,201206,201303
70,2020904,89,10,201701,201906
70,2043955,2644,208,200801,201906
70,2044412,931,50,200801,201906
70,2051753,6422,455,200801,201906
70,2054434,1305,111,200801,201906
70,2058502,98,19,200801,201009
70,2068974,739,94,200801,200907
70,2071339,2092,169,200801,201906
70,2076802,1810,72,200801,201906
70,2078015,1261,133,200801,201006
70,2081695,117,18,200801,200811
70,2088576,74,21,200801,201001
70,2088940,4213,190,200801,201906
70,2091461,269,39,200801,200907
70,2091542,68,16,200801,200907
70,2092107,3,1,200909,200911
70,2092360,3832,114,200801,201906
70,2092603,1315,59,200801,201906
70,2092751,14,8,200801,200809
70,2092999,4679,273,200801,201906
70,2179067,419,15,200806,201904
70,2179113,55,7,201003,201906
70,2194406,2580,92,200801,201906
70,2198290,355,20,200801,201906
70,2228505,50,6,200806,201905
70,2234351,117,13,201005,201906
70,2236281,392,33,200909,201906
70,2244055,408,54,200801,201905
70,2246597,534,64,200809,201905
70,2249456,321,21,200804,201905
70,2251981,282,30,201004,201812
70,2257343,219,18,201005,201906
70,2259745,225,36,200807,201906
70,2261960,35,9,200909,201905
70,2263777,55,5,201510,201905
70,2265745,210,27,201011,201906
70,2333031,2,2,200803,200804
70,2336766,11127,664,200801,201906
70,2407418,5121,316,200801,201906
70,2414783,17,2,201810,201905
70,2426951,2,2,201906,201906
70,2448467,495,20,200803,201906
70,2466120,722,50,200802,201906
70,2469944,5,1,201809,201904
70,2479958,285,49,201002,201906
70,2493845,3699,514,200801,201510
70,2494892,248,31,201005,201906
70,2497654,12,3,200812,201303
70,2526867,2116,189,201304,201906
70,2531496,2154,222,200802,201906
70,2532174,341,27,200801,201906
70,2557258,40,3,200810,201808
70,2557886,4,3,201810,201905
70,2561492,438,37,200802,201305
70,2563681,462,28,200807,201303
70,2569043,932,58,200801,201906
70,2571536,550,29,200801,201906
70,2576546,286,14,200904,201906
70,2582473,381,14,200801,201906
70,2583879,474,21,200805,201906
70,2588447,28,1,200801,201406
70,2589885,101,17,201005,201510
70,2590441,1152,48,200801,201906
70,2602148,47,14,201810,201905
70,2602164,9,1,201807,201905
70,2649349,89,11,200804,201906
70,2686864,327,13,200801,201906
70,2716380,16,2,200801,200908
70,2719991,1032,143,200801,201906
70,2747863,1070,99,200801,201906
70,2749769,8915,524,200801,201906
70,2752697,587,119,200801,201308
70,2752727,20,16,200910,200912
70,2767449,270,11,200801,201903
70,2767457,680,52,200801,201906
70,2767465,180,14,200801,201905
70,2767473,263,12,200909,201906
70,2767481,1187,84,200801,201906
70,2768259,229,14,200801,201906
70,2768267,143,5,201311,201906
70,2768275,1374,48,200801,201906
70,2768399,1593,89,200801,201906
70,2768402,336,15,200909,201906
70,2768410,9292,427,200801,201906
70,2768429,742,51,200801,201903
70,2768437,296,8,200908,201906
70,2768445,1310,57,200801,201906
70,2768453,489,18,200905,201906
70,2768461,2320,74,200801,201906
70,2768488,685,34,200801,201906
70,2768518,649,33,200805,201906
70,2768526,91,6,201110,201906
70,2768534,833,36,200801,201906
70,2774526,586,29,200801,201906
70,2774593,109,7,200803,201704
70,2774909,59,11,201503,201906
70,2777606,742,93,200808,201906
70,2779528,156,13,200801,201009
70,2781948,288,17,200801,201906
70,2781964,42,3,201109,201602
70,2781972,12,2,201008,201210
70,2783746,423,16,200801,201906
70,2784432,924,78,200804,201906
70,2785250,466,81,200803,201101
70,2786214,1112,90,200806,201906
70,2792354,33,7,200910,201906
70,2792907,4619,422,200801,201906
70,2793229,101,10,201212,201906
70,2794160,3,3,201906,201906
70,2794187,81,8,200907,201311
70,2795957,8801,181,201110,201906
70,2802929,530,9,200801,201906
70,2816229,9,2,201809,201902
70,2816237,2,2,201905,201905
70,2816725,24,6,201808,201905
70,2816741,8019,288,200801,201906
70,2818256,414,45,200805,201903
70,2824655,24,8,201807,201905
70,3010139,11,1,201901,201905
70,3339637,303,26,200804,201801
70,3469972,908,149,200801,201906
70,3503038,830,76,200801,201801
70,3542734,240,16,201202,201906
70,3554481,5410,325,200906,201906
70,3554503,13385,771,200906,201906
70,3554538,7343,621,200906,201906
70,3586677,432,126,200801,201005
70,3629848,17,3,201107,201306
70,3653404,3181,194,200801,201906
70,3781658,2640,209,200801,201906
70,3846393,2487,135,200801,201906
70,3890538,3635,173,200801,201906
70,3933822,115,9,200802,201904
70,4013581,763,132,200802,201805
70,4016017,1121,140,200802,201906
70,4021312,7,3,201808,201901
70,4021398,42,4,201601,201906
70,4022335,20,10,201807,201905
70,4025717,2,1,201812,201904
70,4026918,2,1,201812,201901
70,4027744,3,1,201812,201902
70,4028066,5,2,201812,201904
70,4028163,22,4,201811,201905
70,4031954,13,3,201811,201905
70,4033663,39,9,201808,201905
70,4036220,376,20,200903,201905
70,4046374,14168,732,200801,201906
70,4053400,102,5,200907,201804
70,4054016,1954,96,200801,201906
70,4056795,780,20,200801,201906
70,4057198,298,9,200801,201906
70,4069463,1492,154,200801,201906
70,5118484,182,20,201010,201906
70,5188628,450,12,200801,201906
70,5246652,243,6,200804,201905
70,5450616,2007,84,200801,201906
70,5604613,1711,120,200802,201906
70,5823226,9,1,201807,201906
70,5823234,176,16,201207,201902
70,5823390,52,2,200911,201710
70,5968607,3361,216,200810,201906
70,6009492,7320,137,200810,201906
70,6011063,12,4,201610,201809
70,6014941,1,1,201310,201310
70,6018599,1888,107,200810,201906
70,6022383,12,2,201609,201803
70,6047904,90,19,201206,201801
70,6055117,2094,188,200811,201906
70,6059465,431,20,200910,201906
70,6059538,29,6,201004,201906
70,6214266,54,6,201612,201906
70,6323715,6,2,201001,201007
70,6352782,355,22,201106,201906
70,6400361,6,1,201102,201108
70,6432484,3,2,201901,201905
70,6461425,465,19,201003,201906
70,6471188,4973,308,201012,201906
70,6503829,8083,485,201006,201906
70,6544290,2430,128,201008,201906
70,6552315,3,2,201807,201903
70,6552323,27,2,201810,201902
70,6557961,490,64,201008,201906
70,6565271,831,135,201009,201906
70,6578640,1180,80,201012,201906
70,6582559,34,5,201807,201904
70,6606040,15,6,201812,201905
70,6631142,17,3,201808,201905
70,6670725,9,2,201810,201904
70,6694950,1,1,201706,201706
70,6862802,11,2,201609,201903
70,6911927,272,21,201304,201701
70,6926967,3825,170,201203,201906
70,7043260,837,42,201207,201906
70,7296932,2,1,201402,201403
70,7311745,865,169,201310,201906
70,7334710,21,2,201609,201906
70,7472935,813,37,201405,201906
70,7661568,512,66,201503,201906
70,8002266,32,4,201605,201906
70,8003041,293,15,201005,201906
70,8004714,178,24,201307,201902
70,8006431,202,12,200909,201906
70,9317368,776,46,201711,201906
70,9734872,16,10,201904,201906
70,9784438,7,5,201905,201906
71,3441,207,4,200910,201906
71,3875,28,2,200804,201905
71,7609,371,55,200809,201905
71,11762,15,2,200801,200802
71,21806,1347,11,200801,201906
71,2016338,194,6,200905,201904
71,2043955,397,12,200809,201906
71,2044412,728,7,200801,201906
71,2051753,1163,26,200801,201906
71,2054434,1353,12,200804,201906
71,2058502,19,4,200808,201006
71,2068974,1223,41,200801,200907
71,2071339,3883,49,200801,201906
71,2076802,511,5,200801,201906
71,2078015,9393,250,200801,201006
71,2081695,25,2,200803,200811
71,2088495,4293,119,200801,200910
71,2088940,975,13,200801,201906
71,2091461,1040,52,200801,200907
71,2092107,3,1,200802,200804
71,2092360,201,6,200801,201906
71,2092603,1244,8,200906,201906
71,2092751,7,3,200803,200809
71,2092999,613,11,200801,201611
71,2179067,71,2,200911,201905
71,2194406,348,14,200801,201906
71,2198290,614,10,200801,201906
71,2228505,16,1,200801,200811
