"co_pcdt","co_cid10_diagnostico_principal","nu_trimestre","qt_cns_paciente","co_seq_pcdt_cid10_trimestre"
63,E833,"201001",557,9
63,E833,"201002",369,10
63,E833,"201003",105,11
63,E833,"201004",163,12
63,E833,"201101",747,13
63,E833,"201102",658,14
63,E833,"201103",452,15
63,E833,"201104",353,16
63,E833,"201201",317,17
63,E833,"201202",283,18
63,E833,"201203",428,19
63,E833,"201204",320,20
63,E833,"201301",232,21
63,E833,"201302",125,22
63,E833,"201303",241,23
63,E833,"201304",129,24
63,E833,"201401",227,25
63,E833,"201402",167,26
63,E833,"201403",218,27
63,E833,"201404",310,28
63,E833,"201501",177,29
63,E833,"201502",171,30
63,E833,"201503",230,31
63,E833,"201504",202,32
63,E833,"201601",184,33
63,E833,"201602",241,34
63,E833,"201603",508,35
63,E833,"201604",328,36
63,E833,"201701",259,37
63,E833,"201702",288,38
63,E833,"201703",251,39
63,E833,"201704",613,40
63,E833,"201801",506,41
63,E833,"201802",404,42
63,E833,"201803",536,43
63,E833,"201804",414,44
63,E833,"201901",266,45
63,E833,"201902",362,46
63,M830,"200801",62,1
63,M830,"200802",45,2
63,M830,"200803",23,3
63,M830,"200804",37,4
63,M830,"200901",49,5
63,M830,"200902",37,6
63,M830,"200903",49,7
63,M830,"200904",23,8
63,M830,"201001",46,9
63,M830,"201002",15,10
63,M830,"201003",14,11
63,M830,"201004",8,12
63,M830,"201101",6,13
63,M830,"201102",6,14
63,M830,"201103",7,15
63,M830,"201104",5,16
63,M830,"201201",1,17
63,M830,"201202",5,18
63,M830,"201203",5,19
63,M830,"201204",5,20
63,M830,"201301",17,21
63,M830,"201302",20,22
63,M830,"201303",12,23
63,M830,"201304",7,24
63,M830,"201401",4,25
63,M830,"201501",1,26
63,M830,"201502",1,27
63,M830,"201503",1,28
63,M830,"201504",1,29
63,M830,"201701",1,30
63,M830,"201803",1,31
63,M830,"201902",1,32
63,M831,"200801",52,1
63,M831,"200802",28,2
63,M831,"200803",20,3
63,M831,"200804",27,4
63,M831,"200901",19,5
63,M831,"200902",28,6
63,M831,"200903",28,7
63,M831,"200904",39,8
63,M831,"201001",41,9
63,M831,"201002",19,10
63,M831,"201003",14,11
63,M831,"201004",7,12
63,M831,"201101",3,13
63,M831,"201102",10,14
63,M831,"201103",6,15
63,M831,"201104",4,16
63,M831,"201201",4,17
63,M831,"201202",5,18
63,M831,"201203",4,19
63,M831,"201204",11,20
63,M831,"201301",2,21
63,M831,"201302",7,22
63,M831,"201303",5,23
63,M831,"201304",2,24
63,M831,"201401",4,25
63,M831,"201402",4,26
63,M831,"201403",2,27
63,M831,"201404",1,28
63,M831,"201601",1,29
63,M831,"201603",1,30
63,M831,"201604",1,31
63,M831,"201701",1,32
63,M831,"201702",1,33
63,M831,"201703",3,34
63,M831,"201804",2,35
63,M831,"201902",2,36
63,M832,"200801",6,1
63,M832,"200802",9,2
63,M832,"200803",11,3
63,M832,"200804",5,4
63,M832,"200901",3,5
63,M832,"200902",3,6
63,M832,"200903",1,7
63,M832,"200904",1,8
63,M832,"201001",3,9
63,M832,"201002",6,10
63,M832,"201003",13,11
63,M832,"201004",3,12
63,M832,"201101",1,13
63,M832,"201102",4,14
63,M832,"201103",4,15
63,M832,"201104",1,16
63,M832,"201201",2,17
63,M832,"201202",2,18
63,M832,"201203",1,19
63,M832,"201204",3,20
63,M832,"201301",2,21
63,M832,"201302",3,22
63,M832,"201303",3,23
63,M832,"201304",3,24
63,M832,"201401",4,25
63,M832,"201402",2,26
63,M832,"201403",1,27
63,M832,"201404",3,28
63,M832,"201504",1,29
63,M832,"201601",3,30
63,M832,"201702",3,31
63,M832,"201703",1,32
63,M832,"201801",2,33
63,M832,"201802",3,34
63,M832,"201803",2,35
63,M832,"201804",2,36
63,M832,"201901",2,37
63,M833,"200801",6,1
63,M833,"200802",3,2
63,M833,"200803",4,3
63,M833,"200804",2,4
63,M833,"200901",4,5
63,M833,"200902",19,6
63,M833,"200903",3,7
63,M833,"201001",2,8
63,M833,"201002",3,9
63,M833,"201003",3,10
63,M833,"201004",2,11
63,M833,"201101",5,12
63,M833,"201102",4,13
63,M833,"201103",3,14
63,M833,"201104",1,15
63,M833,"201201",3,16
63,M833,"201202",1,17
63,M833,"201203",1,18
63,M833,"201204",5,19
63,M833,"201302",1,20
63,M833,"201401",3,21
63,M833,"201402",6,22
63,M833,"201404",1,23
63,M833,"201503",1,24
63,M833,"201602",1,25
63,M833,"201604",1,26
63,M833,"201702",1,27
63,M833,"201703",1,28
63,M833,"201804",2,29
63,M833,"201901",1,30
63,M838,"200801",26,1
63,M838,"200802",15,2
63,M838,"200803",8,3
63,M838,"200804",10,4
63,M838,"200901",9,5
63,M838,"200902",8,6
63,M838,"200903",5,7
63,M838,"200904",2,8
63,M838,"201001",8,9
63,M838,"201002",9,10
63,M838,"201003",9,11
63,M838,"201004",4,12
63,M838,"201101",13,13
63,M838,"201102",13,14
63,M838,"201103",9,15
63,M838,"201104",2,16
63,M838,"201201",3,17
63,M838,"201202",5,18
63,M838,"201203",5,19
63,M838,"201204",2,20
63,M838,"201301",1,21
63,M838,"201302",2,22
63,M838,"201303",3,23
63,M838,"201304",3,24
63,M838,"201401",1,25
63,M838,"201402",2,26
63,M838,"201403",4,27
63,M838,"201404",2,28
63,M838,"201501",1,29
63,M838,"201502",3,30
63,M838,"201503",2,31
63,M838,"201504",1,32
63,M838,"201601",2,33
63,M838,"201602",2,34
63,M838,"201603",4,35
63,M838,"201604",5,36
63,M838,"201702",6,37
63,M838,"201703",7,38
63,M838,"201704",8,39
63,M838,"201801",10,40
63,M838,"201802",13,41
63,M838,"201803",7,42
63,M838,"201804",8,43
63,M838,"201901",10,44
63,M838,"201902",9,45
64,K510,"200801",6157,1
64,K510,"200802",1816,2
64,K510,"200803",1447,3
64,K510,"200804",1340,4
64,K510,"200901",1186,5
64,K510,"200902",1341,6
64,K510,"200903",1375,7
64,K510,"200904",1217,8
64,K510,"201001",1165,9
64,K510,"201002",1344,10
64,K510,"201003",1341,11
64,K510,"201004",1390,12
64,K510,"201101",1348,13
64,K510,"201102",1318,14
64,K510,"201103",1365,15
64,K510,"201104",1426,16
64,K510,"201201",1211,17
64,K510,"201202",1468,18
64,K510,"201203",1517,19
64,K510,"201204",1464,20
64,K510,"201301",1326,21
64,K510,"201302",1376,22
64,K510,"201303",1576,23
64,K510,"201304",1535,24
64,K510,"201401",1445,25
64,K510,"201402",1490,26
64,K510,"201403",1740,27
64,K510,"201404",1555,28
64,K510,"201501",1376,29
64,K510,"201502",1779,30
64,K510,"201503",2154,31
64,K510,"201504",1634,32
64,K510,"201601",1650,33
64,K510,"201602",1749,34
64,K510,"201603",1851,35
64,K510,"201604",1769,36
64,K510,"201701",1634,37
64,K510,"201702",1917,38
64,K510,"201703",2237,39
64,K510,"201704",1755,40
64,K510,"201801",1702,41
64,K510,"201802",1729,42
64,K510,"201803",1699,43
64,K510,"201804",1626,44
64,K510,"201901",1520,45
64,K510,"201902",1807,46
64,K511,"200801",598,1
64,K511,"200802",192,2
64,K511,"200803",169,3
64,K511,"200804",165,4
64,K511,"200901",124,5
64,K511,"200902",177,6
64,K511,"200903",160,7
64,K511,"200904",165,8
64,K511,"201001",167,9
64,K511,"201002",172,10
64,K511,"201003",182,11
64,K511,"201004",217,12
64,K511,"201101",250,13
64,K511,"201102",216,14
64,K511,"201103",234,15
64,K511,"201104",249,16
64,K511,"201201",201,17
64,K511,"201202",223,18
64,K511,"201203",219,19
64,K511,"201204",231,20
64,K511,"201301",202,21
64,K511,"201302",229,22
64,K511,"201303",233,23
64,K511,"201304",212,24
64,K511,"201401",202,25
64,K511,"201402",189,26
64,K511,"201403",225,27
64,K511,"201404",245,28
64,K511,"201501",207,29
64,K511,"201502",259,30
64,K511,"201503",264,31
64,K511,"201504",188,32
64,K511,"201601",215,33
64,K511,"201602",233,34
64,K511,"201603",239,35
64,K511,"201604",226,36
64,K511,"201701",244,37
64,K511,"201702",266,38
64,K511,"201703",366,39
64,K511,"201704",270,40
64,K511,"201801",252,41
64,K511,"201802",282,42
64,K511,"201803",257,43
64,K511,"201804",274,44
64,K511,"201901",243,45
64,K511,"201902",323,46
64,K512,"200801",382,1
64,K512,"200802",118,2
64,K512,"200803",141,3
64,K512,"200804",128,4
64,K512,"200901",95,5
64,K512,"200902",106,6
64,K512,"200903",118,7
64,K512,"200904",114,8
64,K512,"201001",136,9
64,K512,"201002",123,10
64,K512,"201003",150,11
64,K512,"201004",159,12
64,K512,"201101",157,13
64,K512,"201102",158,14
64,K512,"201103",153,15
64,K512,"201104",136,16
64,K512,"201201",126,17
64,K512,"201202",146,18
64,K512,"201203",158,19
64,K512,"201204",169,20
64,K512,"201301",126,21
64,K512,"201302",121,22
64,K512,"201303",170,23
64,K512,"201304",139,24
64,K512,"201401",175,25
64,K512,"201402",161,26
64,K512,"201403",188,27
64,K512,"201404",170,28
64,K512,"201501",154,29
64,K512,"201502",163,30
64,K512,"201503",169,31
64,K512,"201504",143,32
64,K512,"201601",137,33
64,K512,"201602",163,34
64,K512,"201603",194,35
64,K512,"201604",148,36
64,K512,"201701",127,37
64,K512,"201702",146,38
64,K512,"201703",204,39
64,K512,"201704",174,40
64,K512,"201801",180,41
64,K512,"201802",150,42
64,K512,"201803",180,43
64,K512,"201804",207,44
64,K512,"201901",161,45
64,K512,"201902",195,46
64,K513,"200801",1892,1
64,K513,"200802",540,2
64,K513,"200803",495,3
64,K513,"200804",396,4
64,K513,"200901",387,5
64,K513,"200902",373,6
64,K513,"200903",458,7
64,K513,"200904",396,8
64,K513,"201001",398,9
64,K513,"201002",444,10
64,K513,"201003",396,11
64,K513,"201004",420,12
64,K513,"201101",414,13
64,K513,"201102",460,14
64,K513,"201103",483,15
64,K513,"201104",445,16
64,K513,"201201",412,17
64,K513,"201202",497,18
64,K513,"201203",443,19
64,K513,"201204",456,20
64,K513,"201301",435,21
64,K513,"201302",426,22
64,K513,"201303",484,23
64,K513,"201304",428,24
64,K513,"201401",436,25
64,K513,"201402",455,26
64,K513,"201403",513,27
64,K513,"201404",510,28
64,K513,"201501",411,29
64,K513,"201502",537,30
64,K513,"201503",509,31
64,K513,"201504",410,32
64,K513,"201601",392,33
64,K513,"201602",409,34
64,K513,"201603",449,35
64,K513,"201604",412,36
64,K513,"201701",402,37
64,K513,"201702",429,38
64,K513,"201703",482,39
64,K513,"201704",458,40
64,K513,"201801",399,41
64,K513,"201802",383,42
64,K513,"201803",394,43
64,K513,"201804",392,44
64,K513,"201901",406,45
64,K513,"201902",410,46
64,K514,"200801",38,1
64,K514,"200802",4,2
64,K514,"200803",8,3
64,K514,"200804",9,4
64,K514,"200901",9,5
64,K514,"200902",6,6
64,K514,"200903",13,7
64,K514,"200904",10,8
64,K514,"201001",11,9
64,K514,"201002",5,10
64,K514,"201003",5,11
64,K514,"201004",6,12
64,K514,"201101",10,13
64,K514,"201102",8,14
64,K514,"201103",16,15
64,K514,"201104",13,16
64,K514,"201201",7,17
64,K514,"201202",5,18
64,K514,"201203",11,19
64,K514,"201204",8,20
64,K514,"201301",7,21
64,K514,"201302",16,22
64,K514,"201303",7,23
64,K514,"201304",11,24
64,K514,"201401",8,25
64,K514,"201402",14,26
64,K514,"201403",10,27
64,K514,"201404",23,28
64,K514,"201501",10,29
64,K514,"201502",10,30
64,K514,"201503",17,31
64,K514,"201504",16,32
64,K514,"201601",12,33
64,K514,"201602",9,34
64,K514,"201603",6,35
64,K514,"201604",5,36
64,K514,"201701",12,37
64,K514,"201702",15,38
64,K514,"201703",30,39
64,K514,"201704",20,40
64,K514,"201801",19,41
64,K514,"201802",18,42
64,K514,"201803",14,43
64,K514,"201804",11,44
64,K514,"201901",8,45
64,K514,"201902",10,46
64,K515,"200801",141,1
64,K515,"200802",40,2
64,K515,"200803",26,3
64,K515,"200804",51,4
64,K515,"200901",37,5
64,K515,"200902",27,6
64,K515,"200903",47,7
64,K515,"200904",35,8
64,K515,"201001",40,9
64,K515,"201002",39,10
64,K515,"201003",43,11
64,K515,"201004",50,12
64,K515,"201101",64,13
64,K515,"201102",55,14
64,K515,"201103",59,15
64,K515,"201104",47,16
64,K515,"201201",47,17
64,K515,"201202",71,18
64,K515,"201203",55,19
64,K515,"201204",52,20
64,K515,"201301",56,21
64,K515,"201302",55,22
64,K515,"201303",57,23
64,K515,"201304",49,24
64,K515,"201401",75,25
64,K515,"201402",62,26
64,K515,"201403",55,27
64,K515,"201404",56,28
64,K515,"201501",51,29
64,K515,"201502",63,30
64,K515,"201503",60,31
64,K515,"201504",51,32
64,K515,"201601",61,33
64,K515,"201602",82,34
64,K515,"201603",72,35
64,K515,"201604",70,36
64,K515,"201701",59,37
64,K515,"201702",63,38
64,K515,"201703",74,39
64,K515,"201704",62,40
64,K515,"201801",69,41
64,K515,"201802",81,42
64,K515,"201803",88,43
64,K515,"201804",56,44
64,K515,"201901",74,45
64,K515,"201902",91,46
64,K518,"200801",2303,1
64,K518,"200802",454,2
64,K518,"200803",373,3
64,K518,"200804",443,4
64,K518,"200901",271,5
64,K518,"200902",349,6
64,K518,"200903",391,7
64,K518,"200904",329,8
64,K518,"201001",378,9
64,K518,"201002",404,10
64,K518,"201003",453,11
64,K518,"201004",476,12
64,K518,"201101",505,13
64,K518,"201102",516,14
64,K518,"201103",535,15
64,K518,"201104",516,16
64,K518,"201201",417,17
64,K518,"201202",443,18
64,K518,"201203",476,19
64,K518,"201204",501,20
64,K518,"201301",456,21
64,K518,"201302",445,22
64,K518,"201303",466,23
64,K518,"201304",460,24
64,K518,"201401",473,25
64,K518,"201402",551,26
64,K518,"201403",701,27
64,K518,"201404",595,28
64,K518,"201501",457,29
64,K518,"201502",636,30
64,K518,"201503",659,31
64,K518,"201504",497,32
64,K518,"201601",510,33
64,K518,"201602",511,34
64,K518,"201603",589,35
64,K518,"201604",572,36
64,K518,"201701",559,37
64,K518,"201702",600,38
64,K518,"201703",706,39
64,K518,"201704",601,40
64,K518,"201801",581,41
64,K518,"201802",540,42
64,K518,"201803",667,43
64,K518,"201804",632,44
64,K518,"201901",608,45
64,K518,"201902",663,46
64,K522,"200801",20,1
64,K522,"200803",6,2
64,K522,"200804",7,3
64,K522,"200901",7,4
64,K522,"200902",5,5
64,K522,"200903",7,6
64,K522,"200904",9,7
64,K522,"201001",8,8
64,K522,"201002",5,9
64,K522,"201003",5,10
64,K522,"201004",5,11
64,K522,"201101",7,12
64,K522,"201102",6,13
64,K522,"201103",1,14
64,K522,"201104",9,15
64,K522,"201201",4,16
64,K522,"201202",6,17
64,K522,"201203",6,18
64,K522,"201204",3,19
64,K522,"201301",5,20
64,K522,"201302",3,21
64,K522,"201304",3,22
64,K522,"201403",3,23
64,K522,"201404",1,24
64,K522,"201501",1,25
64,K522,"201502",4,26
64,K522,"201503",3,27
64,K522,"201504",4,28
64,K522,"201601",2,29
64,K522,"201602",1,30
64,K522,"201603",1,31
64,K522,"201604",5,32
64,K522,"201701",4,33
64,K522,"201702",2,34
64,K522,"201703",4,35
64,K522,"201704",2,36
64,K522,"201801",2,37
64,K522,"201802",4,38
64,K522,"201803",2,39
64,K522,"201804",4,40
64,K522,"201901",1,41
64,K522,"201902",1,42
64,M075,"200801",14,1
64,M075,"200802",5,2
64,M075,"200803",5,3
64,M075,"200901",1,4
64,M075,"200902",3,5
64,M075,"200903",6,6
64,M075,"200904",4,7
64,M075,"201001",1,8
64,M075,"201002",4,9
64,M075,"201003",3,10
64,M075,"201004",1,11
64,M075,"201101",3,12
64,M075,"201102",1,13
64,M075,"201104",1,14
64,M075,"201201",1,15
64,M075,"201202",2,16
64,M075,"201203",1,17
64,M075,"201301",1,18
64,M075,"201302",5,19
64,M075,"201401",1,20
64,M075,"201402",2,21
64,M075,"201403",2,22
64,M075,"201404",2,23
64,M075,"201502",1,24
64,M075,"201503",2,25
64,M075,"201504",1,26
64,M075,"201603",1,27
64,M075,"201604",1,28
64,M075,"201701",1,29
64,M075,"201702",1,30
64,M075,"201703",3,31
64,M075,"201704",2,32
64,M075,"201802",1,33
64,M075,"201803",1,34
64,M075,"201804",1,35
64,M075,"201901",1,36
64,M075,"201902",3,37
64,M076,"200801",29,1
64,M076,"200802",9,2
64,M076,"200803",7,3
64,M076,"200804",1,4
64,M076,"200901",5,5
64,M076,"200902",4,6
64,M076,"200903",4,7
64,M076,"200904",1,8
64,M076,"201001",2,9
64,M076,"201002",5,10
64,M076,"201004",1,11
64,M076,"201101",2,12
64,M076,"201102",1,13
64,M076,"201104",2,14
64,M076,"201201",1,15
64,M076,"201202",1,16
64,M076,"201204",3,17
64,M076,"201302",1,18
64,M076,"201303",1,19
64,M076,"201304",2,20
64,M076,"201401",2,21
64,M076,"201402",1,22
64,M076,"201403",2,23
64,M076,"201404",4,24
64,M076,"201502",1,25
64,M076,"201504",1,26
64,M076,"201601",3,27
64,M076,"201604",5,28
64,M076,"201701",3,29
64,M076,"201703",2,30
64,M076,"201704",2,31
64,M076,"201801",3,32
64,M076,"201802",5,33
64,M076,"201803",1,34
64,M076,"201804",1,35
64,M076,"201901",3,36
64,M076,"201902",1,37
65,G610,"200801",163,1
65,G610,"200802",98,2
65,G610,"200803",102,3
65,G610,"200804",76,4
65,G610,"200901",97,5
65,G610,"200902",87,6
65,G610,"200903",107,7
65,G610,"200904",90,8
65,G610,"201001",122,9
65,G610,"201002",110,10
65,G610,"201003",80,11
65,G610,"201004",104,12
65,G610,"201101",141,13
65,G610,"201102",127,14
65,G610,"201103",127,15
65,G610,"201104",104,16
65,G610,"201201",137,17
65,G610,"201202",130,18
65,G610,"201203",154,19
65,G610,"201204",138,20
65,G610,"201301",148,21
65,G610,"201302",180,22
65,G610,"201303",180,23
65,G610,"201304",136,24
65,G610,"201401",140,25
65,G610,"201402",167,26
65,G610,"201403",159,27
65,G610,"201404",202,28
65,G610,"201501",193,29
65,G610,"201502",313,30
65,G610,"201503",251,31
65,G610,"201504",227,32
65,G610,"201601",405,33
65,G610,"201602",364,34
65,G610,"201603",269,35
65,G610,"201604",255,36
65,G610,"201701",303,37
65,G610,"201702",325,38
65,G610,"201703",291,39
65,G610,"201704",270,40
65,G610,"201801",313,41
65,G610,"201802",326,42
65,G610,"201803",316,43
65,G610,"201804",342,44
65,G610,"201901",332,45
65,G610,"201902",385,46
66,E280,"200801",29,1
66,E280,"200802",11,2
66,E280,"200803",10,3
66,E280,"200804",6,4
66,E280,"200901",2,5
66,E280,"200902",7,6
66,E280,"200903",2,7
66,E280,"200904",4,8
66,E280,"201001",5,9
66,E280,"201002",2,10
66,E280,"201003",8,11
66,E280,"201004",3,12
66,E280,"201101",2,13
66,E280,"201102",1,14
66,E280,"201103",2,15
66,E280,"201104",1,16
66,E280,"201201",1,17
66,E280,"201202",2,18
66,E280,"201203",3,19
66,E280,"201301",2,20
66,E280,"201302",2,21
66,E280,"201303",1,22
66,E280,"201304",2,23
66,E280,"201401",1,24
66,E280,"201404",1,25
66,E280,"201502",1,26
66,E280,"201504",3,27
66,E280,"201602",1,28
66,E280,"201603",1,29
66,E280,"201702",1,30
66,E280,"201704",2,31
66,E280,"201801",3,32
66,E280,"201802",1,33
66,E280,"201804",2,34
66,E280,"201902",1,35
66,E282,"200801",57,1
66,E282,"200802",19,2
66,E282,"200803",9,3
66,E282,"200804",13,4
66,E282,"200901",11,5
66,E282,"200902",9,6
66,E282,"200903",7,7
66,E282,"200904",11,8
66,E282,"201001",11,9
66,E282,"201002",4,10
66,E282,"201003",7,11
66,E282,"201004",12,12
66,E282,"201101",4,13
66,E282,"201102",8,14
66,E282,"201103",6,15
66,E282,"201104",4,16
66,E282,"201201",6,17
66,E282,"201202",4,18
66,E282,"201203",8,19
66,E282,"201204",4,20
66,E282,"201301",2,21
66,E282,"201302",3,22
66,E282,"201303",3,23
66,E282,"201304",4,24
66,E282,"201401",2,25
66,E282,"201402",3,26
66,E282,"201403",2,27
66,E282,"201404",1,28
66,E282,"201501",2,29
66,E282,"201502",4,30
66,E282,"201503",3,31
66,E282,"201504",2,32
66,E282,"201602",2,33
66,E282,"201603",7,34
66,E282,"201604",3,35
66,E282,"201701",2,36
66,E282,"201702",1,37
66,E282,"201703",5,38
66,E282,"201704",1,39
66,E282,"201801",4,40
66,E282,"201802",3,41
66,E282,"201803",3,42
66,E282,"201804",4,43
66,E282,"201901",2,44
66,E282,"201902",5,45
66,L680,"200801",75,1
66,L680,"200802",20,2
66,L680,"200803",18,3
66,L680,"200804",10,4
66,L680,"200901",7,5
66,L680,"200902",10,6
66,L680,"200903",5,7
66,L680,"200904",6,8
66,L680,"201001",5,9
66,L680,"201002",9,10
66,L680,"201003",8,11
66,L680,"201004",7,12
66,L680,"201101",12,13
66,L680,"201102",5,14
66,L680,"201103",2,15
66,L680,"201104",3,16
66,L680,"201201",2,17
66,L680,"201202",2,18
66,L680,"201203",6,19
66,L680,"201204",6,20
66,L680,"201301",6,21
66,L680,"201302",4,22
66,L680,"201303",6,23
66,L680,"201304",2,24
66,L680,"201401",4,25
66,L680,"201402",1,26
66,L680,"201403",1,27
66,L680,"201404",7,28
66,L680,"201501",4,29
66,L680,"201502",2,30
66,L680,"201503",11,31
66,L680,"201504",2,32
66,L680,"201601",2,33
66,L680,"201602",2,34
66,L680,"201603",1,35
66,L680,"201701",4,36
66,L680,"201702",5,37
66,L680,"201703",7,38
66,L680,"201704",2,39
66,L680,"201801",2,40
66,L680,"201802",3,41
66,L680,"201803",9,42
66,L680,"201804",12,43
66,L680,"201901",8,44
66,L680,"201902",12,45
67,Q960,"200801",439,1
67,Q960,"200802",103,2
67,Q960,"200803",74,3
67,Q960,"200804",85,4
67,Q960,"200901",57,5
67,Q960,"200902",70,6
67,Q960,"200903",79,7
67,Q960,"200904",76,8
67,Q960,"201001",49,9
67,Q960,"201002",65,10
67,Q960,"201003",65,11
67,Q960,"201004",54,12
67,Q960,"201101",66,13
67,Q960,"201102",82,14
67,Q960,"201103",83,15
67,Q960,"201104",60,16
67,Q960,"201201",65,17
67,Q960,"201202",57,18
67,Q960,"201203",72,19
67,Q960,"201204",54,20
67,Q960,"201301",66,21
67,Q960,"201302",65,22
67,Q960,"201303",51,23
67,Q960,"201304",49,24
67,Q960,"201401",49,25
67,Q960,"201402",47,26
67,Q960,"201403",47,27
67,Q960,"201404",63,28
67,Q960,"201501",41,29
67,Q960,"201502",57,30
67,Q960,"201503",55,31
67,Q960,"201504",47,32
67,Q960,"201601",38,33
67,Q960,"201602",58,34
67,Q960,"201603",48,35
67,Q960,"201604",68,36
67,Q960,"201701",46,37
67,Q960,"201702",55,38
67,Q960,"201703",72,39
67,Q960,"201704",54,40
67,Q960,"201801",70,41
67,Q960,"201802",51,42
67,Q960,"201803",64,43
67,Q960,"201804",63,44
67,Q960,"201901",73,45
67,Q960,"201902",46,46
67,Q961,"200801",22,1
67,Q961,"200802",4,2
67,Q961,"200803",4,3
67,Q961,"200804",3,4
67,Q961,"200901",6,5
67,Q961,"200902",3,6
67,Q961,"200903",6,7
67,Q961,"200904",4,8
67,Q961,"201001",6,9
67,Q961,"201002",6,10
67,Q961,"201003",3,11
67,Q961,"201004",3,12
67,Q961,"201101",3,13
67,Q961,"201102",2,14
67,Q961,"201103",3,15
67,Q961,"201104",4,16
67,Q961,"201201",3,17
67,Q961,"201202",7,18
67,Q961,"201203",4,19
67,Q961,"201204",5,20
67,Q961,"201301",3,21
67,Q961,"201302",5,22
67,Q961,"201303",4,23
67,Q961,"201304",4,24
67,Q961,"201401",5,25
67,Q961,"201402",6,26
67,Q961,"201403",3,27
67,Q961,"201404",1,28
67,Q961,"201501",3,29
67,Q961,"201502",1,30
67,Q961,"201503",6,31
67,Q961,"201504",3,32
67,Q961,"201601",2,33
67,Q961,"201602",6,34
67,Q961,"201603",9,35
67,Q961,"201604",3,36
67,Q961,"201701",1,37
67,Q961,"201702",2,38
67,Q961,"201703",9,39
67,Q961,"201704",3,40
67,Q961,"201801",6,41
67,Q961,"201802",4,42
67,Q961,"201803",5,43
67,Q961,"201804",3,44
67,Q961,"201901",2,45
67,Q961,"201902",9,46
67,Q962,"200801",4,1
67,Q962,"200802",4,2
67,Q962,"200803",1,3
67,Q962,"200804",2,4
67,Q962,"200902",2,5
67,Q962,"200903",1,6
67,Q962,"201002",2,7
67,Q962,"201004",1,8
67,Q962,"201101",3,9
67,Q962,"201102",2,10
67,Q962,"201103",1,11
67,Q962,"201104",2,12
67,Q962,"201204",2,13
67,Q962,"201301",3,14
67,Q962,"201302",1,15
67,Q962,"201303",2,16
67,Q962,"201304",3,17
67,Q962,"201402",1,18
67,Q962,"201403",3,19
67,Q962,"201404",1,20
67,Q962,"201501",3,21
67,Q962,"201502",1,22
67,Q962,"201503",2,23
67,Q962,"201601",4,24
67,Q962,"201604",1,25
67,Q962,"201701",1,26
67,Q962,"201702",1,27
67,Q962,"201703",1,28
67,Q962,"201704",1,29
67,Q962,"201801",2,30
67,Q962,"201901",1,31
67,Q962,"201902",3,32
67,Q963,"200801",22,1
67,Q963,"200802",11,2
67,Q963,"200803",3,3
67,Q963,"200804",4,4
67,Q963,"200901",9,5
67,Q963,"200902",4,6
67,Q963,"200903",9,7
67,Q963,"200904",4,8
67,Q963,"201001",2,9
67,Q963,"201002",3,10
67,Q963,"201003",2,11
67,Q963,"201004",2,12
67,Q963,"201101",2,13
67,Q963,"201102",3,14
67,Q963,"201103",4,15
67,Q963,"201104",2,16
67,Q963,"201201",5,17
67,Q963,"201202",8,18
67,Q963,"201203",6,19
67,Q963,"201204",4,20
67,Q963,"201301",8,21
67,Q963,"201302",3,22
67,Q963,"201303",1,23
67,Q963,"201304",6,24
67,Q963,"201401",5,25
67,Q963,"201402",5,26
67,Q963,"201403",7,27
67,Q963,"201404",5,28
67,Q963,"201501",6,29
67,Q963,"201502",8,30
67,Q963,"201503",4,31
67,Q963,"201504",5,32
67,Q963,"201601",3,33
67,Q963,"201602",4,34
67,Q963,"201603",7,35
67,Q963,"201604",1,36
67,Q963,"201701",6,37
67,Q963,"201702",1,38
67,Q963,"201703",1,39
67,Q963,"201704",4,40
67,Q963,"201801",1,41
67,Q963,"201802",6,42
67,Q963,"201803",7,43
67,Q963,"201804",5,44
67,Q963,"201901",4,45
67,Q963,"201902",4,46
67,Q964,"200801",14,1
67,Q964,"200802",2,2
67,Q964,"200803",6,3
67,Q964,"200901",4,4
67,Q964,"200902",1,5
67,Q964,"200903",1,6
67,Q964,"200904",2,7
67,Q964,"201001",2,8
67,Q964,"201002",4,9
67,Q964,"201003",1,10
67,Q964,"201004",1,11
67,Q964,"201101",3,12
67,Q964,"201202",7,13
67,Q964,"201203",10,14
67,Q964,"201204",9,15
67,Q964,"201301",2,16
67,Q964,"201302",3,17
67,Q964,"201303",3,18
67,Q964,"201304",3,19
67,Q964,"201401",5,20
67,Q964,"201402",1,21
67,Q964,"201403",4,22
67,Q964,"201404",2,23
67,Q964,"201501",3,24
67,Q964,"201502",5,25
67,Q964,"201504",5,26
67,Q964,"201601",2,27
67,Q964,"201602",2,28
67,Q964,"201603",2,29
67,Q964,"201604",3,30
67,Q964,"201701",3,31
67,Q964,"201702",3,32
67,Q964,"201703",3,33
67,Q964,"201704",4,34
67,Q964,"201801",1,35
67,Q964,"201802",6,36
67,Q964,"201803",7,37
67,Q964,"201804",4,38
67,Q964,"201901",7,39
67,Q964,"201902",3,40
67,Q968,"200801",121,1
67,Q968,"200802",26,2
67,Q968,"200803",17,3
67,Q968,"200804",23,4
67,Q968,"200901",14,5
67,Q968,"200902",12,6
67,Q968,"200903",16,7
67,Q968,"200904",24,8
67,Q968,"201001",13,9
67,Q968,"201002",21,10
67,Q968,"201003",23,11
67,Q968,"201004",17,12
67,Q968,"201101",20,13
67,Q968,"201102",22,14
