"co_pcdt","co_cid10_diagnostico_principal","nu_trimestre","qt_cns_paciente","co_seq_pcdt_cid10_trimestre"
1,L700,"200801",14553,1
1,L700,"200802",6554,2
1,L700,"200803",7189,3
1,L700,"200804",6965,4
1,L700,"200901",5226,5
1,L700,"200902",6664,6
1,L700,"200903",8420,7
1,L700,"200904",6847,8
1,L700,"201001",5697,9
1,L700,"201002",7761,10
1,L700,"201003",6939,11
1,L700,"201004",7824,12
1,L700,"201101",7382,13
1,L700,"201102",9584,14
1,L700,"201103",10670,15
1,L700,"201104",7554,16
1,L700,"201201",6447,17
1,L700,"201202",7825,18
1,L700,"201203",9389,19
1,L700,"201204",8264,20
1,L700,"201301",6685,21
1,L700,"201302",8137,22
1,L700,"201303",10214,23
1,L700,"201304",8389,24
1,L700,"201401",7148,25
1,L700,"201402",7924,26
1,L700,"201403",9805,27
1,L700,"201404",8448,28
1,L700,"201501",6457,29
1,L700,"201502",7680,30
1,L700,"201503",7745,31
1,L700,"201504",7414,32
1,L700,"201601",5323,33
1,L700,"201602",6884,34
1,L700,"201603",7839,35
1,L700,"201604",5448,36
1,L700,"201701",4831,37
1,L700,"201702",6183,38
1,L700,"201703",7222,39
1,L700,"201704",5412,40
1,L700,"201801",5160,41
1,L700,"201802",5880,42
1,L700,"201803",6598,43
1,L700,"201804",5051,44
1,L700,"201901",4272,45
1,L700,"201902",5246,46
1,L701,"200801",2666,1
1,L701,"200802",1317,2
1,L701,"200803",1508,3
1,L701,"200804",1352,4
1,L701,"200901",823,5
1,L701,"200902",1112,6
1,L701,"200903",1744,7
1,L701,"200904",1383,8
1,L701,"201001",1186,9
1,L701,"201002",1378,10
1,L701,"201003",1440,11
1,L701,"201004",1483,12
1,L701,"201101",1483,13
1,L701,"201102",2061,14
1,L701,"201103",2316,15
1,L701,"201104",1700,16
1,L701,"201201",1229,17
1,L701,"201202",1549,18
1,L701,"201203",1803,19
1,L701,"201204",1678,20
1,L701,"201301",1315,21
1,L701,"201302",1617,22
1,L701,"201303",1909,23
1,L701,"201304",1745,24
1,L701,"201401",1414,25
1,L701,"201402",1488,26
1,L701,"201403",1996,27
1,L701,"201404",1840,28
1,L701,"201501",1457,29
1,L701,"201502",1628,30
1,L701,"201503",1712,31
1,L701,"201504",1673,32
1,L701,"201601",1140,33
1,L701,"201602",1448,34
1,L701,"201603",1675,35
1,L701,"201604",1156,36
1,L701,"201701",1084,37
1,L701,"201702",1420,38
1,L701,"201703",1544,39
1,L701,"201704",1473,40
1,L701,"201801",993,41
1,L701,"201802",1305,42
1,L701,"201803",1407,43
1,L701,"201804",1158,44
1,L701,"201901",879,45
1,L701,"201902",1024,46
1,L708,"200801",1465,1
1,L708,"200802",670,2
1,L708,"200803",753,3
1,L708,"200804",765,4
1,L708,"200901",582,5
1,L708,"200902",668,6
1,L708,"200903",741,7
1,L708,"200904",708,8
1,L708,"201001",577,9
1,L708,"201002",670,10
1,L708,"201003",562,11
1,L708,"201004",630,12
1,L708,"201101",690,13
1,L708,"201102",911,14
1,L708,"201103",892,15
1,L708,"201104",574,16
1,L708,"201201",588,17
1,L708,"201202",689,18
1,L708,"201203",795,19
1,L708,"201204",670,20
1,L708,"201301",640,21
1,L708,"201302",721,22
1,L708,"201303",866,23
1,L708,"201304",708,24
1,L708,"201401",652,25
1,L708,"201402",802,26
1,L708,"201403",842,27
1,L708,"201404",774,28
1,L708,"201501",632,29
1,L708,"201502",755,30
1,L708,"201503",691,31
1,L708,"201504",707,32
1,L708,"201601",501,33
1,L708,"201602",692,34
1,L708,"201603",642,35
1,L708,"201604",416,36
1,L708,"201701",420,37
1,L708,"201702",486,38
1,L708,"201703",544,39
1,L708,"201704",455,40
1,L708,"201801",358,41
1,L708,"201802",446,42
1,L708,"201803",489,43
1,L708,"201804",365,44
1,L708,"201901",299,45
1,L708,"201902",357,46
2,D610,"200801",300,1
2,D610,"200802",62,2
2,D610,"200803",51,3
2,D610,"200804",39,4
2,D610,"200901",61,5
2,D610,"200902",58,6
2,D610,"200903",66,7
2,D610,"200904",51,8
2,D610,"201001",50,9
2,D610,"201002",49,10
2,D610,"201003",49,11
2,D610,"201004",48,12
2,D610,"201101",91,13
2,D610,"201102",228,14
2,D610,"201103",97,15
2,D610,"201104",71,16
2,D610,"201201",65,17
2,D610,"201202",81,18
2,D610,"201203",73,19
2,D610,"201204",47,20
2,D610,"201301",66,21
2,D610,"201302",57,22
2,D610,"201303",60,23
2,D610,"201304",52,24
2,D610,"201401",66,25
2,D610,"201402",62,26
2,D610,"201403",57,27
2,D610,"201404",60,28
2,D610,"201501",48,29
2,D610,"201502",70,30
2,D610,"201503",59,31
2,D610,"201504",27,32
2,D610,"201601",28,33
2,D610,"201602",42,34
2,D610,"201603",60,35
2,D610,"201604",46,36
2,D610,"201701",51,37
2,D610,"201702",59,38
2,D610,"201703",48,39
2,D610,"201704",38,40
2,D610,"201801",31,41
2,D610,"201802",33,42
2,D610,"201803",42,43
2,D610,"201804",48,44
2,D610,"201901",31,45
2,D610,"201902",42,46
2,D611,"200801",77,1
2,D611,"200802",29,2
2,D611,"200803",34,3
2,D611,"200804",27,4
2,D611,"200901",28,5
2,D611,"200902",35,6
2,D611,"200903",40,7
2,D611,"200904",34,8
2,D611,"201001",28,9
2,D611,"201002",39,10
2,D611,"201003",48,11
2,D611,"201004",50,12
2,D611,"201101",38,13
2,D611,"201102",32,14
2,D611,"201103",24,15
2,D611,"201104",23,16
2,D611,"201201",34,17
2,D611,"201202",22,18
2,D611,"201203",26,19
2,D611,"201204",29,20
2,D611,"201301",16,21
2,D611,"201302",17,22
2,D611,"201303",12,23
2,D611,"201304",7,24
2,D611,"201401",14,25
2,D611,"201402",15,26
2,D611,"201403",8,27
2,D611,"201404",19,28
2,D611,"201501",10,29
2,D611,"201502",11,30
2,D611,"201503",8,31
2,D611,"201504",13,32
2,D611,"201601",7,33
2,D611,"201602",11,34
2,D611,"201603",10,35
2,D611,"201604",11,36
2,D611,"201701",12,37
2,D611,"201702",13,38
2,D611,"201703",24,39
2,D611,"201704",7,40
2,D611,"201801",13,41
2,D611,"201802",8,42
2,D611,"201803",6,43
2,D611,"201804",6,44
2,D611,"201901",7,45
2,D611,"201902",15,46
2,D612,"200801",13,1
2,D612,"200802",6,2
2,D612,"200803",8,3
2,D612,"200804",3,4
2,D612,"200901",3,5
2,D612,"200902",5,6
2,D612,"200903",4,7
2,D612,"200904",5,8
2,D612,"201001",6,9
2,D612,"201002",1,10
2,D612,"201003",2,11
2,D612,"201004",4,12
2,D612,"201101",5,13
2,D612,"201102",2,14
2,D612,"201103",4,15
2,D612,"201104",4,16
2,D612,"201201",2,17
2,D612,"201202",3,18
2,D612,"201204",2,19
2,D612,"201301",1,20
2,D612,"201303",2,21
2,D612,"201304",2,22
2,D612,"201401",2,23
2,D612,"201402",2,24
2,D612,"201403",5,25
2,D612,"201404",5,26
2,D612,"201501",4,27
2,D612,"201502",9,28
2,D612,"201504",3,29
2,D612,"201601",1,30
2,D612,"201602",3,31
2,D612,"201603",3,32
2,D612,"201604",2,33
2,D612,"201701",2,34
2,D612,"201702",2,35
2,D612,"201703",1,36
2,D612,"201704",1,37
2,D612,"201801",5,38
2,D612,"201803",1,39
2,D612,"201804",1,40
2,D612,"201902",3,41
2,D613,"200801",240,1
2,D613,"200802",78,2
2,D613,"200803",58,3
2,D613,"200804",99,4
2,D613,"200901",55,5
2,D613,"200902",64,6
2,D613,"200903",71,7
2,D613,"200904",75,8
2,D613,"201001",69,9
2,D613,"201002",68,10
2,D613,"201003",58,11
2,D613,"201004",55,12
2,D613,"201101",62,13
2,D613,"201102",47,14
2,D613,"201103",55,15
2,D613,"201104",58,16
2,D613,"201201",50,17
2,D613,"201202",48,18
2,D613,"201203",57,19
2,D613,"201204",60,20
2,D613,"201301",47,21
2,D613,"201302",53,22
2,D613,"201303",45,23
2,D613,"201304",45,24
2,D613,"201401",58,25
2,D613,"201402",56,26
2,D613,"201403",70,27
2,D613,"201404",72,28
2,D613,"201501",75,29
2,D613,"201502",46,30
2,D613,"201503",59,31
2,D613,"201504",53,32
2,D613,"201601",61,33
2,D613,"201602",51,34
2,D613,"201603",67,35
2,D613,"201604",53,36
2,D613,"201701",62,37
2,D613,"201702",52,38
2,D613,"201703",76,39
2,D613,"201704",87,40
2,D613,"201801",80,41
2,D613,"201802",70,42
2,D613,"201803",96,43
2,D613,"201804",82,44
2,D613,"201901",69,45
2,D613,"201902",54,46
2,E220,"200801",4211,1
2,E220,"200802",1180,2
2,E220,"200803",895,3
2,E220,"200804",648,4
2,E220,"200901",568,5
2,E220,"200902",564,6
2,E220,"200903",566,7
2,E220,"200904",545,8
2,E220,"201001",473,9
2,E220,"201002",542,10
2,E220,"201003",511,11
2,E220,"201004",482,12
2,E220,"201101",499,13
2,E220,"201102",537,14
2,E220,"201103",522,15
2,E220,"201104",457,16
2,E220,"201201",467,17
2,E220,"201202",469,18
2,E220,"201203",443,19
2,E220,"201204",426,20
2,E220,"201301",391,21
2,E220,"201302",422,22
2,E220,"201303",444,23
2,E220,"201304",395,24
2,E220,"201401",376,25
2,E220,"201402",354,26
2,E220,"201403",368,27
2,E220,"201404",344,28
2,E220,"201501",314,29
2,E220,"201502",276,30
2,E220,"201503",301,31
2,E220,"201504",404,32
2,E220,"201601",416,33
2,E220,"201602",266,34
2,E220,"201603",227,35
2,E220,"201604",240,36
2,E220,"201701",258,37
2,E220,"201702",283,38
2,E220,"201703",344,39
2,E220,"201704",215,40
2,E220,"201801",251,41
2,E220,"201802",245,42
2,E220,"201803",189,43
2,E220,"201804",233,44
2,E220,"201901",192,45
2,E220,"201902",158,46
3,D618,"200801",210,1
3,D618,"200802",54,2
3,D618,"200803",41,3
3,D618,"200804",46,4
3,D618,"200901",41,5
3,D618,"200902",37,6
3,D618,"200903",33,7
3,D618,"200904",37,8
3,D618,"201001",47,9
3,D618,"201002",39,10
3,D618,"201003",28,11
3,D618,"201004",35,12
3,D618,"201101",20,13
3,D618,"201102",35,14
3,D618,"201103",26,15
3,D618,"201104",14,16
3,D618,"201201",15,17
3,D618,"201202",21,18
3,D618,"201203",16,19
3,D618,"201204",13,20
3,D618,"201301",17,21
3,D618,"201302",23,22
3,D618,"201303",13,23
3,D618,"201304",21,24
3,D618,"201401",11,25
3,D618,"201402",17,26
3,D618,"201403",14,27
3,D618,"201404",20,28
3,D618,"201501",10,29
3,D618,"201502",12,30
3,D618,"201503",11,31
3,D618,"201504",10,32
3,D618,"201601",15,33
3,D618,"201602",19,34
3,D618,"201603",13,35
3,D618,"201604",15,36
3,D618,"201701",24,37
3,D618,"201702",28,38
3,D618,"201703",27,39
3,D618,"201704",22,40
3,D618,"201801",16,41
3,D618,"201802",16,42
3,D618,"201803",18,43
3,D618,"201804",13,44
3,D618,"201901",14,45
3,D618,"201902",20,46
3,D638,"200801",2707,1
3,D638,"200802",1201,2
3,D638,"200803",1271,3
3,D638,"200804",1201,4
3,D638,"200901",1264,5
3,D638,"200902",1576,6
3,D638,"200903",1066,7
3,D638,"200904",1101,8
3,D638,"201001",1254,9
3,D638,"201002",1038,10
3,D638,"201003",830,11
3,D638,"201004",862,12
3,D638,"201101",474,13
3,D638,"201102",2,14
3,D638,"201103",1,15
3,D638,"201104",2,16
3,D638,"201201",3,17
3,D638,"201202",1,18
3,D638,"201203",3,19
3,D638,"201204",2,20
3,D638,"201301",3,21
3,D638,"201302",2,22
3,D638,"201402",1,23
3,D638,"201502",2,24
3,D638,"201801",1,25
3,D638,"201802",1,26
4,D590,"200801",32,1
4,D590,"200802",19,2
4,D590,"200803",26,3
4,D590,"200804",20,4
4,D590,"200901",22,5
4,D590,"200902",23,6
4,D590,"200903",22,7
4,D590,"200904",15,8
4,D590,"201001",24,9
4,D590,"201002",14,10
4,D590,"201003",21,11
4,D590,"201004",9,12
4,D590,"201101",18,13
4,D590,"201102",37,14
4,D590,"201103",11,15
4,D590,"201104",10,16
4,D590,"201201",8,17
4,D590,"201202",4,18
4,D590,"201203",17,19
4,D590,"201204",15,20
4,D590,"201301",15,21
4,D590,"201302",10,22
4,D590,"201303",23,23
4,D590,"201304",20,24
4,D590,"201401",37,25
4,D590,"201402",34,26
4,D590,"201403",37,27
4,D590,"201404",21,28
4,D590,"201501",25,29
4,D590,"201502",27,30
4,D590,"201503",25,31
4,D590,"201504",19,32
4,D590,"201601",46,33
4,D590,"201602",45,34
4,D590,"201603",24,35
4,D590,"201604",17,36
4,D590,"201701",29,37
4,D590,"201702",26,38
4,D590,"201703",20,39
4,D590,"201704",14,40
4,D590,"201801",14,41
4,D590,"201802",21,42
4,D590,"201803",14,43
4,D590,"201804",16,44
4,D590,"201901",10,45
4,D590,"201902",12,46
4,D591,"200801",45,1
4,D591,"200802",28,2
4,D591,"200803",29,3
4,D591,"200804",20,4
4,D591,"200901",33,5
4,D591,"200902",25,6
4,D591,"200903",25,7
4,D591,"200904",21,8
4,D591,"201001",23,9
4,D591,"201002",13,10
4,D591,"201003",19,11
4,D591,"201004",12,12
4,D591,"201101",21,13
4,D591,"201102",38,14
4,D591,"201103",28,15
4,D591,"201104",21,16
4,D591,"201201",13,17
4,D591,"201202",16,18
4,D591,"201203",14,19
4,D591,"201204",19,20
4,D591,"201301",19,21
4,D591,"201302",17,22
4,D591,"201303",26,23
4,D591,"201304",28,24
4,D591,"201401",30,25
4,D591,"201402",36,26
4,D591,"201403",29,27
4,D591,"201404",34,28
4,D591,"201501",18,29
4,D591,"201502",39,30
4,D591,"201503",29,31
4,D591,"201504",25,32
4,D591,"201601",31,33
4,D591,"201602",30,34
4,D591,"201603",42,35
4,D591,"201604",22,36
4,D591,"201701",30,37
4,D591,"201702",47,38
4,D591,"201703",35,39
4,D591,"201704",43,40
4,D591,"201801",19,41
4,D591,"201802",47,42
4,D591,"201803",39,43
4,D591,"201804",40,44
4,D591,"201901",28,45
4,D591,"201902",23,46
6,D841,"200801",288,1
6,D841,"200802",83,2
6,D841,"200803",49,3
6,D841,"200804",23,4
6,D841,"200901",19,5
6,D841,"200902",29,6
6,D841,"200903",24,7
6,D841,"200904",21,8
6,D841,"201001",18,9
6,D841,"201002",31,10
6,D841,"201003",30,11
6,D841,"201004",24,12
6,D841,"201101",35,13
6,D841,"201102",28,14
6,D841,"201103",31,15
6,D841,"201104",33,16
6,D841,"201201",16,17
6,D841,"201202",23,18
6,D841,"201203",29,19
6,D841,"201204",28,20
6,D841,"201301",36,21
6,D841,"201302",39,22
6,D841,"201303",23,23
6,D841,"201304",30,24
6,D841,"201401",30,25
6,D841,"201402",26,26
6,D841,"201403",42,27
6,D841,"201404",18,28
6,D841,"201501",17,29
6,D841,"201502",19,30
6,D841,"201503",16,31
6,D841,"201504",8,32
6,D841,"201601",9,33
6,D841,"201602",6,34
6,D841,"201603",13,35
6,D841,"201604",7,36
6,D841,"201701",7,37
6,D841,"201702",3,38
6,D841,"201703",5,39
6,D841,"201704",14,40
6,D841,"201801",18,41
6,D841,"201802",17,42
6,D841,"201803",13,43
6,D841,"201804",17,44
6,D841,"201901",24,45
6,D841,"201902",10,46
7,D600,"200801",1522,1
7,D600,"200802",418,2
7,D600,"200803",339,3
7,D600,"200804",168,4
7,D600,"200901",164,5
7,D600,"200902",202,6
7,D600,"200903",205,7
7,D600,"200904",128,8
7,D600,"201001",179,9
7,D600,"201002",134,10
7,D600,"201003",147,11
7,D600,"201004",118,12
7,D600,"201101",189,13
7,D600,"201102",44,14
7,D600,"201103",40,15
7,D600,"201104",21,16
7,D600,"201201",28,17
7,D600,"201202",28,18
7,D600,"201203",26,19
7,D600,"201204",25,20
7,D600,"201301",21,21
7,D600,"201302",33,22
7,D600,"201303",43,23
7,D600,"201304",13,24
7,D600,"201401",26,25
7,D600,"201402",14,26
7,D600,"201403",22,27
7,D600,"201404",14,28
7,D600,"201501",17,29
7,D600,"201502",17,30
7,D600,"201503",19,31
7,D600,"201504",19,32
7,D600,"201601",11,33
7,D600,"201602",16,34
7,D600,"201603",7,35
7,D600,"201604",20,36
7,D600,"201701",10,37
7,D600,"201702",16,38
7,D600,"201703",22,39
7,D600,"201704",11,40
7,D600,"201801",11,41
7,D600,"201802",13,42
7,D600,"201803",10,43
7,D600,"201804",19,44
7,D600,"201901",14,45
7,D600,"201902",17,46
8,M070,"200801",3,1
8,M070,"201001",14,2
8,M070,"201002",118,3
8,M070,"201003",221,4
8,M070,"201004",223,5
8,M070,"201101",286,6
8,M070,"201102",317,7
8,M070,"201103",346,8
8,M070,"201104",328,9
8,M070,"201201",282,10
8,M070,"201202",381,11
8,M070,"201203",410,12
8,M070,"201204",412,13
8,M070,"201301",408,14
8,M070,"201302",397,15
8,M070,"201303",470,16
8,M070,"201304",472,17
8,M070,"201401",446,18
8,M070,"201402",413,19
8,M070,"201403",456,20
8,M070,"201404",432,21
8,M070,"201501",430,22
8,M070,"201502",415,23
8,M070,"201503",464,24
8,M070,"201504",449,25
8,M070,"201601",409,26
8,M070,"201602",477,27
8,M070,"201603",502,28
8,M070,"201604",430,29
8,M070,"201701",430,30
8,M070,"201702",473,31
8,M070,"201703",500,32
8,M070,"201704",484,33
8,M070,"201801",464,34
8,M070,"201802",468,35
8,M070,"201803",415,36
8,M070,"201804",440,37
8,M070,"201901",374,38
8,M070,"201902",500,39
8,M073,"200801",6,1
8,M073,"200802",1,2
8,M073,"200804",1,3
8,M073,"200903",1,4
8,M073,"201001",11,5
8,M073,"201002",107,6
8,M073,"201003",194,7
8,M073,"201004",252,8
8,M073,"201101",340,9
8,M073,"201102",316,10
8,M073,"201103",331,11
8,M073,"201104",356,12
8,M073,"201201",374,13
8,M073,"201202",407,14
8,M073,"201203",529,15
8,M073,"201204",559,16
8,M073,"201301",475,17
8,M073,"201302",412,18
8,M073,"201303",485,19
8,M073,"201304",524,20
8,M073,"201401",513,21
8,M073,"201402",440,22
8,M073,"201403",570,23
8,M073,"201404",563,24
8,M073,"201501",476,25
8,M073,"201502",527,26
8,M073,"201503",653,27
8,M073,"201504",562,28
8,M073,"201601",508,29
8,M073,"201602",540,30
8,M073,"201603",601,31
8,M073,"201604",585,32
8,M073,"201701",524,33
8,M073,"201702",605,34
8,M073,"201703",689,35
8,M073,"201704",721,36
8,M073,"201801",621,37
8,M073,"201802",691,38
8,M073,"201803",553,39
8,M073,"201804",658,40
8,M073,"201901",590,41
8,M073,"201902",656,42
9,M023,"200801",48,1
9,M023,"200802",19,2
9,M023,"200803",9,3
9,M023,"200804",11,4
9,M023,"200901",7,5
9,M023,"200902",16,6
9,M023,"200903",11,7
9,M023,"200904",7,8
9,M023,"201001",5,9
9,M023,"201002",7,10
9,M023,"201003",7,11
9,M023,"201004",5,12
9,M023,"201101",9,13
9,M023,"201102",6,14
9,M023,"201103",5,15
9,M023,"201104",6,16
9,M023,"201201",8,17
9,M023,"201202",10,18
9,M023,"201203",10,19
9,M023,"201204",7,20
9,M023,"201301",7,21
9,M023,"201302",6,22
9,M023,"201303",3,23
9,M023,"201304",7,24
9,M023,"201401",3,25
9,M023,"201402",8,26
9,M023,"201403",8,27
9,M023,"201404",4,28
9,M023,"201501",6,29
9,M023,"201502",4,30
9,M023,"201503",7,31
9,M023,"201504",6,32
9,M023,"201601",8,33
9,M023,"201602",8,34
9,M023,"201603",7,35
9,M023,"201604",7,36
9,M023,"201701",4,37
9,M023,"201702",18,38
9,M023,"201703",8,39
9,M023,"201704",13,40
9,M023,"201801",11,41
9,M023,"201802",15,42
9,M023,"201803",10,43
9,M023,"201804",4,44
9,M023,"201901",8,45
9,M023,"201902",11,46
10,M050,"200801",12726,1
10,M050,"200802",3946,2
10,M050,"200803",2771,3
10,M050,"200804",2397,4
10,M050,"200901",1925,5
10,M050,"200902",2127,6
10,M050,"200903",2304,7
10,M050,"200904",2009,8
10,M050,"201001",1935,9
10,M050,"201002",2179,10
10,M050,"201003",2027,11
10,M050,"201004",1935,12
10,M050,"201101",2139,13
10,M050,"201102",2150,14
10,M050,"201103",1956,15
10,M050,"201104",1656,16
10,M050,"201201",1591,17
10,M050,"201202",1696,18
10,M050,"201203",1746,19
10,M050,"201204",1631,20
10,M050,"201301",1422,21
10,M050,"201302",1355,22
10,M050,"201303",1321,23
10,M050,"201304",1313,24
10,M050,"201401",1425,25
10,M050,"201402",1356,26
10,M050,"201403",1405,27
10,M050,"201404",1363,28
10,M050,"201501",1261,29
10,M050,"201502",1246,30
10,M050,"201503",1277,31
10,M050,"201504",838,32
10,M050,"201601",1072,33
10,M050,"201602",1023,34
10,M050,"201603",1054,35
10,M050,"201604",958,36
10,M050,"201701",1016,37
10,M050,"201702",1376,38
10,M050,"201703",996,39
10,M050,"201704",822,40
10,M050,"201801",782,41
10,M050,"201802",817,42
10,M050,"201803",758,43
10,M050,"201804",849,44
10,M050,"201901",754,45
10,M050,"201902",796,46
10,M051,"200801",702,1
10,M051,"200802",354,2
10,M051,"200803",270,3
10,M051,"200804",194,4
10,M051,"200901",219,5
10,M051,"200902",182,6
10,M051,"200903",199,7
10,M051,"200904",213,8
10,M051,"201001",203,9
10,M051,"201002",135,10
10,M051,"201003",186,11
10,M051,"201004",202,12
10,M051,"201101",167,13
10,M051,"201102",172,14
10,M051,"201103",180,15
10,M051,"201104",141,16
10,M051,"201201",95,17
10,M051,"201202",202,18
10,M051,"201203",253,19
10,M051,"201204",173,20
10,M051,"201301",173,21
10,M051,"201302",144,22
10,M051,"201303",207,23
10,M051,"201304",193,24
10,M051,"201401",233,25
10,M051,"201402",194,26
10,M051,"201403",201,27
10,M051,"201404",132,28
10,M051,"201501",75,29
10,M051,"201502",59,30
10,M051,"201503",41,31
10,M051,"201504",35,32
10,M051,"201601",39,33
10,M051,"201602",36,34
10,M051,"201603",46,35
10,M051,"201604",41,36
10,M051,"201701",58,37
10,M051,"201702",28,38
10,M051,"201703",62,39
10,M051,"201704",37,40
10,M051,"201801",51,41
10,M051,"201802",48,42
10,M051,"201803",51,43
10,M051,"201804",65,44
10,M051,"201901",52,45
10,M051,"201902",55,46
10,M052,"200801",130,1
10,M052,"200802",62,2
10,M052,"200803",65,3
10,M052,"200804",54,4
10,M052,"200901",34,5
10,M052,"200902",28,6
10,M052,"200903",38,7
10,M052,"200904",45,8
10,M052,"201001",46,9
10,M052,"201002",47,10
10,M052,"201003",68,11
10,M052,"201004",59,12
10,M052,"201101",74,13
10,M052,"201102",58,14
10,M052,"201103",55,15
10,M052,"201104",57,16
10,M052,"201201",111,17
10,M052,"201202",92,18
10,M052,"201203",91,19
10,M052,"201204",61,20
10,M052,"201301",61,21
10,M052,"201302",56,22
10,M052,"201303",141,23
10,M052,"201304",88,24
10,M052,"201401",73,25
10,M052,"201402",63,26
10,M052,"201403",113,27
10,M052,"201404",107,28
10,M052,"201501",91,29
10,M052,"201502",67,30
10,M052,"201503",33,31
10,M052,"201504",35,32
10,M052,"201601",33,33
10,M052,"201602",30,34
10,M052,"201603",33,35
10,M052,"201604",34,36
10,M052,"201701",29,37
10,M052,"201702",30,38
10,M052,"201703",45,39
10,M052,"201704",37,40
10,M052,"201801",42,41
10,M052,"201802",45,42
10,M052,"201803",41,43
10,M052,"201804",46,44
10,M052,"201901",41,45
10,M052,"201902",37,46
10,M053,"200801",1262,1
10,M053,"200802",484,2
10,M053,"200803",410,3
10,M053,"200804",349,4
10,M053,"200901",324,5
10,M053,"200902",284,6
10,M053,"200903",307,7
10,M053,"200904",320,8
10,M053,"201001",314,9
10,M053,"201002",322,10
10,M053,"201003",422,11
10,M053,"201004",582,12
10,M053,"201101",500,13
10,M053,"201102",575,14
10,M053,"201103",481,15
10,M053,"201104",482,16
10,M053,"201201",575,17
10,M053,"201202",585,18
10,M053,"201203",504,19
10,M053,"201204",565,20
10,M053,"201301",549,21
10,M053,"201302",547,22
10,M053,"201303",439,23
10,M053,"201304",445,24
10,M053,"201401",436,25
10,M053,"201402",488,26
10,M053,"201403",499,27
10,M053,"201404",488,28
10,M053,"201501",479,29
10,M053,"201502",467,30
10,M053,"201503",421,31
10,M053,"201504",417,32
10,M053,"201601",388,33
10,M053,"201602",404,34
10,M053,"201603",456,35
10,M053,"201604",396,36
10,M053,"201701",526,37
10,M053,"201702",519,38
10,M053,"201703",568,39
10,M053,"201704",497,40
10,M053,"201801",496,41
10,M053,"201802",583,42
10,M053,"201803",604,43
10,M053,"201804",605,44
10,M053,"201901",520,45
10,M053,"201902",552,46
10,M058,"200801",10056,1
10,M058,"200802",2901,2
10,M058,"200803",2443,3
10,M058,"200804",2345,4
10,M058,"200901",2197,5
10,M058,"200902",2051,6
10,M058,"200903",2202,7
10,M058,"200904",2107,8
10,M058,"201001",2269,9
10,M058,"201002",2814,10
10,M058,"201003",2854,11
10,M058,"201004",2798,12
10,M058,"201101",3249,13
10,M058,"201102",3140,14
10,M058,"201103",3134,15
10,M058,"201104",3125,16
10,M058,"201201",2720,17
10,M058,"201202",3255,18
10,M058,"201203",3306,19
10,M058,"201204",3223,20
10,M058,"201301",2930,21
10,M058,"201302",3397,22
10,M058,"201303",3356,23
10,M058,"201304",3348,24
10,M058,"201401",3598,25
10,M058,"201402",3216,26
10,M058,"201403",3885,27
10,M058,"201404",3930,28
10,M058,"201501",3623,29
10,M058,"201502",3585,30
10,M058,"201503",3823,31
10,M058,"201504",3137,32
10,M058,"201601",3550,33
10,M058,"201602",3389,34
10,M058,"201603",3898,35
10,M058,"201604",3755,36
10,M058,"201701",3466,37
10,M058,"201702",3626,38
10,M058,"201703",4067,39
10,M058,"201704",4013,40
10,M058,"201801",3846,41
10,M058,"201802",4046,42
10,M058,"201803",3865,43
10,M058,"201804",4097,44
10,M058,"201901",3779,45
10,M058,"201902",4000,46
10,M060,"200801",5585,1
10,M060,"200802",1987,2
10,M060,"200803",1887,3
10,M060,"200804",1956,4
10,M060,"200901",1646,5
10,M060,"200902",1674,6
10,M060,"200903",2101,7
10,M060,"200904",1928,8
10,M060,"201001",1857,9
10,M060,"201002",2118,10
10,M060,"201003",1991,11
10,M060,"201004",1988,12
10,M060,"201101",2066,13
10,M060,"201102",2175,14
10,M060,"201103",2086,15
10,M060,"201104",1951,16
10,M060,"201201",1877,17
10,M060,"201202",2460,18
10,M060,"201203",2510,19
10,M060,"201204",2278,20
10,M060,"201301",1996,21
10,M060,"201302",2168,22
10,M060,"201303",2295,23
10,M060,"201304",2201,24
10,M060,"201401",2082,25
10,M060,"201402",2249,26
10,M060,"201403",2298,27
10,M060,"201404",2225,28
10,M060,"201501",1980,29
10,M060,"201502",2132,30
10,M060,"201503",2260,31
10,M060,"201504",1900,32
10,M060,"201601",1896,33
10,M060,"201602",2128,34
10,M060,"201603",2286,35
10,M060,"201604",2161,36
10,M060,"201701",2281,37
10,M060,"201702",2459,38
10,M060,"201703",2519,39
10,M060,"201704",2269,40
10,M060,"201801",2082,41
10,M060,"201802",2161,42
10,M060,"201803",2024,43
10,M060,"201804",2115,44
10,M060,"201901",1927,45
10,M060,"201902",2173,46
10,M068,"200801",2902,1
10,M068,"200802",834,2
10,M068,"200803",725,3
10,M068,"200804",647,4
10,M068,"200901",642,5
10,M068,"200902",606,6
10,M068,"200903",637,7
10,M068,"200904",675,8
10,M068,"201001",727,9
10,M068,"201002",893,10
10,M068,"201003",877,11
10,M068,"201004",776,12
10,M068,"201101",820,13
10,M068,"201102",853,14
10,M068,"201103",866,15
10,M068,"201104",917,16
10,M068,"201201",787,17
10,M068,"201202",866,18
10,M068,"201203",900,19
10,M068,"201204",901,20
10,M068,"201301",788,21
10,M068,"201302",926,22
10,M068,"201303",932,23
10,M068,"201304",873,24
10,M068,"201401",813,25
10,M068,"201402",765,26
10,M068,"201403",970,27
10,M068,"201404",934,28
10,M068,"201501",807,29
10,M068,"201502",808,30
10,M068,"201503",877,31
10,M068,"201504",816,32
