"co_pcdt","sg_uf","qt_cobertura_municipio_uf","qt_cns_mes_habitante"
36,MA,80,121.09362244625599
36,MG,98,174.41571542414516
36,MS,97,109.28940976115987
36,MT,94,216.82661609765555
36,PA,74,29.02768063557137
36,PB,100,287.11729344331053
36,PE,96,100.97367761907886
36,PI,90,122.28605490603961
36,PR,100,190.60494504940436
36,RJ,100,28.591412471887995
36,RN,100,305.6104587719849
36,RO,100,175.05176199452356
36,RR,87,68.5208075689571
36,RS,98,128.95354044202244
36,SC,98,413.5735278542074
36,SE,97,107.68499098158463
36,SP,100,289.1846865374494
36,TO,71,148.2731508465387
37,AC,9,0.3698154827837579
37,AL,18,0.7466873696578914
37,AM,11,0.2742184760803228
37,AP,6,6.684313253656319
37,BA,19,0.7246079906095442
37,CE,18,0.6809648119109776
37,DF,100,0.41185607456843415
37,ES,35,2.7715150336477765
37,GO,19,0.9664748269137875
37,MA,12,0.9328864017834608
37,MG,20,2.392548580698931
37,MS,16,0.4717029427965009
37,MT,9,0.9229962086498494
37,PA,21,0.5705400526044915
37,PB,7,0.5242555571089053
37,PE,12,0.5972461860277191
37,PI,8,0.5078625834128018
37,PR,22,1.9010900850547705
37,RJ,41,0.35425798709524986
37,RN,10,0.42095884827775937
37,RO,17,0.6137381604794359
37,RS,20,1.3937512933065628
37,SC,25,3.5276801194852396
37,SE,23,1.062621586872971
37,SP,31,0.6655781384114512
37,TO,6,0.9819413963346934
38,AC,9,0.3897286241644219
38,AL,25,1.117412936079902
38,AM,3,0.17446407688701657
38,AP,12,0.2852536825180712
38,BA,36,3.435902063298995
38,CE,39,1.7085129002925885
38,DF,100,1.0997914958255988
38,ES,54,5.938960786388092
38,GO,26,1.469356037665677
38,MA,6,0.6079484416116935
38,MG,29,3.813012205821535
38,MS,32,0.9916619411220556
38,MT,18,2.626456977537353
38,PA,31,2.130792441359631
38,PB,17,1.5290787082343076
38,PE,28,1.7973202981394911
38,PI,8,1.0036332005538702
38,PR,37,2.58438043446576
38,RJ,51,0.6818800353111576
38,RN,13,1.0268606936663685
38,RO,17,0.5040361704420488
38,RR,7,1.7331142676898972
38,RS,32,3.7797617378149173
38,SC,37,8.850511069004387
38,SE,41,2.4674433457897798
38,SP,46,2.0530756797725687
38,TO,6,1.4027734233352762
39,AC,18,1.390796266625976
39,AL,77,1721.6683809163474
39,AM,23,7.846268008146247
39,AP,12,0.5917496605428072
39,BA,47,34.08634022533977
39,CE,39,48.70578707946127
39,DF,100,24.624556402182957
39,ES,99,835.172912960402
39,GO,76,77.66157402579002
39,MA,3,5.07392371786495
39,MG,8,1.1119791004747657
39,MS,87,107.63727554002128
39,MT,81,126.29492949984167
39,PA,30,9.3564202249183
39,PB,4,0.31731257403960056
39,PE,79,201.2509667168437
39,PI,16,15.864659748514187
39,PR,3,0.2765221941897848
39,RJ,18,0.1971703894947428
39,RN,4,0.41892030663961033
39,RO,83,55.2729664765111
39,RR,27,10.32794624827449
39,RS,70,45.18608495794109
39,SC,79,272.0100804219819
39,SE,5,0.25275802181293305
39,SP,100,294.87392691558637
39,TO,17,24.123386655448794
40,AC,5,5.0664721141374836
40,AM,2,0.49431488451321354
40,CE,3,0.17547118350809518
40,DF,100,0.03287226043403349
40,ES,3,0.12267717666574596
40,MA,0,0.23933602442759197
40,MG,1,0.06875139599709572
40,MS,5,0.6788128920144452
40,PA,1,10.250732927404309
40,PR,5,0.19010900850547705
40,RN,3,0.16341354110239348
40,RO,4,6.169335932680206
40,RR,7,0.23108190235865297
40,RS,0,18.200018200018203
40,SC,1,1.6516967881104259
40,SE,1,16.400970937479496
40,SP,7,0.11942545161636438
40,TO,1,23.135295206366834
41,AC,27,1.762251170134777
41,AL,27,1.497563728766879
41,AM,11,0.8453500923559304
41,AP,6,0.4158838735777486
41,BA,27,1.6425593760857444
41,CE,56,3.4334144135376237
41,DF,100,2.484714120198575
41,ES,42,4.540005578927786
41,GO,28,2.5222635726774456
41,MA,10,1.614207931175876
41,MG,30,3.8488824993852373
41,MS,24,0.9641157760908874
41,MT,18,2.2915767938892815
41,PA,28,1.432171968782703
41,PB,23,2.519339204995573
41,PE,29,2.054080340730847
41,PI,17,1.8137949407600062
41,PR,41,4.094231690422303
41,RJ,62,1.1251464514948757
41,RN,29,2.4955102904217563
41,RO,21,1.486906702804044
41,RR,7,0.764609235745543
41,RS,31,3.6593140951834857
41,SC,35,7.451963329326807
41,SE,36,2.1612642444873984
41,SP,56,2.904204382729876
41,TO,6,2.6725974252051943
43,AC,86,80.80655886388843
43,AL,42,12.752331136499501
43,AM,55,10.595532089783228
43,AP,56,11.769814987376067
43,BA,49,18.28622311835072
43,CE,54,7.85014560422206
43,DF,100,8.268802727873947
43,ES,87,53.68820550894835
43,GO,64,25.136203018676472
43,MA,25,16.005815005880276
43,MG,55,28.950913935263976
43,MS,85,19.805692657409942
43,MT,50,34.41378217828051
43,PA,55,13.122421209903303
43,PB,39,12.858823803532317
43,PE,39,17.253158514127843
43,PI,20,8.730399648191495
43,PR,76,41.28396207892852
43,RJ,98,21.069722504139058
43,RN,35,11.713376052171018
43,RO,79,22.10198607388384
43,RR,73,10.120375285780423
43,RS,80,133.02008228134076
43,SC,67,149.68635583922278
43,SE,56,9.833752312417662
43,SP,94,52.7902624385868
43,TO,17,19.288134570860045
45,AC,9,0.5354807925511161
45,AL,2,0.20735497782926018
45,AM,2,0.14123282414663244
45,AP,12,1.2237382980025253
45,BA,1,0.028344959632667463
45,CE,32,0.968607325357527
45,DF,100,0.35776508685972375
45,ES,10,0.5561164298704372
45,GO,13,0.6378456533433893
45,MA,1,0.04286615362882244
45,MG,15,0.8716481335979613
45,MS,16,0.27546165031168207
45,MT,8,0.7839604821200172
45,PA,12,0.360953910831413
45,PB,4,0.2549551278974901
45,PE,6,0.2958322229856926
45,PR,25,1.6421010010038306
45,RJ,33,0.11196174763032547
45,RN,5,0.16628702080067714
45,RO,10,0.1592908202771055
45,RS,27,1.8067146394714702
45,SC,37,5.59419095871032
45,SE,7,0.18829196069397788
45,SP,38,0.8533823535388356
45,TO,6,1.7854718038762594
46,AC,59,9.618954303652325
46,AL,67,12.026588714097091
46,AM,32,2.2709828752273724
46,AP,12,2.0381484491367527
46,BA,68,14.599091998631199
46,CE,83,10.27156316794609
46,DF,100,10.386919682797322
46,ES,95,53.8729731778582
46,GO,61,17.160821316908226
46,MA,33,13.51113002133574
46,MG,75,29.969630272473115
46,MS,71,7.850657033882939
46,MT,55,17.19525086885303
46,PA,38,3.5513207355993854
46,PB,62,23.35849760007456
46,PE,68,16.371243585227102
46,PI,36,12.333805597168043
46,PR,77,20.647491445507896
46,RJ,88,6.175745093927808
46,RN,79,27.558075360255568
46,RO,71,11.26520840937979
46,RR,33,3.918345300864116
46,RS,64,17.625505038399453
46,SC,76,47.842857005089755
46,SE,77,19.614373545491677
46,SP,92,23.57243386592881
46,TO,29,24.05756421019999
47,AC,9,0.3377648076091656
47,AL,19,1.7327964313931843
47,AM,29,1.9403014158462588
47,AP,12,1.4923637780518602
47,BA,46,6.335623384561043
47,CE,71,5.0675276059643135
47,DF,100,3.323620331741029
47,ES,76,22.478877402893545
47,GO,26,2.9306421910371934
47,MA,11,1.7653776480714123
47,MG,25,3.301540252060532
47,MS,44,2.9214238358055615
47,MT,28,3.3959294469192574
47,PA,24,1.2051203151952012
47,PB,36,9.144812531343108
47,PE,47,5.343818386432594
47,PI,15,2.5333768608942484
47,PR,29,2.7652219418978476
47,RJ,28,0.39390072790399033
47,RN,44,7.714480919542158
47,RO,23,1.6528394024792727
47,RR,7,0.4951755050542564
47,RS,39,5.971683506484357
47,SC,24,5.027446324129627
47,SE,83,13.0312114703836
47,SP,57,3.164648585351174
47,TO,7,4.017754823816885
48,AC,32,3.5612159063140285
48,AL,31,2.246345593150319
48,AM,13,0.730726351019533
48,AP,6,0.5516476174316418
48,BA,48,5.42621118533195
48,CE,63,5.076372862020424
48,DF,100,3.1635977595970926
48,ES,49,8.129777432033478
48,GO,31,3.583028626607212
48,MA,13,2.5785399420082173
48,MG,45,8.583761249793914
48,MS,43,2.0659623773376157
48,MT,28,14.57143939592641
48,PA,20,0.8790974279926348
48,PB,43,9.844354350156113
48,PE,32,3.9295449996590106
48,PI,9,1.717059210586139
48,PR,54,7.058830141899017
48,RJ,60,1.1344014751851978
48,RN,37,5.5880326120448895
48,RO,33,2.3941718095997313
48,RR,7,1.5185382154997196
48,RS,61,10.708368990137254
48,SC,64,18.327237543834556
48,SE,47,13.327796174338955
48,SP,81,8.437667777243137
48,TO,9,5.681232364507869
49,AC,32,0.5027796754487579
49,AL,26,0.8985382372601274
49,AM,21,0.8214350286763695
49,AP,12,1.8541489363674626
49,BA,18,2.29812211175627
49,CE,24,0.6249236886340933
49,DF,100,0.3349159287699355
49,ES,46,5.147099348203014
49,GO,15,0.5893139188498704
49,MA,3,0.26592891603065777
49,MG,17,1.3702452141334207
49,MS,15,0.3497261112357116
49,MT,10,1.0745328996222128
49,PA,21,0.5880055644189147
49,PB,13,0.9611351880329931
49,PE,29,2.0971860413118777
49,PI,6,0.6363653436225785
49,PR,32,2.0443606421893326
49,RJ,41,0.2948386118488335
49,RN,15,0.7381934363398788
49,RO,17,0.7671727005992949
49,RR,7,0.2750975028079202
49,RS,23,1.6633245887197663
49,SC,34,4.675741696832507
49,SE,20,0.718685459612677
49,SP,40,0.7737533663248247
49,TO,5,1.4830935145101187
50,AC,5,0.09743215604110547
50,AL,14,0.29951274575337583
50,AM,5,0.1862635796716457
50,AP,12,1.5591706964908207
50,BA,8,0.3248933630623172
50,CE,25,1.1594943663856174
50,DF,100,0.8282380400661916
50,ES,40,3.2466318965588234
50,GO,17,1.2414879890437271
50,MA,6,0.6185915708282378
50,MG,20,1.965692087290876
50,MS,23,0.798838785903878
50,MT,15,2.1697803894896546
50,PA,8,0.19938730275735692
50,PB,17,1.9659583391583952
50,PE,15,0.9154053692387469
50,PI,8,1.4059053068379133
50,PR,23,2.0498710482329696
50,RJ,43,0.3040936355391556
50,RN,17,1.432828874883305
50,RO,13,0.8759028561904046
50,RR,20,0.5525871578141701
50,RS,17,1.336395273005881
50,SC,25,3.673797047511255
50,SE,12,0.5991719177797654
50,SP,54,3.375217354269356
50,TO,7,1.47291209450204
51,AC,9,0.3897286241644219
51,AP,6,0.6180496454558209
51,BA,0,0.48186431375534683
51,CE,4,0.0875034870139575
51,DF,100,0.27404731402658533
51,ES,13,0.927197756711256
51,GO,8,0.4052574908616079
51,MA,3,0.3401090873444728
51,MG,7,0.48125977197967007
51,MS,10,0.2952520989748515
51,MT,3,0.27972298892545217
51,PA,3,0.038257787783974644
51,PB,0,2.0096463022508035
51,PE,2,0.15051450772596725
51,PR,23,1.57518892761681
51,RJ,24,0.1344413967646793
51,RO,6,4.222937306272751
51,RS,28,2.1896062777964875
51,SC,17,2.2318091400421567
51,SE,3,0.36821538980155677
51,SP,36,0.6932792601427403
52,AC,14,0.24319066147859925
52,AL,18,1.1058932150893874
52,AM,5,0.16730657629677997
52,BA,25,2.971496601491306
52,CE,28,1.3110890361957512
52,DF,100,3.131916523091829
52,ES,74,13.620016736783358
52,GO,23,2.129387626777532
52,MA,4,0.5827311899106588
52,MG,31,4.121496730469373
52,MS,16,0.46828480552985957
52,MT,11,1.0587309452160036
52,PA,6,0.056052107683497734
52,PB,11,1.1067617316743557
52,PE,10,0.7870253479430691
52,PI,4,0.46773924078386825
52,PR,26,2.4245786592002867
52,RJ,46,0.39399957995942764
52,RN,19,1.8918647922070306
52,RO,10,0.33244150359302777
52,RS,34,4.089484247438597
52,SC,26,6.491766373727273
52,SE,16,1.0927426546481545
52,SP,61,4.8686364729623195
52,TO,1,1.4504034538940915
53,AC,18,2.201008377453169
53,AL,42,7.4302200388818225
53,AM,66,49.07328925964511
53,AP,31,5.60490823512607
53,BA,44,15.014612674985448
53,CE,80,16.59347061435248
53,DF,100,3.032346922646713
53,ES,85,71.74264629956815
53,GO,36,5.680986177712751
53,MA,32,39.35942065951568
53,MG,49,18.15036854323327
53,MS,49,6.473348782324529
53,MT,37,18.07937850976054
53,PA,56,17.779891027082826
53,PB,88,85.65753296984948
53,PE,45,6.206894942643212
53,PI,44,12.769116382950445
53,PR,48,10.332011331819405
53,RJ,74,4.28375382237767
53,RN,89,60.68030285130797
53,RO,35,3.4778495760501364
53,RR,20,3.8225697866805204
53,RS,17,1.2905104567653358
53,SC,40,21.437440726102608
53,SE,80,41.11805225137276
53,SP,89,32.55097778273881
53,TO,13,6.242341733841979
54,AC,73,12.372471756987915
54,AL,77,10.505985543349182
54,AM,71,8.876175969737268
54,AP,69,15.03472941880573
54,BA,85,24.274787748022984
54,CE,95,24.45181052505076
54,DF,100,11.817101216463534
54,ES,95,59.574375532790775
54,GO,79,24.271875937696663
54,MA,43,12.78886843571785
54,MG,81,27.641648220188852
54,MS,87,18.304426663211274
54,MT,61,13.653978396923636
54,PA,65,7.399555172043966
54,PB,78,28.63017847989189
54,PE,75,16.73963842894514
54,PI,33,5.804143810432019
54,PR,90,30.847253032280015
54,RJ,98,5.481618317153648
54,RN,75,19.10438499844407
54,RO,71,10.584759579283025
54,RR,73,12.498663477938821
54,RS,77,28.075771937183642
54,SC,77,39.1802105578331
54,SE,88,18.102389101119034
54,SP,94,21.997883326300816
54,TO,38,27.774913782038464
55,AC,9,0.50163090238985
55,AL,10,0.4525484552623999
55,AM,23,1.505078155831277
55,AP,6,0.40210458860981113
55,BA,16,0.850118342153742
55,CE,53,3.203973832203367
55,DF,100,1.098872705937691
55,ES,41,4.28536778311925
55,GO,20,1.6579364916976354
55,MA,8,1.3054692241505017
55,MG,18,1.9118866469453226
55,MS,27,1.2482112990242789
55,MT,16,1.534662034695549
55,PA,9,0.413879704208453
55,PB,13,1.433350671458294
55,PE,15,1.4458536824611596
55,PI,6,0.8424461161743563
55,PR,36,3.1244002267421878
55,RJ,41,0.4482075758598858
55,RN,14,1.4576278361793622
55,RO,19,1.1451455921140694
55,RR,7,0.23905024381929615
55,RS,29,2.386352868510149
55,SC,28,5.1140924809105535
55,SE,19,1.3095402169555366
55,SP,51,1.7893985617337207
55,TO,4,1.6963435315178133
56,AC,14,0.23675103337091044
56,AL,21,0.9215776792411563
56,AM,5,0.300250522445063
56,BA,2,0.07192004682915625
56,CE,11,0.266314960477262
56,DF,100,0.3245330025203111
56,ES,27,1.6629090201886656
56,GO,8,0.5421688053418808
56,MA,8,1.467461755614433
56,MG,10,0.8680611042415912
56,MS,18,0.6060156306857005
56,MT,12,1.0392034297869996
56,PA,8,0.1844875544249444
56,PB,16,1.6282535733564907
56,PE,11,0.6297180606620115
56,PI,2,0.25871183651150476
56,PR,12,0.7990088763273673
56,RJ,21,0.06259445636645393
56,RN,43,7.633731650208358
56,RO,19,0.7986173100559573
56,RR,13,0.5332659285199685
56,RS,13,1.2388900384947226
56,SC,11,2.0429113529691163
56,SE,11,0.29240633896005974
56,SP,53,5.188654855539382
56,TO,2,0.7039372088009749
57,AC,82,50.77486183950827
57,AL,100,93.47101611703428
57,AM,77,43.54985772399746
57,AP,75,45.54757169772245
57,BA,100,185.25936978698323
57,CE,101,113.54440768779018
57,DF,100,42.0726820789908
57,ES,100,305.3417705641664
57,GO,99,127.46467188776798
57,MA,92,138.5859640576813
57,MG,100,208.7794566581718
57,MS,99,104.17959614787817
57,MT,93,177.03399394482935
57,PA,97,68.37747875346686
57,PB,99,173.776154527238
57,PE,99,185.29144291005758
57,PI,100,110.91960661061026
57,PR,100,175.98583781563536
57,RJ,100,70.42279740590254
57,RN,100,158.7216186151981
57,RO,100,113.68535824320412
57,RR,93,67.26492766483399
57,RS,98,153.98370770123987
57,SC,99,311.9596413355438
57,SE,100,100.64287165162985
57,SP,100,134.78483154634242
57,TO,88,158.16270348105238
58,AC,64,36.6042791502026
58,AL,46,12.418259227774582
58,AM,58,41.200071026601314
58,AP,56,32.68945189986983
58,BA,61,31.604013795649596
58,CE,93,107.16923724928833
58,DF,100,33.58211069558001
58,ES,99,401.2625861096523
58,GO,74,72.36774923476409
58,MA,66,169.50193486526285
58,MG,76,80.36739272947459
58,MS,82,53.82520647090268
58,MT,48,176.44034271018052
58,PA,31,4.733153701708689
58,PB,98,508.4696397781816
58,PE,61,20.28404336471711
58,PI,37,24.69179512687955
58,PR,86,51.51127569591882
58,RJ,73,13.725200132747714
58,RN,99,399.6637341674499
58,RO,88,129.38608495247394
58,RR,93,165.7107810649039
58,RS,88,56.759517689554514
58,SC,88,211.76517640341865
58,SE,85,32.491005808793886
58,SP,98,95.98973921904832
58,TO,47,154.02452188221332
59,AC,100,94.50071899847741
59,AL,52,5.713781611295169
59,AM,90,14.034244329875149
59,AP,62,5.161549741779694
59,BA,54,11.138747542605483
59,CE,48,4.592908779923241
59,DF,100,7.006079158592703
59,ES,95,66.06763932590842
59,GO,52,11.479835139195476
59,MA,43,12.379088095576035
59,MG,46,11.15924832766773
59,MS,72,7.2308683206816555
59,MT,81,35.295264314577295
59,PA,54,5.035889239825358
59,PB,27,5.533808658371778
59,PE,39,6.045024481009531
59,PI,23,3.2406469608245443
59,PR,84,34.85331822600413
59,RJ,76,3.6597007964016637
59,RN,23,3.080582080999106
59,RO,90,21.723958946052303
59,RR,93,15.070558849477367
59,RS,81,31.442570328833654
59,SC,84,99.50562798571677
59,SE,68,10.878363363919904
59,SP,77,11.567988434986383
59,TO,35,25.60061497586879
60,AC,64,5.103185680181959
60,AL,52,5.5755449594089965
60,AM,47,5.208216246972555
60,AP,25,3.1314515369761593
60,BA,65,9.431271822124579
60,CE,83,13.016655837480942
60,DF,100,3.8560590717835805
60,ES,91,30.64503765776255
60,GO,69,14.080673901052906
60,MA,25,6.383458636922782
60,MG,85,34.08753997358612
60,MS,68,7.258414485712824
60,MT,26,6.638100169255363
60,PA,46,3.813303412815734
60,PB,66,20.052775059415627
60,PE,58,9.79595379886586
60,PI,13,2.2491057265424077
60,PR,89,25.948502059486707
60,RJ,82,3.2128153667832526
60,RN,62,11.916360142779487
60,RO,42,6.2500485134814046
60,RR,47,4.878395716460452
60,RS,63,12.033293059082997
60,SC,88,55.42006341558172
60,SE,80,14.606544185660667
60,SP,93,16.598136532958254
60,TO,21,11.362464729015738
61,AC,64,7.7832760014285975
61,AL,74,20.078873686466693
61,AM,53,10.960895265292995
61,AP,19,5.562446809102388
61,BA,52,9.032317939589277
61,CE,92,26.172614885057683
61,DF,100,6.585171302165622
61,ES,90,59.627166295336444
61,GO,54,13.640652841645002
61,MA,47,21.04759432338415
61,MG,40,5.484567885890054
61,MS,86,29.474396583349986
61,MT,60,26.08467546184357
61,PA,56,8.593031812696218
61,PB,78,30.800013980148186
61,PE,41,5.598485276502824
61,PI,50,19.03275491170833
61,PR,84,54.40423886882825
61,RJ,76,2.099568231461648
61,RN,83,40.8356229341742
61,RO,62,15.373103198482488
61,RR,67,12.910445414385611
61,RS,49,8.907389952695851
61,SC,68,68.40359616303627
61,SE,85,16.362571384306676
61,SP,91,20.9807356971709
61,TO,37,32.12351139437782
62,AC,18,2.1279182879377427
62,AL,31,3.061685845478953
62,AM,10,0.8728443005818906
62,AP,19,1.202691201968084
62,BA,15,2.800022363713502
62,CE,39,1.5198559085303613
62,DF,100,0.6980521186285936
62,ES,41,4.13040582310467
62,GO,27,2.4226642112574135
62,MA,14,2.321783115475145
62,MG,14,1.2120806860646856
62,MS,29,1.883562095374475
62,MT,39,7.512954620316832
62,PA,48,3.510410527745782
62,PB,27,3.856348309724515
62,PE,6,1.1554201916611015
62,PI,10,0.9058610161281402
62,PR,37,3.204694714806613
62,RJ,54,0.670649747567435
62,RN,25,2.374703149990419
62,RO,25,2.4212876795285765
62,RR,47,2.016714784220971
62,RS,13,1.0657997910922696
62,SC,34,6.808669321523959
62,SE,19,1.096523771100224
62,SP,52,1.9252614967915889
62,TO,4,2.265329847471223
63,AC,23,2.73964788394101
63,AL,41,3.674790995974111
63,AM,2,0.08787820169123797
63,AP,6,2.781223404551194
63,BA,9,0.25699430066951834
63,CE,25,1.0734541483852713
63,DF,100,0.1276499456270498
63,ES,37,8.84245272640005
63,GO,9,0.3928759458999136
63,MA,7,1.2263787529063472
63,MG,44,9.713675497050533
63,MS,16,0.4407386404986914
63,MT,6,8.996879818615437
63,PA,7,0.15950121818760019
63,PB,28,4.019292604501607
63,PE,77,19.848667640323075
63,PI,9,1.1366448295429372
63,PR,37,4.766501227746018
63,RJ,53,0.4852276706211743
63,RN,28,2.3641676435574532
63,RO,19,1.066202059810991
63,RR,7,6.932457070759589
63,RS,33,4.2386099002203705
63,SC,29,5.448074030684304
63,SE,19,8.771130725544692
63,SP,58,5.103767350301805
63,TO,1,0.724131139183798
64,AC,73,10.31651205849734
64,AL,68,11.27780684971365
64,AM,40,4.398686073784248
64,AP,25,1.305965772571865
64,BA,78,14.800620673594887
64,CE,89,11.65640096242785
64,DF,100,12.36473401891167
64,ES,99,95.86802478294022
64,GO,79,26.385548526638196
64,MA,45,20.963739365920468
64,MG,86,41.92519911725503
64,MS,82,16.692976008887936
64,MT,70,28.72912187073392
64,PA,51,3.4989242001561163
64,PB,70,21.7274803112913
64,PE,69,16.058666142072408
64,PI,61,16.747373286350722
64,PR,98,64.94564563030588
64,RJ,97,6.848717530838373
64,RN,69,19.999903045246132
64,RO,92,24.395350649395162
64,RR,47,3.596537878815125
64,RS,90,40.26966185310855
64,SC,93,144.67663259261653
64,SE,81,13.796070093977892
64,SP,99,38.91678945869664
64,TO,35,21.392294705862962
65,AC,27,1.2943541897431527
65,AL,27,1.774037032539226
65,AM,13,1.2322052193662714
65,AP,12,3.3786713951584875
65,BA,2,0.03738602434308726
65,CE,34,1.1927201857107426
65,DF,100,0.37571966417961716
65,ES,42,4.38163329129077
65,GO,33,3.0487173401833294
65,MA,23,4.391903397160338
65,MG,27,2.155804643178497
65,MS,38,1.7491814794791813
65,MT,38,4.635370506910155
65,PA,23,0.9298767864160504
65,PB,28,3.989954702278968
65,PE,27,3.6839484371803235
65,PI,17,1.9182152850131058
65,PR,56,6.083488272175265
65,RJ,65,0.6240530259760062
65,RN,40,4.503858763383189
65,RO,37,2.2219594513653647
65,RR,20,0.5525871578141701
65,RS,13,0.9953876614000106
65,SC,36,8.41216028492634
65,SE,45,2.8312561602784925
65,SP,56,1.8419837419693885
65,TO,10,4.2346222716933655
66,AL,4,0.175336929782095
66,AM,2,0.026719723487200732
66,BA,0,0.09034955882912754
66,CE,10,0.23628955391139844
66,ES,12,0.6115251106567982
66,GO,1,0.47026181826732033
66,MA,0,0.4223576901663388
66,MG,2,0.07174058712740423
66,MS,4,0.570205616145182
66,MT,2,0.24825415267133882
66,PA,1,0.2678045144878225
66,PB,6,0.5825061745654504
66,PE,7,0.1373367669674694
66,PR,6,0.2975619263563989
66,RJ,23,0.09426902701713824
66,RN,9,0.3733190857606111
66,RS,6,0.36707852992436224
66,SC,1,0.5839286485905714
66,SP,14,0.20808707036114218
67,AC,14,0.2111030047557285
67,AL,3,0.1044342589067077
67,AM,16,0.39401911084386587
67,AP,6,0.3893712766371672
67,BA,15,0.5240714069309976
67,CE,29,0.827624954098568
67,DF,100,1.2672494602105666
67,ES,37,2.982678083830464
67,GO,22,1.3750658106496978
67,MA,6,0.7861402262220175
67,MG,19,1.4635079773990463
67,MS,35,0.9916619411220556
67,MT,27,2.1539698540601453
67,PA,18,0.6520457744051332
67,PB,21,1.6550028371477208
67,PE,16,0.8595879686754088
67,PI,9,0.5645948161463478
67,PR,25,1.8404756185747633
67,RJ,45,0.3411137303004441
67,RN,17,0.9313387686741482
67,RO,19,0.7120007006086895
67,RR,13,0.17331142676898972
67,RS,21,1.3191884669156768
67,SC,31,4.696615543693365
67,SE,25,1.097742130845891
67,SP,40,1.0494499541318252
67,TO,10,2.6003650623618104
68,AC,27,1.9825325664016242
68,AL,30,1.7394778695676827
68,AM,31,1.2107132678656969
68,AP,19,1.1733286237950349
68,BA,25,1.019328356020926
68,CE,59,3.2326539048701495
68,DF,100,2.0457027000542003
68,ES,62,7.073962181120039
68,GO,40,3.402305691493252
68,MA,24,3.438053256010957
68,MG,40,5.484567885890054
68,MS,52,2.6857510905389006
68,MT,28,4.32619368993436
68,PA,36,1.6010052496554608
68,PB,31,4.252295074327788
68,PE,44,3.349044033800294
68,PI,17,2.3821173555314745
68,PR,58,5.89062406064797
68,RJ,67,1.3684213599262003
68,RN,25,1.3611874311391399
68,RO,50,3.0462915994599737
68,RR,20,1.354618048309345
68,RS,40,4.852319317437662
68,SC,41,8.03643104143087
68,SE,23,1.5119844443726425
68,SP,65,3.2580275240298686
68,TO,16,4.168387303940079
69,AC,5,2.763530244074991
69,AL,16,3.8799982292119197
69,AM,10,1.7411688469420656
69,AP,12,0.46353723409186565
69,BA,22,3.847385380140348
69,CE,2,3.282821650865352
69,ES,92,236.15092563159473
69,GO,73,57.18702268519142
69,MA,3,0.7397658936852843
69,MG,16,3.1299866313016254
69,MS,24,2.6094155315118495
69,MT,17,5.1004944094293245
69,PA,3,0.31649624439469937
69,PB,17,6.430868167202573
69,PE,7,2.8243604685049144
69,PI,1,0.6787896998640837
69,PR,84,116.12179550514828
69,RJ,32,0.3791667518128846
69,RN,40,8.882419626717988
69,RO,33,5.179775964329991
69,RS,65,65.31781804596575
69,SC,25,125.46573553167225
69,SE,36,7.536537575131863
69,SP,90,88.52802910983702
69,TO,5,5.983466274808287
70,AC,14,1.1385330593567378
70,AL,45,1.8201159165012837
70,AM,19,0.7996270190654925
70,AP,31,1.832335419469022
70,BA,37,4.106321978089043
70,CE,40,1.2216096019736324
70,DF,100,2.253893682803079
70,ES,76,11.50838623495648
70,GO,46,6.521740701938566
70,MA,16,2.735767987252621
70,MG,37,4.670312221994015
70,MS,53,3.5396822065051152
70,MT,23,3.0222244673032552
70,PA,38,2.0842177431878364
70,PB,26,4.209988968948765
70,PE,30,2.220219191819371
70,PI,8,1.2355958817818546
70,PR,37,3.196035505309469
70,RJ,66,1.0682941631114684
70,RN,20,2.062742902470891
70,RO,25,1.043354872815041
70,RR,20,1.1344020661242964
70,RS,42,5.305431877813048
70,SC,33,6.784000229779306
70,SE,43,2.711404233993281
70,SP,71,4.987328736922826
70,TO,11,2.437708482329302
71,AC,5,0.4605883740124986
71,AL,13,0.5529466075446937
71,AM,5,0.0891387496663172
71,AP,12,0.25871845623732037
71,BA,9,0.3980618244065909
71,CE,30,1.8437189571502752
71,DF,100,1.3215601513624482
71,ES,26,2.1116305018268773
71,GO,9,0.6757466269478515
71,MA,4,0.16649462568875964
71,MG,17,2.137869496396646
71,MS,9,0.20659623773376157
71,MT,6,0.32617333927621156
71,PA,6,0.1862987926871809
71,PB,8,0.6454338488980683
71,PE,20,2.137806441575854
71,PI,4,0.22974735916293412
71,PR,22,1.779861152094756
71,RJ,27,0.177167596357595
71,RN,7,0.5253705874572118
71,RO,12,0.2030861066306649
71,RR,13,0.30141117698954734
71,RS,17,1.7723010272910615
71,SC,17,2.275249307833675
71,SE,7,0.16994556452379544
71,SP,28,1.4220535169445563
72,BA,0,0.48186431375534683
72,CE,1,0.031411508158856544
72,DF,100,0.6245729482466363
72,MG,1,0.1511632095352716
72,MS,3,0.13108175083797288
72,PA,1,0.2678045144878225
72,RJ,2,0.05347882997732283
72,RR,7,2.3108190235865296
72,RS,2,0.07854709955681127
72,SC,1,0.10474875879267628
72,SP,2,0.01577555407070031
73,AC,14,0.44377857934050957
73,AL,15,0.43356040818845304
73,AM,5,0.2670022003939986
73,AP,19,0.30419630987278684
73,BA,14,0.5202737880401933
73,CE,32,2.827035734297089
73,DF,100,0.9911701135218358
73,ES,33,2.1644212643725487
73,GO,18,1.587218821435651
73,MA,7,0.648866555114805
73,MG,24,2.460702138469965
73,MS,39,1.6787075317169593
