"co_pcdt","sg_uf","qt_cobertura_municipio_uf","qt_cns_mes_habitante"
17,BA,57,10.551773293912705
17,CE,72,8.386872678414697
17,DF,100,5.019213040619708
17,ES,85,19.0838606602604
17,GO,58,12.894188544435167
17,MA,22,5.146598014333475
17,MG,57,15.018891915122076
17,MS,58,4.228336332284321
17,MT,46,11.009531988033288
17,PA,36,2.6198267721634814
17,PB,53,16.572300666387065
17,PE,45,6.9604298502482775
17,PI,30,8.089525435789628
17,PR,55,11.599404721855919
17,RJ,68,2.0427159430782407
17,RN,62,12.955161077069882
17,RO,58,6.549526938838944
17,RR,33,1.7331142676898972
17,RS,55,10.478944908934528
17,SC,65,29.22338560520317
17,SE,55,7.744530209413178
17,SP,83,10.393836482009975
17,TO,12,7.013867116676381
18,AC,55,9.6556678696968
18,AL,88,38.256993409498506
18,AM,44,8.869011985903745
18,AP,25,5.804292322541622
18,BA,90,42.260897024499734
18,CE,98,61.227857990341576
18,DF,100,6.250255373395687
18,ES,100,391.8394349952499
18,GO,80,48.064443221395436
18,MA,50,60.993999685145596
18,MG,91,117.97739553101627
18,MS,96,53.83897955341827
18,MT,70,55.407448567226346
18,PA,38,9.221790238015453
18,PB,97,153.9563819376485
18,PE,85,45.971211103965366
18,PI,76,78.56150486745175
18,PR,98,151.87781137472342
18,RJ,90,12.66351670084362
18,RN,96,94.56670574229813
18,RO,85,29.788537673125084
18,RR,47,10.047039232984911
18,RS,84,31.052549390789014
18,SC,96,216.23217963164257
18,SE,88,43.41259445760354
18,SP,100,138.04811758839585
18,TO,37,45.80055227189677
19,AC,36,3.08393954773586
19,AL,50,5.5755449594089965
19,AM,18,1.3181730253685693
19,AP,31,1.2313813546867882
19,BA,75,25.022026611382724
19,CE,93,19.42870065512579
19,DF,100,8.268802727873947
19,ES,100,64.14077649299139
19,GO,65,14.23782427941287
19,MA,21,6.530204812484226
19,MG,77,37.58130656669071
19,MS,76,11.6107085606374
19,MT,60,26.42647465755049
19,PA,33,1.4962121787689215
19,PB,77,21.902232163660937
19,PE,43,5.24125391289746
19,PI,46,12.273345765809376
19,PR,82,27.822040114323293
19,RJ,98,7.23081779462453
19,RN,72,13.982021770736253
19,RO,54,5.771214151561458
19,RR,67,7.485044228573759
19,RS,81,30.771504891315672
19,SC,82,77.60896262867526
19,SE,67,14.372407225841199
19,SP,98,29.96754299944651
19,TO,27,15.149952972020982
20,AC,9,0.08042019228789657
20,AL,7,0.3110324667438903
20,AM,3,0.1934275635051705
20,AP,19,0.56430619802488
20,BA,11,0.5733130156359236
20,CE,12,0.3154807993346027
20,DF,100,0.190087419031585
20,ES,22,1.0822106321862743
20,GO,7,0.2907281999659361
20,MA,5,0.35638356922064796
20,MG,9,0.5739246970192339
20,MS,8,0.16527699018700925
20,MT,4,0.4497357838248891
20,PA,12,0.34348839901698974
20,PB,4,0.4077543221958153
20,PE,12,0.34048614343636324
20,PI,2,0.1451035952608005
20,PR,10,0.4298116714036872
20,RJ,26,0.2343962621382104
20,RN,5,0.3343267374727712
20,RO,6,0.12786211676654916
20,RR,7,0.26663296425998423
20,RS,5,0.3441361218040896
20,SC,8,0.8558277212952355
20,SE,8,0.5042949903803929
20,SP,14,0.273442937225472
20,TO,4,0.9118027251679295
21,AL,1,0.16733910491484152
21,AM,3,0.14327967667049668
21,BA,1,0.07783961991432528
21,CE,1,0.18846904895313923
21,DF,100,0.06939699424962627
21,ES,14,1.4683198140610145
21,MG,2,0.13327193685590863
21,MS,1,0.23758567339382583
21,MT,1,0.1571228814375562
21,PB,1,0.26442714503300047
21,PE,1,0.027186357450849442
21,PI,0,0.6674765381996823
21,PR,1,0.028587820827891283
21,RJ,4,0.025657900498616253
21,RN,1,5.264931345295257
21,RS,3,0.12084169162586351
21,SC,4,3.4549236116389466
21,SP,13,0.136721468612736
21,TO,1,20.54738226349963
22,AC,45,6.461587623827516
22,AL,75,14.825880914792101
22,AM,44,4.241078429446702
22,AP,31,6.247675763846885
22,BA,93,30.15842085438356
22,CE,91,18.25281767578772
22,DF,100,10.988863176397341
22,ES,100,204.4850187206602
22,GO,75,25.049770310578495
22,MA,48,31.686692051588786
22,MG,92,72.83821811045351
22,MS,92,23.95139049460076
22,MT,74,43.264582403954336
22,PA,54,5.885877481460621
22,PB,89,62.80872827251968
22,PE,85,29.6390396991326
22,PI,54,24.25648434109715
22,PR,98,75.77910391209625
22,RJ,98,7.653904591896398
22,RN,86,28.955083513266786
22,RO,94,39.99527012457657
22,RR,60,12.458328648901292
22,RS,95,56.79966690376498
22,SC,97,143.88342641190388
22,SE,79,23.776290436689862
22,SP,100,53.82018075434539
22,TO,46,40.39987459205595
23,AC,18,0.4266502832957881
23,AL,3,0.17663572185455495
23,AM,3,0.09313178983582285
23,AP,6,0.5990327332879496
23,BA,7,0.37478335514304756
23,CE,28,1.1844660667784883
23,DF,100,0.25797578297143675
23,ES,9,0.3214025837339438
23,GO,9,0.33001579455592744
23,MA,5,0.40879291763544906
23,MG,12,0.8501259574597402
23,MS,9,0.17021063168512893
23,MT,4,0.6049891115520021
23,PA,6,0.10042669293293344
23,PB,14,1.3397642015005358
23,PE,4,0.15283335868533088
23,PI,7,0.5441384822280019
23,PR,12,0.5841030406255237
23,RJ,22,0.09519452938617044
23,RN,10,0.7938081138952033
23,RO,10,0.22334813791147667
23,RS,12,0.6137094172172931
23,SC,12,1.294178505373283
23,SE,7,0.399123980916286
23,SP,20,0.3793645145573169
23,TO,1,0.624216802980011
24,AC,41,1.5402075226977952
24,AL,51,2.730173874751926
24,AP,44,5.068007092737731
24,BA,71,17.521703814669063
24,CE,72,4.365134837194319
24,DF,100,5.693570789088903
24,ES,77,20.377234342629365
24,GO,59,10.481930236609694
24,MA,55,10.903085557256968
24,MG,54,10.685760452626859
24,MS,49,2.603112595445396
24,MT,38,7.223635870963016
24,PA,51,3.9122746464307987
24,PB,36,4.543548161610513
24,PE,9,4.063506761011023
24,PI,33,4.4336032829321965
24,PR,37,3.0637857602621805
24,RJ,80,2.953674703454233
24,RN,37,4.716395046490879
24,RO,29,1.6500746163741524
24,RR,27,1.9641961700485502
24,RS,28,3.263557555108783
24,SC,17,2.8179693262160197
24,SE,73,10.031868201495675
24,SP,69,5.112030735767409
24,TO,27,12.344406125350428
25,AC,5,0.27072751754933116
25,AL,5,0.28447647835523066
25,AM,3,0.3725271593432914
25,AP,6,0.515041371213184
25,BA,6,0.8549205566627122
25,CE,7,0.4787388980707478
25,ES,14,1.187205593249333
25,GO,1,0.06638801698063847
25,MA,4,0.6154354913852366
25,MG,4,0.25300513726931223
25,MS,14,0.5079417844971448
25,MT,1,4.442442732013431
25,PA,3,0.07532001969970008
25,PB,9,0.8155086443916306
25,PE,19,1.2168193322807734
25,PI,1,0.10539103234731825
25,PR,8,0.5242399931514671
25,RJ,14,0.057187758325274035
25,RN,13,0.9140820705459917
25,RO,2,3.4778495760501364
25,RR,7,0.6302233700690536
25,RS,6,0.3384005197740214
25,SC,4,0.8899045666342741
25,SE,1,1.9883631049284065
25,SP,27,1.0764937611101686
26,AC,41,16.840667872344312
26,AL,52,9.538328980145968
26,AM,66,16.05817210547211
26,AP,56,23.602814838623644
26,BA,68,16.369813025040802
26,CE,80,23.803640882781487
26,DF,100,4.277209386653304
26,ES,100,145.86087691369153
26,GO,77,49.11591205576024
26,MA,3,1.6340873391952833
26,MG,82,80.93065738150517
26,MS,86,37.37082886206413
26,MT,56,22.594725779362427
26,PA,10,0.21911278458094569
26,PB,63,32.29996737965422
26,PE,59,55.36252805677559
26,PI,3,0.7116477796981906
26,PR,87,129.5097538506044
26,RJ,50,1.2124081034321985
26,RN,23,3.507360395875062
26,RO,98,114.76903600965451
26,RR,40,40.20825101040562
26,RS,75,70.18825848761495
26,SC,88,239.2180236248865
26,SE,97,57.34819322854173
26,SP,99,128.62561508754388
26,TO,18,14.041564393864519
27,AC,27,3.5615794069679336
27,AL,100,84.46259430245198
27,AM,45,3.16658858349818
27,AP,56,4.03725978080012
27,BA,59,8.20576236489945
27,CE,98,30.91711833479106
27,DF,100,43.054800410654
27,ES,100,488.5521119789209
27,GO,90,73.04349586171193
27,MA,33,11.446201693792574
27,MG,80,58.90619609031161
27,MS,97,59.56858187990125
27,MT,83,40.36828395612205
27,PA,53,3.512735127989905
27,PB,73,38.95510042406449
27,PE,92,79.81596697121589
27,PI,12,1.0157251668256035
27,PR,26,3.39959638739206
27,RJ,60,0.8779051043391274
27,RN,83,25.384951566682556
27,RO,100,45.287649914218086
27,RR,40,4.3011594964566795
27,RS,89,62.11083438360811
27,SC,98,470.4547605500493
27,SE,51,4.828299752746234
27,SP,100,108.62445559595825
27,TO,63,51.20122995173758
28,AC,55,4.736050019737213
28,AL,42,4.607888396205782
28,AM,11,3.4243842724248705
28,AP,12,2.234097488901779
28,BA,30,4.008552407182161
28,CE,68,10.976273524901305
28,DF,100,2.329611507693658
28,ES,87,42.73412228072142
28,GO,45,10.026194139365796
28,MA,21,11.844512741745064
28,MG,52,17.64818443334144
28,MS,75,11.67957397321532
28,MT,47,25.336526757927814
28,PA,26,2.9283841475516246
28,PB,55,15.072347266881028
28,PE,47,6.954848110191944
28,PI,22,6.91660470743149
28,PR,78,31.216450237203695
28,RJ,86,6.764100171384
28,RN,66,18.84169970471546
28,RO,46,4.914352661809976
28,RR,20,3.109887284079068
28,RS,53,10.828816632768685
28,SC,74,63.18513444782142
28,SE,69,14.208511353967571
28,SP,91,24.76236137297592
28,TO,12,5.049984324006994
29,AC,41,4.919617849959586
29,AL,74,12.556495879660757
29,AM,50,5.480447632646498
29,AP,50,4.635372340918657
29,BA,90,28.080817472612317
29,CE,99,39.80384370825539
29,DF,100,9.608466442953688
29,ES,100,158.34589225574294
29,GO,88,33.80304638522857
29,MA,57,21.051164235522545
29,MG,92,58.508035831754526
29,MS,89,18.125376590508683
29,MT,76,38.065636742938615
29,PA,47,3.621182782857078
29,PB,92,48.042196747285516
29,PE,71,16.376825325283438
29,PI,43,9.867044477734433
29,PR,99,73.42616053146322
29,RJ,99,6.387288492563742
29,RN,85,31.868502225529507
29,RO,94,37.34908022975582
29,RR,53,8.087866582552856
29,RS,80,22.988292936513187
29,SC,91,79.19537499010058
29,SE,87,16.33555558125059
29,SP,100,74.42080072009846
29,TO,23,15.009675629687456
30,AC,23,0.7361540678661302
30,AL,36,1.9698722893779717
30,AM,23,0.9313178983582283
30,AP,19,1.3597092200028058
30,BA,44,3.537163404595409
30,CE,57,2.3026001198187886
30,DF,100,1.7379421168602054
30,ES,81,14.596645843878287
30,GO,42,4.384495556243036
30,MA,16,2.9034779021799846
30,MG,51,8.14614366831675
30,MS,58,2.961212740850583
30,MT,38,4.983072484779772
30,PA,35,1.6883328087275766
30,PB,36,4.528985507246377
30,PE,29,2.8634326488992516
30,PI,21,2.841612073857343
30,PR,55,5.339583456284268
30,RJ,74,1.7201122601584409
30,RN,46,4.047741571545337
30,RO,48,2.696593511864961
30,RR,33,1.0831964173061859
30,RS,54,7.2096517517956755
30,SC,58,14.799557424349317
30,SE,35,2.413411739677595
30,SP,70,4.3938674171202905
30,TO,15,5.611093693341105
31,AC,18,1.1014069813342355
31,AL,40,4.723085606110926
31,AM,23,1.4399607505384915
31,AP,12,0.9092461130263519
31,BA,53,8.052022518259637
31,CE,59,4.916583885734067
31,DF,100,7.028708613239321
31,ES,62,16.04839181388427
31,GO,51,11.91985619860338
31,MA,13,2.8510685537651836
31,MG,49,13.04961279847483
31,MS,57,5.3164098510154645
31,MT,33,7.645508325023115
31,PA,24,1.41470645696828
31,PB,30,5.854187054382776
31,PE,41,5.732447037854836
31,PI,23,3.1076353318354775
31,PR,71,16.50366610069286
31,RJ,82,4.068243985017312
31,RN,36,5.5283314089247515
31,RO,46,3.326638724917522
31,RR,20,2.2264825628716927
31,RS,62,18.193329639376202
31,SC,59,29.76610562358551
31,SE,25,3.4357744827807024
31,SP,77,11.47784241172524
31,TO,10,5.681232364507869
32,AC,18,0.7342713208894904
32,AL,6,0.1926935147504236
32,AM,11,0.9169899306911787
32,AP,19,0.3405579679042279
32,BA,20,1.3717305282086516
32,CE,38,1.6921242873401414
32,DF,100,1.3306119332210948
32,ES,40,3.642562615651363
32,GO,22,1.2179154322897323
32,MA,4,1.0136584563992133
32,MG,24,2.0266715863491696
32,MS,34,1.2808966739493217
32,MT,9,0.7447624580140164
32,PA,16,0.6287584253192355
32,PB,13,1.4125774733212173
32,PE,10,0.8986601490697456
32,PI,4,0.3680936791542366
32,PR,51,4.110762908553213
32,RJ,47,0.3675566551299359
32,RN,20,0.9552192499222033
32,RO,13,0.40322893635363904
32,RR,7,0.20389579619881146
32,RS,39,4.198460686009892
32,SC,49,7.827692572822276
32,SE,23,1.380807711755838
32,SP,56,2.158246040243904
32,TO,4,0.9532483035846535
33,AC,55,8.394811459191306
33,AL,78,13.132481929186477
33,AM,29,5.100756489469682
33,AP,12,0.6953058511377985
33,BA,38,4.852002974659609
33,CE,81,8.079586185556318
33,DF,100,4.1185607456843405
33,ES,91,64.72147488099377
33,GO,79,36.56889304436396
33,MA,7,2.3757620071856556
33,MG,71,24.73256741217261
33,MS,92,21.89920119977873
33,MT,61,20.919063158923105
33,PA,44,5.996492389618635
33,PB,62,18.916888019013
33,PE,60,16.51636882669178
33,PI,52,14.323949067934786
33,PR,69,12.982516638808809
33,RJ,85,3.448157397765729
33,RN,71,12.787997708333497
33,RO,94,22.404407776149068
33,RR,60,21.130662417603748
33,RS,72,20.03445789102808
33,SC,89,80.96965197327363
33,SE,63,5.799392389374519
33,SP,94,15.496101398590762
33,TO,13,5.0868455234523005
34,AC,68,8.701115152540462
34,AL,52,4.308375650452406
34,AM,31,2.37127864889672
34,AP,31,6.953058511377985
34,BA,47,7.278158905679718
34,CE,85,10.98314512836365
34,DF,100,7.440564687807755
34,ES,90,34.52515870486944
34,GO,59,12.180989655783279
34,MA,24,6.926666118727956
34,MG,68,19.011255588762122
34,MS,72,8.952503635129668
34,MT,65,18.68439149052708
34,PA,44,2.5278133440679835
34,PB,59,12.698634605526816
34,PE,54,10.203420822978229
34,PI,30,6.946700267930027
34,PR,84,23.336569594802764
34,RJ,91,2.3851518196201593
34,RN,65,12.370089286492533
34,RO,62,6.627083444127032
34,RR,20,2.9935610078280046
34,RS,70,15.640986735995869
34,SC,78,53.624912585547804
34,SE,48,3.842894077794324
34,SP,83,8.862856520291535
34,TO,28,21.532572048196492
35,AC,9,0.13880745518184887
35,AL,11,0.6650875649421509
35,AM,5,0.07604844377126363
35,AP,12,0.11124893618204776
35,BA,3,0.2551046366940072
35,CE,9,0.1799022740007238
35,DF,100,0.669831857539871
35,ES,27,2.4392160372665375
35,GO,15,1.0462906769755596
35,MA,1,0.06838172126502627
35,MG,9,0.5129451979609402
35,MS,18,0.6708301366413906
35,MT,3,1.1333341752387205
35,PA,3,0.055620937624393914
35,PB,8,0.7789326752910093
35,PE,2,0.3963035439997014
35,PI,1,0.13801206616910722
35,PR,33,2.110485514712977
35,RJ,28,0.13317969439671049
35,RN,10,0.7402949186897076
35,RO,8,1.294083563181446
35,RS,32,2.661319341951626
35,SC,21,2.2335016141119564
35,SP,30,0.5476370913114537
35,TO,1,0.645275774734227
36,AC,77,23.606822966597115
36,AL,99,96.32790692268186
36,AM,74,24.465004791487306
36,AP,69,41.91988899613394
36,BA,99,149.94011229687212
36,CE,100,182.84775471044995
36,DF,100,31.89395337894237
36,ES,100,787.7965494690623
36,GO,98,196.4144003932028
