"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
48,DF,200801,201906,6,18,4,434,950,4257,10772,6039,19337,2681,0,4,2,22018,1159055,1240538.39,0,0,0,0,13800
49,RO,200802,201906,1,9,1,26,128,201,183,50,240,322,0,6,4,562,16102,83778.99,30,112,420,0,0
49,AC,200808,201906,2,7,1,13,84,160,133,39,210,206,0,4,4,416,13452,51720.60,113,303,0,0,0
49,AM,200801,201904,1,13,1,107,979,1419,644,325,1540,1827,0,7,3,3367,186830,532536.44,271,0,0,3096,0
49,RR,200810,201905,2,1,2,5,16,0,5,0,18,3,0,1,3,21,640,2128.60,0,21,0,0,0
49,PA,200801,201906,7,30,3,80,718,731,442,153,1116,929,0,7,4,2045,67681,303977.68,758,10,0,1277,0
49,AP,201605,201610,1,2,1,2,5,0,0,0,3,2,0,2,1,5,150,882.29,0,5,0,0,0
49,TO,200801,201812,2,7,1,16,104,204,103,15,150,276,0,6,3,426,11980,68194.14,199,3,18,206,0
49,MA,200801,201906,2,6,2,23,78,172,89,8,165,182,0,5,4,347,17419,67124.10,17,18,0,312,0
49,PI,200904,201906,2,15,2,45,247,315,468,13,481,562,0,6,4,1043,31632,137069.63,221,0,822,0,0
49,CE,201001,201906,7,46,2,126,859,790,502,134,1127,1158,0,7,4,2285,60583,279283.30,1519,6,245,0,515
49,RN,200801,201806,6,26,1,52,163,174,269,33,314,325,0,7,4,639,22562,101885.37,156,0,207,0,276
49,PB,200801,201906,3,31,2,66,435,271,261,54,462,559,0,7,4,1021,29172,120506.39,609,0,412,0,0
49,PE,200801,201906,4,57,2,256,6075,4818,2432,633,7235,6723,0,7,4,13958,374433,1411241.29,2458,0,65,0,11435
49,AL,200801,201906,2,27,2,67,316,738,304,127,734,751,0,5,4,1485,57681,236961.36,381,0,1104,0,0
49,SE,201208,201906,2,15,2,22,117,73,56,27,126,147,0,5,2,273,4914,29020.81,181,0,0,0,92
49,BA,201603,201905,26,75,1,135,228,518,474,136,731,625,0,7,2,1356,42865,219910.11,824,0,98,0,434
49,MG,200801,201906,30,150,4,366,3171,2751,2560,743,4459,4766,0,7,4,9225,462893,1819419.23,1069,576,4425,550,2605
49,ES,200801,201906,10,36,1,161,964,817,1607,964,2547,1805,0,7,4,4352,153577,808118.32,0,242,1039,0,3071
49,RJ,200801,201906,1,38,1,208,1097,1611,1807,1052,2678,2889,0,7,2,5567,390939,1093289.73,0,0,1281,109,4177
49,SP,200801,201906,30,260,4,1009,6680,9223,7796,3334,14256,12777,0,7,5,27033,1085702,4184659.18,0,562,4800,3284,18387
49,PR,200801,201906,24,131,3,366,4453,4182,5093,1403,6774,8357,5,7,4,15131,574418,2161235.48,128,551,5857,412,8183
49,SC,200801,201906,2,101,2,215,2396,3350,2620,995,4810,4551,2,7,4,9361,310370,1609911.92,0,0,3346,1873,4142
49,RS,200801,201906,18,116,1,277,1352,1682,3261,970,3350,3915,0,7,4,7265,273935,1654227.12,0,0,3670,429,3166
49,MS,200902,201906,2,13,2,24,500,98,127,143,447,421,0,5,2,868,49517,136553.84,0,0,211,657,0
49,MT,200803,201904,2,15,2,52,292,326,81,39,437,301,0,7,4,738,25793,109324.21,6,218,0,514,0
49,GO,200801,201906,2,36,2,69,512,481,716,173,844,1038,0,6,4,1882,47095,252477.89,41,382,668,0,791
49,DF,200801,201906,2,10,1,54,466,701,992,136,1367,928,0,7,4,2295,57582,286526.10,0,0,0,0,1743
50,RO,200804,201906,4,7,2,31,258,298,37,1,397,197,0,9,5,594,2518,470212.38,13,279,302,0,0
50,AC,201503,201906,1,1,1,1,0,43,0,0,0,43,0,1,1,43,350,92771.82,0,43,0,0,0
50,AM,200801,201906,5,3,3,26,43,56,13,22,70,64,0,8,2,134,1467,251068.59,18,0,0,116,0
50,RR,200801,201906,1,3,1,11,53,19,7,0,20,59,0,6,4,79,101,11696.35,3,76,0,0,0
50,PA,200801,201905,5,12,1,25,322,139,25,5,138,353,0,5,2,491,1660,314299.60,234,9,0,248,0
50,AP,200807,201906,3,2,3,37,505,13,5,0,209,314,0,11,3,523,2673,502570.16,0,523,0,0,0
50,TO,200801,201906,7,10,2,18,237,86,217,0,214,326,0,8,3,540,2400,432335.04,5,332,128,75,0
50,MA,200809,201906,5,13,3,52,260,116,19,7,96,306,0,13,2,402,2004,459607.12,91,33,0,278,0
50,PI,200812,201906,4,17,3,100,573,339,59,20,452,539,0,13,4,991,3560,797190.21,323,0,668,0,0
50,CE,200801,201906,8,46,3,262,2927,1441,452,110,2023,2907,0,19,5,4930,21539,3595764.12,1614,275,99,0,2942
50,RN,200801,201906,6,29,3,116,576,392,286,42,647,649,0,13,5,1296,10288,2030069.21,196,0,136,0,964
50,PB,200801,201906,5,37,3,142,484,647,430,103,875,789,0,14,5,1664,11442,2438274.85,237,0,1427,0,0
50,PE,200801,201906,3,29,3,130,3364,1885,362,32,1740,3903,1,14,4,5643,24917,4765463.64,340,0,0,0,5303
50,AL,200801,201906,1,14,1,26,441,164,60,33,344,354,0,11,2,698,3020,538230.89,137,0,561,0,0
50,SE,201003,201906,3,9,2,24,197,253,22,3,269,206,0,9,3,475,2455,375441.86,241,0,0,0,234
50,BA,200807,201906,8,35,3,69,237,191,154,7,246,343,0,11,3,589,4131,1067618.65,224,31,4,0,330
50,MG,200801,201906,37,175,5,520,8207,7360,3965,979,8181,12330,0,16,7,20511,125106,24020403.41,1513,340,7435,1611,9612
50,ES,200801,201906,12,31,2,110,1275,624,396,99,897,1497,2,15,7,2394,13167,2363487.90,0,17,599,0,1778
50,RJ,200801,201906,7,41,3,203,3959,3181,2098,227,4027,5438,0,14,5,9465,59378,10246262.78,0,0,842,422,8201
50,SP,200801,201906,29,351,3,4408,31551,33413,22999,8290,48150,48103,14,21,12,96253,640125,114334010.42,0,504,6797,9963,78989
50,PR,200801,201906,26,92,2,370,5786,4894,2766,832,6380,7898,29,15,6,14278,61134,11291317.94,83,284,3890,307,9714
50,SC,200801,201906,6,74,3,175,3997,3569,2140,1191,4677,6220,9,13,14,10897,51117,8906971.24,0,0,3991,2886,4020
50,RS,200801,201906,19,85,3,228,1916,1794,1589,399,2184,3514,0,16,6,5698,29171,7924809.24,0,0,1758,426,3514
50,MS,200801,201906,5,18,2,57,480,542,190,179,515,876,0,14,4,1391,8551,1630833.92,0,0,212,1179,0
50,MT,200809,201906,5,21,2,103,822,705,279,94,817,1083,0,12,5,1900,11095,1914120.98,5,786,0,1109,0
50,GO,200801,201906,7,42,4,149,1757,1649,1115,266,2292,2495,0,15,4,4787,23781,4592543.83,64,943,1301,262,2217
50,DF,200801,201906,7,14,4,129,2841,847,373,320,2026,2355,0,14,2,4381,16474,2996817.38,0,0,0,0,2779
51,RO,201603,201707,1,5,1,6,0,3,38,11,0,52,0,2,1,52,1198,176.39,0,28,24,0,0
51,AC,201005,201307,1,2,1,2,3,0,16,0,0,19,2,1,1,19,435,249.22,12,7,0,0,0
51,PA,201010,201906,1,4,1,6,13,26,0,38,73,4,0,2,1,77,1930,692.94,27,0,0,50,0
51,AP,201006,201111,1,1,1,2,3,0,0,0,3,0,0,2,1,3,90,36.52,0,3,0,0,0
51,MA,201212,201904,1,6,1,18,31,45,87,50,182,31,0,2,1,213,4960,1869.74,30,21,0,162,0
51,CE,201204,201906,2,8,1,14,111,42,0,91,117,127,0,2,1,244,7559,3557.81,139,0,46,0,59
51,PB,201412,201412,1,1,1,1,1,0,0,0,1,0,0,1,1,1,100,43.77,0,0,1,0,0
51,PE,201004,201906,1,9,1,19,158,59,249,147,526,87,0,2,1,613,7986,3425.12,26,0,0,0,587
51,SE,201004,201501,1,2,1,7,0,7,57,12,64,12,0,2,1,76,3270,1494.28,28,0,0,0,48
51,BA,201311,201311,1,1,1,1,0,0,1,0,0,1,0,1,1,1,100,70.50,0,0,0,0,1
51,MG,201004,201903,24,62,2,102,141,311,205,242,426,473,0,2,1,899,75129,20193.75,172,27,395,27,278
51,ES,201412,201906,7,10,1,13,6,89,89,64,150,98,0,2,1,248,7224,3047.32,0,0,45,0,203
51,RJ,201108,201906,1,22,1,68,44,140,138,85,225,182,0,2,1,407,27360,10739.43,0,0,72,14,321
51,SP,201003,201906,26,234,1,740,2063,3594,5981,4530,8720,7448,2,2,1,16168,579116,211764.91,0,196,3317,1350,11305
51,PR,201003,201906,21,93,1,234,1291,2603,4279,3005,5867,5311,8,2,1,11178,235397,87108.86,59,179,5313,461,5166
51,SC,201004,201906,1,51,1,86,333,689,1212,798,1430,1602,8,2,1,3032,63521,20297.05,0,0,799,655,1578
51,RS,201008,201906,18,138,1,290,518,602,1341,765,1839,1387,0,2,1,3226,208609,77834.09,0,0,1671,136,1419
51,MS,201012,201906,1,9,1,18,25,161,128,262,330,246,0,2,1,576,15640,4772.70,0,0,343,233,0
51,MT,201108,201706,1,5,1,9,6,17,15,4,11,31,0,2,1,42,1313,534.47,0,13,0,29,0
51,GO,201101,201906,2,19,2,37,146,278,316,185,443,482,0,2,1,925,23690,10175.10,0,220,352,0,353
51,DF,201103,201906,2,6,1,36,86,249,279,400,759,255,0,2,1,1014,18776,5644.06,0,0,0,0,745
52,RO,200803,201906,2,5,2,12,21,35,102,24,142,40,0,3,5,182,19882,37993.63,3,3,176,0,0
52,AC,200902,201906,2,3,2,6,12,117,45,0,104,70,0,3,6,174,16012,29049.41,111,63,0,0,0
52,AM,200809,201906,1,3,1,20,8,23,233,108,228,144,0,3,3,372,49593,62405.72,0,0,0,372,0
52,PA,200810,201906,5,8,3,8,4,112,141,45,99,203,0,3,7,302,42650,52845.59,165,99,0,38,0
52,TO,200912,201804,2,3,2,4,0,0,25,20,6,39,0,3,2,45,2850,5368.25,0,9,0,36,0
52,MA,200801,201906,6,9,5,53,0,164,382,249,420,375,0,3,3,795,95764,160073.49,193,0,0,602,0
52,PI,200807,201906,4,10,4,35,82,169,326,420,552,445,0,3,6,997,87123,161408.78,186,0,811,0,0
52,CE,200801,201906,6,51,2,293,271,924,2085,1337,2357,2260,0,3,8,4617,493474,896133.74,1120,170,200,0,3127
52,RN,200801,201905,7,32,4,143,75,337,1564,889,1468,1397,0,3,7,2865,214753,309642.15,593,0,159,0,2113
52,PB,200801,201906,4,26,3,78,35,257,739,530,374,1187,0,3,4,1561,124557,169991.33,479,0,1082,0,0
52,PE,200801,201906,3,24,3,134,55,756,1779,1765,1627,2728,0,3,10,4355,420547,607054.05,113,0,10,0,4232
52,AL,200801,201906,5,18,5,91,55,267,934,709,1006,959,0,3,5,1965,238589,423570.70,267,0,1698,0,0
52,SE,200911,201906,3,12,2,47,222,80,479,40,353,468,2,3,4,821,122387,202509.02,478,0,0,0,343
52,BA,200801,201906,22,106,3,696,309,2267,6100,3737,4029,8384,0,3,9,12413,1239555,2502782.64,2078,150,393,0,9792
52,MG,200801,201906,33,263,4,1107,772,3448,21402,11385,12197,24810,0,3,12,37007,5074267,8790526.06,2614,951,16362,2593,14487
52,ES,200801,201906,11,58,2,439,277,1574,9263,4663,4239,11538,8,3,12,15777,2035881,3880513.66,0,299,3783,0,11695
52,RJ,200801,201906,3,42,3,282,144,770,3715,2756,3187,4198,0,3,10,7385,937974,1526836.97,0,0,2018,19,5348
52,SP,200801,201906,28,394,2,6352,4029,20493,90583,80937,76447,119595,37,3,13,196042,22265793,39700584.71,0,528,17239,22379,155896
52,PR,200801,201906,23,105,3,448,505,1895,7897,5628,6478,9447,26,3,10,15925,1907790,3443597.11,0,419,4601,561,10344
52,SC,200801,201906,2,80,2,313,154,1290,8018,4551,4111,9902,25,3,11,14013,1369394,2208581.92,0,0,2530,4239,7244
52,RS,200801,201906,19,170,2,693,433,929,7801,6146,5591,9718,0,3,14,15309,2368656,3419894.31,0,0,5396,1215,8698
52,MS,200801,201906,1,13,1,36,17,101,566,421,329,776,0,3,4,1105,84359,131527.00,0,9,302,794,0
52,MT,200802,201906,2,16,2,56,13,213,708,259,479,714,0,3,8,1193,169044,293540.75,71,208,0,914,0
52,GO,200801,201906,8,57,5,261,247,997,5070,1459,2525,5248,0,3,11,7773,796282,1286762.11,16,2367,1605,199,3586
52,DF,200801,201906,3,17,1,478,1377,1877,9746,6433,7815,11619,0,3,11,19434,1803298,3246757.57,0,0,0,0,12616
53,RO,200801,201906,2,18,2,141,7,316,287,0,610,0,0,3,8,610,462,191552.51,300,118,192,0,0
53,AC,200801,201803,1,4,1,53,33,158,72,0,263,0,0,3,6,263,273,89880.78,17,246,0,0,0
53,AM,200801,201906,1,41,1,6880,65,4145,7368,47,11625,0,0,3,7,11625,10345,11172663.39,240,0,0,11385,0
53,RR,200801,201701,1,3,1,59,142,77,28,3,250,0,0,3,7,250,285,69557.64,6,244,0,0,0
53,PA,200801,201906,11,83,5,3116,98,7421,5388,3,12911,1,0,3,7,12912,5745,4656630.76,2273,103,0,10536,0
53,AP,200808,201906,2,5,2,136,51,430,322,0,803,0,0,3,5,803,279,199736.28,30,773,0,0,0
53,TO,200801,201906,4,22,1,102,68,410,121,0,599,0,0,3,5,599,397,147098.79,54,168,148,229,0
53,MA,200801,201906,6,70,6,3708,287,6633,4833,39,11751,41,0,3,7,11792,9171,6110252.78,1060,533,0,10199,0
53,PI,200801,201906,6,99,5,1071,532,2707,1508,21,4768,0,0,3,8,4768,2448,1713770.15,1508,0,3260,0,0
53,CE,200801,201906,14,149,4,4075,1545,7685,6976,71,16254,23,0,3,11,16277,8654,8039255.71,4996,369,1791,0,9120
53,RN,200801,201906,7,149,2,5218,139,13215,17981,94,31419,10,0,3,8,31429,12580,9722101.33,5977,0,10635,0,14817
53,PB,200801,201906,4,198,3,6054,890,14290,21665,226,37049,22,2,3,9,37071,13788,11445136.50,8304,0,28767,0,0
53,PE,200801,201906,4,84,4,1126,56,3771,2004,0,5831,0,0,3,7,5831,3523,1353039.07,1193,0,90,0,4548
53,AL,200801,201906,1,44,1,639,47,2691,917,0,3655,0,0,3,7,3655,2115,1195671.91,762,0,2893,0,0
53,SE,200801,201906,2,60,2,2278,2248,5435,2680,63,10345,81,0,3,6,10426,6567,3798280.59,1817,0,0,0,8609
53,BA,200801,201906,4,187,4,4318,56,3424,1836,8,5325,0,0,3,6,5325,5214,5329662.33,742,5,578,0,4000
53,MG,200801,201906,33,415,4,5063,606,9071,5566,54,15183,114,0,3,8,15297,14339,11721625.75,1819,477,6961,1239,4801
53,ES,200801,201906,10,66,1,2657,235,6370,9197,86,15847,41,0,3,7,15888,6196,6297289.82,0,1268,2425,0,12195
53,RJ,200801,201906,4,68,4,3216,234,7400,5965,26,13619,6,0,3,5,13625,12598,5658429.35,0,0,1604,260,11761
53,SP,200801,201906,35,571,7,43267,7217,65552,77132,620,150518,9,0,3,10,150527,117468,93674902.79,0,642,14816,35199,99870
53,PR,200801,201906,23,195,2,2057,159,5405,4609,8,10181,0,0,3,8,10181,6311,4101867.85,15,370,3495,229,6072
53,SC,200801,201906,2,119,2,1061,97,1673,2476,3,4225,24,0,3,6,4249,3921,2806592.47,0,0,1205,730,2314
53,RS,200801,201906,20,85,3,225,263,303,147,36,697,52,0,3,10,749,827,478238.50,0,0,309,43,397
53,MS,200801,201906,1,41,1,482,58,1353,1342,3,2756,0,0,3,9,2756,1951,920217.04,0,0,409,2347,0
53,MT,200801,201906,2,52,2,1020,966,3241,1278,12,5334,163,0,3,10,5497,3539,1804380.94,15,770,0,4712,0
53,GO,200801,201906,3,88,3,724,20,1021,676,5,1721,1,0,3,6,1722,1390,1117815.02,14,299,592,40,777
53,DF,200801,201906,4,17,2,683,3,1941,1074,3,3018,3,0,3,8,3021,881,878178.51,0,0,0,0,2227
54,RO,200801,201906,6,37,5,376,852,4523,3748,241,8496,868,0,4,10,9364,377577,1416960.40,1145,1733,6486,0,0
54,AC,200801,201906,5,17,4,317,777,3689,4055,573,8336,758,2,2,5,9094,416499,1764079.56,692,8402,0,0,0
54,AM,200801,201906,4,44,4,1198,3454,12918,7768,1142,22576,2706,1,4,11,25282,1199111,4622266.71,2203,0,0,23079,0
54,RR,200801,201906,4,11,4,243,280,2004,645,110,2729,313,0,3,10,3042,99175,343874.61,139,2903,0,0,0
54,PA,200801,201906,16,100,6,1235,2362,12196,6317,697,19331,2244,4,4,10,21575,757440,3006690.50,7406,999,0,13170,0
54,AP,200801,201906,3,12,3,369,869,3374,1581,121,5362,586,0,3,5,5948,229017,838535.41,43,5905,0,0,0
54,TO,200801,201906,8,58,5,379,879,4144,3244,172,7527,912,2,4,9,8439,309925,1070752.74,296,2540,1534,4069,0
54,MA,200801,201906,10,106,9,1270,2893,17948,12433,1262,32497,2039,0,4,9,34536,699689,3055657.02,5808,798,0,27930,0
54,PI,200801,201906,8,74,6,464,778,4840,3059,548,8486,739,2,4,11,9225,382082,1510953.66,2207,0,7018,0,0
54,CE,200801,201906,23,174,5,5473,16953,59305,42730,7764,112518,14237,1,4,16,126755,4626947,15348817.30,48126,6082,3554,0,68989
54,RN,200801,201906,14,126,5,1396,3104,14369,8597,1830,24508,3392,0,4,12,27900,1044571,3423505.44,9878,0,4738,0,13284
54,PB,200801,201906,12,177,6,1905,6004,20603,17154,2771,42034,4498,0,4,14,46532,1479100,5492741.72,16012,0,30520,0,0
54,PE,200801,201906,13,142,5,2457,9202,41094,35222,6146,84419,7245,2,4,16,91664,3366993,13287923.11,9102,0,776,0,81786
54,AL,200801,201906,9,81,5,801,2533,12492,11250,2194,26791,1679,0,4,9,28470,1293159,4741885.51,8101,0,20369,0,0
54,SE,200907,201906,9,66,4,770,3051,16005,9481,2189,28229,2497,0,4,9,30726,932901,3866331.32,13875,0,0,0,16851
54,BA,200801,201906,35,356,5,5534,6399,42890,42214,9461,91996,8973,0,4,11,100969,4127407,15399343.12,29245,379,7892,0,63453
54,MG,200801,201906,40,688,6,7376,17753,103699,96581,24520,215781,26772,0,4,15,242553,15012380,59912970.11,25707,12695,97702,21918,84531
54,ES,200801,201906,16,74,3,1952,6293,31524,27700,7867,66823,6561,4,4,13,73384,3230779,12422896.68,0,6693,15009,0,51682
54,RJ,200801,201906,10,90,4,4018,8152,39806,45887,10541,93312,11074,0,4,18,104386,6071954,22843530.50,0,0,15300,3454,85632
54,SP,200801,201906,51,607,12,28623,72340,350924,322945,74883,730719,90374,6,4,19,821093,39324212,145793370.75,0,7651,99968,90880,622594
54,PR,200801,201906,27,362,4,5591,21261,117406,111725,22031,246231,26192,64,4,15,272423,9238372,32930510.65,2069,7332,120703,13505,128814
54,SC,200801,201906,4,228,4,1857,6056,35051,37002,7578,78056,7631,27,4,26,85687,3765858,14549262.22,0,0,29658,17253,38776
54,RS,200801,201906,24,385,5,4812,7874,46463,59335,21302,122089,12885,0,4,30,134974,6934177,27323579.29,0,0,60171,13317,61486
54,MS,200801,201906,4,69,3,1301,3277,20440,24526,6616,50008,4851,2,4,13,54859,2406331,9207942.89,0,1879,9534,43446,0
54,MT,200802,201906,4,87,4,689,856,4679,3795,667,9139,858,0,4,10,9997,505391,1924176.38,225,3670,0,6102,0
54,GO,200801,201906,12,194,6,2939,7833,47964,40893,6315,91841,11166,0,4,15,103007,4990705,18864295.34,867,20071,35513,4056,42500
54,DF,200801,201906,9,19,3,1938,7312,45930,27961,4675,76667,9211,0,4,17,85878,3467008,12546838.74,0,0,0,0,53078
55,RO,201209,201906,1,10,1,28,74,156,81,57,240,128,0,1,3,368,16733,174604.04,76,45,247,0,0
55,AC,201102,201906,1,2,1,10,23,133,187,29,295,77,0,1,2,372,34355,54303.73,0,372,0,0,0
55,AM,200805,201906,3,14,3,191,459,2281,1270,483,3246,1247,0,1,9,4493,307111,4510112.48,458,0,0,4035,0
55,RR,201009,201711,2,1,2,3,6,9,0,0,6,9,0,1,3,15,629,14287.44,0,15,0,0,0
55,PA,201103,201906,6,15,2,51,160,617,362,33,832,340,2,1,5,1172,65409,622685.09,756,4,0,412,0
55,AP,201201,201906,1,1,1,7,18,33,11,2,61,3,0,1,2,64,908,12836.81,0,64,0,0,0
55,TO,201106,201906,4,6,2,18,0,163,180,137,316,164,0,1,3,480,31968,191572.57,0,104,50,326,0
55,MA,200801,201906,2,21,2,117,331,1027,824,170,1609,743,0,1,6,2352,63278,1023757.90,518,58,0,1776,0
55,PI,201012,201906,1,14,1,49,103,441,561,171,877,399,0,1,4,1276,133669,724169.65,478,0,798,0,0
55,CE,200801,201906,9,97,3,679,919,10323,8430,4684,18036,6320,1,1,11,24356,2736553,15730702.79,7188,896,461,0,15811
55,RN,201011,201906,4,23,1,80,120,561,763,175,1208,411,0,1,6,1619,100518,1088829.88,401,0,71,0,1147
55,PB,200803,201906,3,31,2,99,129,1633,957,491,2111,1099,0,1,6,3210,205163,5482943.00,757,0,2453,0,0
55,PE,200905,201906,3,34,3,201,272,3242,5079,1860,5698,4755,0,1,7,10453,870415,5307608.18,319,0,5,0,10129
55,AL,200802,201906,1,10,1,36,124,313,202,17,504,152,0,1,6,656,34762,577883.11,194,0,462,0,0
55,SE,201110,201906,3,15,2,50,145,315,905,100,1080,385,0,1,3,1465,57800,836803.34,479,0,0,0,986
55,BA,200904,201906,22,68,3,163,107,798,739,400,1391,653,0,1,5,2044,164279,820755.57,1116,0,103,0,825
55,MG,200801,201906,32,153,4,511,1038,9192,9122,5963,17321,7994,0,1,9,25315,2984356,7945881.42,1697,655,9306,2799,10858
55,ES,200803,201906,12,32,3,138,374,1513,2360,1369,3219,2397,0,1,8,5616,517314,3448514.06,0,353,1135,0,4128
55,RJ,200801,201906,2,38,2,317,331,2207,4383,1399,5445,2875,0,1,8,8320,670252,4713687.84,0,0,145,154,8021
55,SP,200801,201906,28,327,2,2327,4011,28383,34031,23945,57754,32616,2,1,13,90370,8447590,76468497.82,0,768,12895,7847,68860
55,PR,200801,201906,24,143,3,536,1510,13827,12363,6640,24081,10259,12,1,11,34340,2869444,15982154.14,191,1282,13447,514,18906
55,SC,200801,201906,3,82,3,243,632,5508,4887,2355,9518,3864,5,1,10,13382,1093373,5174969.03,0,0,3183,3296,6903
55,RS,200805,201906,18,144,1,392,987,4241,5822,2951,9505,4496,0,1,8,14001,1579144,8924952.77,0,0,6260,1136,6605
55,MS,200805,201906,1,21,1,87,158,2098,1761,704,3028,1693,7,1,6,4721,460628,4016102.94,0,23,314,4384,0
55,MT,201005,201906,1,22,1,65,91,274,653,110,560,568,0,1,5,1128,68966,1151309.25,26,393,0,709,0
55,GO,200801,201906,4,48,2,207,255,3532,3009,1407,5104,3099,0,1,7,8203,831733,7951331.70,78,1355,2310,60,4400
55,DF,200801,201906,4,13,2,170,207,2817,2053,1464,4759,1782,0,1,4,6541,518181,3277180.46,0,0,0,0,3617
56,RO,200804,201906,2,10,2,30,168,8,20,21,141,76,0,2,2,217,1050,27576.65,28,31,158,0,0
56,AC,200909,201809,2,3,2,4,70,4,0,5,5,74,0,1,2,79,1320,33409.79,32,47,0,0,0
56,AM,200803,201905,2,3,2,42,108,22,27,13,67,103,0,2,2,170,827,16670.52,1,0,0,169,0
56,RR,200810,201606,2,2,2,7,16,5,5,5,16,15,0,1,2,31,63,1890.08,5,26,0,0,0
56,PA,200804,201906,2,11,2,29,45,11,67,51,43,131,0,4,2,174,904,19160.12,60,0,0,114,0
56,AP,201409,201411,1,1,1,1,0,0,6,0,6,0,0,1,1,6,0,0.00,0,6,0,0,0
56,TO,201406,201812,1,3,1,4,0,2,2,0,2,2,0,1,1,4,109,2040.45,0,1,1,2,0
56,MA,200801,201906,3,17,3,140,345,61,166,75,265,382,0,3,2,647,4989,160237.82,106,18,0,523,0
56,PI,200810,201906,3,5,3,19,125,13,24,0,38,124,0,2,2,162,1486,37400.29,70,0,92,0,0
56,CE,200801,201906,5,21,3,66,99,28,135,69,99,232,0,3,2,331,1867,60727.98,148,5,0,0,178
56,RN,200809,201906,5,71,2,596,693,475,1108,1268,2254,1290,0,4,2,3544,17500,283895.60,644,0,2257,0,643
56,PB,200802,201906,5,37,4,112,146,78,143,218,357,228,2,3,2,585,1861,57774.40,149,0,436,0,0
56,PE,200802,201906,2,20,2,105,401,38,348,153,472,468,0,2,2,940,8880,302356.76,120,0,32,0,788
56,AL,200801,201906,2,21,2,80,79,48,110,167,206,198,0,2,2,404,1909,35913.62,113,0,291,0,0
56,SE,200907,201906,3,9,2,15,95,1,10,0,42,64,0,2,2,106,743,4464.48,72,0,0,0,34
56,BA,200804,201905,3,10,2,20,100,11,11,7,65,64,0,1,2,129,963,3122.09,28,0,18,0,83
56,MG,200801,201906,24,89,2,237,1194,489,703,620,1660,1346,0,3,3,3006,30970,675045.61,217,67,1554,28,1140
56,ES,200801,201906,11,21,2,60,125,188,219,242,520,254,0,3,2,774,5071,113501.15,0,63,196,0,515
56,RJ,200801,201906,4,19,2,45,322,73,250,159,313,491,0,2,2,804,9882,177760.46,0,0,97,126,581
56,SP,200801,201906,26,339,1,6887,11446,8640,15748,13852,25129,24557,12,4,3,49686,342147,9684340.33,0,602,2865,3799,42420
56,PR,200801,201906,17,49,2,152,287,387,482,539,807,888,3,4,2,1695,12034,279959.10,12,29,412,148,1094
56,SC,200801,201906,2,34,2,76,173,323,263,356,500,615,2,4,2,1115,8664,264262.04,0,0,311,189,615
56,RS,200801,201906,17,64,1,213,489,222,598,424,961,772,0,4,2,1733,17487,343318.14,0,0,445,196,1092
56,MS,200801,201906,2,14,2,45,261,71,231,77,396,244,2,4,4,640,4585,121165.41,0,3,97,540,0
56,MT,200806,201904,3,17,2,56,53,72,110,73,219,89,0,3,2,308,2502,91326.49,0,78,0,230,0
56,GO,200801,201906,4,20,3,68,103,219,329,127,454,324,0,4,2,778,5879,121417.19,0,227,139,23,389
56,DF,201101,201906,3,7,2,46,525,148,114,155,578,364,0,2,1,942,8265,148955.82,0,0,0,0,699
57,RO,200801,201906,18,52,12,3804,2542,25357,49916,41667,55033,64449,11,3,18,119482,4760616,7353285.20,14537,32960,71985,0,0
57,AC,200801,201906,9,18,8,1316,2510,13890,21870,20449,23815,34904,12,3,21,58719,1585871,2620262.88,4404,54315,0,0,0
57,AM,200801,201906,12,48,10,6022,8330,77510,159674,122646,175127,193033,7,4,17,368160,18086770,30841107.61,9987,0,0,358173,0
57,RR,200801,201906,6,14,6,1323,1394,7960,24247,19393,23494,29506,58,3,16,53000,2293001,3941115.02,2215,50785,0,0,0
57,PA,200801,201906,29,141,15,10319,13609,79450,169763,131246,173046,221067,209,4,21,394113,11075950,22504266.23,146840,41001,0,206272,0
57,AP,200801,201906,7,13,6,1112,1096,6474,17500,9140,13579,20631,41,2,17,34210,1307423,2837972.52,197,34013,0,0,0
57,TO,200801,201906,22,122,13,2019,1988,22223,38938,33856,40572,56433,80,3,15,97005,2231788,5283461.08,3905,30261,42168,20671,0
57,MA,200801,201906,20,200,13,11412,18567,97235,175897,141920,182379,251241,20,4,21,433620,8742937,15979902.04,101922,22283,0,309415,0
57,PI,200801,201906,26,223,16,7810,10066,101557,176573,179660,169811,298048,323,3,20,467859,12748042,25958291.51,196598,0,271261,0,0
57,CE,200801,201906,50,185,19,23714,27791,274221,366285,333480,455828,545988,92,4,26,1001816,54715962,110554418.17,351537,51110,93382,0,505786
57,RN,200801,201906,28,167,14,11306,9725,112575,195506,197520,231962,283364,154,4,27,515326,25324923,57879566.83,153363,0,55944,0,306019
57,PB,200801,201906,35,221,13,10398,10479,114463,213291,221452,249414,310273,126,4,34,559687,19393498,35746244.54,200495,0,359192,0,0
