"co_pcdt","nu_ano_competencia","sg_procedimento","sg_procedimento_outros","qt_cns_paciente","qt_dispensacao","qt_cns_paciente_total","qt_dispensacao_total","qt_cns_paciente_percentual","qt_dispensacao_percentual"
47,2014,AMBR5,AMBR5,22,47,5213,37244,0,0
47,2014,BOSE125,BOSE125,790,3815,5213,37244,15,10
47,2014,BOSE625,BOSE625,225,658,5213,37244,4,2
47,2014,ILOP101,ILOP101,28,120,5213,37244,1,0
47,2014,SILD20,SILD20,4145,32599,5213,37244,80,88
47,2015,AMBR10,AMBR10,58,255,6042,47328,1,1
47,2015,AMBR5,AMBR5,223,880,6042,47328,4,2
47,2015,BOSE125,BOSE125,1131,9358,6042,47328,19,20
47,2015,BOSE625,BOSE625,409,2065,6042,47328,7,4
47,2015,ILOP101,ILOP101,9,48,6042,47328,0,0
47,2015,SILD20,SILD20,4212,34722,6042,47328,70,73
47,2016,AMBR10,AMBR10,162,1018,6331,51426,3,2
47,2016,AMBR5,AMBR5,343,2231,6331,51426,5,4
47,2016,BOSE125,BOSE125,1196,10516,6331,51426,19,20
47,2016,BOSE625,BOSE625,396,2356,6331,51426,6,5
47,2016,ILOP101,ILOP101,19,104,6331,51426,0,0
47,2016,SILD20,SILD20,4215,35201,6331,51426,67,68
47,2017,AMBR10,AMBR10,389,2740,6765,55763,6,5
47,2017,AMBR5,AMBR5,406,2561,6765,55763,6,5
47,2017,BOSE125,BOSE125,1295,10751,6765,55763,19,19
47,2017,BOSE625,BOSE625,485,2748,6765,55763,7,5
47,2017,ILOP101,ILOP101,14,50,6765,55763,0,0
47,2017,SILD20,SILD20,4176,36913,6765,55763,62,66
47,2018,AMBR10,AMBR10,811,5561,7634,62503,11,9
47,2018,AMBR5,AMBR5,461,2712,7634,62503,6,4
47,2018,BOSE125,BOSE125,1414,10844,7634,62503,19,17
47,2018,BOSE625,BOSE625,540,2882,7634,62503,7,5
47,2018,ILOP101,ILOP101,38,252,7634,62503,0,0
47,2018,SILD20,SILD20,4370,40252,7634,62503,57,64
47,2019,AMBR10,AMBR10,806,3691,6542,32129,12,11
47,2019,AMBR5,AMBR5,355,1331,6542,32129,5,4
47,2019,BOSE125,BOSE125,1182,5658,6542,32129,18,18
47,2019,BOSE625,BOSE625,403,1656,6542,32129,6,5
47,2019,ILOP101,ILOP101,57,213,6542,32129,1,1
47,2019,SILD20,SILD20,3739,19580,6542,32129,57,61
48,2008,ALEN10,ALEN10,29,49,7054,42091,0,0
48,2008,ALFA025,ALFA025,268,1225,7054,42091,4,3
48,2008,ALFA10,ALFA10,29,143,7054,42091,0,0
48,2008,ALFA4000,ALFA4000,24,27,7054,42091,0,0
48,2008,CALC025,CALC025,6642,40542,7054,42091,94,96
48,2008,LEVO100,LEVO100,7,13,7054,42091,0,0
48,2008,SACA1005,SACA1005,17,26,7054,42091,0,0
48,2008,SINV20,SINV20,8,17,7054,42091,0,0
48,2009,ALFA025,ALFA025,246,1321,7357,48532,3,3
48,2009,ALFA10,ALFA10,45,179,7357,48532,1,0
48,2009,CALC025,CALC025,7066,47032,7357,48532,96,97
48,2010,ALFA025,ALFA025,138,920,6919,45548,2,2
48,2010,ALFA10,ALFA10,31,185,6919,45548,0,0
48,2010,ALFA4000,ALFA4000,1,1,6919,45548,0,0
48,2010,ATOR10,ATOR10,5,5,6919,45548,0,0
48,2010,ATOR20,ATOR20,4,4,6919,45548,0,0
48,2010,CALC025,CALC025,6729,44420,6919,45548,97,98
48,2010,LEFL20,LEFL20,1,1,6919,45548,0,0
48,2010,LEUP1125,LEUP1125,1,3,6919,45548,0,0
48,2010,PRAV20,PRAV20,1,1,6919,45548,0,0
48,2010,,,8,8,6919,45548,0,0
48,2011,ALFA025,ALFA025,191,1016,6762,44929,3,2
48,2011,ALFA10,ALFA10,32,196,6762,44929,0,0
48,2011,CALC025,CALC025,6539,43717,6762,44929,97,97
48,2012,ALFA025,ALFA025,192,1469,7031,51518,3,3
48,2012,ALFA10,ALFA10,33,227,7031,51518,0,0
48,2012,CALC025,CALC025,6806,49822,7031,51518,97,97
48,2013,ALFA025,ALFA025,146,1086,7662,55800,2,2
48,2013,ALFA10,ALFA10,29,206,7662,55800,0,0
48,2013,CALC025,CALC025,7487,54508,7662,55800,98,98
48,2014,ALFA025,ALFA025,83,534,7994,61404,1,1
48,2014,ALFA10,ALFA10,24,185,7994,61404,0,0
48,2014,CALC025,CALC025,7887,60685,7994,61404,99,99
48,2015,ALFA025,ALFA025,64,538,8633,63295,1,1
48,2015,ALFA10,ALFA10,19,177,8633,63295,0,0
48,2015,CALC025,CALC025,8550,62580,8633,63295,99,99
48,2016,ALFA025,ALFA025,83,540,9107,62409,1,1
48,2016,ALFA10,ALFA10,15,130,9107,62409,0,0
48,2016,CALC025,CALC025,9009,61739,9107,62409,99,99
48,2017,ALFA025,ALFA025,73,341,9865,75476,1,0
48,2017,ALFA10,ALFA10,17,67,9865,75476,0,0
48,2017,CALC025,CALC025,9775,75068,9865,75476,99,99
48,2018,ALFA025,ALFA025,2,2,10553,78725,0,0
48,2018,CALC025,CALC025,10551,78723,10553,78725,100,100
48,2019,CALC025,CALC025,9727,37934,9727,37934,100,100
49,2008,ACIT10,ACIT10,500,2222,887,3715,56,60
49,2008,ACIT25,ACIT25,386,1492,887,3715,44,40
49,2008,OCTR10,OCTR10,1,1,887,3715,0,0
49,2009,ACIT10,ACIT10,531,3066,959,5354,55,57
49,2009,ACIT25,ACIT25,428,2288,959,5354,45,43
49,2010,ACIT10,ACIT10,636,3583,1109,6173,57,58
49,2010,ACIT25,ACIT25,468,2582,1109,6173,42,42
49,2010,,,5,8,1109,6173,0,0
49,2011,ACIT10,ACIT10,658,3981,1100,6549,60,61
49,2011,ACIT25,ACIT25,442,2568,1100,6549,40,39
49,2012,ACIT10,ACIT10,671,4016,1228,7222,55,56
49,2012,ACIT25,ACIT25,557,3206,1228,7222,45,44
49,2013,ACIT10,ACIT10,660,4199,1261,7510,52,56
49,2013,ACIT25,ACIT25,601,3311,1261,7510,48,44
49,2014,ACIT10,ACIT10,667,4494,1266,8173,53,55
49,2014,ACIT25,ACIT25,599,3679,1266,8173,47,45
49,2015,ACIT10,ACIT10,703,4598,1401,8761,50,52
49,2015,ACIT25,ACIT25,698,4163,1401,8761,50,48
49,2016,ACIT10,ACIT10,750,4956,1506,9297,50,53
49,2016,ACIT25,ACIT25,756,4341,1506,9297,50,47
49,2017,ACIT10,ACIT10,770,4649,1585,9193,49,51
49,2017,ACIT25,ACIT25,815,4544,1585,9193,51,49
49,2018,ACIT10,ACIT10,717,4032,1611,9131,45,44
49,2018,ACIT25,ACIT25,894,5099,1611,9131,55,56
49,2019,ACIT10,ACIT10,553,2021,1284,4608,43,44
49,2019,ACIT25,ACIT25,731,2587,1284,4608,57,56
50,2008,IMUN05,IMUN05,87,384,1471,8590,6,4
50,2008,IMUN10,IMUN10,60,314,1471,8590,4,4
50,2008,IMUN25,IMUN25,101,163,1471,8590,7,2
50,2008,IMUN30,IMUN30,1,2,1471,8590,0,0
50,2008,IMUN50,IMUN50,1221,7726,1471,8590,83,90
50,2008,IMUN60,IMUN60,1,1,1471,8590,0,0
50,2009,IMUN05,IMUN05,65,323,1507,9956,4,3
50,2009,IMUN10,IMUN10,45,293,1507,9956,3,3
50,2009,IMUN25,IMUN25,86,178,1507,9956,6,2
50,2009,IMUN30,IMUN30,1,1,1507,9956,0,0
50,2009,IMUN50,IMUN50,1308,9157,1507,9956,87,92
50,2009,IMUN60,IMUN60,2,4,1507,9956,0,0
50,2010,ALFA2000,ALFA2000,1,1,1679,10592,0,0
50,2010,ALFA4000,ALFA4000,1,1,1679,10592,0,0
50,2010,BUDE200100,BUDE200100,1,1,1679,10592,0,0
50,2010,CALC025,CALC025,1,1,1679,10592,0,0
50,2010,FORM12,FORM12,1,1,1679,10592,0,0
50,2010,IMUN05,IMUN05,68,267,1679,10592,4,3
50,2010,IMUN10,IMUN10,42,323,1679,10592,3,3
50,2010,IMUN25,IMUN25,145,361,1679,10592,9,3
50,2010,IMUN30,IMUN30,2,3,1679,10592,0,0
50,2010,IMUN50,IMUN50,1402,9618,1679,10592,84,91
50,2010,LAMO100,LAMO100,1,1,1679,10592,0,0
50,2010,SOMA4,SOMA4,1,1,1679,10592,0,0
50,2010,SULF500,SULF500,1,1,1679,10592,0,0
50,2010,,,12,12,1679,10592,1,0
50,2011,IMUN05,IMUN05,49,188,1875,10593,3,2
50,2011,IMUN10,IMUN10,32,134,1875,10593,2,1
50,2011,IMUN25,IMUN25,348,980,1875,10593,19,9
50,2011,IMUN30,IMUN30,2,4,1875,10593,0,0
50,2011,IMUN50,IMUN50,1444,9287,1875,10593,77,88
50,2012,IMUN05,IMUN05,37,166,1728,12172,2,1
50,2012,IMUN10,IMUN10,12,98,1728,12172,1,1
50,2012,IMUN25,IMUN25,55,134,1728,12172,3,1
50,2012,IMUN50,IMUN50,1618,11764,1728,12172,94,97
50,2012,IMUN60,IMUN60,6,10,1728,12172,0,0
50,2013,IMUN05,IMUN05,25,81,1827,12930,1,1
50,2013,IMUN10,IMUN10,11,80,1827,12930,1,1
50,2013,IMUN25,IMUN25,33,100,1827,12930,2,1
50,2013,IMUN50,IMUN50,1743,12645,1827,12930,95,98
50,2013,IMUN60,IMUN60,15,24,1827,12930,1,0
50,2014,IMUN05,IMUN05,40,125,1981,14186,2,1
50,2014,IMUN10,IMUN10,9,75,1981,14186,0,1
50,2014,IMUN25,IMUN25,18,53,1981,14186,1,0
50,2014,IMUN50,IMUN50,1897,13890,1981,14186,96,98
50,2014,IMUN60,IMUN60,17,43,1981,14186,1,0
50,2015,IMUN05,IMUN05,35,96,2149,15122,2,1
50,2015,IMUN10,IMUN10,9,37,2149,15122,0,0
50,2015,IMUN25,IMUN25,22,47,2149,15122,1,0
50,2015,IMUN50,IMUN50,2078,14931,2149,15122,97,99
50,2015,IMUN60,IMUN60,5,11,2149,15122,0,0
50,2016,IMUN05,IMUN05,23,90,2274,15689,1,1
50,2016,IMUN10,IMUN10,7,23,2274,15689,0,0
50,2016,IMUN25,IMUN25,8,27,2274,15689,0,0
50,2016,IMUN50,IMUN50,2207,15413,2274,15689,97,98
50,2016,IMUN60,IMUN60,29,136,2274,15689,1,1
50,2017,IMUN05,IMUN05,21,55,2466,17459,1,0
50,2017,IMUN25,IMUN25,6,31,2466,17459,0,0
50,2017,IMUN50,IMUN50,2391,17147,2466,17459,97,98
50,2017,IMUN60,IMUN60,48,226,2466,17459,2,1
50,2018,IMUN05,IMUN05,6,26,2693,18005,0,0
50,2018,IMUN10,IMUN10,2,19,2693,18005,0,0
50,2018,IMUN25,IMUN25,5,12,2693,18005,0,0
50,2018,IMUN50,IMUN50,2605,17564,2693,18005,97,98
50,2018,IMUN60,IMUN60,75,384,2693,18005,3,2
50,2019,IMUN05,IMUN05,2,3,2331,8957,0,0
50,2019,IMUN10,IMUN10,2,7,2331,8957,0,0
50,2019,IMUN25,IMUN25,3,6,2331,8957,0,0
50,2019,IMUN50,IMUN50,2269,8741,2331,8957,97,98
50,2019,IMUN60,IMUN60,55,200,2331,8957,2,2
51,2010,FLUD01,FLUD01,119,340,119,340,100,100
51,2011,FLUD01,FLUD01,214,921,214,921,100,100
51,2012,FLUD01,FLUD01,301,1262,301,1262,100,100
51,2013,FLUD01,FLUD01,430,1702,430,1702,100,100
51,2014,FLUD01,FLUD01,600,2739,600,2739,100,100
51,2015,FLUD01,FLUD01,712,2920,712,2920,100,100
51,2016,FLUD01,FLUD01,727,2932,727,2932,100,100
51,2017,FLUD01,FLUD01,785,3595,785,3595,100,100
51,2018,FLUD01,FLUD01,814,3591,814,3591,100,100
51,2019,FLUD01,FLUD01,733,2032,733,2032,100,100
52,2008,BEZA400,BEZA400,2,2,2126,11910,0,0
52,2008,PANC10000,PANC10000,147,684,2126,11910,7,6
52,2008,PANC12000,PANC12000,896,5194,2126,11910,42,44
52,2008,PANC18000,PANC18000,214,1205,2126,11910,10,10
52,2008,PANC20000,PANC20000,498,2655,2126,11910,23,22
52,2008,PANC25000,PANC25000,163,905,2126,11910,8,8
52,2008,PANC4500,PANC4500,202,1261,2126,11910,10,11
52,2009,PANC10000,PANC10000,199,1011,2485,13450,8,8
52,2009,PANC12000,PANC12000,875,4843,2485,13450,35,36
52,2009,PANC18000,PANC18000,239,1153,2485,13450,10,9
52,2009,PANC20000,PANC20000,540,3037,2485,13450,22,23
52,2009,PANC25000,PANC25000,428,2122,2485,13450,17,16
52,2009,PANC4500,PANC4500,204,1284,2485,13450,8,10
52,2010,IMIG200,IMIG200,2,2,2906,14486,0,0
52,2010,PANC10000,PANC10000,336,1495,2906,14486,12,10
52,2010,PANC12000,PANC12000,893,4441,2906,14486,31,31
52,2010,PANC18000,PANC18000,181,866,2906,14486,6,6
52,2010,PANC20000,PANC20000,588,2913,2906,14486,20,20
52,2010,PANC25000,PANC25000,748,4022,2906,14486,26,28
52,2010,PANC4500,PANC4500,156,743,2906,14486,5,5
52,2011,PANC10000,PANC10000,1101,6225,3166,16960,35,37
52,2011,PANC12000,PANC12000,226,540,3166,16960,7,3
52,2011,PANC18000,PANC18000,30,63,3166,16960,1,0
52,2011,PANC20000,PANC20000,141,334,3166,16960,4,2
52,2011,PANC25000,PANC25000,1548,9412,3166,16960,49,55
52,2011,PANC4500,PANC4500,120,386,3166,16960,4,2
52,2012,PANC10000,PANC10000,996,6791,2967,20127,34,34
52,2012,PANC12000,PANC12000,3,3,2967,20127,0,0
52,2012,PANC20000,PANC20000,13,56,2967,20127,0,0
52,2012,PANC25000,PANC25000,1950,13268,2967,20127,66,66
52,2012,PANC4500,PANC4500,5,9,2967,20127,0,0
52,2013,PANC10000,PANC10000,919,6519,3153,22711,29,29
52,2013,PANC12000,PANC12000,2,4,3153,22711,0,0
52,2013,PANC20000,PANC20000,12,53,3153,22711,0,0
52,2013,PANC25000,PANC25000,2218,16126,3153,22711,70,71
52,2013,PANC4500,PANC4500,2,9,3153,22711,0,0
52,2014,PANC10000,PANC10000,969,6829,3725,26544,26,26
52,2014,PANC20000,PANC20000,21,58,3725,26544,1,0
52,2014,PANC25000,PANC25000,2733,19653,3725,26544,73,74
52,2014,PANC4500,PANC4500,2,4,3725,26544,0,0
52,2015,PANC10000,PANC10000,1002,7339,4164,30404,24,24
52,2015,PANC18000,PANC18000,1,1,4164,30404,0,0
52,2015,PANC20000,PANC20000,6,17,4164,30404,0,0
52,2015,PANC25000,PANC25000,3154,23046,4164,30404,76,76
52,2015,PANC4500,PANC4500,1,1,4164,30404,0,0
52,2016,PANC10000,PANC10000,984,7170,4671,33282,21,22
52,2016,PANC20000,PANC20000,1,1,4671,33282,0,0
52,2016,PANC25000,PANC25000,3686,26111,4671,33282,79,78
52,2017,PANC10000,PANC10000,1027,7724,5030,38308,20,20
52,2017,PANC25000,PANC25000,4003,30584,5030,38308,80,80
52,2018,PANC10000,PANC10000,1069,7879,5588,40253,19,20
52,2018,PANC25000,PANC25000,4519,32374,5588,40253,81,80
52,2019,PANC10000,PANC10000,917,4032,5041,21011,18,19
52,2019,PANC25000,PANC25000,4124,16979,5041,21011,82,81
53,2008,GOSS1080,GOSS1080,7016,10645,12009,26983,58,39
53,2008,GOSS360,GOSS360,3873,11739,12009,26983,32,44
53,2008,LEUP1125,LEUP1125,46,74,12009,26983,0,0
53,2008,LEUP375,LEUP375,787,3560,12009,26983,7,13
53,2008,TRIP375,TRIP375,287,965,12009,26983,2,4
53,2009,GOSS1080,GOSS1080,7170,10643,11703,24802,61,43
53,2009,GOSS360,GOSS360,3526,10403,11703,24802,30,42
53,2009,LEUP1125,LEUP1125,260,407,11703,24802,2,2
53,2009,LEUP375,LEUP375,707,3217,11703,24802,6,13
53,2009,TRIP375,TRIP375,40,132,11703,24802,0,1
53,2010,GOSS1080,GOSS1080,7642,11113,11255,21444,68,52
53,2010,GOSS360,GOSS360,2793,8187,11255,21444,25,38
53,2010,LEUP1125,LEUP1125,377,682,11255,21444,3,3
53,2010,LEUP375,LEUP375,361,1283,11255,21444,3,6
53,2010,TRIP375,TRIP375,52,149,11255,21444,0,1
53,2010,,,30,30,11255,21444,0,0
53,2011,GOSS1080,GOSS1080,8002,11614,11950,23299,67,50
53,2011,GOSS360,GOSS360,3269,9923,11950,23299,27,43
53,2011,LEUP1125,LEUP1125,289,412,11950,23299,2,2
53,2011,LEUP375,LEUP375,363,1278,11950,23299,3,5
53,2011,TRIP375,TRIP375,27,72,11950,23299,0,0
53,2012,GOSS1080,GOSS1080,7890,11593,11310,21473,70,54
53,2012,GOSS360,GOSS360,2672,7844,11310,21473,24,37
53,2012,LEUP1125,LEUP1125,319,489,11310,21473,3,2
53,2012,LEUP375,LEUP375,372,1436,11310,21473,3,7
53,2012,TRIP1125,TRIP1125,2,2,11310,21473,0,0
53,2012,TRIP375,TRIP375,55,109,11310,21473,0,1
53,2013,GOSS1080,GOSS1080,9030,13261,11884,21640,76,61
53,2013,GOSS360,GOSS360,2331,6837,11884,21640,20,32
53,2013,LEUP1125,LEUP1125,140,241,11884,21640,1,1
53,2013,LEUP375,LEUP375,305,1092,11884,21640,3,5
53,2013,TRIP375,TRIP375,78,209,11884,21640,1,1
53,2014,GOSS1080,GOSS1080,9499,13812,12443,22537,76,61
53,2014,GOSS360,GOSS360,2505,7356,12443,22537,20,33
53,2014,LEUP1125,LEUP1125,134,228,12443,22537,1,1
53,2014,LEUP375,LEUP375,268,1028,12443,22537,2,5
53,2014,TRIP1125,TRIP1125,4,4,12443,22537,0,0
53,2014,TRIP375,TRIP375,33,109,12443,22537,0,0
53,2015,GOSS1080,GOSS1080,8619,12198,11436,20600,75,59
53,2015,GOSS360,GOSS360,2412,7197,11436,20600,21,35
53,2015,LEUP1125,LEUP1125,137,219,11436,20600,1,1
53,2015,LEUP375,LEUP375,241,919,11436,20600,2,4
53,2015,TRIP1125,TRIP1125,6,8,11436,20600,0,0
53,2015,TRIP375,TRIP375,21,59,11436,20600,0,0
53,2016,GOSS1080,GOSS1080,8377,12196,10656,19149,79,64
53,2016,GOSS360,GOSS360,2040,6262,10656,19149,19,33
53,2016,LEUP1125,LEUP1125,77,145,10656,19149,1,1
53,2016,LEUP375,LEUP375,151,509,10656,19149,1,3
53,2016,TRIP375,TRIP375,11,37,10656,19149,0,0
53,2017,GOSS1080,GOSS1080,7653,11153,9454,16249,81,69
53,2017,GOSS360,GOSS360,1553,4347,9454,16249,16,27
53,2017,LEUP1125,LEUP1125,58,96,9454,16249,1,1
53,2017,LEUP375,LEUP375,175,607,9454,16249,2,4
53,2017,TRIP375,TRIP375,15,46,9454,16249,0,0
53,2018,GOSS1080,GOSS1080,7506,10947,9291,16427,81,67
53,2018,GOSS360,GOSS360,1559,4816,9291,16427,17,29
53,2018,LEUP1125,LEUP1125,57,105,9291,16427,1,1
53,2018,LEUP375,LEUP375,162,541,9291,16427,2,3
53,2018,TRIP1125,TRIP1125,1,1,9291,16427,0,0
53,2018,TRIP375,TRIP375,6,17,9291,16427,0,0
53,2019,GOSS1080,GOSS1080,4254,5235,5365,7706,79,68
53,2019,GOSS360,GOSS360,924,2177,5365,7706,17,28
53,2019,LEUP1125,LEUP1125,55,59,5365,7706,1,1
53,2019,LEUP375,LEUP375,130,233,5365,7706,2,3
53,2019,TRIP375,TRIP375,2,2,5365,7706,0,0
54,2008,AZAT50,AZAT50,9163,58587,9643,60715,95,96
54,2008,CALC025,CALC025,9,10,9643,60715,0,0
54,2008,CICLOSP100,CICLOSP100,176,884,9643,60715,2,1
54,2008,CICLOSP10050,CICLOSP10050,12,75,9643,60715,0,0
54,2008,CICLOSP25,CICLOSP25,70,345,9643,60715,1,1
54,2008,CICLOSP50,CICLOSP50,154,740,9643,60715,2,1
54,2008,MICO500,MICO500,23,23,9643,60715,0,0
54,2009,AZAT50,AZAT50,10795,72153,11238,74744,96,97
54,2009,CALC025,CALC025,1,1,11238,74744,0,0
54,2009,CICLOSP100,CICLOSP100,193,1191,11238,74744,2,2
54,2009,CICLOSP10050,CICLOSP10050,12,41,11238,74744,0,0
54,2009,CICLOSP25,CICLOSP25,64,466,11238,74744,1,1
54,2009,CICLOSP50,CICLOSP50,172,890,11238,74744,2,1
54,2009,MICO500,MICO500,1,2,11238,74744,0,0
54,2010,AZAT50,AZAT50,11703,74542,12254,76948,96,97
54,2010,CICLOSP100,CICLOSP100,202,1041,12254,76948,2,1
54,2010,CICLOSP10050,CICLOSP10050,21,64,12254,76948,0,0
54,2010,CICLOSP25,CICLOSP25,59,336,12254,76948,0,0
54,2010,CICLOSP50,CICLOSP50,171,841,12254,76948,1,1
54,2010,HIDR400,HIDR400,11,19,12254,76948,0,0
54,2010,,,67,72,12254,76948,1,0
54,2011,AZAT50,AZAT50,13122,85795,13696,88747,96,97
54,2011,CICLOSP10,CICLOSP10,3,7,13696,88747,0,0
54,2011,CICLOSP100,CICLOSP100,264,1418,13696,88747,2,2
54,2011,CICLOSP10050,CICLOSP10050,8,24,13696,88747,0,0
54,2011,CICLOSP25,CICLOSP25,61,346,13696,88747,0,0
54,2011,CICLOSP50,CICLOSP50,238,1157,13696,88747,2,1
54,2012,AZAT50,AZAT50,13997,91910,14594,95183,96,97
54,2012,CICLOSP100,CICLOSP100,272,1583,14594,95183,2,2
54,2012,CICLOSP10050,CICLOSP10050,11,35,14594,95183,0,0
54,2012,CICLOSP25,CICLOSP25,61,358,14594,95183,0,0
54,2012,CICLOSP50,CICLOSP50,253,1297,14594,95183,2,1
54,2013,AZAT50,AZAT50,14592,91132,19193,105773,76,86
54,2013,CICLOSP100,CICLOSP100,264,1380,19193,105773,1,1
54,2013,CICLOSP25,CICLOSP25,61,343,19193,105773,0,0
54,2013,CICLOSP50,CICLOSP50,276,1542,19193,105773,1,1
54,2013,CLOR150,CLOR150,455,1329,19193,105773,2,1
54,2013,HIDR400,HIDR400,3151,9093,19193,105773,16,9
54,2013,METO25,METO25,354,837,19193,105773,2,1
54,2014,AZAT50,AZAT50,15566,105810,27418,179232,57,59
54,2014,CICLOSP100,CICLOSP100,310,1829,27418,179232,1,1
54,2014,CICLOSP50,CICLOSP50,349,2073,27418,179232,1,1
54,2014,CLOR150,CLOR150,908,5184,27418,179232,3,3
54,2014,HIDR400,HIDR400,8933,57739,27418,179232,33,32
54,2014,METO25,METO25,1116,5514,27418,179232,4,3
54,2014,METO252,METO252,95,415,27418,179232,0,0
54,2015,AZAT50,AZAT50,16495,112367,34045,224215,48,50
54,2015,CICLOSP100,CICLOSP100,345,1913,34045,224215,1,1
54,2015,CICLOSP50,CICLOSP50,449,2470,34045,224215,1,1
54,2015,CLOR150,CLOR150,1086,6856,34045,224215,3,3
54,2015,HIDR400,HIDR400,13587,89375,34045,224215,40,40
54,2015,METO25,METO25,1672,9300,34045,224215,5,4
54,2015,METO252,METO252,197,952,34045,224215,1,0
54,2016,AZAT50,AZAT50,17850,117726,39819,254066,45,46
54,2016,CICLOSP100,CICLOSP100,383,2120,39819,254066,1,1
54,2016,CICLOSP50,CICLOSP50,456,2448,39819,254066,1,1
54,2016,CLOR150,CLOR150,1248,7130,39819,254066,3,3
54,2016,HIDR400,HIDR400,17156,110300,39819,254066,43,43
54,2016,METO25,METO25,2272,12293,39819,254066,6,5
54,2016,METO252,METO252,210,946,39819,254066,1,0
54,2017,AZAT50,AZAT50,19741,135576,49089,324264,40,42
54,2017,CICLOSP100,CICLOSP100,447,2514,49089,324264,1,1
54,2017,CICLOSP50,CICLOSP50,517,2837,49089,324264,1,1
54,2017,CLOR150,CLOR150,1203,5841,49089,324264,2,2
54,2017,HIDR400,HIDR400,23689,158190,49089,324264,48,49
54,2017,METO25,METO25,2927,16558,49089,324264,6,5
54,2017,METO252,METO252,313,1620,49089,324264,1,0
54,2018,AZAT50,AZAT50,21537,137881,58114,374085,37,37
54,2018,CICLOSP100,CICLOSP100,498,2810,58114,374085,1,1
54,2018,CICLOSP50,CICLOSP50,565,2951,58114,374085,1,1
54,2018,CLOR150,CLOR150,664,3308,58114,374085,1,1
54,2018,HIDR400,HIDR400,30603,204390,58114,374085,53,55
54,2018,METO25,METO25,3590,19639,58114,374085,6,5
54,2018,METO252,METO252,391,1931,58114,374085,1,1
54,2019,AZAT50,AZAT50,16697,64642,49100,193110,34,33
54,2019,CICLOSP100,CICLOSP100,377,1293,49100,193110,1,1
54,2019,CICLOSP50,CICLOSP50,433,1501,49100,193110,1,1
54,2019,CLOR150,CLOR150,381,1633,49100,193110,1,1
54,2019,HIDR400,HIDR400,27512,110053,49100,193110,56,57
54,2019,METO25,METO25,3225,12415,49100,193110,7,6
54,2019,METO252,METO252,292,938,49100,193110,1,0
55,2008,IMUN05,IMUN05,6,14,135,370,4,4
55,2008,IMUN10,IMUN10,3,12,135,370,2,3
55,2008,IMUN25,IMUN25,8,12,135,370,6,3
55,2008,IMUN50,IMUN50,118,332,135,370,87,90
55,2009,IMUN05,IMUN05,3,7,111,317,3,2
55,2009,IMUN10,IMUN10,2,18,111,317,2,6
55,2009,IMUN25,IMUN25,1,1,111,317,1,0
55,2009,IMUN50,IMUN50,105,291,111,317,95,92
55,2010,AZAT50,AZAT50,80,94,204,425,39,22
55,2010,CICLOSP100,CICLOSP100,1,1,204,425,0,0
55,2010,IMUN05,IMUN05,2,5,204,425,1,1
55,2010,IMUN10,IMUN10,2,13,204,425,1,3
55,2010,IMUN25,IMUN25,4,7,204,425,2,2
55,2010,IMUN50,IMUN50,114,297,204,425,56,70
55,2010,IMUN60,IMUN60,1,8,204,425,0,2
55,2011,AZAT50,AZAT50,698,4313,1246,6857,56,63
55,2011,CICLOSP100,CICLOSP100,15,87,1246,6857,1,1
55,2011,CICLOSP50,CICLOSP50,22,120,1246,6857,2,2
55,2011,IMUN05,IMUN05,4,8,1246,6857,0,0
55,2011,IMUN25,IMUN25,14,36,1246,6857,1,1
55,2011,IMUN50,IMUN50,119,382,1246,6857,10,6
55,2011,PIRI60,PIRI60,370,1905,1246,6857,30,28
55,2012,AZAT50,AZAT50,1111,8507,2025,14328,55,59
55,2012,CICLOSP100,CICLOSP100,26,160,2025,14328,1,1
55,2012,CICLOSP50,CICLOSP50,23,171,2025,14328,1,1
55,2012,IMUN05,IMUN05,8,16,2025,14328,0,0
55,2012,IMUN50,IMUN50,164,590,2025,14328,8,4
55,2012,IMUN60,IMUN60,4,5,2025,14328,0,0
55,2012,PIRI60,PIRI60,687,4874,2025,14328,34,34
55,2013,AZAT50,AZAT50,1393,10779,2635,18870,53,57
55,2013,CICLOSP100,CICLOSP100,34,203,2635,18870,1,1
55,2013,CICLOSP25,CICLOSP25,5,11,2635,18870,0,0
55,2013,CICLOSP50,CICLOSP50,40,252,2635,18870,2,1
55,2013,IMUN50,IMUN50,192,729,2635,18870,7,4
55,2013,IMUN60,IMUN60,13,32,2635,18870,0,0
55,2013,PIRI60,PIRI60,954,6854,2635,18870,36,36
55,2014,AZAT50,AZAT50,1560,12606,3144,24276,50,52
55,2014,CICLOSP100,CICLOSP100,43,321,3144,24276,1,1
55,2014,CICLOSP25,CICLOSP25,12,55,3144,24276,0,0
55,2014,CICLOSP50,CICLOSP50,79,532,3144,24276,3,2
55,2014,IMUN50,IMUN50,233,931,3144,24276,7,4
55,2014,IMUN60,IMUN60,11,22,3144,24276,0,0
55,2014,PIRI60,PIRI60,1195,9791,3144,24276,38,40
55,2015,AZAT50,AZAT50,1737,14157,3775,28597,46,50
55,2015,CICLOSP100,CICLOSP100,67,441,3775,28597,2,2
55,2015,CICLOSP25,CICLOSP25,18,89,3775,28597,0,0
55,2015,CICLOSP50,CICLOSP50,104,791,3775,28597,3,3
55,2015,IMUN50,IMUN50,272,1116,3775,28597,7,4
55,2015,IMUN60,IMUN60,7,15,3775,28597,0,0
