"co_pcdt","nu_ano_competencia","sg_procedimento","sg_procedimento_outros","qt_cns_paciente","qt_dispensacao","qt_cns_paciente_total","qt_dispensacao_total","qt_cns_paciente_percentual","qt_dispensacao_percentual"
0,2008,ALFA4000,ALFA4000,6329,24752,62014,289106,10,9
0,2008,LEVO100,LEVO100,6611,37015,62014,289106,11,13
0,2008,LEVO25,LEVO25,7951,41091,62014,289106,13,14
0,2008,LEVO50,LEVO50,7079,33940,62014,289106,11,12
0,2008,SACA1005,SACA1005,4186,17134,62014,289106,7,6
0,2008,SOMA12,SOMA12,3921,23208,62014,289106,6,8
0,2008,SOMA4,SOMA4,8601,55375,62014,289106,14,19
0,2009,ALFA4000,ALFA4000,6231,32186,56453,317048,11,10
0,2009,LEVO100,LEVO100,6205,40102,56453,317048,11,13
0,2009,LEVO25,LEVO25,7628,45852,56453,317048,14,14
0,2009,LEVO50,LEVO50,5637,27528,56453,317048,10,9
0,2009,SACA1005,SACA1005,4259,22657,56453,317048,8,7
0,2009,SOMA12,SOMA12,5121,32000,56453,317048,9,10
0,2009,SOMA4,SOMA4,8774,55980,56453,317048,16,18
0,2010,ALFA4000,ALFA4000,5716,22749,48479,222461,12,10
0,2010,DONE5,DONE5,2014,8196,48479,222461,4,4
0,2010,LEVO100,LEVO100,2859,6292,48479,222461,6,3
0,2010,LEVO25,LEVO25,3270,6581,48479,222461,7,3
0,2010,SACA1005,SACA1005,3039,10905,48479,222461,6,5
0,2010,SOMA12,SOMA12,6393,42651,48479,222461,13,19
0,2010,SOMA4,SOMA4,9164,58562,48479,222461,19,26
0,2011,ALFA4000,ALFA4000,1742,3338,28497,134658,6,2
0,2011,DONE10,DONE10,1159,2538,28497,134658,4,2
0,2011,DONE5,DONE5,870,1839,28497,134658,3,1
0,2011,RIVA3,RIVA3,901,1870,28497,134658,3,1
0,2011,SACA1005,SACA1005,1589,3844,28497,134658,6,3
0,2011,SOMA12,SOMA12,8113,49446,28497,134658,28,37
0,2011,SOMA4,SOMA4,9752,61565,28497,134658,34,46
0,2012,AZAT50,AZAT50,36,209,23153,125127,0,0
0,2012,CALC200,CALC200,21,168,23153,125127,0,0
0,2012,CICLOSP100,CICLOSP100,76,479,23153,125127,0,0
0,2012,CICLOSP50,CICLOSP50,36,243,23153,125127,0,0
0,2012,RISE35,RISE35,21,109,23153,125127,0,0
0,2012,SACA1005,SACA1005,1208,3103,23153,125127,5,2
0,2012,SOMA12,SOMA12,11066,60408,23153,125127,48,48
0,2012,SOMA4,SOMA4,10525,59310,23153,125127,45,47
0,2012,SULF500,SULF500,130,940,23153,125127,1,1
0,2013,BRIM205,BRIM205,796,1701,32875,164920,2,1
0,2013,DORZ205,DORZ205,3283,7712,32875,164920,10,5
0,2013,SACA1005,SACA1005,1251,2935,32875,164920,4,2
0,2013,SOMA12,SOMA12,13300,79494,32875,164920,40,48
0,2013,SOMA4,SOMA4,10436,64105,32875,164920,32,39
0,2013,TIMO505,TIMO505,1100,1879,32875,164920,3,1
0,2013,TRAV00425,TRAV00425,716,1229,32875,164920,2,1
0,2014,BRIM205,BRIM205,5990,21290,70017,316535,9,7
0,2014,DORZ205,DORZ205,6570,24163,70017,316535,9,8
0,2014,LATA00525,LATA00525,4907,16291,70017,316535,7,5
0,2014,SOMA12,SOMA12,16162,101753,70017,316535,23,32
0,2014,SOMA4,SOMA4,11311,70303,70017,316535,16,22
0,2014,TIMO505,TIMO505,11349,36669,70017,316535,16,12
0,2014,TRAV00425,TRAV00425,6418,21235,70017,316535,9,7
0,2015,CALC200,CALC200,18,83,31157,187864,0,0
0,2015,SACA1005,SACA1005,499,890,31157,187864,2,0
0,2015,SOMA12,SOMA12,20332,137849,31157,187864,65,73
0,2015,SOMA4,SOMA4,10308,49042,31157,187864,33,26
0,2016,CALC200,CALC200,17,102,32357,206608,0,0
0,2016,SOMA12,SOMA12,21720,149396,32357,206608,67,72
0,2016,SOMA4,SOMA4,10620,57110,32357,206608,33,28
0,2017,CALC200,CALC200,19,111,34573,221167,0,0
0,2017,SOMA12,SOMA12,23067,157263,34573,221167,67,71
0,2017,SOMA4,SOMA4,11487,63793,34573,221167,33,29
0,2018,DONE10,DONE10,625,2296,40379,246057,2,1
0,2018,DONE5,DONE5,600,2074,40379,246057,1,1
0,2018,GALA24,GALA24,115,447,40379,246057,0,0
0,2018,INSU1003,INSU1003,1873,2876,40379,246057,5,1
0,2018,SOMA12,SOMA12,24987,170766,40379,246057,62,69
0,2018,SOMA4,SOMA4,11415,65352,40379,246057,28,27
0,2018,TOXI100,TOXI100,105,132,40379,246057,0,0
0,2019,DONE10,DONE10,778,2427,52657,182910,1,1
0,2019,DONE5,DONE5,618,1853,52657,182910,1,1
0,2019,INSU1003,INSU1003,18986,52492,52657,182910,36,29
0,2019,RIVA18,RIVA18,148,400,52657,182910,0,0
0,2019,SOMA12,SOMA12,20976,85647,52657,182910,40,47
0,2019,SOMA4,SOMA4,9894,36865,52657,182910,19,20
0,2019,TOXI100,TOXI100,164,182,52657,182910,0,0
1,2008,ACIT10,ACIT10,3,3,50247,196463,0,0
1,2008,ACIT25,ACIT25,2,2,50247,196463,0,0
1,2008,AZAT50,AZAT50,1,1,50247,196463,0,0
1,2008,CICLOSP50,CICLOSP50,1,2,50247,196463,0,0
1,2008,ISOT10,ISOT10,7783,35549,50247,196463,15,18
1,2008,ISOT20,ISOT20,42456,160905,50247,196463,84,82
1,2008,LAMO100,LAMO100,1,1,50247,196463,0,0
1,2009,ISOT10,ISOT10,8129,37595,55571,212881,15,18
1,2009,ISOT20,ISOT20,47442,175286,55571,212881,85,82
1,2010,ACIT10,ACIT10,241,255,58305,205232,0,0
1,2010,ISOT10,ISOT10,7352,24976,58305,205232,13,12
1,2010,ISOT20,ISOT20,50710,179999,58305,205232,87,88
1,2010,,,2,2,58305,205232,0,0
1,2011,ISOT10,ISOT10,9221,31448,69132,265619,13,12
1,2011,ISOT20,ISOT20,59911,234171,69132,265619,87,88
1,2012,ISOT10,ISOT10,7679,28349,66178,244920,12,12
1,2012,ISOT20,ISOT20,58499,216571,66178,244920,88,88
1,2013,ISOT10,ISOT10,6886,25024,67703,248795,10,10
1,2013,ISOT20,ISOT20,60817,223771,67703,248795,90,90
1,2014,ISOT10,ISOT10,6902,24537,68497,246162,10,10
1,2014,ISOT20,ISOT20,61595,221625,68497,246162,90,90
1,2015,ISOT10,ISOT10,5341,17429,62512,214392,9,8
1,2015,ISOT20,ISOT20,57171,196963,62512,214392,91,92
1,2016,ISOT10,ISOT10,3016,8754,53613,181864,6,5
1,2016,ISOT20,ISOT20,50597,173110,53613,181864,94,95
1,2017,ISOT10,ISOT10,2886,8652,48913,169020,6,5
1,2017,ISOT20,ISOT20,46027,160368,48913,169020,94,95
1,2018,ISOT10,ISOT10,2330,6534,46010,158445,5,4
1,2018,ISOT20,ISOT20,43680,151911,46010,158445,95,96
1,2019,ISOT10,ISOT10,733,1699,24769,61545,3,3
1,2019,ISOT20,ISOT20,24036,59846,24769,61545,97,97
2,2008,BROM25,BROM25,1222,6767,9255,52311,13,13
2,2008,CABE05,CABE05,4698,23933,9255,52311,51,46
2,2008,CICLOSP100,CICLOSP100,423,2385,9255,52311,5,5
2,2008,FILG300,FILG300,276,1024,9255,52311,3,2
2,2008,OCTR10,OCTR10,275,1598,9255,52311,3,3
2,2008,OCTR20,OCTR20,989,6591,9255,52311,11,13
2,2008,OCTR30,OCTR30,659,5867,9255,52311,7,11
2,2009,BROM25,BROM25,905,5350,9267,56889,10,9
2,2009,CABE05,CABE05,4752,26268,9267,56889,51,46
2,2009,CICLOSP100,CICLOSP100,530,2963,9267,56889,6,5
2,2009,CICLOSP50,CICLOSP50,251,1251,9267,56889,3,2
2,2009,FILG300,FILG300,286,1092,9267,56889,3,2
2,2009,OCTR20,OCTR20,1088,8115,9267,56889,12,14
2,2009,OCTR30,OCTR30,789,7575,9267,56889,9,13
2,2010,BROM25,BROM25,751,4273,9528,54153,8,8
2,2010,CABE05,CABE05,4856,26864,9528,54153,51,50
2,2010,CICLOSP100,CICLOSP100,542,2610,9528,54153,6,5
2,2010,FILG300,FILG300,321,1020,9528,54153,3,2
2,2010,OCTR10,OCTR10,258,1556,9528,54153,3,3
2,2010,OCTR20,OCTR20,1122,7375,9528,54153,12,14
2,2010,OCTR30,OCTR30,948,7211,9528,54153,10,13
2,2011,AZAT50,AZAT50,429,1748,9774,58333,4,3
2,2011,BROM25,BROM25,676,4082,9774,58333,7,7
2,2011,CABE05,CABE05,4699,27569,9774,58333,48,47
2,2011,CICLOSP100,CICLOSP100,538,2826,9774,58333,6,5
2,2011,OCTR10,OCTR10,315,1793,9774,58333,3,3
2,2011,OCTR20,OCTR20,1247,8291,9774,58333,13,14
2,2011,OCTR30,OCTR30,1080,8565,9774,58333,11,15
2,2012,AZAT50,AZAT50,306,1636,9509,60527,3,3
2,2012,BROM25,BROM25,533,3417,9509,60527,6,6
2,2012,CABE05,CABE05,4722,29068,9509,60527,50,48
2,2012,CICLOSP100,CICLOSP100,540,2869,9509,60527,6,5
2,2012,OCTR10,OCTR10,286,1668,9509,60527,3,3
2,2012,OCTR20,OCTR20,1236,8579,9509,60527,13,14
2,2012,OCTR30,OCTR30,1211,10269,9509,60527,13,17
2,2013,BROM25,BROM25,417,2656,9573,63256,4,4
2,2013,CABE05,CABE05,4885,31221,9573,63256,51,49
2,2013,CICLOSP100,CICLOSP100,522,2730,9573,63256,5,4
2,2013,CICLOSP50,CICLOSP50,317,1730,9573,63256,3,3
2,2013,OCTR10,OCTR10,273,1761,9573,63256,3,3
2,2013,OCTR20,OCTR20,1242,8991,9573,63256,13,14
2,2013,OCTR30,OCTR30,1322,11350,9573,63256,14,18
2,2014,AZAT50,AZAT50,247,1364,9655,62663,3,2
2,2014,CABE05,CABE05,4783,30560,9655,62663,50,49
2,2014,CICLOSP100,CICLOSP100,590,3059,9655,62663,6,5
2,2014,CICLOSP50,CICLOSP50,365,1980,9655,62663,4,3
2,2014,OCTR10,OCTR10,313,1760,9655,62663,3,3
2,2014,OCTR20,OCTR20,1267,9551,9655,62663,13,15
2,2014,OCTR30,OCTR30,1348,11860,9655,62663,14,19
2,2015,AZAT50,AZAT50,220,1190,9358,60021,2,2
2,2015,CABE05,CABE05,4390,27761,9358,60021,47,46
2,2015,CICLOSP100,CICLOSP100,636,3469,9358,60021,7,6
2,2015,CICLOSP50,CICLOSP50,370,2002,9358,60021,4,3
2,2015,LANR120,LANR120,357,2002,9358,60021,4,3
2,2015,OCTR20,OCTR20,1240,8793,9358,60021,13,15
2,2015,OCTR30,OCTR30,1384,10940,9358,60021,15,18
2,2016,CABE05,CABE05,4058,26891,9044,60074,45,45
2,2016,CICLOSP100,CICLOSP100,652,3433,9044,60074,7,6
2,2016,CICLOSP50,CICLOSP50,380,1992,9044,60074,4,3
2,2016,LANR120,LANR120,500,3809,9044,60074,6,6
2,2016,LANR90,LANR90,240,1444,9044,60074,3,2
2,2016,OCTR20,OCTR20,1105,7762,9044,60074,12,13
2,2016,OCTR30,OCTR30,1345,10748,9044,60074,15,18
2,2017,CABE05,CABE05,3837,27004,9138,61880,42,44
2,2017,CICLOSP100,CICLOSP100,712,3707,9138,61880,8,6
2,2017,CICLOSP50,CICLOSP50,406,2106,9138,61880,4,3
2,2017,LANR120,LANR120,555,3617,9138,61880,6,6
2,2017,LANR90,LANR90,286,1701,9138,61880,3,3
2,2017,OCTR20,OCTR20,1236,8919,9138,61880,14,14
2,2017,OCTR30,OCTR30,1343,10979,9138,61880,15,18
2,2018,CABE05,CABE05,3346,24205,8799,59375,38,41
2,2018,CICLOSP100,CICLOSP100,788,3991,8799,59375,9,7
2,2018,CICLOSP50,CICLOSP50,459,2330,8799,59375,5,4
2,2018,LANR120,LANR120,676,4764,8799,59375,8,8
2,2018,LANR90,LANR90,360,2114,8799,59375,4,4
2,2018,OCTR20,OCTR20,1121,7973,8799,59375,13,13
2,2018,OCTR30,OCTR30,1322,10140,8799,59375,15,17
2,2019,CABE05,CABE05,2430,10051,6739,27937,36,36
2,2019,CICLOSP100,CICLOSP100,562,1927,6739,27937,8,7
2,2019,CICLOSP50,CICLOSP50,343,1245,6739,27937,5,4
2,2019,LANR120,LANR120,576,2510,6739,27937,9,9
2,2019,LANR90,LANR90,264,943,6739,27937,4,3
2,2019,OCTR20,OCTR20,909,4057,6739,27937,13,15
2,2019,OCTR30,OCTR30,1102,5215,6739,27937,16,19
3,2008,ALFA4000,ALFA4000,1,1,403,2223,0,0
3,2008,AZAT50,AZAT50,105,582,403,2223,26,26
3,2008,CICLOSP100,CICLOSP100,135,855,403,2223,33,38
3,2008,CICLOSP10050,CICLOSP10050,37,176,403,2223,9,8
3,2008,CICLOSP25,CICLOSP25,17,90,403,2223,4,4
3,2008,CICLOSP50,CICLOSP50,47,262,403,2223,12,12
3,2008,FILG300,FILG300,61,257,403,2223,15,12
3,2009,AZAT50,AZAT50,110,600,372,2013,30,30
3,2009,CICLOSP100,CICLOSP100,119,727,372,2013,32,36
3,2009,CICLOSP10050,CICLOSP10050,33,166,372,2013,9,8
3,2009,CICLOSP25,CICLOSP25,18,95,372,2013,5,5
3,2009,CICLOSP50,CICLOSP50,46,223,372,2013,12,11
3,2009,FILG300,FILG300,46,202,372,2013,12,10
3,2010,AZAT50,AZAT50,101,497,359,1726,28,29
3,2010,CICLOSP100,CICLOSP100,122,669,359,1726,34,39
3,2010,CICLOSP10050,CICLOSP10050,22,105,359,1726,6,6
3,2010,CICLOSP25,CICLOSP25,16,88,359,1726,4,5
3,2010,CICLOSP50,CICLOSP50,40,186,359,1726,11,11
3,2010,FILG300,FILG300,57,178,359,1726,16,10
3,2010,IMUN50,IMUN50,1,3,359,1726,0,0
3,2011,AZAT50,AZAT50,44,95,273,1269,16,7
3,2011,CICLOSP100,CICLOSP100,108,616,273,1269,40,49
3,2011,CICLOSP10050,CICLOSP10050,26,137,273,1269,10,11
3,2011,CICLOSP25,CICLOSP25,16,96,273,1269,6,8
3,2011,CICLOSP50,CICLOSP50,41,184,273,1269,15,14
3,2011,FILG300,FILG300,38,141,273,1269,14,11
3,2012,CICLOSP10,CICLOSP10,1,2,178,967,1,0
3,2012,CICLOSP100,CICLOSP100,91,526,178,967,51,54
3,2012,CICLOSP10050,CICLOSP10050,19,95,178,967,11,10
3,2012,CICLOSP25,CICLOSP25,10,53,178,967,6,5
3,2012,CICLOSP50,CICLOSP50,34,190,178,967,19,20
3,2012,FILG300,FILG300,23,101,178,967,13,10
3,2013,CICLOSP100,CICLOSP100,98,466,189,871,52,54
3,2013,CICLOSP10050,CICLOSP10050,11,40,189,871,6,5
3,2013,CICLOSP25,CICLOSP25,9,28,189,871,5,3
3,2013,CICLOSP50,CICLOSP50,53,270,189,871,28,31
3,2013,FILG300,FILG300,18,67,189,871,10,8
3,2014,CICLOSP100,CICLOSP100,89,457,180,867,49,53
3,2014,CICLOSP10050,CICLOSP10050,13,55,180,867,7,6
3,2014,CICLOSP25,CICLOSP25,12,43,180,867,7,5
3,2014,CICLOSP50,CICLOSP50,51,267,180,867,28,31
3,2014,FILG300,FILG300,15,45,180,867,8,5
3,2015,CICLOSP100,CICLOSP100,76,430,152,859,50,50
3,2015,CICLOSP10050,CICLOSP10050,10,36,152,859,7,4
3,2015,CICLOSP25,CICLOSP25,14,83,152,859,9,10
3,2015,CICLOSP50,CICLOSP50,40,240,152,859,26,28
3,2015,FILG300,FILG300,12,70,152,859,8,8
3,2016,CICLOSP100,CICLOSP100,75,381,157,806,48,47
3,2016,CICLOSP10050,CICLOSP10050,9,37,157,806,6,5
3,2016,CICLOSP25,CICLOSP25,19,125,157,806,12,16
3,2016,CICLOSP50,CICLOSP50,39,218,157,806,25,27
3,2016,FILG300,FILG300,15,45,157,806,10,6
3,2017,CICLOSP10,CICLOSP10,1,3,232,1049,0,0
3,2017,CICLOSP100,CICLOSP100,113,514,232,1049,49,49
3,2017,CICLOSP10050,CICLOSP10050,15,48,232,1049,6,5
3,2017,CICLOSP25,CICLOSP25,23,128,232,1049,10,12
3,2017,CICLOSP50,CICLOSP50,55,280,232,1049,24,27
3,2017,FILG300,FILG300,25,76,232,1049,11,7
3,2018,CICLOSP100,CICLOSP100,97,516,212,1034,46,50
3,2018,CICLOSP10050,CICLOSP10050,16,47,212,1034,8,5
3,2018,CICLOSP25,CICLOSP25,25,117,212,1034,12,11
3,2018,CICLOSP50,CICLOSP50,56,283,212,1034,26,27
3,2018,FILG300,FILG300,18,71,212,1034,8,7
3,2019,CICLOSP100,CICLOSP100,80,257,159,522,50,49
3,2019,CICLOSP10050,CICLOSP10050,7,27,159,522,4,5
3,2019,CICLOSP25,CICLOSP25,19,59,159,522,12,11
3,2019,CICLOSP50,CICLOSP50,46,163,159,522,29,31
3,2019,FILG300,FILG300,7,16,159,522,4,3
4,2008,IMUN05,IMUN05,5,6,189,494,3,1
4,2008,IMUN10,IMUN10,1,1,189,494,1,0
4,2008,IMUN25,IMUN25,4,11,189,494,2,2
4,2008,IMUN50,IMUN50,178,475,189,494,94,96
4,2008,IMUN60,IMUN60,1,1,189,494,1,0
4,2009,IMUN05,IMUN05,4,5,189,509,2,1
4,2009,IMUN25,IMUN25,1,3,189,509,1,1
4,2009,IMUN30,IMUN30,2,5,189,509,1,1
4,2009,IMUN50,IMUN50,182,496,189,509,96,97
4,2010,IMUN05,IMUN05,21,44,164,419,13,11
4,2010,IMUN25,IMUN25,5,8,164,419,3,2
4,2010,IMUN50,IMUN50,138,367,164,419,84,88
4,2011,IMUN05,IMUN05,7,9,196,455,4,2
4,2011,IMUN25,IMUN25,11,16,196,455,6,4
4,2011,IMUN50,IMUN50,178,430,196,455,91,95
4,2012,IMUN05,IMUN05,8,9,132,327,6,3
4,2012,IMUN10,IMUN10,1,1,132,327,1,0
4,2012,IMUN50,IMUN50,123,317,132,327,93,97
4,2013,CICLOFO50,CICLOFO50,1,3,178,380,1,1
4,2013,CICLOSP100,CICLOSP100,8,19,178,380,4,5
4,2013,CICLOSP10050,CICLOSP10050,4,11,178,380,2,3
4,2013,CICLOSP25,CICLOSP25,2,3,178,380,1,1
4,2013,CICLOSP50,CICLOSP50,8,20,178,380,4,5
4,2013,IMUN05,IMUN05,8,10,178,380,4,3
4,2013,IMUN10,IMUN10,1,1,178,380,1,0
4,2013,IMUN50,IMUN50,145,312,178,380,81,82
4,2013,IMUN60,IMUN60,1,1,178,380,1,0
4,2014,CICLOFO50,CICLOFO50,6,11,290,676,2,2
4,2014,CICLOSP100,CICLOSP100,35,113,290,676,12,17
4,2014,CICLOSP10050,CICLOSP10050,13,36,290,676,4,5
4,2014,CICLOSP25,CICLOSP25,14,46,290,676,5,7
4,2014,CICLOSP50,CICLOSP50,30,105,290,676,10,16
4,2014,IMUN05,IMUN05,15,23,290,676,5,3
4,2014,IMUN50,IMUN50,176,341,290,676,61,50
4,2015,CICLOFO50,CICLOFO50,9,33,282,765,3,4
4,2015,CICLOSP100,CICLOSP100,57,187,282,765,20,24
4,2015,CICLOSP10050,CICLOSP10050,13,32,282,765,5,4
4,2015,CICLOSP25,CICLOSP25,15,56,282,765,5,7
4,2015,CICLOSP50,CICLOSP50,44,154,282,765,16,20
4,2015,IMUN05,IMUN05,2,4,282,765,1,1
4,2015,IMUN50,IMUN50,141,298,282,765,50,39
4,2016,CICLOFO50,CICLOFO50,15,58,387,998,4,6
4,2016,CICLOSP10,CICLOSP10,3,7,387,998,1,1
4,2016,CICLOSP100,CICLOSP100,78,237,387,998,20,24
4,2016,CICLOSP10050,CICLOSP10050,11,27,387,998,3,3
4,2016,CICLOSP25,CICLOSP25,35,108,387,998,9,11
4,2016,CICLOSP50,CICLOSP50,82,255,387,998,21,26
4,2016,IMUN50,IMUN50,163,306,387,998,42,31
4,2017,CICLOFO50,CICLOFO50,21,87,361,936,6,9
4,2017,CICLOSP10,CICLOSP10,2,4,361,936,1,0
4,2017,CICLOSP100,CICLOSP100,52,162,361,936,14,17
4,2017,CICLOSP10050,CICLOSP10050,12,33,361,936,3,4
4,2017,CICLOSP25,CICLOSP25,24,103,361,936,7,11
4,2017,CICLOSP50,CICLOSP50,49,178,361,936,14,19
4,2017,IMUN50,IMUN50,200,367,361,936,55,39
4,2018,CICLOFO50,CICLOFO50,21,95,306,785,7,12
4,2018,CICLOSP100,CICLOSP100,33,135,306,785,11,17
4,2018,CICLOSP10050,CICLOSP10050,10,26,306,785,3,3
4,2018,CICLOSP25,CICLOSP25,13,49,306,785,4,6
4,2018,CICLOSP50,CICLOSP50,31,121,306,785,10,15
4,2018,IMUN50,IMUN50,197,358,306,785,64,46
4,2018,IMUN60,IMUN60,1,1,306,785,0,0
4,2019,CICLOFO50,CICLOFO50,15,44,152,359,10,12
4,2019,CICLOSP100,CICLOSP100,22,67,152,359,14,19
4,2019,CICLOSP10050,CICLOSP10050,2,6,152,359,1,2
4,2019,CICLOSP25,CICLOSP25,10,32,152,359,7,9
4,2019,CICLOSP50,CICLOSP50,18,64,152,359,12,18
4,2019,IMUN50,IMUN50,85,146,152,359,56,41
6,2008,AZAT50,AZAT50,1,4,440,2133,0,0
6,2008,DANA100,DANA100,439,2129,440,2133,100,100
6,2009,DANA100,DANA100,286,1920,286,1920,100,100
6,2010,DANA100,DANA100,326,2113,328,2117,99,100
6,2010,DANA200,DANA200,1,3,328,2117,0,0
6,2010,,,1,1,328,2117,0,0
6,2011,DANA100,DANA100,389,2700,392,2706,99,100
6,2011,DANA200,DANA200,3,6,392,2706,1,0
6,2012,DANA100,DANA100,412,2821,423,2859,97,99
6,2012,DANA200,DANA200,11,38,423,2859,3,1
6,2013,DANA100,DANA100,459,3117,469,3139,98,99
6,2013,DANA200,DANA200,10,22,469,3139,2,1
6,2014,DANA100,DANA100,488,3391,490,3403,100,100
6,2014,DANA200,DANA200,2,12,490,3403,0,0
6,2015,DANA100,DANA100,446,2268,461,2340,97,97
6,2015,DANA200,DANA200,15,72,461,2340,3,3
6,2016,DANA100,DANA100,224,809,242,871,93,93
6,2016,DANA200,DANA200,18,62,242,871,7,7
6,2017,DANA100,DANA100,153,598,158,612,97,98
6,2017,DANA200,DANA200,5,14,158,612,3,2
6,2018,DANA100,DANA100,236,1183,243,1218,97,97
6,2018,DANA200,DANA200,7,35,243,1218,3,3
6,2019,DANA100,DANA100,214,655,221,677,97,97
6,2019,DANA200,DANA200,7,22,221,677,3,3
7,2008,AZAT50,AZAT50,1723,11449,3140,20322,55,56
7,2008,CICLOSP100,CICLOSP100,561,3793,3140,20322,18,19
7,2008,CICLOSP10050,CICLOSP10050,68,385,3140,20322,2,2
7,2008,CICLOSP25,CICLOSP25,268,1899,3140,20322,9,9
7,2008,CICLOSP50,CICLOSP50,444,2665,3140,20322,14,13
7,2008,MESA500,MESA500,7,11,3140,20322,0,0
7,2008,MICO360,MICO360,8,17,3140,20322,0,0
7,2008,MICO500,MICO500,8,13,3140,20322,0,0
7,2008,SULF500,SULF500,8,13,3140,20322,0,0
7,2009,AZAT50,AZAT50,1534,9895,2338,15291,66,65
7,2009,CICLOFO50,CICLOFO50,5,10,2338,15291,0,0
7,2009,CICLOSP100,CICLOSP100,307,2052,2338,15291,13,13
7,2009,CICLOSP10050,CICLOSP10050,39,251,2338,15291,2,2
7,2009,CICLOSP25,CICLOSP25,155,1204,2338,15291,7,8
7,2009,CICLOSP50,CICLOSP50,273,1841,2338,15291,12,12
7,2009,IMUN50,IMUN50,21,29,2338,15291,1,0
7,2010,AZAT50,AZAT50,1172,6267,1834,9543,64,66
7,2010,CICLOFO50,CICLOFO50,12,40,1834,9543,1,0
7,2010,CICLOSP100,CICLOSP100,231,1170,1834,9543,13,12
7,2010,CICLOSP10050,CICLOSP10050,48,188,1834,9543,3,2
7,2010,CICLOSP25,CICLOSP25,124,730,1834,9543,7,8
7,2010,CICLOSP50,CICLOSP50,224,1116,1834,9543,12,12
7,2010,IMUN50,IMUN50,10,15,1834,9543,1,0
7,2011,AZAT50,AZAT50,623,1191,1162,3452,54,35
7,2011,CICLOFO50,CICLOFO50,21,71,1162,3452,2,2
7,2011,CICLOSP100,CICLOSP100,211,899,1162,3452,18,26
7,2011,CICLOSP10050,CICLOSP10050,26,97,1162,3452,2,3
7,2011,CICLOSP25,CICLOSP25,90,433,1162,3452,8,13
7,2011,CICLOSP50,CICLOSP50,171,722,1162,3452,15,21
7,2011,IMUN50,IMUN50,14,22,1162,3452,1,1
7,2012,CICLOFO50,CICLOFO50,9,31,305,1512,3,2
7,2012,CICLOSP100,CICLOSP100,153,757,305,1512,50,50
7,2012,CICLOSP10050,CICLOSP10050,13,52,305,1512,4,3
7,2012,CICLOSP25,CICLOSP25,33,202,305,1512,11,13
7,2012,CICLOSP50,CICLOSP50,85,454,305,1512,28,30
7,2012,IMUN05,IMUN05,1,1,305,1512,0,0
7,2012,IMUN50,IMUN50,11,15,305,1512,4,1
7,2013,CICLOFO50,CICLOFO50,18,59,279,1252,6,5
7,2013,CICLOSP10,CICLOSP10,1,3,279,1252,0,0
7,2013,CICLOSP100,CICLOSP100,126,630,279,1252,45,50
7,2013,CICLOSP10050,CICLOSP10050,16,67,279,1252,6,5
7,2013,CICLOSP25,CICLOSP25,21,97,279,1252,8,8
7,2013,CICLOSP50,CICLOSP50,75,342,279,1252,27,27
7,2013,IMUN05,IMUN05,1,3,279,1252,0,0
7,2013,IMUN10,IMUN10,1,1,279,1252,0,0
7,2013,IMUN50,IMUN50,20,50,279,1252,7,4
7,2014,CICLOFO50,CICLOFO50,14,62,220,1122,6,6
7,2014,CICLOSP100,CICLOSP100,101,596,220,1122,46,53
7,2014,CICLOSP10050,CICLOSP10050,17,60,220,1122,8,5
7,2014,CICLOSP25,CICLOSP25,15,73,220,1122,7,7
7,2014,CICLOSP50,CICLOSP50,56,286,220,1122,25,25
7,2014,IMUN50,IMUN50,17,45,220,1122,8,4
7,2015,CICLOFO50,CICLOFO50,13,51,214,1072,6,5
7,2015,CICLOSP10,CICLOSP10,2,6,214,1072,1,1
7,2015,CICLOSP100,CICLOSP100,92,494,214,1072,43,46
7,2015,CICLOSP10050,CICLOSP10050,13,41,214,1072,6,4
7,2015,CICLOSP25,CICLOSP25,21,101,214,1072,10,9
7,2015,CICLOSP50,CICLOSP50,60,339,214,1072,28,32
7,2015,IMUN50,IMUN50,13,40,214,1072,6,4
7,2016,CICLOFO50,CICLOFO50,6,23,191,979,3,2
7,2016,CICLOSP100,CICLOSP100,86,432,191,979,45,44
7,2016,CICLOSP10050,CICLOSP10050,6,26,191,979,3,3
7,2016,CICLOSP25,CICLOSP25,24,146,191,979,13,15
7,2016,CICLOSP50,CICLOSP50,57,307,191,979,30,31
7,2016,IMUN50,IMUN50,12,45,191,979,6,5
7,2017,CICLOFO50,CICLOFO50,10,49,191,1001,5,5
7,2017,CICLOSP100,CICLOSP100,75,385,191,1001,39,38
7,2017,CICLOSP10050,CICLOSP10050,16,71,191,1001,8,7
7,2017,CICLOSP25,CICLOSP25,25,151,191,1001,13,15
7,2017,CICLOSP50,CICLOSP50,51,299,191,1001,27,30
7,2017,IMUN50,IMUN50,14,46,191,1001,7,5
7,2018,CICLOFO50,CICLOFO50,8,19,194,1011,4,2
7,2018,CICLOSP100,CICLOSP100,81,458,194,1011,42,45
7,2018,CICLOSP10050,CICLOSP10050,12,48,194,1011,6,5
7,2018,CICLOSP25,CICLOSP25,20,139,194,1011,10,14
7,2018,CICLOSP50,CICLOSP50,59,306,194,1011,30,30
7,2018,IMUN50,IMUN50,14,41,194,1011,7,4
7,2019,CICLOFO50,CICLOFO50,5,15,156,551,3,3
7,2019,CICLOSP100,CICLOSP100,64,225,156,551,41,41
7,2019,CICLOSP10050,CICLOSP10050,8,20,156,551,5,4
