"co_pcdt","nu_trimestre","sg_procedimento","qt_sexo_f","qt_idade_paciente60","qt_st_redesbr3","qt_ibge_gestao","qt_aprovada","qt_dispensacao","qt_cns_paciente"
76,"201004",MICO180,3269,765,6892,22,621571,7728,2697
76,"201004",MICO360,22308,6664,52488,27,5482244,56454,17011
76,"201004",MICO500,8772,2527,19606,26,2091438,21884,6937
76,"201004",SIRO1,3782,1255,9356,26,565545,9991,3582
76,"201004",SIRO160,45,14,151,7,1494,155,55
76,"201004",SIRO2,1744,502,4209,17,169221,4654,1728
76,"201004",TACR1,21432,5048,44754,27,6367908,48579,16849
76,"201004",TACR5,2993,389,6001,25,460389,6676,2603
76,"201101",AZAT50,11321,3045,21998,26,1639141,24315,8943
76,"201101",CICLOSP10,62,23,167,7,15004,190,67
76,"201101",CICLOSP100,4121,1539,11337,27,704160,12536,4407
76,"201101",CICLOSP10050,252,51,580,16,9408,608,205
76,"201101",CICLOSP25,4706,2182,11376,27,709662,12468,4410
76,"201101",CICLOSP50,7406,3035,17106,27,1051931,18512,6468
76,"201101",EVER05,478,141,1173,18,120361,1323,458
76,"201101",EVER075,174,82,467,14,48261,497,253
76,"201101",EVER1,530,170,1265,20,107284,1437,533
76,"201101",METI500,26,4,29,2,1235,39,26
76,"201101",MICO180,3621,873,7606,24,667037,8496,2819
76,"201101",MICO360,24235,7386,56759,27,5937770,60935,18092
76,"201101",MICO500,9487,2777,20570,25,2187791,22751,7067
76,"201101",SIRO1,4076,1426,10095,26,606171,10830,3717
76,"201101",SIRO160,45,14,147,6,1625,150,48
76,"201101",SIRO2,1832,551,4407,17,177975,4868,1750
76,"201101",TACR1,23033,5694,48504,27,6868857,52521,17687
76,"201101",TACR5,3095,417,6207,25,484370,6896,2646
76,"201102",AZAT50,11533,3195,22485,26,1695051,24925,9147
76,"201102",CICLOSP10,28,12,49,6,7315,69,30
76,"201102",CICLOSP100,4176,1586,11347,27,708482,12650,4416
76,"201102",CICLOSP10050,229,39,566,18,9030,592,204
76,"201102",CICLOSP25,4694,2200,11277,27,711856,12464,4422
76,"201102",CICLOSP50,7446,3158,17158,27,1063249,18719,6457
76,"201102",EVER05,498,196,1340,22,138682,1497,514
76,"201102",EVER075,256,124,686,12,67773,731,306
76,"201102",EVER1,603,206,1463,22,124563,1667,599
76,"201102",METI500,24,6,34,2,1741,48,28
76,"201102",MICO180,3691,896,7791,24,698166,8792,2951
76,"201102",MICO360,25409,7934,59439,27,6274804,64203,18950
76,"201102",MICO500,8657,2813,19230,27,2090472,21780,6893
76,"201102",SIRO1,4054,1435,10011,26,603784,10837,3744
76,"201102",SIRO160,53,14,141,8,1704,149,51
76,"201102",SIRO2,1871,563,4459,18,178822,4950,1762
76,"201102",TACR1,24167,6156,50452,27,7244690,55179,18564
76,"201102",TACR5,3274,495,6502,25,528545,7366,2859
76,"201103",AZAT50,12113,3435,23285,26,1763501,25860,9291
76,"201103",CICLOSP10,31,20,56,4,7001,72,24
76,"201103",CICLOSP100,4186,1647,11317,26,707286,12547,4408
76,"201103",CICLOSP10050,222,42,533,19,8219,555,192
76,"201103",CICLOSP25,4683,2328,11508,25,722132,12702,4452
76,"201103",CICLOSP50,7709,3490,17834,27,1114512,19414,6582
76,"201103",EVER05,640,241,1545,23,154972,1746,603
76,"201103",EVER075,296,127,740,14,72510,789,333
76,"201103",EVER1,701,235,1687,22,140386,1922,685
76,"201103",METI500,28,3,52,2,2338,61,35
76,"201103",MICO180,3878,985,8162,26,722431,9204,3083
76,"201103",MICO360,26914,8415,62706,27,6635339,67701,19779
76,"201103",MICO500,8744,2907,19447,27,2095439,22034,6612
76,"201103",SIRO1,4230,1510,10451,26,624160,11273,3807
76,"201103",SIRO160,38,16,114,6,1660,119,43
76,"201103",SIRO2,1979,569,4735,19,189181,5247,1792
76,"201103",TACR1,25191,6512,52824,27,7556779,57777,19240
76,"201103",TACR5,3376,526,6786,25,534315,7589,2946
76,"201104",AZAT50,11807,3418,23291,26,1757614,25286,9193
76,"201104",CICLOSP10,34,19,46,4,5185,63,21
76,"201104",CICLOSP100,4054,1551,10959,24,683285,11930,4195
76,"201104",CICLOSP10050,236,39,549,18,9153,569,198
76,"201104",CICLOSP25,4525,2341,11172,25,685260,12115,4292
76,"201104",CICLOSP50,7723,3543,18038,26,1125614,19345,6494
76,"201104",EVER05,795,275,1876,22,190499,2162,721
76,"201104",EVER075,372,135,864,14,83972,920,344
76,"201104",EVER1,751,302,2006,23,162290,2224,767
76,"201104",METI500,9,3,28,2,1133,30,23
76,"201104",MICO180,4072,1039,8650,26,740001,9630,3067
76,"201104",MICO360,27721,8740,64930,27,6849370,69666,20445
76,"201104",MICO500,8670,2908,19286,27,2058158,21755,6481
76,"201104",SIRO1,4279,1593,10843,26,634214,11489,3873
76,"201104",SIRO160,10,11,58,6,656,63,29
76,"201104",SIRO2,2027,590,4839,21,192415,5368,1806
76,"201104",TACR1,26066,6912,55105,27,7763570,59816,19799
76,"201104",TACR5,3322,518,6696,25,519698,7439,2932
76,"201201",AZAT50,10986,3403,22564,26,1654186,23866,8677
76,"201201",CICLOSP10,29,26,50,5,6174,72,24
76,"201201",CICLOSP100,3741,1485,10354,26,620804,11090,3875
76,"201201",CICLOSP10050,218,28,496,15,7032,511,175
76,"201201",CICLOSP25,4085,2144,10234,27,617042,11013,3936
76,"201201",CICLOSP50,7091,3403,16704,26,1012569,17733,6097
76,"201201",EVER05,828,296,1966,22,192792,2236,724
76,"201201",EVER075,395,137,1022,14,97978,1067,403
76,"201201",EVER1,795,302,2004,22,160616,2261,808
76,"201201",METI500,2,2,14,1,201,14,13
76,"201201",MICO180,3938,1059,8279,26,685852,9219,3019
76,"201201",MICO360,26826,8775,63819,27,6625237,67936,20351
76,"201201",MICO500,7651,2615,17353,27,1793137,19211,5909
76,"201201",SIRO1,4089,1574,10582,26,605321,11112,3769
76,"201201",SIRO160,4,12,39,5,688,41,17
76,"201201",SIRO2,1956,608,4739,21,186673,5249,1805
76,"201201",TACR1,25631,7016,55046,27,7610269,58895,19550
76,"201201",TACR5,3082,476,6230,25,467261,6823,2812
76,"201202",AZAT50,12410,3701,24083,26,1813347,26279,9348
76,"201202",CICLOSP10,34,14,51,4,5730,65,22
76,"201202",CICLOSP100,4016,1598,10971,27,659009,11865,4097
76,"201202",CICLOSP10050,229,36,503,17,8343,534,177
76,"201202",CICLOSP25,4294,2200,10525,27,628815,11454,4020
76,"201202",CICLOSP50,7445,3573,17327,26,1062101,18602,6263
76,"201202",EVER05,999,432,2454,22,231664,2712,897
76,"201202",EVER075,536,207,1397,16,131954,1446,548
76,"201202",EVER1,942,373,2390,23,196676,2739,957
76,"201202",METI500,15,2,34,1,1428,34,24
76,"201202",MICO180,4179,1143,8781,26,718879,9794,3175
76,"201202",MICO360,28721,9350,67752,27,7085475,72526,21496
76,"201202",MICO500,7930,2750,17816,27,1870629,19981,6052
76,"201202",SIRO1,4332,1734,11107,27,632159,11707,3950
76,"201202",SIRO160,2,7,24,4,1058,25,12
76,"201202",SIRO2,2090,635,4993,22,193842,5517,1875
76,"201202",TACR1,27588,7653,58531,27,8182237,63420,20856
76,"201202",TACR5,3442,526,6916,26,537428,7730,3038
76,"201203",AZAT50,12460,3856,24561,26,1841772,26652,9492
76,"201203",CICLOSP10,37,19,52,3,5207,65,26
76,"201203",CICLOSP100,3943,1646,10873,27,641511,11726,4034
76,"201203",CICLOSP10050,220,43,483,17,7189,509,162
76,"201203",CICLOSP25,4383,2263,10737,27,633978,11580,4068
76,"201203",CICLOSP50,7582,3686,17734,26,1076670,18887,6305
76,"201203",EVER05,1235,543,3019,24,291783,3322,1045
76,"201203",EVER075,663,247,1716,16,164663,1760,635
76,"201203",EVER1,1132,451,2787,23,226193,3168,1094
76,"201203",METI500,26,6,50,1,1807,50,32
76,"201203",MICO180,4277,1196,9124,26,745203,10202,3306
76,"201203",MICO360,30034,9977,70664,27,7384676,75509,22140
76,"201203",MICO500,7832,2830,17790,27,1840072,19878,6013
76,"201203",SIRO1,4449,1849,11458,26,647187,12075,4017
76,"201203",SIRO160,0,2,11,2,853,11,5
76,"201203",SIRO2,2172,656,5137,22,203677,5644,1880
76,"201203",TACR1,29121,8396,61999,27,8537615,66895,21667
76,"201203",TACR5,3473,517,7155,25,548213,7914,3132
76,"201204",AZAT50,12127,3894,24283,26,1820691,26073,9449
76,"201204",CICLOSP10,35,24,63,4,5475,74,29
76,"201204",CICLOSP100,3832,1605,10680,27,630965,11379,3946
76,"201204",CICLOSP10050,201,35,481,17,7316,500,156
76,"201204",CICLOSP25,4238,2293,10661,27,638026,11250,3956
76,"201204",CICLOSP50,7270,3636,17242,27,1049539,18152,6127
76,"201204",EVER05,1563,703,3946,26,359870,4177,1351
76,"201204",EVER075,736,309,2003,16,194252,2060,757
76,"201204",EVER1,1398,618,3606,22,271206,3845,1343
76,"201204",METI500,14,5,35,1,1321,35,26
76,"201204",MICO180,4447,1250,9849,26,809443,10619,3509
76,"201204",MICO360,30545,10283,72345,27,7505493,76572,22523
76,"201204",MICO500,7550,2846,17554,27,1800112,19252,5821
76,"201204",SIRO1,4445,1838,11411,26,635458,11935,3965
76,"201204",SIRO160,4,6,13,4,823,14,8
76,"201204",SIRO2,2153,652,5163,22,203650,5635,1885
76,"201204",TACR1,29452,8798,63885,27,8760221,68265,22147
76,"201204",TACR5,3496,512,7478,26,568098,8182,3195
76,"201301",AZAT50,12051,3944,24053,26,1799582,25954,9461
76,"201301",CICLOSP10,32,22,57,3,5180,66,25
76,"201301",CICLOSP100,3680,1591,10194,27,603541,10872,3880
76,"201301",CICLOSP10050,215,39,493,15,7108,507,164
76,"201301",CICLOSP25,4065,2288,10404,27,614807,11004,3906
76,"201301",CICLOSP50,7301,3696,17428,27,1083828,18363,6247
76,"201301",EVER05,1559,658,3936,26,364405,4195,1373
76,"201301",EVER075,804,333,2172,16,208857,2246,831
76,"201301",EVER1,1461,591,3739,23,286527,4012,1414
76,"201301",METI500,17,11,47,1,2237,47,31
76,"201301",MICO180,4591,1299,10229,25,853079,10969,3654
76,"201301",MICO360,30685,10503,72449,27,7490693,76610,23155
76,"201301",MICO500,7254,2817,17133,27,1749779,18623,5790
76,"201301",SIRO1,4334,1804,11198,26,618569,11721,3972
76,"201301",SIRO160,0,0,5,3,94,5,3
76,"201301",SIRO2,2139,664,5161,22,203291,5614,1878
76,"201301",TACR1,29742,9080,64646,27,8786849,69075,22899
76,"201301",TACR5,3523,573,7403,26,567129,8147,3211
76,"201302",AZAT50,10706,3800,22608,25,1688253,24050,8517
76,"201302",CICLOSP10,33,20,53,3,4590,63,27
76,"201302",CICLOSP100,3338,1459,9298,25,544567,9862,3379
76,"201302",CICLOSP10050,205,40,480,15,8135,489,165
76,"201302",CICLOSP25,3823,2168,9473,26,579711,10140,3566
76,"201302",CICLOSP50,6538,3412,15705,26,979268,16553,5671
76,"201302",EVER05,1607,674,4099,24,381649,4359,1388
76,"201302",EVER075,762,349,2109,16,206578,2171,810
76,"201302",EVER1,1620,634,3988,20,313087,4312,1475
76,"201302",METI500,33,14,62,1,2947,62,42
76,"201302",MICO180,4457,1376,9736,24,790116,10536,3471
76,"201302",MICO360,29984,10441,70317,26,7224706,74660,22608
76,"201302",MICO500,6807,2736,15771,26,1625247,17436,5545
76,"201302",SIRO1,4263,1789,10905,25,609248,11495,3796
76,"201302",SIRO160,0,0,3,2,64,3,2
76,"201302",SIRO2,2101,681,5074,21,205285,5545,1840
76,"201302",TACR1,30247,9415,65285,27,8757661,69863,22783
76,"201302",TACR5,3646,612,7692,26,593934,8461,3353
76,"201303",AZAT50,10891,3889,22647,26,1705644,24290,8881
76,"201303",CICLOSP10,14,5,19,4,1948,25,15
76,"201303",CICLOSP100,3312,1445,9135,26,529927,9701,3473
76,"201303",CICLOSP10050,187,36,491,14,7643,507,160
76,"201303",CICLOSP25,3687,2031,9008,27,552069,9717,3619
76,"201303",CICLOSP50,6267,3256,15023,27,934244,15906,5592
76,"201303",EVER05,1718,760,4308,25,397008,4723,1496
76,"201303",EVER075,810,449,2219,17,214944,2317,840
76,"201303",EVER1,1672,697,4128,22,326398,4540,1560
76,"201303",IMUN50,14,0,14,4,668,17,14
76,"201303",METI500,38,17,70,1,3247,73,43
76,"201303",MICO180,4380,1382,9563,25,770971,10438,3517
76,"201303",MICO360,30197,10643,70384,27,7268771,75032,23166
76,"201303",MICO500,6592,2687,15479,27,1581322,16987,5498
76,"201303",SIRO1,4058,1755,10325,26,606324,11055,3745
76,"201303",SIRO160,0,0,2,1,62,2,1
76,"201303",SIRO2,2009,638,4908,22,210198,5369,1798
76,"201303",TACR1,30524,9770,65738,27,8870108,71005,23405
76,"201303",TACR5,3808,638,7991,26,618421,8825,3499
76,"201304",AZAT50,11010,3962,22569,26,1718704,24159,8950
76,"201304",CICLOSP10,6,3,10,3,585,10,4
76,"201304",CICLOSP100,3281,1458,9092,26,534895,9676,3419
76,"201304",CICLOSP10050,181,54,461,14,7849,470,159
76,"201304",CICLOSP25,3481,1979,8700,27,534259,9321,3387
76,"201304",CICLOSP50,6099,3232,14605,27,909422,15396,5371
76,"201304",EVER05,1676,790,4126,25,382466,4479,1459
76,"201304",EVER075,870,456,2373,18,234377,2478,893
76,"201304",EVER1,1713,752,4068,23,320787,4468,1569
76,"201304",IMUN50,35,1,41,4,1144,43,27
76,"201304",METI500,23,6,66,1,4614,69,45
76,"201304",MICO180,4410,1435,9731,27,794431,10517,3544
76,"201304",MICO360,29355,10814,68992,27,7147127,73539,22896
76,"201304",MICO500,6362,2637,15106,27,1572383,16477,5310
76,"201304",SIRO1,3986,1743,10104,26,606192,10760,3625
76,"201304",SIRO160,1,1,2,2,31,2,2
76,"201304",SIRO2,1911,639,4735,22,198212,5168,1749
76,"201304",TACR1,29938,9880,64979,27,8849273,69901,23396
76,"201304",TACR5,3654,587,7822,26,619445,8545,3479
76,"201401",AZAT50,12039,4357,24274,26,1808210,26021,9565
76,"201401",CICLOSP10,4,0,13,4,1240,18,8
76,"201401",CICLOSP100,3564,1610,9782,26,582973,10453,3661
76,"201401",CICLOSP10050,167,54,471,13,7556,476,153
76,"201401",CICLOSP25,3915,2349,9857,26,594836,10506,3756
76,"201401",CICLOSP50,6778,3743,16228,27,1010171,17074,5794
76,"201401",EVER05,1962,928,4766,26,445544,5380,1776
76,"201401",EVER075,945,505,2507,17,246842,2643,938
76,"201401",EVER1,1787,849,4379,23,345279,4808,1709
76,"201401",IMUN05,5,0,7,1,141,7,4
76,"201401",IMUN25,1,0,1,1,8,1,1
76,"201401",IMUN50,25,0,38,6,902,38,26
76,"201401",METI500,23,11,50,1,1809,50,33
76,"201401",MICO180,4988,1626,10707,26,887264,11667,3917
76,"201401",MICO360,32158,12212,75215,27,7790401,80312,24779
76,"201401",MICO500,6618,2779,15537,27,1600845,16908,5458
76,"201401",SIRO1,4378,2017,10815,26,658048,11652,3925
76,"201401",SIRO2,1906,644,4674,22,197168,5096,1731
76,"201401",TACR1,33357,11315,71896,27,9688558,77878,25419
76,"201401",TACR5,4208,740,8930,25,707131,9820,3880
76,"201402",AZAT50,11768,4357,24141,26,1794680,25767,9538
76,"201402",CICLOSP10,5,0,13,3,787,17,9
76,"201402",CICLOSP100,3553,1615,9799,26,579858,10382,3675
76,"201402",CICLOSP10050,170,57,481,15,8420,491,178
76,"201402",CICLOSP25,3752,2405,9686,27,593877,10261,3729
76,"201402",CICLOSP50,6503,3728,15827,27,989350,16593,5782
76,"201402",EVER05,1949,940,4868,26,451030,5286,1739
76,"201402",EVER075,969,491,2604,17,257621,2721,938
76,"201402",EVER1,2003,940,4725,23,365345,5225,1824
76,"201402",IMUN05,4,0,4,1,83,4,2
76,"201402",IMUN50,48,1,67,6,2414,74,40
76,"201402",IMUN60,2,0,2,1,43,2,2
76,"201402",METI500,28,9,49,1,2810,49,32
76,"201402",MICO180,4865,1625,10976,26,901618,11813,3963
76,"201402",MICO360,32076,12275,75808,27,7825720,80474,25078
76,"201402",MICO500,6496,2841,15565,27,1562943,16674,5430
76,"201402",SIRO1,4093,1880,10273,26,604381,10841,3689
76,"201402",SIRO2,1893,675,4690,22,198137,5155,1710
76,"201402",TACR1,33758,11443,73759,27,9873119,79005,26186
76,"201402",TACR5,4307,710,9217,26,737782,10014,4005
76,"201403",AZAT50,12287,4676,25295,26,1845431,26768,9708
76,"201403",CICLOSP10,1,1,8,3,330,8,6
76,"201403",CICLOSP100,3640,1672,9971,26,584654,10510,3633
76,"201403",CICLOSP10050,174,61,506,16,9146,522,196
76,"201403",CICLOSP25,3947,2483,10007,27,622234,10583,3743
76,"201403",CICLOSP50,6904,3928,16522,27,1044983,17326,5833
76,"201403",EVER05,2107,1033,5129,25,476660,5644,1780
76,"201403",EVER075,999,551,2719,18,267424,2835,975
76,"201403",EVER1,2365,1118,5291,23,429259,6052,2013
76,"201403",IMUN05,9,0,10,2,377,10,6
76,"201403",IMUN25,3,0,4,1,130,4,4
76,"201403",IMUN50,62,6,97,9,3244,101,60
76,"201403",IMUN60,2,0,2,1,54,2,1
76,"201403",METI500,17,7,61,1,1981,61,41
76,"201403",MICO180,5301,1756,11614,27,949345,12501,4173
76,"201403",MICO360,33471,13097,79391,27,8141404,84292,25725
76,"201403",MICO500,6640,2883,15880,27,1577181,16905,5437
76,"201403",SIRO1,3960,1916,10254,26,596494,10742,3565
76,"201403",SIRO2,1950,710,4755,22,200127,5237,1732
76,"201403",TACR1,35187,12406,77640,27,10292551,82880,26939
76,"201403",TACR5,4555,815,10050,26,795422,10808,4199
76,"201404",AZAT50,12458,4714,25468,26,1922533,27057,9931
76,"201404",CICLOSP10,8,0,10,2,766,13,4
76,"201404",CICLOSP100,3588,1685,9859,27,584948,10322,3589
76,"201404",CICLOSP10050,208,74,555,16,11715,575,202
76,"201404",CICLOSP25,3922,2491,10001,27,618926,10525,3697
76,"201404",CICLOSP50,6894,4047,16512,27,1051059,17334,5801
76,"201404",EVER05,2177,1107,5367,26,531364,5894,1939
76,"201404",EVER075,1058,572,2910,18,289877,3022,1066
76,"201404",EVER1,2297,1109,5189,24,458406,5959,2094
76,"201404",IMUN05,4,0,3,2,59,4,4
76,"201404",IMUN25,0,0,4,1,177,4,3
76,"201404",IMUN50,56,12,85,8,2660,95,56
76,"201404",IMUN60,1,0,2,1,16,2,2
76,"201404",METI500,24,7,60,1,3769,60,43
76,"201404",MICO180,5459,1762,11762,27,974489,12647,4200
76,"201404",MICO360,33881,13515,80115,27,8299284,85113,26329
76,"201404",MICO500,6495,2874,15461,27,1547314,16465,5357
76,"201404",SIRO1,4066,1977,10200,26,599205,10694,3569
76,"201404",SIRO2,1908,741,4672,22,197579,5140,1732
76,"201404",TACR1,35361,12643,77883,27,10419517,83145,27357
76,"201404",TACR5,4699,811,10364,26,818715,11105,4325
76,"201501",AZAT50,11979,4672,24464,26,1828041,26033,9523
76,"201501",CICLOSP10,2,0,0,1,120,2,1
76,"201501",CICLOSP100,3402,1685,9519,26,554469,9945,3430
76,"201501",CICLOSP10050,198,65,554,13,9350,570,202
76,"201501",CICLOSP25,3745,2465,9522,26,571101,9949,3502
76,"201501",CICLOSP50,6584,3940,15882,27,987680,16577,5579
76,"201501",EVER05,2210,1137,5526,25,551602,5985,1978
76,"201501",EVER075,1107,617,2994,19,296618,3095,1132
76,"201501",EVER1,2190,1108,5099,23,446706,5725,2099
76,"201501",IMUN05,2,0,2,1,48,2,1
76,"201501",IMUN25,4,0,3,1,218,4,4
76,"201501",IMUN50,44,3,74,9,2360,82,48
76,"201501",METI500,20,8,46,1,2440,46,27
76,"201501",MICO180,5510,1871,12123,26,1006563,12969,4295
76,"201501",MICO360,34018,13981,81344,27,8303878,85895,26291
76,"201501",MICO500,6209,2799,14812,27,1471324,15638,5017
76,"201501",SIRO1,4025,2034,10023,26,583247,10468,3493
76,"201501",SIRO2,1864,760,4590,21,190120,5006,1684
76,"201501",TACR1,35408,13089,78977,27,10353388,83558,27280
76,"201501",TACR5,4510,879,10059,25,774972,10720,4201
76,"201502",AZAT50,12240,4842,25281,26,1920824,26882,9754
76,"201502",CICLOSP10,1,0,3,4,492,9,4
76,"201502",CICLOSP100,3495,1659,9457,26,550721,10048,3478
76,"201502",CICLOSP10050,184,60,492,15,7985,509,187
76,"201502",CICLOSP25,3871,2519,9820,26,596377,10344,3641
76,"201502",CICLOSP50,6691,4054,16084,27,1009760,16904,5667
76,"201502",EVER05,2238,1202,5527,26,530442,6145,2054
76,"201502",EVER075,1132,661,3032,19,301709,3180,1139
76,"201502",EVER1,2568,1332,5910,23,521345,6809,2340
76,"201502",IMUN05,1,0,1,1,24,1,1
76,"201502",IMUN25,3,0,4,1,94,4,3
76,"201502",IMUN50,45,9,76,7,2603,87,43
76,"201502",METI500,15,5,30,1,2056,30,18
76,"201502",MICO180,5700,1888,12175,27,1008579,13187,4331
76,"201502",MICO360,34885,14443,82704,27,8502372,88130,26860
76,"201502",MICO500,6406,2890,15259,27,1534958,16343,5236
76,"201502",SIRO1,4087,2075,10189,26,594353,10681,3596
76,"201502",SIRO2,1945,757,4633,22,197059,5113,1710
76,"201502",TACR1,37149,13647,81887,27,10759139,87896,28475
76,"201502",TACR5,4572,870,10125,26,785417,10947,4309
76,"201503",AZAT50,12995,5017,25527,26,1993562,28144,10352
76,"201503",CICLOSP10,0,0,0,1,80,3,2
76,"201503",CICLOSP100,3440,1663,9225,26,547494,9964,3427
76,"201503",CICLOSP10050,195,64,528,14,6609,549,184
76,"201503",CICLOSP25,3892,2499,9501,26,593190,10288,3594
76,"201503",CICLOSP50,6697,4076,15700,27,992488,16824,5642
76,"201503",EVER05,2432,1314,5654,26,562151,6608,2128
76,"201503",EVER075,1173,726,3113,20,315490,3381,1157
76,"201503",EVER1,2670,1410,6027,23,562673,7233,2448
76,"201503",IMUN05,2,0,4,1,53,4,2
76,"201503",IMUN50,52,7,84,8,3422,95,55
76,"201503",METI500,16,6,27,1,1439,27,17
76,"201503",MICO180,6123,2092,12811,27,1096743,14126,4591
76,"201503",MICO360,35966,15052,82720,27,8731213,90906,27372
76,"201503",MICO500,6446,3005,14630,27,1551979,16550,5202
76,"201503",SIRO1,4150,2161,10196,26,613462,10959,3628
76,"201503",SIRO2,1979,778,4566,22,200802,5118,1691
76,"201503",TACR1,38407,14387,82262,27,11100968,91204,29586
76,"201503",TACR5,4852,885,10245,26,831549,11503,4477
76,"201504",AZAT50,12287,4987,25268,26,1950443,27334,9935
76,"201504",CICLOSP10,0,0,1,2,50,3,2
76,"201504",CICLOSP100,3258,1660,8817,27,541058,9659,3366
76,"201504",CICLOSP10050,168,68,475,14,7744,479,178
76,"201504",CICLOSP25,3659,2427,8944,26,599804,9756,3579
76,"201504",CICLOSP50,6268,3923,14783,26,968502,16036,5591
76,"201504",EVER05,2349,1292,5466,26,562120,6535,2158
76,"201504",EVER075,1229,769,3175,20,324555,3464,1198
76,"201504",EVER1,2741,1460,5987,23,581991,7321,2572
76,"201504",IMUN50,42,10,71,10,3226,77,46
76,"201504",METI500,16,2,31,1,1715,31,23
76,"201504",MICO180,5975,2038,12269,27,1030035,13696,4511
76,"201504",MICO360,36193,15359,82900,27,8838623,91538,27879
76,"201504",MICO500,6079,2903,13808,27,1455004,15583,5024
76,"201504",SIRO1,4063,2089,9881,26,599338,10649,3586
76,"201504",SIRO2,1895,746,4363,22,195078,4954,1666
76,"201504",TACR1,38577,14640,82353,27,11202626,91858,30315
76,"201504",TACR5,4973,914,10336,26,834080,11659,4506
76,"201601",AZAT50,13008,5215,26102,26,2026997,28562,10515
76,"201601",CICLOSP10,0,0,0,1,30,3,1
76,"201601",CICLOSP100,3189,1683,8642,26,524547,9403,3320
76,"201601",CICLOSP10050,160,58,432,14,7837,443,169
76,"201601",CICLOSP25,3672,2401,8943,26,579478,9680,3491
76,"201601",CICLOSP50,6469,4127,15297,27,997756,16472,5584
76,"201601",EVER05,2418,1293,5558,26,566209,6553,2182
76,"201601",EVER075,1251,813,3309,19,343304,3618,1279
76,"201601",EVER1,2942,1540,6453,24,630777,7790,2638
76,"201601",IMUN50,19,4,52,11,2505,61,32
76,"201601",METI500,22,6,32,1,1672,32,21
76,"201601",MICO180,6069,2086,12648,27,1052486,13919,4518
76,"201601",MICO360,36585,15754,83977,27,8836567,92398,28084
76,"201601",MICO500,5998,2874,13552,27,1411821,15144,4864
76,"201601",SIRO1,3973,2077,9725,26,581044,10459,3517
76,"201601",SIRO2,1808,734,4276,22,188861,4841,1646
76,"201601",TACR1,39725,15416,85213,27,11542589,94723,30728
76,"201601",TACR5,4958,967,10255,26,821099,11534,4482
76,"201602",AZAT50,13708,5374,26568,26,2096967,29418,10759
76,"201602",CICLOSP100,3214,1745,8777,26,532256,9524,3352
76,"201602",CICLOSP10050,208,72,492,15,8224,511,202
76,"201602",CICLOSP25,3599,2312,8734,26,558141,9431,3402
76,"201602",CICLOSP50,6465,4177,15074,27,980380,16267,5614
76,"201602",EVER05,2499,1330,5804,26,588216,6792,2247
76,"201602",EVER075,1256,783,3278,19,339020,3593,1283
76,"201602",EVER1,3003,1621,6599,23,641585,7963,2685
76,"201602",IMUN50,34,11,75,9,3255,79,47
76,"201602",METI500,16,10,36,1,1604,36,24
76,"201602",MICO180,6237,2200,12852,27,1078060,14200,4593
76,"201602",MICO360,36889,16289,84904,27,8941018,93401,28297
76,"201602",MICO500,5970,2952,13507,27,1398603,15110,4871
76,"201602",SIRO1,4081,2137,9880,27,590677,10637,3575
76,"201602",SIRO2,1854,783,4346,22,193602,4910,1683
76,"201602",TACR1,40494,16162,86902,27,11650268,96364,31232
76,"201602",TACR5,5082,986,10361,27,834157,11647,4552
76,"201603",AZAT50,14116,5737,27874,27,2179968,30372,10731
76,"201603",CICLOSP10,0,0,0,1,130,3,1
76,"201603",CICLOSP100,3317,1758,9070,27,560202,9776,3363
76,"201603",CICLOSP10050,229,70,521,16,10658,555,198
76,"201603",CICLOSP25,3869,2571,9394,25,678169,10128,3627
76,"201603",CICLOSP50,6241,3967,14723,27,970876,15771,5527
76,"201603",EVER05,2709,1435,6228,26,639297,7265,2377
76,"201603",EVER075,1397,848,3557,19,379457,3893,1380
76,"201603",EVER1,3064,1650,6690,23,654385,8136,2767
76,"201603",IMUN50,43,12,74,12,3614,84,42
76,"201603",METI500,18,6,33,1,1730,33,18
76,"201603",MICO180,6243,2270,13056,27,1073510,14402,4620
76,"201603",MICO360,38340,17102,87804,27,9242822,96677,28926
76,"201603",MICO500,5918,2958,13469,27,1411785,15023,4772
76,"201603",SIRO1,4225,2300,10355,27,628065,11094,3662
76,"201603",SIRO2,1982,840,4609,22,215898,5219,1746
76,"201603",TACR1,42083,17055,90377,27,12143691,100174,32143
76,"201603",TACR5,5274,1051,10676,27,853056,12025,4668
76,"201604",AZAT50,12925,5492,26291,27,2005358,28343,10176
76,"201604",CICLOSP10,3,3,7,3,690,9,4
76,"201604",CICLOSP100,3227,1786,8805,27,533072,9463,3286
76,"201604",CICLOSP10050,176,74,435,16,8252,460,164
76,"201604",CICLOSP25,3614,2494,8800,25,587919,9480,3335
76,"201604",CICLOSP50,6292,4164,14899,27,958594,15863,5419
76,"201604",EVER05,2898,1428,6420,26,691115,7578,2425
76,"201604",EVER075,1456,897,3742,20,413102,4107,1456
76,"201604",EVER1,3264,1714,7036,23,698650,8542,2860
76,"201604",IMUN50,49,6,74,8,2885,80,46
76,"201604",METI500,11,12,30,1,819,30,23
76,"201604",MICO180,6369,2475,13616,27,1130790,14957,4649
76,"201604",MICO360,39363,17685,89374,27,9351149,98234,29504
76,"201604",MICO500,5835,2990,13465,27,1399109,14980,4745
76,"201604",SIRO1,4257,2370,10347,26,630811,11080,3682
76,"201604",SIRO2,2045,856,4640,23,215493,5233,1771
