"co_pcdt","nu_trimestre","sg_procedimento","qt_sexo_f","qt_idade_paciente60","qt_st_redesbr3","qt_ibge_gestao","qt_aprovada","qt_dispensacao","qt_cns_paciente"
22,"201101",ENTA200,8450,16650,18955,25,2094675,21085,8035
22,"201101",PRAM0125,2527,4131,4668,20,399839,5020,1949
22,"201101",PRAM025,15714,25747,29435,28,3127105,32695,11936
22,"201101",PRAM1,14469,23875,32576,26,2818117,34868,11293
22,"201101",SELE10,843,1519,1890,9,64708,1988,749
22,"201101",SELE5,3904,6707,7786,21,434013,8434,3571
22,"201101",TOLC100,90,216,298,7,27242,302,123
22,"201101",TRIE5,135,186,315,5,19451,323,117
22,"201102",AMAN100,15784,26734,31893,26,2546092,36277,12967
22,"201102",BROM25,409,438,745,16,81016,803,257
22,"201102",CABE05,2,3,4,2,368,4,3
22,"201102",ENTA200,8849,17434,19619,26,2186588,21962,8315
22,"201102",PRAM0125,2706,4569,5068,18,443425,5513,2089
22,"201102",PRAM025,17198,28031,31698,28,3418009,35480,12291
22,"201102",PRAM1,15619,26323,35041,27,3061021,37967,11844
22,"201102",SELE10,820,1458,1816,9,64246,1919,732
22,"201102",SELE5,3970,6927,8167,20,456842,8774,3580
22,"201102",TOLC100,100,222,292,6,25016,304,123
22,"201102",TRIE5,122,180,303,6,20565,317,110
22,"201103",AMAN100,16184,27233,32682,25,2615971,37042,13259
22,"201103",BROM25,395,419,730,16,76815,765,240
22,"201103",ENTA200,8700,17242,19669,26,2180218,21936,8420
22,"201103",PRAM0125,3146,5076,5676,18,497978,6142,2268
22,"201103",PRAM025,18566,30364,34463,27,3702451,38229,12838
22,"201103",PRAM1,17304,28772,38421,27,3341190,41521,12718
22,"201103",SELE10,887,1489,1877,8,67967,2009,728
22,"201103",SELE5,4094,7134,8521,17,474163,9083,3665
22,"201103",TOLC100,94,202,293,6,25631,297,111
22,"201103",TRIE5,123,187,321,6,20990,335,113
22,"201104",AMAN100,16572,27824,33834,25,2717382,37930,13248
22,"201104",BROM25,366,418,684,15,73717,728,214
22,"201104",ENTA200,9256,18071,20964,24,2343534,23008,8581
22,"201104",PRAM0125,3247,5170,5788,19,514951,6263,2251
22,"201104",PRAM025,18237,29910,33934,26,3701728,37516,13048
22,"201104",PRAM1,17321,29198,38752,25,3409713,41806,12982
22,"201104",SELE10,862,1495,1908,10,72426,2033,725
22,"201104",SELE5,4056,7171,8692,17,477784,9091,3571
22,"201104",TOLC100,90,211,283,6,26344,294,106
22,"201104",TRIE5,109,171,295,5,19555,306,105
22,"201201",AMAN100,16002,26798,32466,25,2591751,36259,12952
22,"201201",BROM25,307,406,602,13,68458,635,183
22,"201201",BROM5,1,2,2,2,150,2,2
22,"201201",ENTA200,8872,17410,20398,26,2244983,22024,8306
22,"201201",PRAM0125,3080,4979,5653,18,493183,5994,2167
22,"201201",PRAM025,18164,29776,34113,27,3679507,37285,12667
22,"201201",PRAM1,17277,29037,38594,23,3366692,41306,12611
22,"201201",SELE10,888,1480,1956,8,69020,2074,722
22,"201201",SELE5,3854,6805,8337,15,457150,8660,3360
22,"201201",TOLC100,84,190,255,6,22825,259,95
22,"201201",TRIE5,110,180,289,6,19176,311,100
22,"201202",AMAN100,17826,29680,35928,25,2900733,40528,13894
22,"201202",BROM25,305,427,642,14,70999,678,191
22,"201202",ENTA200,9350,18466,21425,25,2395662,23399,8523
22,"201202",PRAM0125,3154,5017,5622,16,492885,6067,2185
22,"201202",PRAM025,19415,31873,36280,25,3951244,39996,13160
22,"201202",PRAM1,18496,31383,41543,26,3637347,44691,13234
22,"201202",SELE10,915,1512,1986,8,70992,2115,740
22,"201202",SELE5,4034,7204,8731,18,484103,9150,3560
22,"201202",TOLC100,77,190,250,6,22904,255,90
22,"201202",TRIE5,132,178,284,7,18413,303,100
22,"201203",AMAN100,18597,30955,37535,25,3013041,42428,14509
22,"201203",BROM25,272,373,577,15,58534,597,172
22,"201203",ENTA200,9418,18728,21590,26,2385655,23659,8620
22,"201203",PRAM0125,3305,5248,5960,18,518797,6385,2328
22,"201203",PRAM025,19931,32589,37244,27,3982530,41012,13588
22,"201203",PRAM1,19566,33122,43957,26,3842755,47227,13867
22,"201203",SELE10,982,1553,2050,9,73244,2186,737
22,"201203",SELE5,4390,7611,9211,19,510863,9734,3733
22,"201203",TOLC100,70,176,233,6,21348,237,85
22,"201203",TRIE5,118,179,267,7,17417,285,100
22,"201204",AMAN100,17900,29997,36646,25,2946613,41008,14405
22,"201204",BROM25,250,373,550,15,56559,588,168
22,"201204",ENTA200,8949,17888,20673,25,2298574,22712,8591
22,"201204",PRAM0125,3474,5456,6111,17,538865,6568,2336
22,"201204",PRAM025,20163,32719,37584,27,4042679,41123,13853
22,"201204",PRAM1,19455,32992,43949,26,3815699,46947,14164
22,"201204",SELE10,991,1560,2070,9,75399,2201,756
22,"201204",SELE5,4296,7392,8905,20,497927,9440,3688
22,"201204",TOLC100,77,177,238,6,22199,240,92
22,"201204",TRIE5,123,187,287,7,18449,297,106
22,"201301",AMAN100,18153,30455,37476,24,2968755,41541,14385
22,"201301",BROM25,249,381,553,15,56921,592,170
22,"201301",ENTA200,9192,18280,21319,25,2347691,23231,8549
22,"201301",PRAM0125,3385,5387,6069,16,524104,6457,2336
22,"201301",PRAM025,20434,33304,38312,26,4125299,41742,14117
22,"201301",PRAM1,19629,33537,44700,26,3855702,47363,14341
22,"201301",SELE10,970,1586,2081,9,75852,2219,756
22,"201301",SELE5,4127,7246,8684,19,493760,9225,3613
22,"201301",TOLC100,89,171,241,6,21664,243,98
22,"201301",TRIE5,121,185,307,5,19288,318,104
22,"201302",AMAN100,18181,30729,37897,23,3003603,41958,14388
22,"201302",BROM25,247,328,519,14,55710,550,159
22,"201302",ENTA200,9312,18546,21559,24,2389565,23624,8486
22,"201302",PRAM0125,3494,5659,6334,15,552100,6749,2357
22,"201302",PRAM025,20596,33292,38617,25,4165126,41925,14008
22,"201302",PRAM1,19979,34455,45857,24,3961201,48625,14663
22,"201302",SELE10,998,1601,2120,8,77696,2261,740
22,"201302",SELE5,4018,7094,8597,19,488190,9054,3553
22,"201302",TOLC100,80,171,236,6,21470,239,91
22,"201302",TRIE5,117,187,299,5,19212,313,105
22,"201303",AMAN100,18124,30939,38232,23,3016095,42199,14600
22,"201303",BROM25,201,312,441,13,50665,469,128
22,"201303",BROM5,1,0,1,1,360,1,1
22,"201303",ENTA200,9060,18154,21367,25,2334003,22922,8244
22,"201303",PRAM0125,3467,5600,6299,16,541612,6651,2323
22,"201303",PRAM025,20577,33464,38866,26,4193134,42005,14118
22,"201303",PRAM1,19653,33961,45191,25,3889008,47638,14662
22,"201303",SELE10,981,1620,2107,7,76282,2240,735
22,"201303",SELE5,4146,7271,8782,18,491659,9207,3533
22,"201303",TOLC100,68,144,196,6,17174,198,78
22,"201303",TRIE5,107,173,283,5,18156,293,95
22,"201304",AMAN100,17815,30471,37810,24,2985401,41458,14436
22,"201304",BROM25,164,277,389,12,43369,421,116
22,"201304",ENTA200,9005,18136,21373,25,2358460,22894,8219
22,"201304",PRAM0125,3557,5729,6498,17,564096,6823,2348
22,"201304",PRAM025,19700,32279,37618,26,4055295,40434,13579
22,"201304",PRAM1,19736,34191,45387,25,3926979,47758,14587
22,"201304",SELE10,982,1645,2138,5,79514,2272,773
22,"201304",SELE5,4174,7289,8779,20,489383,9218,3492
22,"201304",TOLC100,64,139,195,7,16789,198,75
22,"201304",TRIE5,103,151,274,6,17697,285,92
22,"201401",AMAN100,17615,30139,37419,24,2925196,40883,14469
22,"201401",BROM25,161,281,399,12,43494,432,118
22,"201401",ENTA200,8659,17628,20826,25,2261363,22221,8136
22,"201401",PRAM0125,3705,6049,6766,17,599400,7147,2510
22,"201401",PRAM025,19658,32194,37622,26,4061243,40392,13965
22,"201401",PRAM1,19141,33328,44187,25,3798549,46524,14939
22,"201401",SELE10,924,1555,2039,6,76947,2171,714
22,"201401",SELE5,4271,7418,8962,19,495108,9417,3539
22,"201401",TOLC100,62,161,206,6,18379,209,76
22,"201401",TRIE5,103,163,263,6,16649,271,92
22,"201402",AMAN100,17953,30816,38051,25,3001006,41846,14848
22,"201402",BROM25,187,286,422,12,45657,451,122
22,"201402",ENTA200,9037,18682,22138,25,2437509,23696,8548
22,"201402",PRAM0125,3588,5865,6626,17,583292,6983,2465
22,"201402",PRAM025,20594,34023,39400,27,4344308,42518,14216
22,"201402",PRAM1,20536,36002,47758,26,4130310,50003,15077
22,"201402",SELE10,648,1108,1446,6,67969,1559,594
22,"201402",SELE5,4516,7836,9565,21,534528,10036,3810
22,"201402",TOLC100,70,167,217,9,19924,220,80
22,"201402",TRIE5,101,174,271,6,17354,281,96
22,"201403",AMAN100,17439,30544,37569,24,2960894,41198,15165
22,"201403",BROM25,173,278,390,12,40030,422,122
22,"201403",ENTA200,8657,17971,21380,25,2317434,22719,8562
22,"201403",PRAM0125,3580,5662,6467,18,586299,6808,2571
22,"201403",PRAM025,19593,32061,37063,27,4082885,40105,14657
22,"201403",PRAM1,19620,34355,44918,26,3882396,47415,16041
22,"201403",SELE10,236,404,510,7,30298,563,277
22,"201403",SELE5,5017,8577,10610,20,595636,11095,4170
22,"201403",TOLC100,78,173,217,9,19705,220,80
22,"201403",TRIE5,100,168,261,6,17029,271,87
22,"201404",AMAN100,16561,29092,36269,25,2849978,39119,14317
22,"201404",BROM25,186,294,392,10,40833,421,118
22,"201404",ENTA200,8669,17971,21131,25,2343384,22655,8592
22,"201404",PRAM0125,3225,5272,5962,17,529870,6283,2515
22,"201404",PRAM025,19394,31589,36301,27,4026604,39396,14864
22,"201404",PRAM1,19142,33553,43332,26,3792213,46054,16331
22,"201404",SELE10,108,179,218,7,13650,255,135
22,"201404",SELE5,5011,8581,10618,20,599787,11085,4215
22,"201404",TOLC100,76,169,209,9,19012,209,80
22,"201404",TRIE5,92,167,245,5,16664,256,81
22,"201501",AMAN100,15495,27194,34404,25,2645292,36507,13645
22,"201501",BROM25,133,207,295,9,27449,324,109
22,"201501",ENTA200,8039,16565,19691,25,2130540,20865,8290
22,"201501",PRAM0125,3161,5207,5917,20,516810,6200,2444
22,"201501",PRAM025,18873,30707,35621,27,3899939,38179,14538
22,"201501",PRAM1,18630,32800,42469,26,3668968,44864,16288
22,"201501",SELE10,72,125,153,7,10267,178,92
22,"201501",SELE5,4666,8140,10043,19,583376,10544,4098
22,"201501",TOLC100,84,162,203,9,17853,205,80
22,"201501",TRIE5,79,152,223,7,14806,231,73
22,"201502",AMAN100,15036,26509,33745,26,2586199,35731,13309
22,"201502",BROM25,102,113,198,9,18870,213,70
22,"201502",ENTA200,8318,17281,20510,24,2241284,21778,8325
22,"201502",PRAM0125,3221,5264,5960,20,527250,6274,2467
22,"201502",PRAM025,19034,31278,36330,27,3989213,38961,14671
22,"201502",PRAM1,19247,33968,44006,27,3810779,46423,16588
22,"201502",SELE10,50,75,89,4,6466,100,47
22,"201502",SELE5,4897,8508,10490,19,588953,10949,4182
22,"201502",TOLC100,73,138,178,6,15678,178,69
22,"201502",TRIE5,73,137,208,6,14373,214,70
22,"201503",AMAN100,15818,27950,34724,26,2737229,37706,13826
22,"201503",BROM25,55,69,122,5,11298,131,52
22,"201503",ENTA200,8809,18296,21273,24,2399010,23145,8523
22,"201503",PRAM0125,3276,5396,6030,20,534610,6428,2530
22,"201503",PRAM025,19645,32476,36873,27,4182961,40545,14934
22,"201503",PRAM1,19900,35435,45025,27,3975247,48193,17041
22,"201503",SELE10,19,51,54,6,4613,67,33
22,"201503",SELE5,4876,8444,10356,21,602755,10964,4278
22,"201503",TOLC100,74,156,191,8,17177,196,75
22,"201503",TRIE5,74,126,206,6,14787,213,73
22,"201504",AMAN100,16161,28588,34275,26,2818968,38590,14428
22,"201504",BROM25,47,64,94,5,10297,99,37
22,"201504",ENTA200,9117,18935,21529,25,2497128,23835,8785
22,"201504",PRAM0125,3135,5132,5676,20,514856,6153,2494
22,"201504",PRAM025,19330,32023,35825,27,4160231,39974,15036
22,"201504",PRAM1,19609,34768,43591,27,3939414,47515,17138
22,"201504",SELE10,17,39,41,5,3823,52,28
22,"201504",SELE5,4375,7592,9374,20,562406,9965,4082
22,"201504",TOLC100,70,155,188,7,15880,193,73
22,"201504",TRIE5,70,106,185,6,13120,195,72
22,"201601",AMAN100,16091,28512,34206,26,2894291,38731,14630
22,"201601",BROM25,56,66,105,6,11706,112,35
22,"201601",ENTA200,8708,18318,20745,25,2398881,23062,8679
22,"201601",PRAM0125,3165,5228,5734,20,523695,6188,2467
22,"201601",PRAM025,18753,31398,35346,27,4079931,39174,14873
22,"201601",PRAM1,19656,34974,43863,27,3957193,47714,17054
22,"201601",SELE10,16,38,51,5,4354,54,23
22,"201601",SELE5,4932,8567,10494,20,595930,11101,4127
22,"201601",TOLC100,59,147,181,7,15567,185,75
22,"201601",TRIE5,85,123,211,7,15096,217,77
22,"201602",AMAN100,16904,29994,35869,25,3011879,40614,14759
22,"201602",BROM25,48,52,104,6,10858,108,36
22,"201602",ENTA200,8999,19042,21641,24,2525633,23993,8867
22,"201602",PRAM0125,3098,5070,5544,21,503267,6005,2461
22,"201602",PRAM025,19393,32354,36367,27,4207064,40430,15129
22,"201602",PRAM1,20134,35911,45005,27,4053661,48898,17488
22,"201602",SELE10,14,37,45,5,4350,53,21
22,"201602",SELE5,4836,8441,10358,20,582089,10954,4126
22,"201602",TOLC100,44,115,141,6,11604,146,63
22,"201602",TRIE5,92,133,223,7,15785,237,85
22,"201603",AMAN100,17895,31531,37837,26,3136203,42794,15303
22,"201603",BROM25,68,68,134,6,13670,148,50
22,"201603",ENTA200,9165,19207,21894,25,2552928,24234,8812
22,"201603",PRAM0125,3301,5404,5952,20,545039,6441,2514
22,"201603",PRAM025,20245,33641,37573,27,4412413,42017,15533
22,"201603",PRAM1,20533,36455,45664,27,4131626,49692,17871
22,"201603",SELE10,12,32,39,4,3596,44,21
22,"201603",SELE5,4808,8337,10275,20,585273,10923,4119
22,"201603",TOLC100,27,72,84,5,7584,89,45
22,"201603",TRIE5,97,142,219,6,16613,240,81
22,"201604",AMAN100,17920,31397,37680,26,3130665,42529,15427
22,"201604",BROM25,57,70,112,8,14182,137,51
22,"201604",ENTA200,9044,18898,21456,25,2534522,23904,8743
22,"201604",PRAM0125,3080,5027,5501,22,513121,6006,2454
22,"201604",PRAM025,20168,33778,37375,27,4450001,42048,15521
22,"201604",PRAM1,20502,36391,45262,27,4129493,49655,18031
22,"201604",SELE10,11,30,28,4,2851,35,17
22,"201604",SELE5,4455,7826,9653,19,554199,10265,3925
22,"201604",TOLC100,22,63,79,6,6893,82,41
22,"201604",TRIE5,90,131,205,6,15577,225,82
22,"201701",AMAN100,15753,27510,33127,25,2812522,37422,14398
22,"201701",BROM25,57,61,108,7,12184,129,47
22,"201701",ENTA200,8449,17935,20294,25,2408740,22634,8648
22,"201701",PRAM0125,3195,5151,5632,22,518441,6142,2424
22,"201701",PRAM025,19895,33206,36860,27,4421179,41449,15483
22,"201701",PRAM1,20573,36542,45251,27,4100427,49616,18123
22,"201701",SELE10,10,24,28,4,2595,32,17
22,"201701",SELE5,4252,7477,9222,19,531754,9785,3861
22,"201701",TOLC100,30,84,96,7,8810,99,41
22,"201701",TRIE5,83,124,196,6,15102,212,81
22,"201702",AMAN100,16236,28168,34078,25,2801804,37987,13698
22,"201702",BROM25,26,46,62,6,6768,77,34
22,"201702",ENTA200,8593,18161,20523,24,2421687,22803,8622
22,"201702",PRAM0125,3213,5226,5650,22,524262,6170,2420
22,"201702",PRAM025,20181,33723,37233,27,4482909,42022,15423
22,"201702",PRAM1,21198,37907,46689,27,4246366,51185,18230
22,"201702",SELE10,11,27,31,3,3090,34,17
22,"201702",SELE5,4531,7983,9759,20,559767,10361,3967
22,"201702",TOLC100,32,77,88,5,7190,88,36
22,"201702",TRIE5,93,124,202,7,15367,222,79
22,"201703",AMAN100,16524,28896,35129,26,2863036,38905,14407
22,"201703",BROM25,31,46,67,7,6924,84,35
22,"201703",ENTA200,8691,18478,20858,25,2507183,23393,8662
22,"201703",PRAM0125,3255,5313,5771,21,541301,6302,2423
22,"201703",PRAM025,19884,33669,37075,27,4470384,41800,15303
22,"201703",PRAM1,21502,38554,47529,27,4351364,52252,18448
22,"201703",SELE10,13,22,28,2,2059,28,12
22,"201703",SELE5,4523,7959,9748,20,555557,10332,3888
22,"201703",TOLC100,32,71,80,3,7114,80,32
22,"201703",TRIE5,91,121,219,7,16144,239,80
22,"201704",AMAN100,16508,28745,34687,25,2895588,38934,14802
22,"201704",BROM25,29,31,58,5,6586,71,32
22,"201704",ENTA200,8543,18304,20742,25,2484351,23222,8625
22,"201704",PRAM0125,3176,5118,5586,21,526868,6085,2337
22,"201704",PRAM025,19623,33150,36352,27,4436250,41078,15175
22,"201704",PRAM1,21323,38158,46894,27,4312241,51725,18327
22,"201704",SELE10,9,21,21,3,1755,21,12
22,"201704",SELE5,4348,7649,9315,19,532375,9929,3815
22,"201704",TOLC100,32,64,73,3,6305,73,31
22,"201704",TRIE5,88,125,209,7,14385,224,80
22,"201801",AMAN100,16197,28629,33842,25,2946193,38579,14834
22,"201801",BROM25,21,24,47,5,5020,57,24
22,"201801",CLOZ25,4,12,16,1,720,16,9
22,"201801",ENTA200,8394,17914,20261,24,2447832,22522,8614
22,"201801",PRAM0125,3062,4957,5432,22,517456,5888,2360
22,"201801",PRAM025,18833,32163,35131,27,4348555,39670,15055
22,"201801",PRAM1,20669,37024,45566,27,4188069,49938,18152
22,"201801",SELE10,10,23,24,4,2100,24,13
22,"201801",SELE5,4119,7369,8996,18,510148,9515,3761
22,"201801",TOLC100,25,67,78,4,6930,79,31
22,"201801",TRIE5,60,90,155,6,10865,168,62
22,"201802",AMAN100,16378,28705,34208,25,2896875,38698,14367
22,"201802",BROM25,32,33,75,6,7224,89,31
22,"201802",CLOZ25,7,24,32,5,1755,32,17
22,"201802",ENTA200,8468,18055,20193,24,2436367,22768,8635
22,"201802",PRAM0125,3094,5037,5511,23,526780,6003,2325
22,"201802",PRAM025,19684,33549,36320,27,4476713,41346,15076
22,"201802",PRAM1,21652,39116,47956,27,4421515,52765,18303
22,"201802",SELE10,6,13,16,4,1320,16,9
22,"201802",SELE5,3902,6953,8477,18,495222,8989,3585
22,"201802",TOLC100,28,70,77,3,6399,77,30
22,"201802",TRIE5,64,104,178,6,13493,196,63
22,"201803",AMAN100,15927,27592,32995,25,2748815,37354,14119
22,"201803",BROM25,29,37,66,6,6706,79,31
22,"201803",CLOZ25,11,35,43,7,3360,49,23
22,"201803",ENTA200,7694,16349,18224,25,2191334,20804,8370
22,"201803",PRAM0125,2985,4965,5395,23,514207,5866,2351
22,"201803",PRAM025,17998,30651,33472,27,4057539,37880,14875
22,"201803",PRAM1,19015,34538,41984,27,3872424,46660,18160
22,"201803",SELE10,3,14,15,3,1245,16,10
22,"201803",SELE5,3785,6699,8120,18,455036,8608,3407
22,"201803",TOLC100,33,79,91,3,7586,91,37
22,"201803",TRIE5,57,103,171,8,12848,187,66
22,"201804",AMAN100,16158,28361,33782,24,2870945,38361,14320
22,"201804",BROM25,13,23,35,6,3460,41,21
22,"201804",CLOZ25,27,56,65,7,6078,74,32
22,"201804",ENTA200,8410,17979,20064,25,2448779,22709,8598
22,"201804",PRAM0125,3026,4997,5547,24,541958,5994,2350
22,"201804",PRAM025,19346,33085,36034,27,4420320,40697,14958
22,"201804",PRAM1,21004,38090,46215,27,4310335,51367,18421
22,"201804",SELE10,5,17,16,4,1667,21,14
22,"201804",SELE5,3868,6915,8336,18,477917,8862,3396
22,"201804",TOLC100,42,83,98,3,8270,98,37
22,"201804",TRIE5,54,100,174,8,12709,192,66
22,"201901",AMAN100,16335,28445,33885,25,2951549,38492,14403
22,"201901",BROM25,10,9,21,4,1628,23,11
22,"201901",CLOZ25,33,68,82,6,6538,86,40
22,"201901",ENTA200,8050,17290,19358,25,2533206,21911,8639
22,"201901",PRAM0125,2736,4575,4976,23,522405,5489,2321
22,"201901",PRAM025,18028,30844,33415,27,4474339,38012,14764
22,"201901",PRAM1,19745,36022,43704,27,4188546,48752,18348
22,"201901",SELE10,5,11,14,1,1040,14,8
22,"201901",SELE5,3804,6845,8242,18,482920,8737,3348
22,"201901",TOLC100,12,22,22,2,1531,22,12
22,"201901",TRIE5,40,87,146,7,10614,159,62
22,"201902",AMAN100,14624,25439,30527,25,2540148,34298,13840
22,"201902",BROM25,5,3,12,3,876,12,6
22,"201902",CLOZ25,36,89,105,7,6435,108,48
22,"201902",ENTA200,7619,16369,18470,25,2223292,20776,8581
22,"201902",PRAM0125,2507,4195,4614,24,479917,5029,2302
22,"201902",PRAM025,11873,20349,22202,27,2608735,25282,12041
22,"201902",PRAM1,13453,24833,30115,27,2849904,33808,14927
22,"201902",SELE10,7,14,16,1,1155,16,7
22,"201902",SELE5,3566,6467,7880,18,445703,8304,3294
22,"201902",TOLC100,4,10,10,1,840,10,5
22,"201902",TRIE5,37,69,114,7,8857,131,58
23,"200801",ALEN10,1,0,1,1,30,1,1
23,"200801",ALFA4000,1,0,2,1,24,2,2
23,"200801",AZAT50,1,0,1,1,30,1,1
23,"200801",CALC025,1,0,2,1,120,2,2
23,"200801",PENI250,494,55,964,20,108391,1050,476
23,"200801",RISP2,2,0,2,1,240,2,1
23,"200801",SEVE800,1,0,1,1,180,1,1
23,"200801",SINV20,5,2,5,1,210,5,2
23,"200802",PENI250,592,62,1027,22,113451,1155,511
23,"200803",PENI250,552,59,1011,19,113433,1122,495
23,"200804",PENI250,454,41,880,19,101894,972,451
23,"200901",PENI250,398,46,745,17,85676,853,398
23,"200902",PENI250,436,42,803,16,92614,915,418
23,"200903",PENI250,505,42,944,19,111075,1065,469
23,"200904",PENI250,460,43,892,19,107002,996,448
23,"201001",FORM12400,3,0,3,1,3,3,1
23,"201001",PENI250,461,35,924,20,111994,1040,453
23,"201001",SOMA12,0,0,2,1,30,2,1
23,"201002",ALFA4000,0,0,2,1,8,2,1
23,"201002",FORM1240060,2,0,2,1,2,2,1
23,"201002",LEFL20,1,0,1,1,30,1,1
23,"201002",PENI250,473,40,945,21,114951,1046,467
23,"201002",SOMA12,0,0,1,1,15,1,1
23,"201002",TOXI500,0,0,1,1,1,1,1
23,"201002",,1,0,1,1,180,1,1
23,"201003",PENI250,438,31,894,22,113380,980,455
23,"201004",PENI250,422,33,865,22,103534,948,425
23,"201101",PENI250,448,30,906,21,111138,992,433
23,"201102",PENI250,458,25,927,22,116690,1027,431
23,"201103",PENI250,452,20,966,21,120011,1054,428
23,"201104",PENI250,381,16,806,20,102565,892,398
23,"201201",PENI250,334,10,687,18,85256,750,373
23,"201202",PENI250,300,12,634,20,77883,698,347
23,"201203",PENI250,357,19,734,19,90249,807,380
23,"201204",PENI250,336,12,735,21,92864,812,384
23,"201301",PENI250,356,17,796,20,97272,853,393
23,"201302",PENI250,311,22,718,19,85281,790,382
23,"201303",PENI250,140,11,353,17,40899,390,255
23,"201304",PENI250,190,12,468,16,60962,523,282
23,"201401",PENI250,325,19,741,17,92656,799,358
23,"201402",PENI250,320,16,755,18,92567,810,369
23,"201403",PENI250,427,13,981,20,119267,1068,450
23,"201404",PENI250,422,20,965,21,122921,1059,449
23,"201501",PENI250,390,23,871,21,112507,953,439
23,"201502",PENI250,361,19,845,19,104426,917,431
23,"201503",PENI250,325,19,747,21,95830,847,389
23,"201504",PENI250,306,19,710,22,95483,840,393
23,"201601",PENI250,373,23,818,21,104253,948,455
23,"201602",PENI250,435,31,911,22,121191,1060,459
23,"201603",PENI250,430,24,891,21,123153,1063,479
23,"201604",PENI250,428,25,935,21,126160,1078,490
23,"201701",PENI250,428,37,878,20,120632,1024,476
23,"201702",PENI250,402,37,795,18,107860,923,449
23,"201703",PENI250,423,27,844,19,113531,984,449
23,"201704",PENI250,432,44,867,23,119472,1017,449
23,"201801",PENI250,406,37,856,19,112770,956,478
23,"201802",PENI250,454,34,935,20,129479,1096,517
23,"201803",PENI250,381,31,727,18,101257,861,404
23,"201804",PENI250,303,20,584,15,83509,729,361
23,"201901",PENI250,344,31,676,16,90474,789,405
23,"201902",PENI250,260,29,530,14,67262,594,294
24,"200801",ALFA4000,2,0,4,1,60,4,4
24,"200801",CALC025,2,0,4,1,210,4,4
24,"200801",CICLOSP50,1,0,1,1,60,1,1
24,"200801",DESF500,4,1,4,3,190,4,4
24,"200801",FORM12400,1,2,2,1,120,2,2
24,"200801",HIDR500,1899,324,3289,20,216803,3522,1644
24,"200801",TOPI100,0,0,2,1,145,2,1
24,"200802",HIDR500,2247,406,3880,25,265128,4130,1978
24,"200803",HIDR500,2433,401,4339,23,295488,4620,2158
24,"200804",HIDR500,2445,396,4348,23,308634,4607,2209
24,"200901",HIDR500,2181,355,3910,22,284541,4224,2161
24,"200902",HIDR500,2343,361,4249,25,330172,4647,2302
24,"200903",HIDR500,2609,388,4646,26,362694,5040,2541
24,"200904",HIDR500,2573,391,4677,26,371315,5023,2598
24,"201001",HIDR500,2749,357,4863,26,392873,5334,2753
24,"201001",,2,0,4,1,440,5,5
24,"201002",DESF500,1,0,1,1,12,1,1
24,"201002",HIDR500,2557,348,4442,23,380748,4943,2844
24,"201003",HIDR500,2546,337,4307,25,400301,4947,2762
24,"201004",HIDR500,2472,254,3946,23,352896,4688,2827
24,"201101",HIDR500,3071,262,5278,24,433548,6048,3238
24,"201102",HIDR500,3790,345,6482,26,548001,7469,3778
24,"201103",HIDR500,3691,352,6034,24,552513,7120,3997
24,"201104",HIDR500,3399,338,5677,25,529815,6554,3621
24,"201201",HIDR500,3127,318,5443,23,477590,5965,3341
24,"201202",HIDR500,3633,336,6341,25,587319,7187,3987
24,"201203",HIDR500,4002,347,6992,24,641816,7853,4320
24,"201204",HIDR500,4086,356,7096,24,650909,7969,4539
24,"201301",HIDR500,4149,332,7241,24,649540,8093,4612
24,"201302",HIDR500,4316,329,7474,24,697281,8675,4837
24,"201303",HIDR500,4541,339,7700,25,738255,9013,5176
24,"201304",HIDR500,4428,332,7543,25,734974,8702,5014
24,"201401",HIDR500,4410,358,7662,25,740281,8739,5156
24,"201402",HIDR500,5040,346,8604,26,796917,9950,5845
24,"201403",HIDR500,6328,431,11166,26,958908,12579,6570
24,"201404",HIDR500,6084,454,10849,26,932528,11968,6292
24,"201501",HIDR500,5444,431,9835,25,870403,10884,6490
24,"201502",HIDR500,6030,445,10641,25,968945,12140,6773
24,"201503",HIDR500,6742,488,11460,25,1079440,13637,7404
24,"201504",HIDR500,5081,381,8576,25,798497,10061,6053
24,"201601",HIDR500,4974,357,8504,25,773402,9848,5963
24,"201602",HIDR500,4099,433,6802,23,626079,8023,4604
24,"201603",HIDR500,6159,538,10319,25,966144,12195,7472
24,"201604",HIDR500,7193,519,11594,22,1130195,14206,7826
24,"201701",HIDR500,7442,600,11694,24,1200992,14657,8292
24,"201702",HIDR500,7878,634,12406,25,1269516,15546,8785
24,"201703",HIDR500,8514,637,13109,24,1359288,17004,9217
24,"201704",HIDR500,6687,568,9906,24,1049087,13161,7603
24,"201801",HIDR500,7557,571,11829,24,1255423,15042,8929
24,"201802",HIDR500,6674,525,10377,25,1031063,13204,7985
24,"201803",HIDR500,8186,652,12824,24,1164361,16351,9246
24,"201804",HIDR500,9266,708,13869,24,1223196,18225,9544
24,"201901",HIDR500,9029,631,13306,24,1338798,17880,9267
24,"201902",HIDR500,8554,694,12813,24,1117682,16878,9028
25,"200801",ALFA280,1,0,1,1,4,1,1
25,"200801",ALFA4000,2,3,6,2,60,6,5
25,"200801",CALC025,0,0,1,1,30,1,1
25,"200801",FILG300,163,68,438,11,4268,442,208
25,"200801",IMUN05,41,1,92,3,1072,92,50
25,"200801",IMUN10,14,0,53,3,248,53,20
