"co_pcdt","sg_procedimento","nu_ano_competencia","qt_paciente_tempo","qt_registros_avg","qt_registros_std","co_seq_pcdt_ano","qt_acum","sg_abc"
2,BROM25,2009,445.83333333333275,5.9116022099447514,3.9193936027489568,4,0.26245847176079745,C
2,CICLOSP100,2009,246.91666666666683,5.5905660377358491,4.1906712561254692,5,0.1684156866881121,C
2,AZAT50,2009,130.5,6.3918367346938776,3.6329456015369951,6,0.11633180403944532,C
2,OCTR10,2009,123.33333333333334,7.1153846153846154,5.7261290974556585,7,0.08880451405368354,C
2,CICLOSP50,2009,104.24999999999993,4.9840637450199203,4.0654329437244834,8,0.06278893986535186,C
2,FILG300,2009,90.99999999999999,3.8181818181818182,3.0964300069400548,9,0.04079874843994448,C
2,CICLOSP25,2009,54.333333333333336,6.3300970873786408,5.5011377602409028,10,0.02160347343071597,C
2,CICLOSP10050,2009,25.91666666666666,4.7846153846153846,3.3980339338188804,11,0.010142558315315797,C
2,OCTR01,2009,21.916666666666668,6.1162790697674419,4.7469754898480529,12,0.004675772117632587,C
2,CICLOSP10,2009,0.25,1.5000000000000000,0.70710678118654752440,13,0.00005273427200337503,C
2,CABE05,2010,2238.6666666666674,5.5321252059308072,4.0206723404914707,1,0.9999999999999998,A
2,OCTR20,2010,614.5833333333344,6.5730837789661319,4.0527858646927455,2,0.503924066995365,B
2,OCTR30,2010,600.9166666666665,7.6065400843881857,4.3262221328111824,3,0.3677358595091683,C
2,BROM25,2010,356.0833333333337,5.6897470039946738,3.6698248917227207,4,0.2345761084335124,C
2,CICLOSP100,2010,217.50000000000006,4.8154981549815498,3.4074914248656054,5,0.155670045980832,C
2,OCTR10,2010,129.66666666666663,6.0310077519379845,4.8260608752816317,6,0.10747327017893737,C
2,CICLOSP50,2010,97.25000000000003,4.5944881889763780,3.5247472274826332,7,0.07873986667405308,C
2,AZAT50,2010,94.41666666666661,5.1036036036036036,3.2848322182247616,8,0.05718981404538986,C
2,FILG300,2010,84.99999999999996,3.1775700934579439,2.6106024835471991,9,0.03626761213598505,C
2,CICLOSP25,2010,38.000000000000014,4.6060606060606061,3.9248506583266294,10,0.017432090558233145,C
2,CICLOSP10050,2010,23.333333333333325,3.9436619718309859,2.9222658720523310,11,0.009011504441120522,C
2,OCTR01,2010,10.500000000000004,4.3448275862068966,3.8755263427691389,12,0.0038409691060513717,C
2,,2010,4.000000000000001,1.2307692307692308,0.42683279491835414166,13,0.001514228205270252,C
2,CICLOSP10,2010,1.6666666666666665,2.5000000000000000,0.75592894601845445443,14,0.0006278507192583971,C
2,DESM0125,2010,0.25,3.0000000000000000,,15,0.0002585267667534576,C
2,TRIP375,2010,0.25,3.0000000000000000,,15,0.0002585267667534576,C
2,ALFA4000,2010,0.25,1.5000000000000000,0.70710678118654752440,15,0.0002585267667534576,C
2,ATOR10,2010,0.25,1.00000000000000000000,0,15,0.0002585267667534576,C
2,ALFA2000,2010,0.16666666666666666,2.0000000000000000,,16,0.000036932395250493947,C
2,CABE05,2011,2297.4166666666697,5.8669929772291977,4.6302600732861920,1,0.9999999999999999,A
2,OCTR30,2011,713.7500000000006,7.9305555555555556,4.3674794136655174,2,0.5273858707764042,B
2,OCTR20,2011,690.9166666666672,6.6487570168404170,3.9527867299012667,3,0.38055646032263024,C
2,BROM25,2011,340.166666666667,6.0384615384615385,3.8660919113061276,4,0.23842421956696885,C
2,CICLOSP100,2011,235.5000000000002,5.2527881040892193,3.5379350987843430,5,0.16844667683815326,C
2,OCTR10,2011,149.41666666666683,5.6920634920634921,4.5101196047842350,6,0.120000685718204,C
2,AZAT50,2011,145.66666666666666,4.0745920745920746,2.8879434577193110,7,0.08926336721924115,C
2,CICLOSP50,2011,132.41666666666666,5.1928104575163399,3.5903441467113857,8,0.05929748169989536,C
2,FILG300,2011,75.83333333333334,3.2733812949640288,2.5990994146909218,9,0.032057326041863066,C
2,CICLOSP25,2011,47.500000000000014,4.8717948717948718,3.3746991220635112,10,0.016457236898496548,C
2,CICLOSP10050,2011,20.666666666666664,4.2758620689655172,3.3128834287098310,11,0.006685752490014222,C
2,OCTR01,2011,10,5.4545454545454545,4.5432029055163980,12,0.0024342996245692804,C
2,CICLOSP10,2011,1.6666666666666665,2.8571428571428571,1.0690449676496976,13,0.00037714501225721245,C
2,OCTR05,2011,0.08333333333333333,1.00000000000000000000,,14,0.000034285910205201135,C
2,BROM5,2011,0.08333333333333333,1.00000000000000000000,,14,0.000034285910205201135,C
2,CABE05,2012,2422.3333333333385,6.1558661584074545,4.6486209188573681,1,1,A
2,OCTR30,2012,855.7499999999999,8.4797687861271676,4.6488472165004231,2,0.5197515158524288,B
2,OCTR20,2012,714.9166666666656,6.9409385113268608,4.0067441638563160,3,0.3500916946156256,C
2,BROM25,2012,284.75,6.4108818011257036,3.9596215940836559,4,0.2083532968757743,C
2,CICLOSP100,2012,239.0833333333334,5.3129629629629630,3.5356937581089162,5,0.15189915244436358,C
2,OCTR10,2012,139.00000000000003,5.8321678321678322,4.7172486985545114,6,0.10449881870900585,C
2,AZAT50,2012,136.3333333333334,5.3464052287581699,3.7246546966157481,7,0.07694086936408541,C
2,CICLOSP50,2012,118.66666666666666,5.1223021582733813,3.4577604480809561,8,0.0499116096948469,C
2,FILG300,2012,56.666666666666714,3.2850241545893720,2.5296144750964735,9,0.02638491912700116,C
2,CICLOSP25,2012,42.916666666666664,4.8130841121495327,3.4178522471611379,10,0.01515026351876021,C
2,CICLOSP10050,2012,19.916666666666664,4.3454545454545455,2.8363916945862476,11,0.006641664050754203,C
2,OCTR01,2012,13.583333333333334,5.8214285714285714,4.4058342752962987,12,0.002693013035504814,C
2,CABE05,2013,2601.7500000000023,6.3911975435005118,4.7533216433394247,1,0.9999999999999999,A
2,OCTR30,2013,945.8333333333328,8.5854765506807867,5.0039228479373879,2,0.5064341722524343,B
2,OCTR20,2013,749.2500000000005,7.2391304347826087,4.3267042038277916,3,0.32700455292778535,C
2,CICLOSP100,2013,227.4999999999999,5.2298850574712644,3.4989479617408073,4,0.18486783862400388,C
2,BROM25,2013,221.33333333333314,6.3693045563549161,3.9214422564873713,5,0.1417098773238901,C
2,OCTR10,2013,146.74999999999997,6.4505494505494505,4.9287505939723119,6,0.09972176552421898,C
2,CICLOSP50,2013,144.16666666666663,5.4574132492113565,3.6779685671870971,7,0.07188250916909063,C
2,AZAT50,2013,120.41666666666664,5.5363984674329502,3.6945407826222707,8,0.044533324901985555,C
2,CICLOSP25,2013,47.8333333333333,4.9059829059829060,3.7805831195522215,9,0.021689642089287958,C
2,FILG300,2013,33.91666666666667,3.2301587301587302,2.5958819646900694,10,0.01261540407234096,C
2,CICLOSP10050,2013,18.333333333333336,3.4920634920634921,2.4221625626234721,11,0.006181231819906409,C
